CG5589	YGL171W
CG7611	YCL039W
CG7611	YCL039W
CG7611	YCL039W
CG7611	YCL039W
fwd	YNL267W
fwd	YNL267W
fwd	YNL267W
fwd	YNL267W
Ntmt	YBR261C
Ntmt	YBR261C
Nopp140	YKR092C
Nopp140	YKR092C
Nopp140	YKR092C
Nopp140	YKR092C
sff	YDR507C
sff	YCL024W
sff	YDR507C
sff	YCL024W
sff	YDR507C
sff	YCL024W
CG6527	YLR380W
CG6527	YLR380W
CG32485	YLR380W
Pdp	YOR090C
Pdp	YOR090C
Ube3a	YJR036C
Usp2	YER144C
Usp2	YDR069C
Usp2	YER144C
Usp2	YDR069C
Usp2	YER144C
Usp2	YDR069C
Usp2	YER144C
Usp2	YDR069C
Usp2	YER144C
Usp2	YDR069C
Usp2	YER144C
Usp2	YDR069C
Usp2	YER144C
Usp2	YDR069C
Usp2	YER144C
Usp2	YDR069C
Usp2	YER144C
Usp2	YDR069C
CG1513	YHR001W
CG1513	YHR001W
CG1513	YHR001W
CG3793	YDR435C
CG3793	YDR435C
Naa20A	YPR131C
Naa20A	YPR131C
Naa20A	YPR131C
Naa20A	YPR131C
Naa20B	YPR131C
Naa20B	YPR131C
CG31730	YPR131C
RpL35A	YOR234C
RpL35A	YPL143W
Ntf-2r	YER009W
Ntf-2	YER009W
Ntf-2	YER009W
Ntf-2	YER009W
Ntf-2	YER009W
CG15440	YBR212W
CG15440	YHR086W
Gale	YBR019C
Gale	YBR019C
eRF1	YBR143C
eRF1	YBR143C
eRF1	YBR143C
eRF1	YBR143C
eRF1	YBR143C
eRF1	YBR143C
eRF1	YBR143C
eRF1	YBR143C
CG9947	YNL323W
CG9947	YNR048W
CG9947	YCR094W
CG9947	YNL323W
CG9947	YNR048W
CG9947	YCR094W
tos	YDR263C
tos	YOR033C
Vha55	YBR127C
Vha55	YBR127C
Vha55	YBR127C
Rab7	YML001W
Rab7	YML001W
Rab7	YML001W
Aprt	YML022W
Aprt	YDR441C
Aprt	YML022W
Aprt	YDR441C
Aprt	YML022W
Aprt	YDR441C
RpL18A	YOR312C
RpL18A	YMR242C
eEF1beta	YAL003W
eEF1beta	YAL003W
CG3542	YKL012W
Elp2	YGR200C
CG3107	YDR430C
CG3107	YDR430C
CG3107	YDR430C
CG3107	YDR430C
pug	YBR084W
pug	YGR204W
pug	YBR084W
pug	YGR204W
pug	YBR084W
pug	YGR204W
pug	YBR084W
pug	YGR204W
pug	YBR084W
pug	YGR204W
bb8	YAL062W
bb8	YOR375C
Gdh	YAL062W
Gdh	YOR375C
Gdh	YAL062W
Gdh	YOR375C
Gdh	YAL062W
Gdh	YOR375C
Gdh	YAL062W
Gdh	YOR375C
Tfb1	YDR311W
Tfb1	YDR311W
Tfb1	YDR311W
Tfb1	YDR311W
ttm2	YPL063W
ttm50	YPL063W
ttm50	YPL063W
ttm3	YPL063W
sip3	YOL013C
sip3	YOL013C
ND-ACP	YKL192C
ND-ACP	YKL192C
ND-ACP	YKL192C
Pis	YPR113W
Pis	YPR113W
RluA-1	YGR169C
RluA-1	YOL066C
RluA-1	YDL036C
RluA-1	YGR169C
RluA-1	YOL066C
RluA-1	YDL036C
RluA-1	YGR169C
RluA-1	YOL066C
RluA-1	YDL036C
RluA-1	YGR169C
RluA-1	YOL066C
RluA-1	YDL036C
RluA-2	YGR169C
RluA-2	YOL066C
RluA-2	YDL036C
RluA-2	YGR169C
RluA-2	YOL066C
RluA-2	YDL036C
RluA-2	YGR169C
RluA-2	YOL066C
RluA-2	YDL036C
RluA-2	YGR169C
RluA-2	YOL066C
RluA-2	YDL036C
tko	YNR036C
tko	YNR036C
SdhAL	YJL045W
SdhAL	YKL148C
SdhA	YJL045W
SdhA	YKL148C
SdhA	YJL045W
SdhA	YKL148C
SdhA	YJL045W
SdhA	YKL148C
Cdc27	YBL084C
Cdc27	YBL084C
Uba1	YKL210W
Uba1	YKL210W
RpL27	YHR010W
RpL27	YDR471W
RpL27	YHR010W
RpL27	YDR471W
RpL27	YHR010W
RpL27	YDR471W
RpL27	YHR010W
RpL27	YDR471W
Pcyt2	YGR202C
CG10340	YNL315C
Acox57D-d	YGL205W
CG5009	YGL205W
CG4586	YGL205W
und	YBL091C
und	YBL091C
und	YBL091C
Rbcn-3A	YJR033C
IscU	YOR226C
IscU	YPL135W
CG5157	YML054C
CG8243	YIL044C
okr	YBR073W
okr	YGL163C
p47	YBL058W
GCS2alpha	YBR229C
GCS2alpha	YBR229C
GCS2alpha	YBR229C
GCS2alpha	YBR229C
GCS2alpha	YBR229C
Syx5	YLR026C
Syx5	YLR026C
Ubc7	YMR022W
Ubc7	YMR022W
Ubc87F	YDR054C
CG40045	YDR054C
CG40045	YDR054C
CG40045	YDR054C
Rpb11	YOL005C
CG31357	YIL097W
alphaSnap	YBL050W
Nop60B	YLR175W
Nop60B	YLR175W
Nop60B	YLR175W
Nop60B	YLR175W
fh	YDL120W
hoip	YEL026W
hoip	YEL026W
CG4706	YLR304C
Acon	YLR304C
Acon	YLR304C
Acon	YLR304C
Acon	YLR304C
Uch	YJR099W
Uch	YJR099W
Uch	YJR099W
CG5220	YBR061C
CG7009	YBR061C
CG9510	YHR018C
CG9510	YHR018C
CG9510	YHR018C
Maf1	YDR005C
Maf1	YDR005C
Maf1	YDR005C
Maf1	YDR005C
Maf1	YDR005C
Ran	YLR293C
Ran	YOR185C
Ran	YLR293C
Ran	YOR185C
Ran	YLR293C
Ran	YOR185C
Ran	YLR293C
Ran	YOR185C
Gnf1	YOR217W
Gnf1	YOR217W
hay	YIL143C
hay	YIL143C
Tbc1d15-17	YDL234C
Tbc1d15-17	YDL234C
Tbc1d15-17	YDL234C
GstD11	YNL229C
GstD11	YNL229C
GstD3	YNL229C
GstD7	YNL229C
GstD6	YNL229C
GstD2	YNL229C
GstD5	YNL229C
GstD4	YNL229C
GstD8	YNL229C
GstD9	YNL229C
GstD9	YNL229C
GstD1	YNL229C
GstD1	YNL229C
GstD10	YNL229C
GstD10	YNL229C
Grasp65	YDR517W
Hip1	YNL243W
Hip1	YNL243W
RanBPM	YGL227W
RanBPM	YGL227W
RanBPM	YGL227W
RanBPM	YGL227W
RanBPM	YGL227W
RanBPM	YGL227W
PCB	YGL062W
PCB	YBR218C
PCB	YGL062W
PCB	YBR218C
PCB	YGL062W
PCB	YBR218C
PCB	YGL062W
PCB	YBR218C
PCB	YGL062W
PCB	YBR218C
PCB	YGL062W
PCB	YBR218C
PCB	YGL062W
PCB	YBR218C
PCB	YGL062W
PCB	YBR218C
PCB	YGL062W
PCB	YBR218C
PCB	YGL062W
PCB	YBR218C
CG30423	YJR044C
CG7024	YER178W
Pdha	YER178W
Pdha	YER178W
Pdha	YER178W
Pdha	YER178W
Not1	YCR093W
Not1	YCR093W
Not1	YCR093W
Not1	YCR093W
Not1	YCR093W
Not1	YCR093W
CG1646	YML046W
CG1646	YML046W
CG1646	YML046W
CG1646	YML046W
CG1646	YML046W
CG5044	YDR036C
CG5044	YDR036C
RpL10Aa	YPL220W
RpL10Aa	YGL135W
RpL10Ab	YPL220W
RpL10Ab	YGL135W
SerRS-m	YHR011W
SerRS-m	YHR011W
CG1983	YBL036C
CG1983	YBL036C
CG17333	YHR163W
CG17333	YGR248W
Srp54k	YPR088C
ATPsyngamma	YBR039W
ATPsyngamma	YBR039W
ATPsyngamma	YBR039W
Vha68-3	YDL185W
Vha68-1	YDL185W
Vha68-1	YDL185W
Vha68-2	YDL185W
Vha68-2	YDL185W
Vha68-2	YDL185W
Vha68-2	YDL185W
Vha68-2	YDL185W
Vha68-2	YDL185W
CG6287	YER081W
CG6287	YIL074C
Hrd3	YLR207W
Hrd3	YLR207W
RpL6	YLR448W
RpL6	YML073C
RpL6	YLR448W
RpL6	YML073C
CG5961	YLR097C
CG5961	YLR097C
CG5961	YLR097C
Zw	YNL241C
Zw	YNL241C
Zw	YNL241C
CG8026	YIL134W
CG8026	YIL134W
CG8026	YIL134W
KdelR	YBL040C
KdelR	YBL040C
KdelR	YBL040C
CG4743	YNL003C
RpL3	YOR063W
RpL3	YOR063W
RpL3	YOR063W
CG6404	YER154W
CG6404	YER154W
Got1	YLR027C
Got1	YLR027C
Pgd	YGR256W
Pgd	YHR183W
Pgd	YGR256W
Pgd	YHR183W
Rpn12R	YFR052W
Rpn12	YFR052W
sta	YLR048W
sta	YGR214W
sta	YLR048W
sta	YGR214W
sta	YLR048W
sta	YGR214W
sta	YLR048W
sta	YGR214W
Pfas	YGR061C
Pfas	YGR061C
Pfas	YGR061C
Spp	YKL100C
RpS17	YML024W
RpS17	YDR447C
RpL8	YIL018W
RpL8	YFR031C-A
RpL8	YIL018W
RpL8	YFR031C-A
VhaPPA1-1	YHR026W
VhaPPA1-1	YHR026W
CG3999	YMR189W
CG3999	YMR189W
CG11986	YMR114C
Klp3A	YBL063W
Klp3A	YBL063W
Klp61F	YEL061C
rad50	YNL250W
rad50	YNL250W
msps	YLR045C
msps	YLR045C
msps	YLR045C
msps	YLR045C
msps	YLR045C
CG7376	YLR247C
CG7376	YLR247C
CG5919	YPL117C
CG5919	YPL117C
Trs33	YOR115C
Galk	YBR020W
Galk	YDR009W
Galk	YBR020W
Galk	YDR009W
Galk	YBR020W
Galk	YDR009W
Galk	YBR020W
Galk	YDR009W
CG5916	YOL112W
CG5916	YNL293W
CG5916	YOL112W
CG5916	YNL293W
Chc	YGL206C
Chc	YGL206C
Chc	YGL206C
Chc	YGL206C
Chc	YGL206C
Chc	YGL206C
Chc	YGL206C
CG8545	YNL061W
CG3356	YGL141W
Usp5	YBR058C
Usp5	YBR058C
Usp5	YBR058C
Rnmt	YBR236C
CG31469	YPR073C
primo-2	YPR073C
primo-1	YPR073C
primo-1	YPR073C
ubl	YNR032C-A
dUTPase	YBR252W
dUTPase	YBR252W
dUTPase	YBR252W
dUTPase	YBR252W
CG33331	YGR046W
Sec61gamma	YDR086C
Sec61gamma	YDR086C
Sec61gamma	YDR086C
CG8860	YDR086C
CG13426	YDR086C
CG10973	YBR101C
CG3358	YBL055C
CG3358	YBL055C
CG3358	YBL055C
Sc2	YDL015C
Vps8	YAL002W
Ppox	YER014W
CG32832	YHR162W
CG32832	YGR243W
CG32832	YHR162W
CG32832	YGR243W
CG9396	YHR162W
CG9396	YGR243W
CG9399	YHR162W
CG9399	YGR243W
CG9399	YHR162W
CG9399	YGR243W
CG9399	YHR162W
CG9399	YGR243W
CG9399	YHR162W
CG9399	YGR243W
Hmgs	YML126C
Hmgs	YML126C
Hmgs	YML126C
Hmgs	YML126C
Hmgs	YML126C
Hmgs	YML126C
mrn	YPL122C
Usp10	YER151C
Usp10	YER151C
Usp10	YER151C
Ubr1	YGR184C
Ubr1	YLR024C
Ubr1	YGR184C
Ubr1	YLR024C
Ubr1	YGR184C
Ubr1	YLR024C
san	YOR253W
CG34424	YER183C
CG34424	YER183C
Grip84	YHR172W
Grip84	YHR172W
Grip84	YHR172W
Grip84	YHR172W
Grip84	YHR172W
Grip84	YHR172W
CG7716	YHR172W
CIAPIN1	YKR071C
Pfdn5	YML094W
Pfdn5	YML094W
Dhod	YKL216W
Dhod	YKL216W
CG33671	YMR208W
CG33671	YMR208W
mre11	YMR224C
Nfs1	YCL017C
CG6321	YER152C
Cdc37	YDR168W
Dd	YHR004C
Dd	YHR004C
Dd	YHR004C
CG8584	YHR004C
Snx3	YOR357C
Snx3	YOR357C
Surf4	YGR284C
PIP4K	YDR208W
PIP4K	YDR208W
sau	YDR372C
sau	YDR372C
sau	YDR372C
Slmap	YLR238W
Slmap	YDR200C
Slmap	YLR238W
Slmap	YDR200C
trc	YNL161W
trc	YNL161W
Taf6	YGL112C
Taf6	YGL112C
Ssl1	YLR005W
Ssl1	YLR005W
CG13096	YKR060W
CG13096	YHR052W
CG13096	YKR060W
CG13096	YHR052W
Nf-YB	YBL021C
Nf-YB	YBL021C
bai	YML012W
oys	YOR175C
oys	YOR175C
oys	YOR175C
oys	YOR175C
Irbp	YMR284W
Irbp	YMR284W
CG43783	YPR091C
CG43783	YPR091C
CG43783	YPR091C
CG43783	YPR091C
CG43783	YPR091C
aay	YGR208W
spidey	YBR159W
CG42542	YBR187W
CG42542	YBR187W
CG42542	YBR187W
CG42542	YBR187W
CG42542	YBR187W
CG42542	YBR187W
Tif-IA	YKL125W
mmy	YDL103C
mmy	YDL103C
mmy	YDL103C
Fancm	YIR002C
Fancm	YIR002C
RpL30	YGL030W
RpL30	YGL030W
RpL30	YGL030W
wal	YPR004C
wal	YPR004C
His2Av	YOL012C
His2Av	YOL012C
alphaCOP	YDL145C
alphaCOP	YDL145C
Cds	YBR029C
Cds	YBR029C
galla-2	YHR122W
AsnRS-m	YCR024C
cpb	YIL034C
cpb	YIL034C
Axs	YBR086C
CG18528	YMR023C
Orc4	YPR162C
RpII18	YPR187W
Vps11	YMR231W
mt:Cyt-b	Q0120
mt:Cyt-b	Q0105
dpa	YPR019W
dpa	YPR019W
CG3732	YDL167C
APC10	YGL240W
CG4511	YDR183W
CG4511	YDR183W
CG12909	YCR087C-A
Cks85A	YBR135W
Cks85A	YBR135W
Cks85A	YBR135W
Cks30A	YBR135W
FeCH	YOR176W
FeCH	YOR176W
FeCH	YOR176W
RpL36	YPL249C-A
RpL36	YMR194W
RpL36	YPL249C-A
RpL36	YMR194W
RpL36	YPL249C-A
RpL36	YMR194W
RpL36	YPL249C-A
RpL36	YMR194W
RpL36	YPL249C-A
RpL36	YMR194W
RpL35	YDL136W
RpL35	YDL191W
RpL35	YDL136W
RpL35	YDL191W
RpL35	YDL136W
RpL35	YDL191W
mRpL3	YGR220C
cpa	YKL007W
Tctp	YKL056C
Tctp	YKL056C
betaggt-II	YPR176C
Rrp45	YDR280W
Rrp45	YDR280W
CG10802	YNL040W
CG10802	YNL040W
Pten	YNL128W
Pten	YNL128W
Pten	YNL128W
Pten	YNL128W
Pten	YNL128W
Pten	YNL128W
Pten	YNL128W
Rabex-5	YML097C
MED6	YHR058C
MED6	YHR058C
MED6	YHR058C
MED6	YHR058C
MED6	YHR058C
Prosalpha3	YGR135W
Top2	YNL088W
Top2	YNL088W
CG7277	YGR255C
RpL5	YPL131W
RpL5	YPL131W
RpL5	YPL131W
RpL5	YPL131W
Vps24	YKL041W
Vps24	YKL041W
RpS20	YHL015W
Vps29	YHR012W
rb	YGR261C
rb	YGR261C
rb	YGR261C
Eip55E	YAL012W
Eip55E	YGL184C
Eip55E	YAL012W
Eip55E	YGL184C
Gcn2	YDR283C
Gcn2	YDR283C
Gcn2	YDR283C
Ski6	YGR195W
Ski6	YGR195W
Mtr3	YGR158C
CG33172	YPL183C
Pisd	YNL169C
Pisd	YNL169C
Pisd	YNL169C
RpL32	YBL092W
RpL32	YBL092W
RpL32	YBL092W
RpL32	YBL092W
TfIIA-S-2	YKL058W
TfIIA-S	YKL058W
CG5565	YKL033W-A
Gs1l	YKL033W-A
Gs1l	YKL033W-A
CG31924	YKL033W-A
CG13192	YPR085C
CG12659	YEL044W
Mpc1	YGL080W
Mpc1	YGL080W
CG17768	YER112W
CG17768	YER112W
CG6610	YER146W
CG6610	YER146W
CG6610	YER146W
Ak6	YDL166C
Cdk8	YPL042C
DNApol-delta	YDL102W
Gabat	YGR019W
Gabat	YGR019W
Gabat	YGR019W
Gabat	YGR019W
Mtap	YLR017W
Mtap	YLR017W
Mtap	YLR017W
CG31115	YLR017W
snz	YML104C
snz	YML104C
sws	YML059C
sws	YML059C
ZnT63C	YMR243C
ZnT63C	YOR316C
ZnT63C	YMR243C
ZnT63C	YOR316C
ZnT63C	YMR243C
ZnT63C	YOR316C
ZnT63C	YMR243C
ZnT63C	YOR316C
ZnT63C	YMR243C
ZnT63C	YOR316C
ZnT63C	YMR243C
ZnT63C	YOR316C
ZnT63C	YMR243C
ZnT63C	YOR316C
Hip14	YOR034C
Hip14	YDR264C
Hip14	YOR034C
Hip14	YDR264C
Hip14	YOR034C
Hip14	YDR264C
Sem1	YDR363W-A
RanGAP	YMR235C
RanGAP	YMR235C
RanGAP	YMR235C
CG4456	YOR286W
CG4456	YOR285W
CG4456	YOR286W
CG4456	YOR285W
CG4456	YOR286W
CG4456	YOR285W
CG4456	YOR286W
CG4456	YOR285W
CG12279	YOR286W
CG12279	YOR285W
CG6000	YOR286W
CG6000	YOR285W
CG6000	YOR286W
CG6000	YOR285W
twf	YGR080W
CG7530	YLR023C
CG7530	YLR023C
CG7530	YLR023C
CG7530	YLR023C
Arv1	YLR242C
Arv1	YLR242C
Arv1	YLR242C
RpLP1	YDL130W
RpLP1	YDL081C
RpLP1	YDL130W
RpLP1	YDL081C
RpL19	YBR084C-A
RpL19	YBL027W
RpL19	YBR084C-A
RpL19	YBL027W
CG1463	YHR040W
CG1463	YHR040W
CG1463	YHR040W
CG9272	YAL015C
CG9272	YOL043C
RpL27A	YGL103W
RpL27A	YGL103W
RpL27A	YGL103W
meigo	YPL244C
meigo	YPL244C
mIF2	YOL023W
Cyt-c-d	YJR048W
Cyt-c-d	YEL039C
Cyt-c-d	YJR048W
Cyt-c-d	YEL039C
Cyt-c-p	YJR048W
Cyt-c-p	YEL039C
Cyt-c-p	YJR048W
Cyt-c-p	YEL039C
CG31678	YOR154W
CG31678	YOR154W
CG31678	YOR154W
CG2453	YML110C
CG2453	YML110C
CG2453	YML110C
CG11050	YBR242W
CG11050	YGL101W
CG11050	YBR242W
CG11050	YGL101W
CG11050	YBR242W
CG11050	YGL101W
CG7430	YFL018C
CG7430	YFL018C
Rpb8	YOR224C
Arpc3B	YLR370C
Arpc3B	YLR370C
Arpc3B	YLR370C
Arpc3A	YLR370C
Arpc3A	YLR370C
ArgRS-m	YDR341C
ArgRS-m	YHR091C
ArgRS-m	YDR341C
ArgRS-m	YHR091C
Tis11	YLR136C
Tis11	YDR151C
Tis11	YLR136C
Tis11	YDR151C
Tis11	YLR136C
Tis11	YDR151C
CstF64	YGL044C
Ptpmeg2	YOR208W
Ptpmeg2	YOR208W
Ptpmeg2	YOR208W
Ptpmeg2	YOR208W
Ptpmeg2	YOR208W
Ptpmeg2	YOR208W
Ptpmeg2	YOR208W
Ptpmeg2	YOR208W
Ptpmeg2	YOR208W
CG7414	YGR054W
CG7414	YGR054W
CG7414	YGR054W
CG7414	YGR054W
Mps1	YDL028C
Mps1	YDL028C
Naa15-16	YDL040C
Naa15-16	YDL040C
Trs20	YBR254C
RpL7	YPL198W
RpL7	YGL076C
RpL7	YPL198W
RpL7	YGL076C
CG32174	YDR204W
CG32174	YDR204W
CG32174	YDR204W
RpS16	YMR143W
RpS16	YDL083C
RpS16	YMR143W
RpS16	YDL083C
mRpL27	YNL005C
mRpL27	YNL005C
mRpL27	YNL005C
RpS4	YHR203C
RpS4	YJR145C
RpS4	YHR203C
RpS4	YJR145C
RpS4	YHR203C
RpS4	YJR145C
Nipped-A	YHR099W
Nipped-A	YHR099W
Ppat-Dpck	YGR277C
PIG-G	YJL062W
PIG-L	YMR281W
PIG-L	YMR281W
PIG-L	YMR281W
Mon1	YGL124C
CG12404	YGR172C
CG34133	YMR102C
CG34133	YKL121W
CG34133	YMR102C
CG34133	YKL121W
CG34133	YMR102C
CG34133	YKL121W
TSG101	YCL008C
CG4390	YJL068C
CG4390	YJL068C
RpL38	YLR325C
RpL38	YLR325C
CG14231	YDL104C
CG14231	YDL104C
Npl4	YBR170C
Npl4	YBR170C
Npl4	YBR170C
CG11619	YPL110C
CG3942	YPL110C
CG2818	YPL110C
CG2818	YPL110C
SamDC	YOL052C
CG9062	YOL087C
CG9062	YOL087C
Sec24AB	YIL109C
Sec24AB	YNL049C
Sec24AB	YIL109C
Sec24AB	YNL049C
Sec24AB	YIL109C
Sec24AB	YNL049C
Scox	YBR037C
Scox	YBR024W
RpS28b	YOR167C
RpS28b	YLR264W
RpS28b	YOR167C
RpS28b	YLR264W
RpS28a	YOR167C
RpS28a	YLR264W
CG2260	YER082C
CG6833	YOL080C
CG6833	YOL080C
Rpb5	YBR154C
Rpb5	YBR154C
CG9667	YJR050W
CG9667	YJR050W
CG12099	YLR427W
CG12099	YLR427W
RpS29	YLR388W
RpS29	YDL061C
RpS29	YLR388W
RpS29	YDL061C
RpL13	YDL082W
RpL13	YMR142C
RpL13	YDL082W
RpL13	YMR142C
RpL13	YDL082W
RpL13	YMR142C
CG1434	YNR015W
CG1434	YNR015W
THADA	YMR259C
THADA	YMR259C
Sec15	YGL233W
PheRS-m	YPR047W
mRpL43	YPR100W
Atg6	YPL120W
CG32649	YGL119W
MKP-4	YIR026C
MKP-4	YIR026C
Rpn9	YDR427W
Rpn9	YDR427W
Sse	YGR098C
mus81	YDR386W
D2hgdh	YDL178W
D2hgdh	YEL071W
D2hgdh	YDL178W
D2hgdh	YEL071W
D2hgdh	YDL178W
D2hgdh	YEL071W
MED7	YOL135C
CG1227	YPL236C
CG1227	YPL236C
CG11137	YGL231C
CG11137	YGL231C
not	YMR223W
not	YMR223W
EMC1	YCL045C
EMC1	YCL045C
EMC1	YCL045C
EMC1	YCL045C
CG5290	YNL313C
Pngl	YPL096W
Pngl	YPL096W
Tim8	YJR135W-A
Tim8	YJR135W-A
Arfrp1	YPL051W
Top1	YOL006C
Top1	YOL006C
Top1	YOL006C
Top1	YOL006C
Top1	YOL006C
Dph1	YIL103W
Dph1	YIL103W
Dph1	YIL103W
CG11665	YNL125C
CG11665	YNL125C
Sln	YNL125C
Vap33	YER120W
Vap33	YBL091C-A
Vap33	YER120W
Vap33	YBL091C-A
Vap33	YER120W
Vap33	YBL091C-A
Vap33	YER120W
Vap33	YBL091C-A
Ctr1B	YHR175W
Ctr1A	YHR175W
Ctr1A	YHR175W
Ctr1A	YHR175W
Ctr1A	YHR175W
Ctr1C	YHR175W
mRpL23	YDR405W
mRpL23	YDR405W
mRpL23	YDR405W
mRpL23	YDR405W
CG12016	YNL129W
CG12016	YNL129W
CG11679	YDR282C
isoQC	YFR018C
isoQC	YFR018C
QC	YFR018C
CG31729	YIL048W
CG31729	YIL048W
CG31729	YIL048W
CG31729	YIL048W
CG4278	YGL221C
p24-2	YAR002C-A
p24-2	YGL002W
p24-2	YHR110W
p24-2	YAR002C-A
p24-2	YGL002W
p24-2	YHR110W
eca	YAR002C-A
eca	YGL002W
eca	YHR110W
SdhC	YMR118C
SdhC	YKL141W
SdhC	YMR118C
SdhC	YKL141W
CG6629	YMR118C
CG6629	YKL141W
aralar1	YPR021C
aralar1	YPR021C
aralar1	YPR021C
aralar1	YPR021C
aralar1	YPR021C
aralar1	YPR021C
CG8073	YMR278W
CG10202	YMR278W
Zip102B	YOR079C
Zip102B	YOR079C
Zip102B	YOR079C
Zip102B	YOR079C
CG1598	YDL100C
Vps2	YKL002W
eIF2gamma	YER025W
eIF2gamma	YER025W
eIF2gamma	YER025W
cutlet	YMR078C
Cdc5	YMR213W
Cdc5	YMR213W
MagR	YLL027W
MagR	YLL027W
Rae1	YER107C
PGAP3	YCR044C
PGAP3	YCR044C
qless	YBR003W
qless	YBR003W
CG6195	YGR173W
128up	YAL036C
Tfb4	YPR056W
Cat	YDR256C
CG9314	YDR256C
CG9314	YDR256C
obe	YGR271W
l(3)72Ab	YER172C
eIF5B	YAL035W
eIF5B	YAL035W
eIF5B	YAL035W
eIF5B	YAL035W
eIF5B	YAL035W
bma	YGL083W
bma	YGL083W
bma	YGL083W
CG1951	YGL083W
Clp	YPR107C
Srp19	YML105C
AlaRS	YOR335C
AlaRS	YOR335C
eIF1	YNL244C
CG30499	YJL121C
CG30499	YJL121C
mei-W68	YHL022C
Vps52	YDR484W
Ssu72	YNL222W
Ssu72	YNL222W
Ssu72	YNL222W
CG8777	YPR189W
La	YDL051W
RpA-70	YAR007C
mdy	YCR048W
mdy	YNR019W
mdy	YCR048W
mdy	YNR019W
mdy	YCR048W
mdy	YNR019W
mdy	YCR048W
mdy	YNR019W
PCID2	YJR084W
Tpi	YDR050C
Tpi	YDR050C
Tpi	YDR050C
Usp12-46	YBL067C
Usp12-46	YER098W
CG4709	YLR424W
CG4709	YLR424W
CG13690	YNL072W
CG10214	YLR059C
RpLP2	YDR382W
RpLP2	YOL039W
Spt5	YML010W
CG5902	YOR289W
CG5902	YOR289W
CG5902	YOR289W
VGAT	YJR001W
RpL23A	YOL127W
RpS26	YER131W
RpS26	YGL189C
RpS26	YER131W
RpS26	YGL189C
RpS26	YER131W
RpS26	YGL189C
RpS26	YER131W
RpS26	YGL189C
RpS26	YER131W
RpS26	YGL189C
yata	YOR112W
yata	YOR112W
CG17141	YMR097C
mbf1	YOR298C-A
mbf1	YOR298C-A
mbf1	YOR298C-A
mbf1	YOR298C-A
mbf1	YOR298C-A
RpL11	YPR102C
RpL11	YGR085C
RpL11	YPR102C
RpL11	YGR085C
mRpL2	YEL050C
Gdi	YER136W
Gdi	YER136W
Gdi	YER136W
CG33057	YOL102C
CG33057	YOL102C
Fum4	YPL262W
Fum3	YPL262W
Fum3	YPL262W
Fum2	YPL262W
Fum1	YPL262W
Fum1	YPL262W
AMPKalpha	YDR477W
AMPKalpha	YDR477W
AMPKalpha	YDR477W
CG10336	YMR048W
CG10336	YMR048W
UGP	YKL035W
UGP	YKL035W
UGP	YKL035W
UGP	YKL035W
CG3809	YJR105W
RpL37A	YJR094W-A
RpL37A	YPR043W
RpL37A	YJR094W-A
RpL37A	YPR043W
RpL37A	YJR094W-A
RpL37A	YPR043W
Atg2	YNL242W
Atg2	YNL242W
VhaSFD	YPR036W
VhaSFD	YPR036W
VhaSFD	YPR036W
VhaSFD	YPR036W
CG31812	YLR105C
RpS11	YBR048W
RpS11	YDR025W
RpS11	YBR048W
RpS11	YDR025W
l(2)37Cd	YBR123C
RpS21	YKR057W
RpS21	YJL136C
RpS21	YKR057W
RpS21	YJL136C
RpS21	YKR057W
RpS21	YJL136C
RpS21	YKR057W
RpS21	YJL136C
RpS21	YKR057W
RpS21	YJL136C
Rich	YLR039C
Rich	YLR039C
Fip1	YJR093C
Arpc5	YIL062C
Arpc5	YIL062C
Nsf2	YBR080C
Nsf2	YBR080C
Nsf2	YBR080C
comt	YBR080C
comt	YBR080C
ATPsynO	YDR298C
IleRS	YBL076C
IleRS	YBL076C
IleRS	YBL076C
Ssb-c31a	YMR039C
CG5790	YDL017W
CG5790	YDL017W
Cdc7	YDL017W
Cdc7	YDL017W
Vps26	YJL053W
csul	YBR133C
csul	YBR133C
eco	YFR027W
eco	YFR027W
CG4646	YCR090C
CG4646	YCR090C
CG32104	YDR527W
Hacd1	YJL097W
CG4593	YMR132C
CG4593	YMR132C
CG6488	YML071C
Galt	YBR018C
Galt	YBR018C
mon2	YNL297C
mon2	YNL297C
CG5567	YDL236W
CG32487	YDL236W
CG2680	YDL236W
gny	YOR002W
gny	YOR002W
CG7834	YGR207C
CG7834	YGR207C
Cbp20	YPL178W
Sodh-2	YLR070C
Sodh-2	YDL246C
Sodh-2	YJR159W
Sodh-1	YLR070C
Sodh-1	YDL246C
Sodh-1	YJR159W
Sodh-1	YLR070C
Sodh-1	YDL246C
Sodh-1	YJR159W
Fs(2)Ket	YLR347C
Fs(2)Ket	YLR347C
Fs(2)Ket	YLR347C
Fs(2)Ket	YLR347C
Fs(2)Ket	YLR347C
Bet3	YKR068C
CG9588	YIL007C
Sgf11	YPL047W
ppan	YHR066W
ppan	YDR312W
CG9853	YOR164C
CG9853	YOR164C
CG9853	YOR164C
DhpD	YDL238C
regucalcin	YBR053C
regucalcin	YBR053C
regucalcin	YBR053C
regucalcin	YBR053C
smp-30	YBR053C
smp-30	YBR053C
smp-30	YBR053C
smp-30	YBR053C
pcm	YGL173C
pcm	YGL173C
polo	YMR001C
polo	YMR001C
Gbs-70E	YIL045W
Gbs-70E	YER054C
Gbs-70E	YIL045W
Gbs-70E	YER054C
Gbs-70E	YIL045W
Gbs-70E	YER054C
