AT3G09720	YGL171W
AT5G61140	YGR271W
AT1G20960	YER172C
AT2G42270	YER172C
AT1G76720	YAL035W
AT1G76810	YAL035W
AT1G21160	YAL035W
AT2G27700	YAL035W
AT1G71410	YGL083W
AT1G22870	YGL083W
AT5G45940	YLR151C
AT2G33980	YLR151C
AT1G28960	YLR151C
AT1G29320	YGL111W
AT1G30460	YPR107C
AT1G31220	YDR408C
AT1G48160	YML105C
AT1G50200	YOR335C
AT4G27130	YNL244C
AT5G54760	YNL244C
AT1G54290	YNL244C
AT5G54940	YNL244C
AT1G57550	YDR525W-A
AT1G57550	YJL151C
AT1G57550	YDR276C
AT2G38905	YDR525W-A
AT2G38905	YJL151C
AT2G38905	YDR276C
AT3G05890	YDR525W-A
AT3G05890	YJL151C
AT3G05890	YDR276C
AT3G05880	YDR525W-A
AT3G05880	YJL151C
AT3G05880	YDR276C
AT2G24040	YDR525W-A
AT2G24040	YJL151C
AT2G24040	YDR276C
AT4G28088	YDR525W-A
AT4G28088	YJL151C
AT4G28088	YDR276C
AT4G30660	YDR525W-A
AT4G30660	YJL151C
AT4G30660	YDR276C
AT4G30650	YDR525W-A
AT4G30650	YJL151C
AT4G30650	YDR276C
AT5G61410	YJL121C
AT1G63290	YJL121C
AT3G01850	YJL121C
AT5G02820	YHL022C
AT1G63990	YHL022C
AT3G13170	YHL022C
AT2G07050	YHR072W
AT3G45130	YHR072W
AT1G78950	YHR072W
AT1G78955	YHR072W
AT1G78970	YHR072W
AT1G78960	YHR072W
AT1G66960	YHR072W
AT1G78480	YHR072W
AT1G71270	YDR484W
AT1G71300	YDR484W
AT1G73820	YNL222W
AT1G76630	YPR189W
AT1G79880	YDL051W
AT4G32720	YDL051W
AT2G06510	YAR007C
AT4G19130	YAR007C
AT5G45400	YAR007C
AT5G61000	YAR007C
AT5G08020	YAR007C
AT2G19450	YCR048W
AT2G19450	YNR019W
AT2G19560	YJR084W
AT3G55440	YDR050C
AT2G21170	YDR050C
AT2G22310	YBL067C
AT2G22310	YER098W
AT4G39910	YBL067C
AT4G39910	YER098W
AT2G24830	YLR424W
AT2G25100	YNL072W
AT2G26970	YLR059C
AT3G28500	YDR382W
AT3G28500	YOL039W
AT5G40040	YDR382W
AT5G40040	YOL039W
AT2G27710	YDR382W
AT2G27710	YOL039W
AT2G27720	YDR382W
AT2G27720	YOL039W
AT3G44590	YDR382W
AT3G44590	YOL039W
AT2G28560	YDR076W
AT2G28560	YDR004W
AT4G08360	YML010W
AT4G08350	YML010W
AT2G34210	YML010W
AT2G38710	YOR289W
AT2G39100	YCR066W
AT5G16740	YJR001W
AT2G41190	YJR001W
AT3G09340	YJR001W
AT3G09330	YJR001W
AT5G02170	YJR001W
AT5G02180	YJR001W
AT3G54830	YJR001W
AT2G39130	YJR001W
AT5G15240	YJR001W
AT3G28960	YJR001W
AT3G55280	YOL127W
AT2G39460	YOL127W
AT3G50290	YLL063C
AT5G38130	YLL063C
AT3G50300	YLL063C
AT3G50280	YLL063C
AT3G50270	YLL063C
AT5G67160	YLL063C
AT5G67150	YLL063C
AT5G07850	YLL063C
AT5G07870	YLL063C
AT5G07860	YLL063C
AT5G42830	YLL063C
AT5G01210	YLL063C
AT2G39980	YLL063C
AT5G23940	YLL063C
AT2G40590	YER131W
AT2G40590	YGL189C
AT2G40510	YER131W
AT2G40510	YGL189C
AT3G56340	YER131W
AT3G56340	YGL189C
AT2G40730	YOR112W
AT4G10650	YMR097C
AT2G41670	YMR097C
AT2G42680	YOR298C-A
AT3G58680	YOR298C-A
AT3G24500	YOR298C-A
AT2G42740	YPR102C
AT2G42740	YGR085C
AT5G45775	YPR102C
AT5G45775	YGR085C
AT3G58700	YPR102C
AT3G58700	YGR085C
AT4G18730	YPR102C
AT4G18730	YGR085C
ATCG01310	YEL050C
ATCG00830	YEL050C
AT2G44065	YEL050C
AT5G09550	YER136W
AT3G59920	YER136W
AT2G44100	YER136W
AT5G23600	YOL102C
AT2G45330	YOL102C
AT2G47510	YPL262W
AT5G50950	YPL262W
AT3G29160	YDR477W
AT3G01090	YDR477W
AT5G39440	YDR477W
AT3G02820	YMR048W
AT3G03250	YKL035W
AT5G17310	YKL035W
AT3G09820	YJR105W
AT5G03300	YJR105W
AT3G10950	YJR094W-A
AT3G10950	YPR043W
AT3G60245	YJR094W-A
AT3G60245	YPR043W
AT3G19190	YNL242W
AT3G42050	YPR036W
AT5G60230	YLR105C
AT3G45590	YLR105C
AT3G45577	YLR105C
AT5G23740	YBR048W
AT5G23740	YDR025W
AT3G48930	YBR048W
AT3G48930	YDR025W
AT4G30800	YBR048W
AT4G30800	YDR025W
AT3G49410	YBR123C
AT5G24450	YBR123C
AT5G27700	YKR057W
AT5G27700	YJL136C
AT3G53890	YKR057W
AT3G53890	YJL136C
AT5G28350	YLR039C
AT3G61480	YLR039C
AT5G28442	YLR039C
AT5G58040	YJR093C
AT3G66652	YJR093C
AT4G01710	YIL062C
AT5G65274	YIL062C
AT4G04910	YBR080C
AT5G13450	YDR298C
AT4G10320	YBL076C
AT4G10920	YMR039C
AT4G16970	YDL017W
AT5G53530	YJL053W
AT4G27690	YJL053W
AT4G31120	YBR133C
AT4G31400	YFR027W
AT4G32930	YCR090C
AT4G34412	YML036W
AT4G35530	YNL038W
AT4G38440	YDR527W
AT5G59770	YJL097W
AT5G10480	YJL097W
AT5G11500	YMR132C
AT5G11980	YML071C
AT5G18200	YBR018C
AT5G27970	YNL297C
AT5G36790	YDL236W
AT5G36700	YDL236W
AT5G47760	YDL236W
AT5G38460	YOR002W
AT5G43430	YGR207C
AT5G44200	YPL178W
AT5G49880	YGL086W
AT5G50930	YOL086W-A
AT5G51970	YLR070C
AT5G51970	YDL246C
AT5G51970	YJR159W
AT5G53480	YLR347C
AT5G54750	YKR068C
AT5G57950	YIL007C
AT5G58575	YPL047W
AT5G61770	YHR066W
AT5G61770	YDR312W
AT5G63220	YOR164C
AT4G00520	YJR019C
AT1G01710	YJR019C
AT2G30860	YLL060C
AT2G30870	YLL060C
AT3G03190	YLL060C
AT5G17220	YLL060C
AT2G47730	YLL060C
AT2G02930	YLL060C
AT4G02520	YLL060C
AT1G02920	YLL060C
AT1G02930	YLL060C
AT1G02950	YLL060C
AT1G02940	YLL060C
AT1G49860	YLL060C
AT3G62760	YLL060C
AT1G54590	YGR006W
AT1G03140	YGR006W
AT4G13110	YDR068W
AT1G03350	YDR068W
AT1G03360	YHR069C
AT1G06790	YKL144C
AT1G08840	YHR164C
AT3G57940	YNL132W
AT1G10490	YNL132W
AT1G11880	YBR004C
AT5G24520	YPL247C
AT1G12910	YPL247C
AT3G26640	YPL247C
AT2G45240	YLR244C
AT5G19610	YJR031C
AT5G19610	YEL022W
AT5G39500	YJR031C
AT5G39500	YEL022W
AT1G13980	YJR031C
AT1G13980	YEL022W
AT1G14570	YDR330W
AT5G06520	YJL203W
AT3G49130	YJL203W
AT5G06890	YJL203W
AT5G12280	YJL203W
AT3G27600	YJL203W
AT4G16200	YJL203W
AT1G14650	YJL203W
AT1G14640	YJL203W
AT1G15250	YDR500C
AT1G15250	YLR185W
AT3G16080	YDR500C
AT3G16080	YLR185W
AT1G52300	YDR500C
AT1G52300	YLR185W
AT1G16890	YDR092W
AT1G78870	YDR092W
AT1G73030	YKR035W-A
AT1G17730	YKR035W-A
AT1G18040	YDL108W
AT1G73690	YDL108W
AT1G66750	YDL108W
AT1G22200	YAL042W
AT1G36050	YAL042W
AT1G67490	YGL027C
AT1G24320	YGL027C
AT1G30825	YNR035C
AT2G33385	YNR035C
AT4G26810	YOR295W
AT4G26810	YMR233W
AT4G34290	YOR295W
AT4G34290	YMR233W
AT2G14880	YOR295W
AT2G14880	YMR233W
AT3G03590	YOR295W
AT3G03590	YMR233W
AT2G35605	YOR295W
AT2G35605	YMR233W
AT1G31760	YOR295W
AT1G31760	YMR233W
AT3G48600	YOR295W
AT3G48600	YMR233W
AT4G35490	YNL185C
AT1G42470	YPL006W
AT4G38350	YPL006W
AT1G48175	YJL035C
AT1G49880	YGR029W
AT1G51160	YML077W
AT1G51310	YDL033C
AT1G51730	YDR152W
AT1G53900	YKR026C
AT1G53880	YKR026C
AT1G72340	YKR026C
AT1G55300	YMR227C
AT1G60200	YGR013W
AT1G61000	YOL069W
AT1G63800	YEL012W
AT5G41340	YEL012W
AT2G46030	YEL012W
AT1G64350	YGL100W
AT3G45950	YDR088C
AT1G65660	YDR088C
AT4G37120	YDR088C
AT1G66680	YIL064W
AT1G68990	YFL036W
AT5G15700	YFL036W
AT2G24120	YFL036W
AT3G27830	YGL068W
AT3G27850	YGL068W
AT3G27840	YGL068W
AT4G37660	YGL068W
AT3G06040	YGL068W
AT2G03130	YGL068W
AT1G70190	YGL068W
AT4G36420	YGL068W
AT1G71220	YOR336W
AT1G71350	YDR117C
AT1G71840	YIR012W
AT1G79900	YPR058W
AT1G80070	YHR165C
AT4G38780	YHR165C
AT5G35590	YGL011C
AT2G05840	YGL011C
AT2G11000	YEL053C
AT2G13440	YGL236C
AT2G16200	YNL287W
AT2G16360	YGR027C
AT2G16360	YLR333C
AT4G34555	YGR027C
AT4G34555	YLR333C
AT4G39200	YGR027C
AT4G39200	YLR333C
AT2G21580	YGR027C
AT2G21580	YLR333C
AT3G51090	YFL046W
AT2G16460	YFL046W
AT4G36800	YLR306W
AT2G18600	YLR306W
AT2G20635	YGR188C
AT4G38930	YGR048W
AT2G21270	YGR048W
AT2G29070	YGR048W
AT2G22425	YJR010C-A
AT4G40042	YJR010C-A
AT2G22690	YDR255C
AT4G37880	YDR255C
AT5G09630	YDR255C
AT2G23930	YFL017W-A
AT3G11500	YFL017W-A
AT2G24490	YNL312W
AT3G02920	YNL312W
AT3G02190	YJL189W
AT4G31985	YJL189W
AT2G25210	YJL189W
AT2G34570	YOR004W
AT2G35040	YLR028C
AT2G35040	YMR120C
AT2G36305	YMR274C
AT3G59980	YGL105W
AT2G40660	YGL105W
AT2G42780	YNL230C
AT2G44195	YNL245C
AT2G44200	YNL245C
AT2G44660	YOR067C
AT3G05327	YOL001W
AT3G05327	YIL050W
AT3G05327	YER059W
AT3G63120	YOL001W
AT3G63120	YIL050W
AT3G63120	YER059W
AT3G60550	YOL001W
AT3G60550	YIL050W
AT3G60550	YER059W
AT2G45080	YOL001W
AT2G45080	YIL050W
AT2G45080	YER059W
AT3G21870	YOL001W
AT3G21870	YIL050W
AT3G21870	YER059W
AT2G44740	YOL001W
AT2G44740	YIL050W
AT2G44740	YER059W
AT5G61650	YOL001W
AT5G61650	YIL050W
AT5G61650	YER059W
AT5G07450	YOL001W
AT5G07450	YIL050W
AT5G07450	YER059W
AT2G47610	YLL045C
AT2G47610	YHL033C
AT3G62870	YLL045C
AT3G62870	YHL033C
AT4G32900	YBL057C
AT3G04480	YLR143W
AT3G04600	YOL097C
AT5G39930	YOR250C
AT3G04680	YOR250C
AT5G39920	YOR250C
AT3G04820	YOR243C
AT3G06110	YBR276C
AT3G07080	YDR438W
AT3G07080	YML018C
AT4G32140	YDR438W
AT4G32140	YML018C
AT3G22845	YGL200C
AT3G07680	YGL200C
AT3G08980	YMR035W
AT3G11450	YGR285C
AT5G06110	YGR285C
AT3G11710	YDR037W
AT3G44200	YAR018C
AT3G63280	YAR018C
AT3G20860	YAR018C
AT3G12200	YAR018C
AT3G12480	YER159C
AT5G19490	YER159C
AT3G22590	YLR418C
AT3G56150	YMR309C
AT3G22860	YMR309C
AT3G25100	YLR103C
AT5G65165	YLL041C
AT3G27380	YLL041C
AT5G40650	YLL041C
AT3G27430	YOR157C
AT5G40580	YOR157C
AT4G32640	YHR098C
AT3G44340	YHR098C
AT5G62410	YFR031C
AT3G47460	YFR031C
AT5G52240	YPL170W
AT3G48890	YPL170W
AT5G41970	YER156C
AT3G49320	YER156C
AT3G51260	YOL038W
AT5G66140	YOL038W
AT3G51800	YDR101C
AT3G56160	YDR182W-A
AT3G56160	YMR034C
AT3G57090	YIL065C
AT5G12390	YIL065C
AT5G26710	YGL245W
AT4G04870	YDL142C
AT4G10790	YDL091C
AT4G10790	YML013W
AT4G17190	YJL167W
AT5G47770	YJL167W
AT4G17910	YJL091C
AT4G19003	YJR102C
AT4G21150	YMR149W
AT4G22350	YFR005C
AT4G22285	YFR005C
AT4G22410	YFR005C
AT4G27040	YPL002C
AT5G53540	YGR028W
AT4G27680	YGR028W
AT4G34340	YML114C
AT5G06580	YDL174C
AT5G09260	YMR077C
AT5G63880	YMR077C
AT5G09390	YHR156C
AT5G13480	YNL317W
AT5G17290	YPL149W
AT5G18070	YEL058W
AT5G19485	YOR260W
AT5G27620	YPR025C
AT5G45900	YHR171W
AT5G64150	YNL063W
AT1G79330	YOR197W
AT1G79340	YOR197W
AT1G79320	YOR197W
AT1G79310	YOR197W
AT1G16420	YOR197W
AT5G04200	YOR197W
AT5G64240	YOR197W
AT1G02170	YOR197W
AT4G25110	YOR197W
AT1G03330	YBL026W
AT2G29390	YGR060W
AT1G07420	YGR060W
AT4G22755	YGR060W
AT4G22756	YGR060W
AT4G12110	YGR060W
AT1G17990	YPL171C
AT1G17990	YHR179W
AT1G18020	YPL171C
AT1G18020	YHR179W
AT1G76680	YPL171C
AT1G76680	YHR179W
AT1G76690	YPL171C
AT1G76690	YHR179W
AT1G09400	YPL171C
AT1G09400	YHR179W
AT2G06050	YPL171C
AT2G06050	YHR179W
AT1G79890	YPL008W
AT1G09995	YPL008W
AT1G50920	YPL093W
AT1G10300	YPL093W
AT1G11390	YPL109C
AT1G61640	YPL109C
AT1G12350	YIL083C
AT5G02080	YIL083C
AT1G13180	YJR065C
AT1G14310	YMR130W
AT2G41250	YMR130W
AT5G44730	YMR130W
AT1G14850	YER105C
AT1G14850	YBL079W
AT2G45200	YHL031C
AT1G15880	YHL031C
AT1G16570	YBR110W
AT1G16900	YNL219C
AT1G17160	YCR036W
AT1G19750	YDR030C
AT1G27840	YDR030C
AT1G20110	YDR313C
AT1G20575	YPR183W
AT1G23410	YLR167W
AT2G47110	YLR167W
AT3G62250	YLR167W
AT1G29850	YMR074C
AT2G34590	YBR221C
AT1G30120	YBR221C
AT5G50850	YBR221C
AT1G32130	YPR133C
AT4G19000	YPR133C
AT1G33360	YBR227C
AT5G53350	YBR227C
AT5G49840	YBR227C
AT5G19690	YGL022W
AT3G23600	YAL049C
AT3G23570	YAL049C
AT1G80230	YGL187C
AT3G15640	YGL187C
AT1G52710	YGL187C
AT4G25900	YMR099C
AT5G57330	YMR099C
AT3G61610	YMR099C
AT4G23730	YMR099C
AT5G14500	YMR099C
AT3G01590	YMR099C
AT1G55370	YMR099C
AT4G32180	YDR531W
AT1G60440	YDR531W
AT5G38650	YBR173C
AT5G38660	YBR173C
AT1G67250	YBR173C
AT1G62920	YBR173C
AT1G66740	YJL115W
AT5G38110	YJL115W
AT2G38960	YML130C
AT1G72280	YML130C
AT3G43840	YIL049W
AT1G72590	YIL049W
AT2G16530	YIL049W
AT1G74250	YNL227C
AT1G76490	YLR450W
AT1G76490	YML075C
AT2G17370	YLR450W
AT2G17370	YML075C
AT1G77140	YGL095C
AT1G78630	YOR150W
AT3G01790	YOR150W
AT1G78770	YKL022C
AT1G79440	YBR006W
AT3G18060	YMR092C
AT2G01330	YMR092C
AT2G04620	YDR205W
AT2G05830	YPR118W
AT3G46210	YGR095C
AT2G07110	YGR095C
AT2G15240	YKR030W
AT3G44150	YBL071W-A
AT3G11800	YBL071W-A
AT2G15910	YBL071W-A
AT3G48630	YBL071W-A
AT2G16570	YMR300C
AT4G34740	YMR300C
AT4G38880	YMR300C
AT2G18900	YPL126W
AT3G26480	YPL126W
AT4G29350	YOR122C
AT2G19760	YOR122C
AT5G56600	YOR122C
AT4G29340	YOR122C
AT2G19770	YOR122C
AT2G20510	YIL022W
AT2G36070	YIL022W
AT5G08415	YOR196C
AT2G20860	YOR196C
AT3G15390	YPL199C
AT5G43850	YMR009W
AT2G26400	YMR009W
AT4G14716	YMR009W
AT4G14710	YMR009W
AT2G27490	YDR196C
AT2G30050	YLR208W
AT3G01340	YLR208W
AT2G30710	YOR070C
AT3G20440	YEL011W
AT2G36390	YEL011W
AT5G03650	YEL011W
AT2G36480	YDR228C
AT2G38130	YPR051W
AT2G41220	YDL171C
AT5G04140	YDL171C
AT5G53460	YDL171C
AT2G44175	YLR195C
AT2G47210	YGR002C
AT3G62840	YLR275W
AT2G47640	YLR275W
AT3G02580	YLR056W
AT3G02590	YLR056W
AT5G17020	YGR218W
AT3G03110	YGR218W
AT3G03490	YDL065C
AT5G17550	YDL065C
AT3G06540	YOR370C
AT3G07270	YGR267C
AT5G01290	YBR204C
AT5G01290	YGL130W
AT3G09100	YBR204C
AT3G09100	YGL130W
AT5G28210	YBR204C
AT5G28210	YGL130W
AT3G10220	YNL148C
AT5G06600	YMR304W
AT3G11910	YMR304W
AT5G45990	YLR117C
AT3G51110	YLR117C
AT3G13210	YLR117C
AT5G41770	YLR117C
AT3G13440	YDR140W
AT4G19210	YDR091C
AT3G13640	YDR091C
AT4G30300	YDR091C
AT3G14120	YDL116W
AT3G18860	YKL213C
AT3G25900	YMR321C
AT3G25900	YLL062C
AT3G25900	YPL273W
AT3G63250	YMR321C
AT3G63250	YLL062C
AT3G63250	YPL273W
AT3G22740	YMR321C
AT3G22740	YLL062C
AT3G22740	YPL273W
AT3G49180	YNL182C
AT3G58170	YIL004C
AT4G14455	YIL004C
AT3G59630	YKL191W
AT3G62940	YHL013C
AT5G08600	YML093W
AT4G02400	YML093W
AT5G36980	YML093W
AT4G02730	YBR175W
AT4G04950	YDR098C
AT4G04950	YER174C
AT4G32580	YDR098C
AT4G32580	YER174C
AT4G18900	YLR196W
AT4G18905	YLR196W
AT4G35370	YLR196W
AT4G21800	YJR072C
AT4G22720	YKR038C
AT4G27640	YER110C
AT4G30490	YEL052W
AT4G28070	YEL052W
AT5G01340	YJR095W
AT5G01340	YBR291C
AT5G07660	YLR383W
AT5G61460	YLR383W
ATCG00480	YJR121W
AT5G08690	YJR121W
AT5G08670	YJR121W
AT5G08680	YJR121W
AT5G14520	YGR103W
AT5G14850	YGL142C
AT5G16280	YDR108W
AT5G16630	YER162C
AT5G24840	YDL201W
AT5G59240	YER102W
AT5G59240	YBL072C
AT5G20290	YER102W
AT5G20290	YBL072C
AT5G26680	YKL113C
AT5G26760	YDR066C
AT5G26760	YER139C
AT5G27470	YDR023W
AT5G40670	YCR075C
AT5G41880	YIR008C
AT5G47030	YDL004W
AT5G49930	YPL009C
AT5G50310	YPL263C
AT5G50320	YPL086C
AT5G59440	YJR057W
AT5G62600	YOR160W
ATCG00900	YJR113C
ATCG01240	YJR113C
AT5G66360	YPL266W
AT2G47420	YPL266W
AT1G03110	YDR165W
AT1G04510	YLL036C
AT2G33340	YLL036C
AT1G04810	YIL075C
AT2G32730	YIL075C
AT1G07025	YJL133W
AT1G07025	YKR052C
AT2G30160	YJL133W
AT2G30160	YKR052C
AT1G07030	YJL133W
AT1G07030	YKR052C
AT5G04210	YBR065C
AT5G07060	YBR065C
AT2G29580	YBR065C
AT1G07360	YBR065C
AT2G29570	YBR088C
AT1G07370	YBR088C
AT1G08780	YNL153C
AT1G10170	YNL023C
AT1G23100	YOR020C
AT1G14980	YOR020C
AT1G15420	YDR398W
AT3G10070	YDR145W
AT1G17440	YDR145W
AT1G22150	YPR003C
AT1G78000	YPR003C
AT4G08620	YPR003C
AT5G10180	YPR003C
AT1G77990	YPR003C
AT3G15990	YPR003C
AT1G23090	YPR003C
AT4G02700	YPR003C
AT3G51895	YPR003C
AT5G19600	YPR003C
AT1G78190	YNR046W
AT1G22270	YNR046W
AT1G22920	YDL216C
AT1G71230	YDL216C
AT1G70310	YLR146C
AT1G70310	YPR069C
AT1G23820	YLR146C
AT1G23820	YPR069C
AT5G53120	YLR146C
AT5G53120	YPR069C
AT1G24706	YNL139C
AT3G29100	YMR197C
AT5G39510	YMR197C
AT1G26670	YMR197C
AT5G39630	YMR197C
AT1G43860	YLR022C
AT5G42790	YMR314W
AT1G47250	YMR314W
AT1G47560	YER008C
AT1G47550	YER008C
AT1G48130	YBL064C
AT1G48520	YBL080C
AT3G18160	YDR329C
AT1G48635	YDR329C
AT1G48760	YPL195W
AT3G61960	YGL180W
AT3G53930	YGL180W
AT2G37840	YGL180W
AT1G49180	YGL180W
AT1G51650	YPL271W
AT1G51710	YFR010W
AT3G21280	YFR010W
AT1G54210	YBR217W
AT3G13970	YBR217W
AT5G35910	YOR001W
AT1G54440	YOR001W
AT1G62850	YOL114C
AT1G66510	YBL074C
AT1G67680	YPL210C
AT1G67650	YPL210C
AT2G01430	YCR097W
AT1G70920	YCR097W
AT5G06710	YCR097W
AT4G37790	YCR097W
AT2G22800	YCR097W
AT4G16780	YCR097W
AT5G47370	YCR097W
AT4G17460	YCR097W
AT2G44910	YCR097W
AT3G60390	YCR097W
AT1G71820	YIL068C
AT1G72550	YLR060W
AT1G78800	YGL065C
AT5G46180	YLR438W
AT1G80600	YOL140W
AT2G03870	YNL147W
AT2G05755	YMR253C
AT2G05755	YPL264C
AT2G13540	YMR125W
AT2G15430	YIL021W
AT2G15400	YIL021W
AT2G17980	YDR189W
AT4G31740	YDR189W
AT2G18840	YGL198W
AT4G30260	YGL198W
AT4G40000	YBL024W
AT2G22400	YBL024W
AT2G25280	YJR008W
AT2G25840	YDR268W
AT2G26350	YDR265W
AT2G30170	YHR076W
AT4G16580	YHR076W
AT5G66720	YHR076W
AT2G30350	YBR228W
AT2G30410	YOR265W
AT2G30910	YBR234C
AT2G31300	YBR234C
AT2G32170	YNL092W
AT2G32160	YNL092W
AT2G34357	YPL012W
AT4G23540	YPL012W
AT2G34980	YPL076W
AT2G36620	YGL031C
AT2G36620	YGR148C
AT3G53020	YGL031C
AT3G53020	YGR148C
AT2G37975	YER074W-A
AT3G54085	YER074W-A
AT2G38700	YNR043W
AT3G54250	YNR043W
AT2G40490	YDR047W
AT3G14930	YDR047W
AT3G57465	YLR389C
AT2G41790	YLR389C
AT3G57470	YLR389C
AT2G44520	YPL172C
AT3G62910	YGL143C
AT2G47020	YGL143C
AT2G47760	YBL082C
AT3G05040	YDR335W
AT5G19200	YBR265W
AT3G06060	YBR265W
AT3G07370	YCR060W
AT5G02870	YDR012W
AT5G02870	YBR031W
AT3G09630	YDR012W
AT3G09630	YBR031W
AT5G02960	YGR118W
AT5G02960	YPR132W
AT3G09680	YGR118W
AT3G09680	YPR132W
AT3G11270	YOR261C
AT5G05780	YOR261C
AT3G16650	YPL151C
AT4G15900	YPL151C
AT3G16980	YGL070C
AT4G16265	YGL070C
AT5G12980	YNL288W
AT3G20800	YNL288W
AT3G20920	YPL094C
AT3G21060	YAR003W
AT3G26410	YOL124C
AT3G28030	YGR258C
AT3G48190	YBL088C
AT3G48790	YDR062W
AT5G23670	YDR062W
AT3G48780	YDR062W
AT3G51460	YKL212W
AT5G66020	YKL212W
AT3G54210	YJL063C
AT5G09770	YJL063C
AT5G64650	YJL063C
AT3G54670	YFL008W
AT3G55080	YDR257C
AT4G27340	YHR070W
AT3G56120	YHR070W
AT3G57610	YNL220W
AT4G00100	YDR064W
AT3G60770	YDR064W
AT3G61650	YLR212C
AT5G05620	YLR212C
AT4G02460	YNL082W
AT4G02620	YGR020C
AT4G20360	YOR187W
AT4G02930	YOR187W
AT4G04350	YLR382C
AT4G05450	YPL252C
AT4G21090	YPL252C
AT5G05720	YPR112C
AT5G08695	YPR112C
AT4G19610	YPR112C
AT4G23660	YNR041C
AT4G24820	YPR108W
AT4G26780	YOR232W
AT5G55200	YOR232W
AT4G26870	YLL018C
AT4G31180	YLL018C
AT4G30310	YDR109C
AT4G30930	YJL096W
AT5G10360	YBR181C
AT5G10360	YPL090C
AT4G31700	YBR181C
AT4G31700	YPL090C
AT4G31770	YKL149C
AT4G31790	YLR172C
AT4G32470	YDR529C
AT5G25450	YDR529C
AT4G37190	YMR211W
AT4G39280	YFL022C
AT5G03080	YGR036C
AT5G03905	YPR067W
AT5G08290	YPR082C
AT5G08565	YGR063C
AT5G63670	YGR063C
AT5G13520	YNL045W
AT5G13570	YNL118C
AT5G14240	YOR281C
AT5G15540	YDR180W
AT5G19820	YMR308C
AT5G19910	YGL127C
AT5G38890	YNL232W
AT5G40660	YJL180C
AT5G47680	YOL093W
AT5G51740	YKR087C
AT3G60860	YDR170C
AT1G01960	YDR170C
AT1G02410	YPL132W
AT1G03475	YDR044W
AT4G03205	YDR044W
AT4G03380	YNL124W
AT1G03530	YNL124W
AT1G58450	YBR155W
AT1G04130	YBR155W
AT1G04640	YLR239C
AT1G47578	YLR239C
AT4G31050	YLR239C
AT1G05910	YGR270W
AT1G08050	YJL157C
AT3G54780	YJL157C
AT2G38970	YJL157C
AT5G60710	YJL157C
AT5G49665	YJL157C
AT5G65683	YJL157C
AT4G37890	YJL157C
AT2G22680	YJL157C
AT1G08110	YML004C
AT1G08750	YDR331W
AT1G09150	YER007C-A
AT1G09640	YPL048W
AT1G09640	YGR201C
AT1G09640	YKL081W
AT1G57720	YPL048W
AT1G57720	YGR201C
AT1G57720	YKL081W
AT1G09760	YPL213W
AT1G13330	YGL033W
AT1G15460	YNL275W
AT1G74810	YNL275W
AT5G25430	YNL275W
AT4G32510	YNL275W
AT3G06450	YNL275W
AT3G62270	YNL275W
AT2G47160	YNL275W
AT2G32060	YOR369C
AT1G15930	YOR369C
AT1G17130	YKL095W
AT2G32050	YKL095W
AT3G43250	YKL095W
AT2G29430	YKL095W
AT1G17680	YGR047C
AT1G18450	YJL081C
AT5G13710	YML008C
AT1G76300	YLR147C
AT1G20580	YLR147C
AT4G08840	YGL014W
AT4G08840	YGL178W
AT1G35750	YGL014W
AT1G35750	YGL178W
AT1G35730	YGL014W
AT1G35730	YGL178W
AT1G78160	YGL014W
AT1G78160	YGL178W
AT1G22240	YGL014W
AT1G22240	YGL178W
AT5G56510	YGL014W
AT5G56510	YGL178W
AT1G24909	YKL211C
AT1G25083	YKL211C
AT1G25155	YKL211C
AT1G24807	YKL211C
AT5G57890	YKL211C
AT1G25220	YKL211C
AT5G41910	YPR168W
AT1G26665	YPR168W
AT1G27752	YGL110C
AT1G28060	YDR473C
AT3G55930	YDR473C
AT1G29150	YDL097C
AT4G18700	YHR082C
AT5G45810	YHR082C
AT2G34180	YHR082C
AT1G29230	YHR082C
AT4G30960	YHR082C
AT5G45820	YHR082C
AT5G01810	YHR082C
AT5G58380	YHR082C
AT5G07070	YHR082C
AT1G31780	YNL041C
AT2G35520	YOR103C
AT1G32210	YOR103C
AT1G34150	YFL001W
AT1G34260	YFR019W
AT1G71010	YFR019W
AT3G14270	YFR019W
AT4G33240	YFR019W
AT1G69740	YGL040C
AT1G44318	YGL040C
AT1G49015	YOR361C
AT5G25780	YOR361C
AT5G27640	YOR361C
AT2G41380	YER175C
AT2G41380	YHR209W
AT5G10830	YER175C
AT5G10830	YHR209W
AT4G22530	YER175C
AT4G22530	YHR209W
AT1G55450	YER175C
AT1G55450	YHR209W
AT3G54150	YER175C
AT3G54150	YHR209W
AT3G61210	YER175C
AT3G61210	YHR209W
AT1G58440	YGR175C
AT4G37760	YGR175C
AT2G22830	YGR175C
AT1G60490	YLR240W
AT1G65540	YOL027C
AT1G65540	YPR125W
AT3G59820	YOL027C
AT3G59820	YPR125W
AT1G69750	YLL018C-A
AT1G66590	YLL018C-A
AT1G67180	YJL090C
AT1G67500	YPL167C
AT1G67630	YBL035C
AT5G27280	YNL310C
AT1G68730	YNL310C
AT1G69070	YDL148C
AT2G01290	YOR095C
AT1G71100	YOR095C
AT3G04790	YOR095C
AT1G79190	YKL033W
AT1G79280	YIL149C
AT1G79280	YKR095W
AT3G18630	YML021C
AT2G10550	YML021C
AT2G16790	YDR248C
AT5G24360	YHR079C
