CG5589	NCU00919
Mpcp2	NCU07465
Mpcp1	NCU07465
Mpcp1	NCU07465
Mpcp1	NCU07465
CG7971	NCU06498
CG7971	NCU06498
CG7971	NCU06498
CG7971	NCU06498
CG7971	NCU06498
CG7971	NCU06498
or	NCU09461
car	NCU09121
car	NCU09121
car	NCU09121
Vha36-1	NCU08035
Vha36-3	NCU08035
Vha36-3	NCU08035
CG3792	NCU08363
Sgt	NCU10273
Sgt	NCU10273
snama	NCU06718
snama	NCU06718
Aos1	NCU09006
AspRS-m	NCU02585
AspRS-m	NCU02585
AspRS-m	NCU02585
RpII215	NCU02103
CG17209	NCU03986
CG7611	NCU04101
CG7611	NCU04101
CG7611	NCU04101
CG7611	NCU04101
CG7611	NCU04101
CG7611	NCU04101
CG7611	NCU04101
CG7611	NCU04101
CG7611	NCU04101
fwd	NCU10397
fwd	NCU10397
fwd	NCU10397
fwd	NCU10397
Ntmt	NCU01114
Ntmt	NCU01114
Nopp140	NCU04047
Nopp140	NCU04047
Nopp140	NCU04047
Nopp140	NCU04047
sff	NCU09064
sff	NCU09064
sff	NCU09064
CG6527	NCU06877
CG6527	NCU06877
CG32485	NCU06877
Pdp	NCU01767
Pdp	NCU01767
CG3558	NCU08869
CG3558	NCU08869
CG3558	NCU08869
CG3558	NCU08869
CG1513	NCU10715
CG1513	NCU10715
CG1513	NCU10715
CG3793	NCU07993
CG3793	NCU07993
Naa20A	NCU01276
Naa20A	NCU01276
Naa20A	NCU01276
Naa20A	NCU01276
Naa20B	NCU01276
Naa20B	NCU01276
CG31730	NCU01276
RpL35A	NCU09109
Ntf-2r	NCU04759
Ntf-2	NCU04759
Ntf-2	NCU04759
Ntf-2	NCU04759
Ntf-2	NCU04759
CG15440	NCU00768
Gale	NCU04442
Gale	NCU04442
eRF1	NCU00410
eRF1	NCU00410
eRF1	NCU00410
eRF1	NCU00410
eRF1	NCU00410
eRF1	NCU00410
eRF1	NCU00410
eRF1	NCU00410
CG9947	NCU01165
CG9947	NCU01165
tos	NCU06089
Vha55	NCU08515
Vha55	NCU08515
Vha55	NCU08515
Rab7	NCU03711
Rab7	NCU03711
Rab7	NCU03711
Aprt	NCU02090
Aprt	NCU02090
Aprt	NCU02090
RpL18A	NCU08389
eEF1beta	NCU06035
eEF1beta	NCU06035
Marc	NCU11406
Marc	NCU07678
CG3609	NCU01704
CG3609	NCU01704
CG3609	NCU01704
CG13280	NCU01704
CG13280	NCU01704
CG3597	NCU01704
CG3597	NCU01704
Suox	NCU06931
CG3542	NCU03062
CG7220	NCU09122
CG7220	NCU09122
CG7220	NCU09122
CG7220	NCU09122
CG7220	NCU09122
CG7220	NCU09122
thoc5	NCU03239
CG12231	NCU02043
CG7222	NCU02043
CG7222	NCU02043
Elp2	NCU04176
CG3107	NCU01272
CG3107	NCU01272
CG3107	NCU01272
CG3107	NCU01272
pug	NCU03877
pug	NCU03877
pug	NCU03877
pug	NCU03877
pug	NCU03877
bb8	NCU01195
Gdh	NCU01195
Gdh	NCU01195
Gdh	NCU01195
Gdh	NCU01195
skd	NCU03962
skd	NCU03962
skd	NCU03962
skd	NCU03962
Tfb1	NCU05423
Tfb1	NCU05423
Tfb1	NCU05423
Tfb1	NCU05423
ttm2	NCU02943
ttm50	NCU02943
ttm50	NCU02943
ttm3	NCU02943
sip3	NCU04633
sip3	NCU04633
ND-ACP	NCU05008
ND-ACP	NCU05008
ND-ACP	NCU05008
Pis	NCU09192
Pis	NCU09192
RluA-1	NCU03846
RluA-1	NCU03846
RluA-1	NCU03846
RluA-1	NCU03846
RluA-2	NCU03846
RluA-2	NCU03846
RluA-2	NCU03846
RluA-2	NCU03846
tko	NCU06542
tko	NCU06542
SdhAL	NCU08336
SdhA	NCU08336
SdhA	NCU08336
SdhA	NCU08336
Cdc27	NCU00213
Cdc27	NCU08076
Cdc27	NCU00213
Cdc27	NCU08076
Uba1	NCU04370
Uba1	NCU04370
RpL27	NCU01827
RpL27	NCU01827
RpL27	NCU01827
RpL27	NCU01827
Pcyt2	NCU03880
CG10340	NCU03296
Gld2	NCU04364
Gld2	NCU04364
wisp	NCU04364
wisp	NCU04364
wisp	NCU04364
und	NCU04306
und	NCU04306
und	NCU04306
Rbcn-3A	NCU01658
IscU	NCU05778
CG5157	NCU11278
CG5157	NCU07362
CG5157	NCU08272
CG5157	NCU04539
CG8243	NCU03890
okr	NCU02348
p47	NCU01100
GCS2alpha	NCU04203
GCS2alpha	NCU04203
GCS2alpha	NCU04203
GCS2alpha	NCU04203
GCS2alpha	NCU04203
Syx5	NCU01907
Syx5	NCU01907
Ubc7	NCU03623
Ubc7	NCU03623
Ubc87F	NCU07264
Ubc87F	NCU01188
CG40045	NCU07264
CG40045	NCU01188
CG40045	NCU07264
CG40045	NCU01188
CG40045	NCU07264
CG40045	NCU01188
Rpb11	NCU03782
CG31357	NCU09000
alphaSnap	NCU01674
Nop60B	NCU01290
Nop60B	NCU01290
Nop60B	NCU01290
Nop60B	NCU01290
CG9945	NCU02151
CG9945	NCU02151
fh	NCU09754
hoip	NCU01331
hoip	NCU01331
CG4706	NCU02366
Acon	NCU02366
Acon	NCU02366
Acon	NCU02366
Acon	NCU02366
Uch	NCU06372
Uch	NCU06372
Uch	NCU06372
CG5455	NCU05896
CG5455	NCU11305
CG5455	NCU05896
CG5455	NCU11305
CG11396	NCU04498
CG5220	NCU04040
CG7009	NCU04040
CG9510	NCU08162
CG9510	NCU08162
CG9510	NCU08162
Maf1	NCU04597
Maf1	NCU04597
Maf1	NCU04597
Maf1	NCU04597
Maf1	NCU04597
Ran	NCU09269
Ran	NCU09269
Ran	NCU09269
Ran	NCU09269
Gnf1	NCU06767
Gnf1	NCU06767
hay	NCU06438
hay	NCU06438
CG9577	NCU06647
Tbc1d15-17	NCU03661
Tbc1d15-17	NCU03661
Tbc1d15-17	NCU03661
GstD11	NCU05780
GstD11	NCU04109
GstD11	NCU05780
GstD11	NCU04109
GstD3	NCU05780
GstD3	NCU04109
GstD7	NCU05780
GstD7	NCU04109
GstD6	NCU05780
GstD6	NCU04109
GstD2	NCU05780
GstD2	NCU04109
GstD5	NCU05780
GstD5	NCU04109
GstD4	NCU05780
GstD4	NCU04109
GstD8	NCU05780
GstD8	NCU04109
GstD9	NCU05780
GstD9	NCU04109
GstD9	NCU05780
GstD9	NCU04109
GstD1	NCU05780
GstD1	NCU04109
GstD1	NCU05780
GstD1	NCU04109
GstD10	NCU05780
GstD10	NCU04109
GstD10	NCU05780
GstD10	NCU04109
CycJ	NCU02114
CycJ	NCU02114
Grasp65	NCU09217
CG32147	NCU07453
Hip1	NCU01956
Hip1	NCU01956
DNApol-iota	NCU06757
DNApol-iota	NCU06757
DNApol-iota	NCU06757
RanBPM	NCU01409
RanBPM	NCU01409
RanBPM	NCU01409
RanBPM	NCU01409
RanBPM	NCU01409
RanBPM	NCU01409
PCB	NCU02505
PCB	NCU02505
PCB	NCU02505
PCB	NCU02505
PCB	NCU02505
PCB	NCU02505
PCB	NCU02505
PCB	NCU02505
PCB	NCU02505
PCB	NCU02505
CG30423	NCU06713
Dcr-2	NCU08270
Dcr-2	NCU06766
Dcr-2	NCU08270
Dcr-2	NCU06766
Dcr-1	NCU08270
Dcr-1	NCU06766
CG7024	NCU06482
Pdha	NCU06482
Pdha	NCU06482
Pdha	NCU06482
Pdha	NCU06482
Not1	NCU04766
Not1	NCU04766
Not1	NCU04766
Not1	NCU04766
Not1	NCU04766
Not1	NCU04766
CG1646	NCU10810
CG1646	NCU10810
CG1646	NCU10810
CG1646	NCU10810
CG1646	NCU10810
CG5044	NCU03777
CG5044	NCU03777
RpL10Aa	NCU00294
RpL10Ab	NCU00294
SerRS-m	NCU09594
SerRS-m	NCU09594
CG1983	NCU03579
CG1983	NCU03579
CG17333	NCU00087
Srp54k	NCU09696
ATPsyngamma	NCU09119
ATPsyngamma	NCU09119
ATPsyngamma	NCU09119
ND-23	NCU05009
Vha68-3	NCU01207
Vha68-1	NCU01207
Vha68-1	NCU01207
Vha68-2	NCU01207
Vha68-2	NCU01207
Vha68-2	NCU01207
Vha68-2	NCU01207
Vha68-2	NCU01207
Vha68-2	NCU01207
CG6287	NCU01439
Hrd3	NCU10789
Hrd3	NCU10789
RpL6	NCU02707
RpL6	NCU02707
CG12081	NCU02617
CG12081	NCU02617
CG5961	NCU03146
CG5961	NCU03146
CG5961	NCU03146
Zw	NCU09111
Zw	NCU09111
Zw	NCU09111
CG8026	NCU04180
CG8026	NCU04180
CG8026	NCU04180
CG4968	NCU00595
KdelR	NCU03214
KdelR	NCU06771
KdelR	NCU03214
KdelR	NCU06771
KdelR	NCU03214
KdelR	NCU06771
CG4743	NCU07927
CG4743	NCU01568
RpL3	NCU06843
RpL3	NCU06843
RpL3	NCU06843
CG6404	NCU01102
CG6404	NCU01102
Tpr2	NCU00170
Tpr2	NCU00170
Tpr2	NCU00170
Tpr2	NCU00170
Tpr2	NCU00170
Got2	NCU08411
Got2	NCU08411
Got1	NCU07941
Got1	NCU07941
Pgd	NCU03100
Pgd	NCU03100
Rpn12R	NCU10067
Rpn12	NCU10067
sta	NCU03393
sta	NCU03393
sta	NCU03393
sta	NCU03393
Pfas	NCU08685
Pfas	NCU08685
Pfas	NCU08685
Spp	NCU00568
RpS17	NCU07014
RpL8	NCU00413
RpL8	NCU00413
VhaPPA1-1	NCU09747
VhaPPA1-1	NCU09747
CG3999	NCU02475
CG3999	NCU02475
CG11986	NCU03985
Klp61F	NCU00927
rad50	NCU00901
rad50	NCU00901
msps	NCU04535
msps	NCU04535
msps	NCU04535
msps	NCU04535
msps	NCU04535
CG4210	NCU07589
CG7376	NCU03652
CG7376	NCU03652
CG5919	NCU07719
CG5919	NCU07719
Trs33	NCU06212
Galk	NCU08687
Galk	NCU08687
Galk	NCU08687
Galk	NCU08687
CG5916	NCU04514
CG5916	NCU04514
Chc	NCU02510
Chc	NCU02510
Chc	NCU02510
Chc	NCU02510
Chc	NCU02510
Chc	NCU02510
Chc	NCU02510
CG8545	NCU02511
CG3356	NCU04800
Usp5	NCU01180
Usp5	NCU05777
Usp5	NCU01180
Usp5	NCU05777
Usp5	NCU01180
Usp5	NCU05777
Rnmt	NCU03971
CG31469	NCU09841
primo-2	NCU09841
primo-1	NCU09841
primo-1	NCU09841
ubl	NCU03397
dUTPase	NCU10893
dUTPase	NCU10893
dUTPase	NCU10893
dUTPase	NCU10893
CG33331	NCU04429
Sec61gamma	NCU04127
Sec61gamma	NCU04127
Sec61gamma	NCU04127
CG8860	NCU04127
CG13426	NCU04127
CG10973	NCU04172
CG3358	NCU03538
CG3358	NCU03538
CG3358	NCU03538
Sc2	NCU03362
ago	NCU06483
ago	NCU06483
ago	NCU06483
Vps8	NCU02554
Ppox	NCU16396
CG32832	NCU03155
CG32832	NCU03155
CG9396	NCU03155
CG9399	NCU03155
CG9399	NCU03155
CG9399	NCU03155
CG9399	NCU03155
Hmgs	NCU03922
Hmgs	NCU03922
Hmgs	NCU03922
Hmgs	NCU03922
Hmgs	NCU03922
Hmgs	NCU03922
mrn	NCU05523
CG15141	NCU04328
CG6262	NCU00943
CG6262	NCU00943
Treh	NCU00943
Treh	NCU00943
Treh	NCU00943
Treh	NCU00943
Treh	NCU00943
Treh	NCU00943
Treh	NCU00943
CG6262	NCU00943
Usp10	NCU04333
Usp10	NCU04333
Usp10	NCU04333
Ubr1	NCU03234
Ubr1	NCU03234
Ubr1	NCU03234
san	NCU00576
ND-20L	NCU03953
ND-20L	NCU03953
ND-20	NCU03953
ND-20	NCU03953
ND-20	NCU03953
CG34424	NCU06353
CG34424	NCU06353
Grip84	NCU05296
Grip84	NCU05296
Grip84	NCU05296
Grip84	NCU05296
Grip84	NCU05296
Grip84	NCU05296
CG7716	NCU05296
CIAPIN1	NCU04315
Pfdn5	NCU02963
Pfdn5	NCU02963
Dhod	NCU04318
Dhod	NCU06532
Dhod	NCU04318
Dhod	NCU06532
CG33671	NCU03633
CG33671	NCU03633
mre11	NCU08730
Nfs1	NCU04636
CG6321	NCU11146
Cdc37	NCU00472
GstO3	NCU00549
GstO1	NCU00549
GstO2	NCU00549
GstO2	NCU00549
se	NCU00549
Dd	NCU08948
Dd	NCU08948
Dd	NCU08948
CG8584	NCU08948
park	NCU04438
park	NCU04438
Snx3	NCU01914
Snx3	NCU01914
Surf4	NCU03319
sau	NCU06091
sau	NCU06091
sau	NCU06091
Slmap	NCU04255
Slmap	NCU00528
Slmap	NCU04255
Slmap	NCU00528
CG32944	NCU07062
CG32944	NCU07062
CG32944	NCU07062
trc	NCU03242
trc	NCU07296
trc	NCU03242
trc	NCU07296
Taf6	NCU07757
Taf6	NCU07757
Ssl1	NCU01831
Ssl1	NCU01831
inaE	NCU01901
inaE	NCU01901
inaE	NCU01901
inaE	NCU01901
inaE	NCU01901
inaE	NCU01901
CG13096	NCU11321
CG13096	NCU11321
Nf-YB	NCU09248
Nf-YB	NCU09248
bai	NCU01342
oys	NCU06194
oys	NCU06194
oys	NCU06194
oys	NCU06194
Irbp	NCU08290
Irbp	NCU08290
CG43783	NCU01947
CG43783	NCU01947
CG43783	NCU01947
CG43783	NCU01947
CG43783	NCU01947
aay	NCU02004
spidey	NCU04462
CG42542	NCU01990
CG42542	NCU01990
CG42542	NCU01990
CG42542	NCU01990
CG42542	NCU01990
CG42542	NCU01990
Tif-IA	NCU09247
mmy	NCU02109
mmy	NCU02109
mmy	NCU02109
Fancm	NCU09318
Fancm	NCU09318
RpL30	NCU08963
RpL30	NCU08963
RpL30	NCU08963
wal	NCU08004
wal	NCU08004
His2Av	NCU05347
His2Av	NCU05347
CG6179	NCU07577
alphaCOP	NCU10066
alphaCOP	NCU10066
Cds	NCU09643
Cds	NCU09643
GPHR	NCU00005
Uch-L5	NCU03704
Uch-L5	NCU03704
Uch-L5R	NCU03704
galla-2	NCU02573
AsnRS-m	NCU06866
cpb	NCU07471
cpb	NCU07471
Axs	NCU08273
CG18528	NCU04149
Orc4	NCU08317
CG14688	NCU04228
Trax	NCU06059
Trax	NCU06059
RpII18	NCU11012
Vps11	NCU05422
mt:Cyt-b	NCU16013
dpa	NCU02539
dpa	NCU02539
CG3732	NCU06684
APC10	NCU08731
CG12909	NCU03274
CG10399	NCU05419
CG10399	NCU05419
Cks85A	NCU02079
Cks85A	NCU02079
Cks85A	NCU02079
Cks30A	NCU02079
FeCH	NCU08291
FeCH	NCU08291
FeCH	NCU08291
Mocs1	NCU00498
Mocs1	NCU00498
RpL36	NCU03302
RpL36	NCU03302
RpL36	NCU03302
RpL36	NCU03302
RpL36	NCU03302
RpL35	NCU10498
RpL35	NCU10498
RpL35	NCU10498
mRpL3	NCU06749
Bin1	NCU00159
Bin1	NCU00159
Bin1	NCU00159
CG8060	NCU04838
cpa	NCU03911
Tctp	NCU06464
Tctp	NCU06464
betaggt-II	NCU07509
Rrp45	NCU00334
Rrp45	NCU00334
CG10802	NCU00535
CG10802	NCU00535
Pten	NCU06969
Pten	NCU06969
Pten	NCU06969
Pten	NCU06969
Pten	NCU06969
Pten	NCU06969
Pten	NCU06969
Rabex-5	NCU06435
Rabex-5	NCU07301
MED6	NCU03809
MED6	NCU03809
MED6	NCU03809
MED6	NCU03809
MED6	NCU03809
Prosalpha3	NCU05942
Top2	NCU06338
Top2	NCU06338
CG7277	NCU02536
RpL5	NCU04331
RpL5	NCU04331
RpL5	NCU04331
RpL5	NCU04331
Vps24	NCU01791
Vps24	NCU01791
RpS20	NCU06892
Vps29	NCU01822
Gie	NCU08618
Gie	NCU08618
Gie	NCU08618
rb	NCU06569
rb	NCU06569
rb	NCU06569
Eip55E	NCU09230
Eip55E	NCU07987
Eip55E	NCU09230
Eip55E	NCU07987
CG3061	NCU03335
Gcn2	NCU01187
Gcn2	NCU01187
Gcn2	NCU01187
Ski6	NCU00812
Ski6	NCU00812
Mtr3	NCU08026
CG33172	NCU07492
Mocs2A	NCU08375
Pisd	NCU03695
Pisd	NCU03695
Pisd	NCU03695
RpL32	NCU00464
RpL32	NCU00464
RpL32	NCU00464
RpL32	NCU00464
TfIIA-S-2	NCU09748
TfIIA-S	NCU09748
CG5565	NCU08666
Gs1l	NCU08666
Gs1l	NCU08666
CG31924	NCU08666
CG13192	NCU11283
CG12659	NCU06395
CG10171	NCU11040
CG10171	NCU11040
Mpc1	NCU08794
Mpc1	NCU02507
Mpc1	NCU08794
Mpc1	NCU02507
CG10375	NCU07713
CG10375	NCU07713
CG17768	NCU07683
CG17768	NCU07683
CG6610	NCU03766
CG6610	NCU03766
CG6610	NCU03766
spn-B	NCU01771
Ak6	NCU10220
Cdk8	NCU07172
DNApol-delta	NCU01192
ND-30	NCU04074
Gabat	NCU08998
Gabat	NCU08998
Gabat	NCU08998
Gabat	NCU08998
CG8525	NCU07944
CG8525	NCU07944
Mtap	NCU03963
Mtap	NCU03963
Mtap	NCU03963
CG31115	NCU03963
veil	NCU09659
veil	NCU09659
NT5E-2	NCU09659
NT5E-2	NCU09659
CG30103	NCU09659
CG42249	NCU09659
CG42249	NCU09659
CG42249	NCU09659
snz	NCU03937
snz	NCU03937
sws	NCU08276
sws	NCU08276
ZnT63C	NCU07709
ZnT63C	NCU03145
ZnT63C	NCU07709
ZnT63C	NCU03145
ZnT63C	NCU07709
ZnT63C	NCU03145
ZnT63C	NCU07709
ZnT63C	NCU03145
ZnT63C	NCU07709
ZnT63C	NCU03145
ZnT63C	NCU07709
ZnT63C	NCU03145
ZnT63C	NCU07709
ZnT63C	NCU03145
Nipsnap	NCU08092
Nipsnap	NCU08092
Nipsnap	NCU08092
Nipsnap	NCU08092
Hip14	NCU08218
Hip14	NCU08218
Hip14	NCU08218
Sem1	NCU07913
hook	NCU01549
RanGAP	NCU03207
RanGAP	NCU03207
RanGAP	NCU03207
RnpS1	NCU09901
CG4456	NCU05279
CG4456	NCU05279
CG4456	NCU05279
CG4456	NCU05279
CG12279	NCU05279
CG6000	NCU05279
CG6000	NCU05279
twf	NCU16698
CG7530	NCU03238
CG7530	NCU03238
CG7530	NCU03238
CG7530	NCU03238
Su(var)3-9	NCU04402
Arv1	NCU16784
Arv1	NCU16784
Arv1	NCU16784
RpLP1	NCU08960
RpLP1	NCU08960
RpL19	NCU05804
RpL19	NCU05804
CG1463	NCU03365
CG1463	NCU03365
CG1463	NCU03365
CaBP1	NCU03739
CaBP1	NCU03739
Hexo1	NCU10852
Hexo1	NCU10852
Hexo1	NCU10852
Hexo1	NCU10852
Hexo2	NCU10852
CG9272	NCU06654
RpL27A	NCU03806
RpL27A	NCU03806
RpL27A	NCU03806
meigo	NCU10721
meigo	NCU10721
mIF2	NCU06103
Cyt-c-d	NCU01808
Cyt-c-d	NCU01808
Cyt-c-p	NCU01808
Cyt-c-p	NCU01808
CG31678	NCU00119
CG31678	NCU00119
CG31678	NCU00119
CG2453	NCU09862
CG2453	NCU09862
CG2453	NCU09862
CG11050	NCU04470
CG11050	NCU04470
CG11050	NCU04470
sgl	NCU04936
sgl	NCU08228
Grip91	NCU04319
CG7430	NCU02407
CG7430	NCU02407
Rpb8	NCU08030
Arpc3B	NCU09572
Arpc3B	NCU09572
Arpc3B	NCU09572
Arpc3A	NCU09572
Arpc3A	NCU09572
Prx5	NCU06880
Prx5	NCU06880
ArgRS-m	NCU08195
ArgRS-m	NCU08195
CstF64	NCU03311
Ptpmeg2	NCU05364
Ptpmeg2	NCU05364
Ptpmeg2	NCU05364
Ptpmeg2	NCU05364
Ptpmeg2	NCU05364
Ptpmeg2	NCU05364
Ptpmeg2	NCU05364
Ptpmeg2	NCU05364
Ptpmeg2	NCU05364
CG7414	NCU06099
CG7414	NCU06099
CG7414	NCU06099
CG7414	NCU06099
Mps1	NCU00978
Mps1	NCU00978
PSR	NCU07419
PSR	NCU07419
Naa15-16	NCU07936
Naa15-16	NCU07936
Trs20	NCU11174
RpL7	NCU07829
RpL7	NCU07829
CG32174	NCU02157
CG32174	NCU02157
CG32174	NCU02157
RpS16	NCU08620
RpS16	NCU08620
mRpL27	NCU08861
mRpL27	NCU08861
mRpL27	NCU08861
RpS4	NCU02181
RpS4	NCU02181
RpS4	NCU02181
Nipped-A	NCU01379
Nipped-A	NCU01379
Ppat-Dpck	NCU06029
PIG-G	NCU06215
PIG-L	NCU09510
PIG-L	NCU09510
PIG-L	NCU09510
Mon1	NCU09220
CG12404	NCU05514
CG34133	NCU09162
CG34133	NCU09162
CG34133	NCU09162
TSG101	NCU05753
CG4390	NCU00173
CG4390	NCU00173
RpL38	NCU03635
RpL38	NCU03635
CG14231	NCU09308
CG14231	NCU09308
Tspo	NCU02801
Npl4	NCU02680
Npl4	NCU02680
Npl4	NCU02680
CG11619	NCU01747
CG3942	NCU01747
CG2818	NCU01747
CG2818	NCU01747
eIF3m	NCU02813
eIF3m	NCU02813
SamDC	NCU01083
CG9062	NCU01569
CG9062	NCU01569
Sec24AB	NCU02391
Sec24AB	NCU02391
Sec24AB	NCU02391
Scox	NCU03177
RpS28b	NCU05599
RpS28b	NCU05599
RpS28a	NCU05599
CG2260	NCU01502
CG6833	NCU05217
CG6833	NCU05217
Rpb5	NCU05305
Rpb5	NCU05305
Rchy1	NCU06754
Rchy1	NCU06754
CG9667	NCU00664
CG9667	NCU00664
CG12099	NCU11263
CG12099	NCU11263
RpS29	NCU03738
RpS29	NCU03738
RpL13	NCU05554
RpL13	NCU05554
RpL13	NCU05554
CG1434	NCU00950
CG1434	NCU00950
THADA	NCU00372
THADA	NCU00372
Sec15	NCU00117
PheRS-m	NCU01512
mRpL43	NCU07549
Atg6	NCU03122
CG32649	NCU03823
ifc	NCU08927
MKP-4	NCU08158
MKP-4	NCU08158
Rpn9	NCU02374
Rpn9	NCU02374
Sse	NCU00205
mus81	NCU07457
mus301	NCU07411
mus308	NCU07411
D2hgdh	NCU06441
D2hgdh	NCU06441
D2hgdh	NCU06441
MED7	NCU05944
CG1227	NCU07399
CG1227	NCU07399
CG11137	NCU05231
CG11137	NCU05231
not	NCU02375
not	NCU02375
EMC1	NCU00614
EMC1	NCU00614
EMC1	NCU00614
EMC1	NCU00614
CG5290	NCU09658
cin	NCU09746
cin	NCU09746
Pngl	NCU00651
Pngl	NCU00651
Tim8	NCU11311
Tim8	NCU11311
Arfrp1	NCU00333
Top1	NCU09118
Top1	NCU09118
Top1	NCU09118
Top1	NCU09118
Top1	NCU09118
Dph1	NCU08503
Dph1	NCU08503
Dph1	NCU08503
CG11665	NCU04446
CG11665	NCU04446
Sln	NCU04446
CG17597	NCU03372
CG17597	NCU03372
ScpX	NCU03372
CG17065	NCU04725
CG17065	NCU05828
CG17065	NCU04725
CG17065	NCU05828
CG17065	NCU04725
CG17065	NCU05828
Vap33	NCU08956
Vap33	NCU08956
Vap33	NCU08956
Vap33	NCU08956
Ctr1B	NCU03281
Ctr1A	NCU03281
Ctr1A	NCU03281
Ctr1A	NCU03281
Ctr1A	NCU03281
Ctr1C	NCU03281
mRpL23	NCU08329
mRpL23	NCU08329
mRpL23	NCU08329
mRpL23	NCU08329
CG12016	NCU01500
CG12016	NCU01500
CG1637	NCU09649
CG1637	NCU08643
CG1637	NCU09649
CG1637	NCU08643
CG1637	NCU09649
CG1637	NCU08643
CG1637	NCU09649
CG1637	NCU08643
CG1637	NCU09649
CG1637	NCU08643
Dlic	NCU09982
Dlic	NCU09982
Dlic	NCU09982
CG11679	NCU02271
isoQC	NCU09018
isoQC	NCU11249
isoQC	NCU09018
isoQC	NCU11249
QC	NCU09018
QC	NCU11249
FASN1	NCU02918
FASN1	NCU09638
FASN1	NCU08399
FASN1	NCU04865
FASN1	NCU06013
FASN1	NCU05011
FASN1	NCU03584
FASN1	NCU02918
FASN1	NCU09638
FASN1	NCU08399
FASN1	NCU04865
FASN1	NCU06013
FASN1	NCU05011
FASN1	NCU03584
FASN2	NCU02918
FASN2	NCU09638
FASN2	NCU08399
FASN2	NCU04865
FASN2	NCU06013
FASN2	NCU05011
FASN2	NCU03584
FASN2	NCU02918
FASN2	NCU09638
FASN2	NCU08399
FASN2	NCU04865
FASN2	NCU06013
FASN2	NCU05011
FASN2	NCU03584
FASN3	NCU02918
FASN3	NCU09638
FASN3	NCU08399
FASN3	NCU04865
FASN3	NCU06013
FASN3	NCU05011
FASN3	NCU03584
CG31729	NCU03818
CG31729	NCU03818
CG31729	NCU03818
CG31729	NCU03818
CG4278	NCU06108
CG6115	NCU07783
CG6115	NCU07783
p24-2	NCU04003
p24-2	NCU04003
eca	NCU04003
SdhC	NCU07756
SdhC	NCU07756
CG6629	NCU07756
aralar1	NCU01241
aralar1	NCU09837
aralar1	NCU16927
aralar1	NCU01241
aralar1	NCU09837
aralar1	NCU16927
aralar1	NCU01241
aralar1	NCU09837
aralar1	NCU16927
aralar1	NCU01241
aralar1	NCU09837
aralar1	NCU16927
aralar1	NCU01241
aralar1	NCU09837
aralar1	NCU16927
aralar1	NCU01241
aralar1	NCU09837
aralar1	NCU16927
Mob4	NCU07674
Mob4	NCU07674
Hsl	NCU06809
Hsl	NCU06809
Hsl	NCU06809
CG1358	NCU05990
CG1358	NCU05990
CG1358	NCU05990
CG1358	NCU05990
Thd1	NCU02098
Thd1	NCU02098
Thd1	NCU02098
Zip102B	NCU06473
Zip102B	NCU06473
Zip102B	NCU06473
Zip102B	NCU06473
CG3711	NCU02620
CG3711	NCU02620
CG1598	NCU06717
Vps2	NCU00435
eIF2gamma	NCU02810
eIF2gamma	NCU02810
eIF2gamma	NCU02810
cutlet	NCU07313
Cdc5	NCU06994
Cdc5	NCU06994
MagR	NCU08707
MagR	NCU08707
Rae1	NCU04288
PGAP3	NCU08609
PGAP3	NCU08609
rev7	NCU06577
qless	NCU02305
qless	NCU02305
CG6195	NCU01183
128up	NCU00389
Tfb4	NCU01580
Cat	NCU05169
CG9314	NCU05169
CG9314	NCU05169
obe	NCU08267
l(3)72Ab	NCU02685
eIF5B	NCU05270
eIF5B	NCU05270
eIF5B	NCU05270
eIF5B	NCU05270
eIF5B	NCU05270
bma	NCU04755
bma	NCU04755
bma	NCU04755
CG1951	NCU04755
CG13601	NCU09257
CG13601	NCU09257
CG43999	NCU09257
CG43999	NCU09257
CG43998	NCU09257
CG43998	NCU09257
CG43998	NCU09257
Clp	NCU08353
Srp19	NCU03485
AlaRS	NCU02566
AlaRS	NCU02566
eIF1	NCU01981
LS2	NCU03039
U2af50	NCU03039
U2af50	NCU03039
U2af50	NCU03039
U2af50	NCU03039
CG30499	NCU00519
CG30499	NCU00519
mei-W68	NCU01120
Vps52	NCU05273
Ssu72	NCU03114
Ssu72	NCU03114
Ssu72	NCU03114
CG8777	NCU09438
La	NCU08295
RpA-70	NCU03606
mdy	NCU00035
mdy	NCU03991
mdy	NCU04144
mdy	NCU00035
mdy	NCU03991
mdy	NCU04144
mdy	NCU00035
mdy	NCU03991
mdy	NCU04144
mdy	NCU00035
mdy	NCU03991
mdy	NCU04144
PCID2	NCU16773
PCID2	NCU08388
CG1461	NCU02543
CG1461	NCU02543
Tpi	NCU07550
Tpi	NCU07550
Tpi	NCU07550
Usp12-46	NCU08378
CG13690	NCU09608
CG34195	NCU04647
CG10214	NCU16377
RpLP2	NCU00979
SRm160	NCU03285
Spt5	NCU06929
CG5902	NCU06113
CG5902	NCU06113
CG5902	NCU06113
VGAT	NCU06231
RpL23A	NCU06226
RpS26	NCU04552
RpS26	NCU04552
RpS26	NCU04552
RpS26	NCU04552
RpS26	NCU04552
yata	NCU04279
yata	NCU04279
CG31957	NCU06553
CG31957	NCU06553
CG17141	NCU02123
mbf1	NCU01422
mbf1	NCU01422
mbf1	NCU01422
mbf1	NCU01422
mbf1	NCU01422
RpL11	NCU02509
RpL11	NCU02509
mRpL2	NCU02757
Gdi	NCU05288
Gdi	NCU05288
Gdi	NCU05288
CG33057	NCU06254
