AT3G09720.1 YGL171W_mRNA
AT5G27850.1 YOL120C_mRNA
AT3G05590.1 YNL301C_mRNA
AT3G05590.1 YOL120C_mRNA
AT2G47570.1 YNL301C_mRNA
AT2G47570.1 YOL120C_mRNA
AT5G17570.1 YMR262W_mRNA
AT3G03500.1 YMR262W_mRNA
AT3G63150.1 YAL048C_mRNA
AT3G05310.1 YAL048C_mRNA
AT5G27540.1 YAL048C_mRNA
AT3G06680.1 YFR032C-A_mRNA
AT3G06700.1 YFR032C-A_mRNA
AT3G07740.4 YDR448W_mRNA
AT4G16420.1 YDR448W_mRNA
AT3G10050.1 YER086W_mRNA
AT4G11640.1 YKL218C_mRNA
AT3G55630.3 YOR241W_mRNA
AT5G05980.1 YOR241W_mRNA
AT3G10160.1 YOR241W_mRNA
AT5G41480.1 YKL132C_mRNA
AT5G41480.1 YMR113W_mRNA
AT3G59280.1 YJL104W_mRNA
AT5G61880.1 YJL104W_mRNA
AT4G19110.2 YJL106W_mRNA
AT5G45430.1 YJL106W_mRNA
AT4G13020.3 YJL106W_mRNA
AT5G35620.1 YOL139C_mRNA
AT4G18040.1 YOL139C_mRNA
AT4G30510.1 YFR021W_mRNA
AT5G04270.1 YNL326C_mRNA
AT5G42400.1 YHR119W_mRNA
AT5G48120.1 YIL128W_mRNA
AT5G55810.2 YGR010W_mRNA
AT5G55810.2 YLR328W_mRNA
AT1G04400.1 YOR386W_mRNA
AT4G08920.1 YOR386W_mRNA
AT5G48880.2 YIL160C_mRNA
AT1G04710.1 YIL160C_mRNA
AT2G33150.1 YIL160C_mRNA
AT1G56070.1 YOR133W_mRNA
AT1G56070.1 YDR385W_mRNA
AT3G12915.2 YOR133W_mRNA
AT3G12915.2 YDR385W_mRNA
AT5G25230.1 YKL173W_mRNA
AT1G06220.1 YKL173W_mRNA
AT2G47580.1 YIR009W_mRNA
AT1G06960.1 YIR009W_mRNA
AT2G30260.1 YIR009W_mRNA
AT4G14700.1 YLR442C_mRNA
AT4G14700.1 YML065W_mRNA
AT4G12620.1 YLR442C_mRNA
AT4G12620.1 YML065W_mRNA
AT2G29680.1 YJL194W_mRNA
AT1G07270.1 YJL194W_mRNA
AT4G33470.1 YNL021W_mRNA
AT1G08460.1 YNL021W_mRNA
AT2G01070.1 YHL017W_mRNA
AT2G01070.1 YKL039W_mRNA
AT1G72480.1 YHL017W_mRNA
AT1G72480.1 YKL039W_mRNA
AT1G10980.1 YHL017W_mRNA
AT1G10980.1 YKL039W_mRNA
AT1G61670.1 YHL017W_mRNA
AT1G61670.1 YKL039W_mRNA
AT1G72330.3 YDR111C_mRNA
AT1G72330.3 YLR089C_mRNA
AT1G17290.1 YDR111C_mRNA
AT1G17290.1 YLR089C_mRNA
AT1G70580.1 YDR111C_mRNA
AT1G70580.1 YLR089C_mRNA
AT1G23310.1 YDR111C_mRNA
AT1G23310.1 YLR089C_mRNA
AT1G20370.1 YPL212C_mRNA
AT1G20370.1 YGL063W_mRNA
AT1G76120.1 YPL212C_mRNA
AT1G76120.1 YGL063W_mRNA
AT1G23900.1 YPR029C_mRNA
AT1G60070.2 YPR029C_mRNA
AT1G69620.1 YIL052C_mRNA
AT1G69620.1 YER056C-A_mRNA
AT3G28900.1 YIL052C_mRNA
AT3G28900.1 YER056C-A_mRNA
AT1G26880.1 YIL052C_mRNA
AT1G26880.1 YER056C-A_mRNA
AT1G28490.1 YDR468C_mRNA
AT2G35370.1 YAL044C_mRNA
AT1G32470.1 YAL044C_mRNA
AT2G35120.1 YAL044C_mRNA
AT1G33120.1 YGL147C_mRNA
AT1G33120.1 YNL067W_mRNA
AT1G33140.1 YGL147C_mRNA
AT1G33140.1 YNL067W_mRNA
AT4G10450.1 YGL147C_mRNA
AT4G10450.1 YNL067W_mRNA
AT1G48605.1 YKL088W_mRNA
AT3G18030.1 YKL088W_mRNA
AT1G48970.1 YGR083C_mRNA
AT2G44070.1 YGR083C_mRNA
AT5G38640.1 YGR083C_mRNA
AT1G52600.1 YIR022W_mRNA
AT3G15710.1 YIR022W_mRNA
AT2G06990.1 YJL050W_mRNA
AT1G59760.1 YJL050W_mRNA
AT3G46960.1 YLR398C_mRNA
AT5G58230.1 YEL056W_mRNA
AT2G16780.1 YEL056W_mRNA
AT4G35050.1 YEL056W_mRNA
AT2G31260.1 YDL149W_mRNA
AT5G35530.1 YNL178W_mRNA
AT3G53870.1 YNL178W_mRNA
AT2G31610.1 YNL178W_mRNA
AT2G41000.2 YJR097W_mRNA
AT4G10130.1 YJR097W_mRNA
AT2G45500.5 YPL074W_mRNA
AT4G34670.1 YLR441C_mRNA
AT4G34670.1 YML063W_mRNA
AT3G04840.1 YLR441C_mRNA
AT3G04840.1 YML063W_mRNA
AT5G04510.1 YOL100W_mRNA
AT5G04510.1 YDR490C_mRNA
AT3G10540.1 YOL100W_mRNA
AT3G10540.1 YDR490C_mRNA
AT4G15940.1 YNL168C_mRNA
AT3G16700.1 YNL168C_mRNA
AT3G18430.1 YKL190W_mRNA
AT3G27060.1 YJL026W_mRNA
AT3G27060.1 YGR180C_mRNA
AT3G23580.1 YJL026W_mRNA
AT3G23580.1 YGR180C_mRNA
AT3G57870.1 YDL064W_mRNA
AT3G58560.1 YAL021C_mRNA
AT3G58580.1 YAL021C_mRNA
AT5G40840.2 YDL003W_mRNA
AT3G59550.1 YDL003W_mRNA
AT4G05360.1 YDL003W_mRNA
AT5G05490.1 YDL003W_mRNA
AT4G25280.1 YKL024C_mRNA
AT3G60961.1 YKL024C_mRNA
AT3G60180.1 YKL024C_mRNA
AT5G26667.1 YKL024C_mRNA
AT5G02280.1 YDR246W_mRNA
AT5G03430.1 YDL045C_mRNA
AT5G15770.1 YFL017C_mRNA
AT5G26360.1 YJL014W_mRNA
AT5G48630.2 YNL025C_mRNA
AT5G48640.1 YNL025C_mRNA
AT5G51300.1 YLR116W_mRNA
AT5G57280.1 YCR047C_mRNA
AT5G67220.1 YML080W_mRNA
AT1G05120.2 YBR114W_mRNA
AT1G02670.3 YBR114W_mRNA
AT5G43530.1 YLR032W_mRNA
AT5G22750.1 YLR032W_mRNA
AT1G50410.1 YOR191W_mRNA
AT3G20010.1 YOR191W_mRNA
AT1G61140.1 YOR191W_mRNA
AT1G11100.4 YOR191W_mRNA
AT3G16600.1 YOR191W_mRNA
AT5G27770.1 YLR061W_mRNA
AT5G27770.1 YFL034C-A_mRNA
AT3G05560.1 YLR061W_mRNA
AT3G05560.1 YFL034C-A_mRNA
AT1G02830.1 YLR061W_mRNA
AT1G02830.1 YFL034C-A_mRNA
AT5G46160.1 YKL170W_mRNA
AT1G17560.1 YKL170W_mRNA
AT1G04480.1 YER117W_mRNA
AT1G04480.1 YBL087C_mRNA
AT3G04400.1 YER117W_mRNA
AT3G04400.1 YBL087C_mRNA
AT2G33370.1 YER117W_mRNA
AT2G33370.1 YBL087C_mRNA
AT1G23465.1 YMR150C_mRNA
AT1G29960.1 YMR150C_mRNA
AT1G53530.1 YMR150C_mRNA
AT1G07140.1 YDR002W_mRNA
AT5G58590.1 YDR002W_mRNA
AT2G30060.1 YDR002W_mRNA
AT1G08130.1 YDL164C_mRNA
AT1G49250.1 YDL164C_mRNA
AT5G26210.1 YPL138C_mRNA
AT5G20510.1 YPL138C_mRNA
AT3G42790.1 YPL138C_mRNA
AT2G02470.1 YPL138C_mRNA
AT1G14510.1 YPL138C_mRNA
AT5G05610.1 YPL138C_mRNA
AT3G11200.1 YPL138C_mRNA
AT4G04260.2 YPL138C_mRNA
AT4G22140.1 YPL138C_mRNA
AT4G39100.1 YPL138C_mRNA
AT5G02950.1 YLR455W_mRNA
AT3G09670.1 YLR455W_mRNA
AT2G04137.1 YLR455W_mRNA
AT1G75630.2 YPL234C_mRNA
AT1G75630.2 YEL027W_mRNA
AT4G38920.1 YPL234C_mRNA
AT4G38920.1 YEL027W_mRNA
AT2G16510.1 YPL234C_mRNA
AT2G16510.1 YEL027W_mRNA
AT4G34720.1 YPL234C_mRNA
AT4G34720.1 YEL027W_mRNA
AT1G19910.1 YPL234C_mRNA
AT1G19910.1 YEL027W_mRNA
AT2G21380.1 YPL155C_mRNA
AT4G39050.1 YPL155C_mRNA
AT1G21730.1 YPL155C_mRNA
AT3G62510.2 YCL043C_mRNA
AT3G62510.2 YDR518W_mRNA
AT1G77510.1 YCL043C_mRNA
AT1G77510.1 YDR518W_mRNA
AT1G21750.1 YCL043C_mRNA
AT1G21750.1 YDR518W_mRNA
AT5G33320.1 YOR307C_mRNA
AT5G33320.1 YJL193W_mRNA
AT3G01550.1 YOR307C_mRNA
AT3G01550.1 YJL193W_mRNA
AT5G46110.4 YOR307C_mRNA
AT5G46110.4 YJL193W_mRNA
AT5G17630.1 YOR307C_mRNA
AT5G17630.1 YJL193W_mRNA
AT5G54800.1 YOR307C_mRNA
AT5G54800.1 YJL193W_mRNA
AT1G61800.2 YOR307C_mRNA
AT1G61800.2 YJL193W_mRNA
AT4G03950.1 YOR307C_mRNA
AT4G03950.1 YJL193W_mRNA
AT1G43310.1 YOR307C_mRNA
AT1G43310.1 YJL193W_mRNA
AT1G77610.1 YOR307C_mRNA
AT1G77610.1 YJL193W_mRNA
AT1G21870.1 YOR307C_mRNA
AT1G21870.1 YJL193W_mRNA
AT1G70730.3 YKL127W_mRNA
AT1G70730.3 YMR105C_mRNA
AT1G23190.1 YKL127W_mRNA
AT1G23190.1 YMR105C_mRNA
AT5G51820.1 YKL127W_mRNA
AT5G51820.1 YMR105C_mRNA
AT1G27470.1 YDR324C_mRNA
AT4G07410.1 YDR324C_mRNA
AT1G29800.1 YFR024C-A_mRNA
AT1G29800.1 YHR016C_mRNA
AT3G43230.1 YFR024C-A_mRNA
AT3G43230.1 YHR016C_mRNA
AT1G36180.1 YMR207C_mRNA
AT1G36180.1 YNR016C_mRNA
AT1G36160.1 YMR207C_mRNA
AT1G36160.1 YNR016C_mRNA
AT1G37150.9 YDL141W_mRNA
AT2G25710.1 YDL141W_mRNA
AT3G15970.1 YIL063C_mRNA
AT1G52380.1 YIL063C_mRNA
AT5G35160.2 YDR107C_mRNA
AT5G35160.2 YLR083C_mRNA
AT1G55130.1 YDR107C_mRNA
AT1G55130.1 YLR083C_mRNA
AT3G13772.1 YDR107C_mRNA
AT3G13772.1 YLR083C_mRNA
AT2G24170.1 YDR107C_mRNA
AT2G24170.1 YLR083C_mRNA
AT5G10840.1 YDR107C_mRNA
AT5G10840.1 YLR083C_mRNA
AT5G25100.2 YDR107C_mRNA
AT5G25100.2 YLR083C_mRNA
AT5G57870.1 YGL049C_mRNA
AT4G30680.1 YGL049C_mRNA
AT2G24050.1 YGL049C_mRNA
AT1G62410.1 YGL049C_mRNA
AT5G65620.2 YCL057W_mRNA
AT5G10540.1 YCL057W_mRNA
AT1G67690.1 YCL057W_mRNA
AT5G40370.2 YDR513W_mRNA
AT5G40370.2 YCL035C_mRNA
AT5G63030.1 YDR513W_mRNA
AT5G63030.1 YCL035C_mRNA
AT2G20270.2 YDR513W_mRNA
AT2G20270.2 YCL035C_mRNA
AT4G28730.1 YDR513W_mRNA
AT4G28730.1 YCL035C_mRNA
AT1G77370.2 YDR513W_mRNA
AT1G77370.2 YCL035C_mRNA
AT5G20500.1 YDR513W_mRNA
AT5G20500.1 YCL035C_mRNA
AT2G43810.1 YDR378C_mRNA
AT3G59810.1 YDR378C_mRNA
AT4G30220.2 YPR182W_mRNA
AT2G14285.1 YPR182W_mRNA
AT3G11510.1 YJL191W_mRNA
AT3G11510.1 YCR031C_mRNA
AT2G36160.1 YJL191W_mRNA
AT2G36160.1 YCR031C_mRNA
AT3G52580.1 YJL191W_mRNA
AT3G52580.1 YCR031C_mRNA
AT3G55590.1 YDL055C_mRNA
AT2G39770.1 YDL055C_mRNA
AT4G30570.1 YDL055C_mRNA
AT4G10680.1 YPR086W_mRNA
AT3G29380.1 YPR086W_mRNA
AT3G57370.1 YPR086W_mRNA
AT2G41630.1 YPR086W_mRNA
AT3G10330.1 YPR086W_mRNA
AT3G06200.1 YDR454C_mRNA
AT3G57550.2 YDR454C_mRNA
AT2G41880.5 YDR454C_mRNA
AT2G42390.1 YDR221W_mRNA
AT5G56360.1 YDR221W_mRNA
AT2G45000.1 YJL041W_mRNA
AT3G05350.1 YLL029W_mRNA
AT4G36760.2 YLL029W_mRNA
AT3G16785.4 YKR031C_mRNA
AT3G05630.1 YKR031C_mRNA
AT4G15880.1 YPL020C_mRNA
AT3G06910.1 YPL020C_mRNA
AT4G00690.1 YPL020C_mRNA
AT4G13170.1 YNL069C_mRNA
AT4G13170.1 YIL133C_mRNA
AT5G48760.1 YNL069C_mRNA
AT5G48760.1 YIL133C_mRNA
AT3G07110.2 YNL069C_mRNA
AT3G07110.2 YIL133C_mRNA
AT3G24830.1 YNL069C_mRNA
AT3G24830.1 YIL133C_mRNA
AT5G05700.1 YGL017W_mRNA
AT3G11240.1 YGL017W_mRNA
AT3G18524.1 YHR120W_mRNA
AT3G18524.1 YOL090W_mRNA
AT3G24090.1 YMR085W_mRNA
AT3G24090.1 YKL104C_mRNA
AT5G48600.2 YLR086W_mRNA
AT3G46560.1 YEL020W-A_mRNA
AT3G47340.1 YGR124W_mRNA
AT3G47340.1 YPR145W_mRNA
AT5G65010.2 YGR124W_mRNA
AT5G65010.2 YPR145W_mRNA
AT5G10240.1 YGR124W_mRNA
AT5G10240.1 YPR145W_mRNA
AT3G48540.1 YHR144C_mRNA
AT3G52570.1 YGR031W_mRNA
AT3G52570.1 YGR015C_mRNA
AT4G10030.1 YGR031W_mRNA
AT4G10030.1 YGR015C_mRNA
AT4G01395.1 YPR105C_mRNA
AT4G08960.1 YPL152W_mRNA
AT4G08960.1 YIL153W_mRNA
AT4G16440.1 YNL240C_mRNA
AT4G20440.1 YER029C_mRNA
AT5G44500.1 YER029C_mRNA
AT5G52490.1 YDL014W_mRNA
AT5G52470.1 YDL014W_mRNA
AT4G25630.1 YDL014W_mRNA
AT4G36720.1 YPR028W_mRNA
AT5G06140.1 YKR078W_mRNA
AT5G06140.1 YOR069W_mRNA
AT5G15170.1 YBR223C_mRNA
AT5G17380.1 YEL020C_mRNA
AT5G59140.1 YPL046C_mRNA
AT5G63860.1 YGL097W_mRNA
AT3G62560.1 YPL218W_mRNA
AT1G02620.1 YPL218W_mRNA
AT4G02080.1 YPL218W_mRNA
AT1G56330.1 YPL218W_mRNA
AT1G09180.1 YPL218W_mRNA
AT1G03060.1 YCR032W_mRNA
AT4G02660.2 YCR032W_mRNA
AT3G25880.2 YPL003W_mRNA
AT3G03180.3 YMR292W_mRNA
AT5G01430.1 YMR292W_mRNA
AT3G49420.1 YMR292W_mRNA
AT1G05785.6 YMR292W_mRNA
AT4G27565.1 YBR126C_mRNA
AT1G16980.1 YDR074W_mRNA
AT1G16980.1 YML100W_mRNA
AT1G16980.1 YMR261C_mRNA
AT1G78580.1 YDR074W_mRNA
AT1G78580.1 YML100W_mRNA
AT1G78580.1 YMR261C_mRNA
AT4G27550.1 YDR074W_mRNA
AT4G27550.1 YML100W_mRNA
AT4G27550.1 YMR261C_mRNA
AT1G70290.1 YDR074W_mRNA
AT1G70290.1 YML100W_mRNA
AT1G70290.1 YMR261C_mRNA
AT1G23870.1 YDR074W_mRNA
AT1G23870.1 YML100W_mRNA
AT1G23870.1 YMR261C_mRNA
AT1G60140.1 YDR074W_mRNA
AT1G60140.1 YML100W_mRNA
AT1G60140.1 YMR261C_mRNA
AT2G18700.1 YDR074W_mRNA
AT2G18700.1 YML100W_mRNA
AT2G18700.1 YMR261C_mRNA
AT1G06410.1 YDR074W_mRNA
AT1G06410.1 YML100W_mRNA
AT1G06410.1 YMR261C_mRNA
AT4G17770.1 YDR074W_mRNA
AT4G17770.1 YML100W_mRNA
AT4G17770.1 YMR261C_mRNA
AT1G68020.2 YDR074W_mRNA
AT1G68020.2 YML100W_mRNA
AT1G68020.2 YMR261C_mRNA
AT1G06470.1 YML038C_mRNA
AT2G20060.1 YML025C_mRNA
AT1G07320.1 YML025C_mRNA
AT1G07615.1 YHR168W_mRNA
AT1G18080.1 YMR116C_mRNA
AT1G18080.1 YPR178W_mRNA
AT1G48630.1 YMR116C_mRNA
AT1G48630.1 YPR178W_mRNA
AT3G18130.1 YMR116C_mRNA
AT3G18130.1 YPR178W_mRNA
AT1G20350.1 YJL143W_mRNA
AT2G37410.1 YJL143W_mRNA
AT5G11690.1 YJL143W_mRNA
AT1G20760.1 YIR006C_mRNA
AT1G21630.2 YIR006C_mRNA
AT1G21710.1 YML060W_mRNA
AT3G19040.2 YGR274C_mRNA
AT1G32750.1 YGR274C_mRNA
AT1G54220.1 YNL071W_mRNA
AT3G13930.1 YNL071W_mRNA
AT5G16130.1 YNL096C_mRNA
AT5G16130.1 YOR096W_mRNA
AT3G02560.1 YNL096C_mRNA
AT3G02560.1 YOR096W_mRNA
AT1G48830.1 YNL096C_mRNA
AT1G48830.1 YOR096W_mRNA
AT1G51450.1 YLR015W_mRNA
AT3G53910.1 YDL078C_mRNA
AT3G53910.1 YOL126C_mRNA
AT3G47520.1 YKL085W_mRNA
AT2G22780.1 YKL085W_mRNA
AT5G09660.4 YKL085W_mRNA
AT1G53240.1 YKL085W_mRNA
AT3G15020.1 YKL085W_mRNA
AT1G55250.1 YDL074C_mRNA
AT2G44950.1 YDL074C_mRNA
AT1G63855.4 YLR285W_mRNA
AT1G67140.2 YJL207C_mRNA
AT1G76150.1 YKR009C_mRNA
AT1G79985.1 YJL004C_mRNA
AT4G29510.1 YBR034C_mRNA
AT2G19670.1 YBR034C_mRNA
AT4G29390.1 YLR287C-A_mRNA
AT4G29390.1 YOR182C_mRNA
AT2G19750.1 YLR287C-A_mRNA
AT2G19750.1 YOR182C_mRNA
AT5G56670.1 YLR287C-A_mRNA
AT5G56670.1 YOR182C_mRNA
AT4G29130.1 YGL253W_mRNA
AT4G29130.1 YFR053C_mRNA
AT2G19860.1 YGL253W_mRNA
AT2G19860.1 YFR053C_mRNA
AT4G37840.1 YGL253W_mRNA
AT4G37840.1 YFR053C_mRNA
AT2G32850.2 YBR059C_mRNA
AT2G32850.2 YIL095W_mRNA
AT2G32850.2 YNL020C_mRNA
AT5G03030.2 YLR008C_mRNA
AT3G09700.1 YLR008C_mRNA
AT2G35795.1 YLR008C_mRNA
AT2G37270.1 YJR123W_mRNA
AT3G11940.1 YJR123W_mRNA
AT2G39340.1 YPR045C_mRNA
AT3G04460.2 YMR026C_mRNA
AT5G28060.1 YER074W_mRNA
AT5G28060.1 YIL069C_mRNA
AT3G04920.1 YER074W_mRNA
AT3G04920.1 YIL069C_mRNA
AT3G06460.1 YLR372W_mRNA
AT3G06460.1 YJL196C_mRNA
AT3G06460.1 YCR034W_mRNA
AT3G06470.1 YLR372W_mRNA
AT3G06470.1 YJL196C_mRNA
AT3G06470.1 YCR034W_mRNA
AT3G10370.1 YIL155C_mRNA
AT3G12050.1 YNL281W_mRNA
AT3G12050.1 YDR214W_mRNA
AT3G16840.2 YBR142W_mRNA
AT3G23390.1 YNL162W_mRNA
AT3G23390.1 YHR141C_mRNA
AT4G14320.2 YNL162W_mRNA
AT4G14320.2 YHR141C_mRNA
AT5G64830.1 YOL022C_mRNA
AT4G16660.2 YKL073W_mRNA
AT4G32360.1 YDR376W_mRNA
AT5G01310.1 YOR258W_mRNA
AT5G04670.1 YFL024C_mRNA
AT5G46030.1 YKL160W_mRNA
AT1G02880.6 YOR143C_mRNA
AT2G44750.2 YOR143C_mRNA
AT4G02860.1 YHR029C_mRNA
AT1G03210.2 YHR029C_mRNA
AT4G02850.1 YHR029C_mRNA
AT1G09300.1 YER078C_mRNA
AT4G29490.1 YFR006W_mRNA
AT1G09590.1 YPL079W_mRNA
AT1G09590.1 YBR191W_mRNA
AT1G09690.1 YPL079W_mRNA
AT1G09690.1 YBR191W_mRNA
AT1G57660.1 YPL079W_mRNA
AT1G57660.1 YBR191W_mRNA
AT1G57860.1 YPL079W_mRNA
AT1G57860.1 YBR191W_mRNA
AT1G12840.1 YKL080W_mRNA
AT4G01100.2 YPR011C_mRNA
AT4G32400.1 YHR002W_mRNA
AT1G14560.1 YHR002W_mRNA
AT4G26180.1 YHR002W_mRNA
AT1G17280.4 YER100W_mRNA
AT5G50430.1 YER100W_mRNA
AT1G17980.1 YKR002W_mRNA
AT1G18550.1 YGL216W_mRNA
AT2G47620.1 YFR037C_mRNA
AT2G47620.1 YJL176C_mRNA
AT2G33610.1 YFR037C_mRNA
AT2G33610.1 YJL176C_mRNA
AT1G21700.1 YFR037C_mRNA
AT1G21700.1 YJL176C_mRNA
AT1G56050.1 YHL014C_mRNA
AT1G56050.1 YBR025C_mRNA
AT1G30580.1 YHL014C_mRNA
AT1G30580.1 YBR025C_mRNA
AT1G36310.1 YML014W_mRNA
AT3G54050.1 YLR377C_mRNA
AT5G64380.1 YLR377C_mRNA
AT1G43670.1 YLR377C_mRNA
AT5G26220.1 YER163C_mRNA
AT4G31290.1 YER163C_mRNA
AT1G44790.1 YER163C_mRNA
AT1G55090.1 YHR074W_mRNA
AT1G55520.1 YER148W_mRNA
AT3G13445.1 YER148W_mRNA
AT1G56090.2 YOR035C_mRNA
AT1G79550.1 YCR012W_mRNA
AT1G56190.1 YCR012W_mRNA
AT3G12780.1 YCR012W_mRNA
AT1G60620.1 YPR110C_mRNA
AT1G60850.1 YPR110C_mRNA
AT1G64200.1 YOR332W_mRNA
AT4G11150.1 YOR332W_mRNA
AT3G08560.1 YOR332W_mRNA
AT5G47690.3 YMR076C_mRNA
AT1G77600.3 YMR076C_mRNA
AT4G33650.2 YKR001C_mRNA
AT4G33650.2 YLL001W_mRNA
AT2G14120.3 YKR001C_mRNA
AT2G14120.3 YLL001W_mRNA
AT2G27760.1 YOR274W_mRNA
AT3G47800.1 YHR210C_mRNA
AT3G47800.1 YNR071C_mRNA
AT3G01260.1 YHR210C_mRNA
AT3G01260.1 YNR071C_mRNA
AT5G15140.1 YHR210C_mRNA
AT5G15140.1 YNR071C_mRNA
AT3G17940.1 YHR210C_mRNA
AT3G17940.1 YNR071C_mRNA
AT5G15810.1 YDR120C_mRNA
AT3G02320.1 YDR120C_mRNA
AT5G18280.1 YEL042W_mRNA
AT3G04080.1 YEL042W_mRNA
AT3G05210.1 YML095C_mRNA
AT3G14890.1 YMR156C_mRNA
AT3G22290.1 YML067C_mRNA
AT3G26570.1 YBR296C_mRNA
AT3G46970.1 YPR160W_mRNA
AT3G29320.1 YPR160W_mRNA
AT5G14040.1 YER053C_mRNA
AT3G48850.1 YER053C_mRNA
AT3G49601.1 YDR482C_mRNA
AT3G50860.1 YJL024C_mRNA
AT3G54860.2 YLR396C_mRNA
AT3G58730.1 YEL051W_mRNA
AT3G62580.1 YPR098C_mRNA
AT4G08320.2 YOR007C_mRNA
AT4G22960.1 YGL082W_mRNA
AT4G22960.1 YPL191C_mRNA
AT4G11860.1 YGL082W_mRNA
AT4G11860.1 YPL191C_mRNA
AT5G47430.6 YKL059C_mRNA
AT4G17410.2 YKL059C_mRNA
AT4G17650.1 YOL008W_mRNA
AT4G24940.1 YPR180W_mRNA
AT5G50680.1 YPR180W_mRNA
AT5G50580.2 YPR180W_mRNA
AT4G33760.1 YPL104W_mRNA
AT4G35800.1 YDL140C_mRNA
AT5G60040.2 YOR116C_mRNA
AT5G43920.1 YCL039W_mRNA
AT5G08560.1 YCL039W_mRNA
AT5G64070.1 YNL267W_mRNA
AT5G09350.1 YNL267W_mRNA
AT5G44450.2 YBR261C_mRNA
AT5G57120.1 YKR092C_mRNA
AT5G57565.4 YDR507C_mRNA
AT5G57565.4 YCL024W_mRNA
AT5G57630.1 YDR507C_mRNA
AT5G57630.1 YCL024W_mRNA
AT5G63060.1 YLR380W_mRNA
AT1G02100.1 YDR435C_mRNA
AT1G03150.1 YPR131C_mRNA
AT1G74270.1 YOR234C_mRNA
AT1G74270.1 YPL143W_mRNA
AT1G07070.1 YOR234C_mRNA
AT1G07070.1 YPL143W_mRNA
AT1G41880.1 YOR234C_mRNA
AT1G41880.1 YPL143W_mRNA
AT3G55750.1 YOR234C_mRNA
AT3G55750.1 YPL143W_mRNA
AT1G27970.2 YER009W_mRNA
AT1G27310.1 YER009W_mRNA
AT1G11570.3 YER009W_mRNA
AT1G11650.2 YBR212W_mRNA
AT1G11650.2 YHR086W_mRNA
AT5G54900.1 YBR212W_mRNA
AT5G54900.1 YHR086W_mRNA
AT4G27000.1 YBR212W_mRNA
AT4G27000.1 YHR086W_mRNA
AT5G19350.1 YBR212W_mRNA
AT5G19350.1 YHR086W_mRNA
AT3G19130.1 YBR212W_mRNA
AT3G19130.1 YHR086W_mRNA
AT1G49600.2 YBR212W_mRNA
AT1G49600.2 YHR086W_mRNA
AT1G47490.1 YBR212W_mRNA
AT1G47490.1 YHR086W_mRNA
AT1G47500.1 YBR212W_mRNA
AT1G47500.1 YHR086W_mRNA
AT1G12780.1 YBR019C_mRNA
AT1G63180.1 YBR019C_mRNA
AT1G64440.1 YBR019C_mRNA
AT4G23920.1 YBR019C_mRNA
AT4G10960.1 YBR019C_mRNA
AT3G26618.1 YBR143C_mRNA
AT1G12920.1 YBR143C_mRNA
AT5G47880.1 YBR143C_mRNA
AT1G79450.1 YNL323W_mRNA
AT1G79450.1 YNR048W_mRNA
AT1G79450.1 YCR094W_mRNA
AT1G16360.2 YNL323W_mRNA
AT1G16360.2 YNR048W_mRNA
AT1G16360.2 YCR094W_mRNA
AT1G54320.1 YNL323W_mRNA
AT1G54320.1 YNR048W_mRNA
AT1G54320.1 YCR094W_mRNA
AT3G12740.1 YNL323W_mRNA
AT3G12740.1 YNR048W_mRNA
AT3G12740.1 YCR094W_mRNA
AT5G46150.1 YNL323W_mRNA
AT5G46150.1 YNR048W_mRNA
AT5G46150.1 YCR094W_mRNA
AT1G18090.1 YDR263C_mRNA
AT1G18090.1 YOR033C_mRNA
AT1G29630.2 YDR263C_mRNA
AT1G29630.2 YOR033C_mRNA
AT4G38510.5 YBR127C_mRNA
AT1G76030.1 YBR127C_mRNA
AT1G20260.1 YBR127C_mRNA
AT2G21880.1 YML001W_mRNA
AT4G09720.3 YML001W_mRNA
AT1G22740.1 YML001W_mRNA
AT1G49300.1 YML001W_mRNA
AT3G18820.1 YML001W_mRNA
AT1G52280.1 YML001W_mRNA
AT3G16100.1 YML001W_mRNA
AT1G80050.1 YML022W_mRNA
AT1G80050.1 YDR441C_mRNA
AT5G11160.1 YML022W_mRNA
AT5G11160.1 YDR441C_mRNA
AT1G27450.3 YML022W_mRNA
AT1G27450.3 YDR441C_mRNA
AT4G12440.2 YML022W_mRNA
AT4G12440.2 YDR441C_mRNA
AT4G22570.1 YML022W_mRNA
AT4G22570.1 YDR441C_mRNA
AT1G29965.1 YOR312C_mRNA
AT1G29965.1 YMR242C_mRNA
AT1G29970.2 YOR312C_mRNA
AT1G29970.2 YMR242C_mRNA
AT2G34480.2 YOR312C_mRNA
AT2G34480.2 YMR242C_mRNA
AT3G14600.1 YOR312C_mRNA
AT3G14600.1 YMR242C_mRNA
AT5G19510.1 YAL003W_mRNA
AT5G12110.1 YAL003W_mRNA
AT1G30230.2 YAL003W_mRNA
AT2G18110.1 YAL003W_mRNA
AT1G32340.1 YML068W_mRNA
AT4G09670.1 YML051W_mRNA
AT1G34200.1 YML051W_mRNA
AT1G66130.1 YML051W_mRNA
AT3G19670.1 YPR152C_mRNA
AT3G19670.1 YKL012W_mRNA
AT1G44910.1 YPR152C_mRNA
AT1G44910.1 YKL012W_mRNA
AT1G49540.2 YGR200C_mRNA
AT3G19170.1 YDR430C_mRNA
AT1G49630.1 YDR430C_mRNA
AT1G50480.1 YBR084W_mRNA
AT1G50480.1 YGR204W_mRNA
AT5G07440.1 YAL062W_mRNA
