AT3G09720.1 ENSMUSP00000048802
AT3G14640.2 ENSMUSP00000157006
AT3G14640.2 ENSMUSP00000050478
AT3G14640.2 ENSMUSP00000003416
AT3G14640.2 ENSMUSP00000131058
AT3G14640.2 ENSMUSP00000076827
AT3G14640.2 ENSMUSP00000123282
AT3G14640.2 ENSMUSP00000074733
AT3G14640.2 ENSMUSP00000157023
AT3G14640.2 ENSMUSP00000129514
AT3G14640.2 ENSMUSP00000003413
AT3G14640.2 ENSMUSP00000003574
AT3G14640.2 ENSMUSP00000148315
AT3G14640.2 ENSMUSP00000059545
AT3G14640.2 ENSMUSP00000102155
AT3G14640.2 ENSMUSP00000139717
AT3G14640.2 ENSMUSP00000092487
AT3G14640.2 ENSMUSP00000081370
AT3G14640.2 ENSMUSP00000140857
AT3G14640.2 ENSMUSP00000030487
AT3G14640.2 ENSMUSP00000099768
AT3G14610.1 ENSMUSP00000112174
AT3G14610.1 ENSMUSP00000092966
AT3G14610.1 ENSMUSP00000129536
AT3G14610.1 ENSMUSP00000157311
AT3G14610.1 ENSMUSP00000008801
AT3G14610.1 ENSMUSP00000129264
AT3G14610.1 ENSMUSP00000136139
AT3G14610.1 ENSMUSP00000157036
AT3G14610.1 ENSMUSP00000157006
AT3G14610.1 ENSMUSP00000050478
AT3G14610.1 ENSMUSP00000003416
AT3G14610.1 ENSMUSP00000131058
AT3G14610.1 ENSMUSP00000076827
AT3G14610.1 ENSMUSP00000123282
AT3G14610.1 ENSMUSP00000074733
AT3G14610.1 ENSMUSP00000157023
AT3G14610.1 ENSMUSP00000129514
AT3G14610.1 ENSMUSP00000003413
AT3G14610.1 ENSMUSP00000003574
AT3G14610.1 ENSMUSP00000148315
AT3G14610.1 ENSMUSP00000059545
AT3G14610.1 ENSMUSP00000102155
AT3G14610.1 ENSMUSP00000139717
AT3G14610.1 ENSMUSP00000092487
AT3G14610.1 ENSMUSP00000081370
AT3G14610.1 ENSMUSP00000140857
AT3G14610.1 ENSMUSP00000030487
AT3G14610.1 ENSMUSP00000099768
AT3G14620.1 ENSMUSP00000112174
AT3G14620.1 ENSMUSP00000092966
AT3G14620.1 ENSMUSP00000129536
AT3G14620.1 ENSMUSP00000157311
AT3G14620.1 ENSMUSP00000008801
AT3G14620.1 ENSMUSP00000129264
AT3G14620.1 ENSMUSP00000136139
AT3G14620.1 ENSMUSP00000157036
AT3G14620.1 ENSMUSP00000157006
AT3G14620.1 ENSMUSP00000050478
AT3G14620.1 ENSMUSP00000003416
AT3G14620.1 ENSMUSP00000131058
AT3G14620.1 ENSMUSP00000076827
AT3G14620.1 ENSMUSP00000123282
AT3G14620.1 ENSMUSP00000074733
AT3G14620.1 ENSMUSP00000157023
AT3G14620.1 ENSMUSP00000129514
AT3G14620.1 ENSMUSP00000003413
AT3G14620.1 ENSMUSP00000003574
AT3G14620.1 ENSMUSP00000148315
AT3G14620.1 ENSMUSP00000059545
AT3G14620.1 ENSMUSP00000102155
AT3G14620.1 ENSMUSP00000139717
AT3G14620.1 ENSMUSP00000092487
AT3G14620.1 ENSMUSP00000081370
AT3G14620.1 ENSMUSP00000140857
AT3G14620.1 ENSMUSP00000030487
AT3G14620.1 ENSMUSP00000099768
AT1G17060.1 ENSMUSP00000112174
AT1G17060.1 ENSMUSP00000092966
AT1G17060.1 ENSMUSP00000129536
AT1G17060.1 ENSMUSP00000157311
AT1G17060.1 ENSMUSP00000008801
AT1G17060.1 ENSMUSP00000129264
AT1G17060.1 ENSMUSP00000136139
AT1G17060.1 ENSMUSP00000157036
AT1G17060.1 ENSMUSP00000157006
AT1G17060.1 ENSMUSP00000050478
AT1G17060.1 ENSMUSP00000003416
AT1G17060.1 ENSMUSP00000131058
AT1G17060.1 ENSMUSP00000076827
AT1G17060.1 ENSMUSP00000123282
AT1G17060.1 ENSMUSP00000074733
AT1G17060.1 ENSMUSP00000157023
AT1G17060.1 ENSMUSP00000129514
AT1G17060.1 ENSMUSP00000003413
AT1G17060.1 ENSMUSP00000003574
AT1G17060.1 ENSMUSP00000148315
AT1G17060.1 ENSMUSP00000059545
AT1G17060.1 ENSMUSP00000102155
AT1G17060.1 ENSMUSP00000139717
AT1G17060.1 ENSMUSP00000092487
AT1G17060.1 ENSMUSP00000081370
AT1G17060.1 ENSMUSP00000140857
AT1G17060.1 ENSMUSP00000030487
AT1G17060.1 ENSMUSP00000099768
AT1G31800.1 ENSMUSP00000112174
AT1G31800.1 ENSMUSP00000092966
AT1G31800.1 ENSMUSP00000129536
AT1G31800.1 ENSMUSP00000157311
AT1G31800.1 ENSMUSP00000008801
AT1G31800.1 ENSMUSP00000129264
AT1G31800.1 ENSMUSP00000136139
AT1G31800.1 ENSMUSP00000157036
AT1G31800.1 ENSMUSP00000157006
AT1G31800.1 ENSMUSP00000050478
AT1G31800.1 ENSMUSP00000003416
AT1G31800.1 ENSMUSP00000131058
AT1G31800.1 ENSMUSP00000076827
AT1G31800.1 ENSMUSP00000123282
AT1G31800.1 ENSMUSP00000074733
AT1G31800.1 ENSMUSP00000157023
AT1G31800.1 ENSMUSP00000129514
AT1G31800.1 ENSMUSP00000003413
AT1G31800.1 ENSMUSP00000003574
AT1G31800.1 ENSMUSP00000148315
AT1G31800.1 ENSMUSP00000059545
AT1G31800.1 ENSMUSP00000102155
AT1G31800.1 ENSMUSP00000139717
AT1G31800.1 ENSMUSP00000092487
AT1G31800.1 ENSMUSP00000081370
AT1G31800.1 ENSMUSP00000140857
AT1G31800.1 ENSMUSP00000030487
AT1G31800.1 ENSMUSP00000099768
AT3G53130.1 ENSMUSP00000112174
AT3G53130.1 ENSMUSP00000092966
AT3G53130.1 ENSMUSP00000129536
AT3G53130.1 ENSMUSP00000157311
AT3G53130.1 ENSMUSP00000008801
AT3G53130.1 ENSMUSP00000129264
AT3G53130.1 ENSMUSP00000136139
AT3G53130.1 ENSMUSP00000157036
AT3G53130.1 ENSMUSP00000157006
AT3G53130.1 ENSMUSP00000050478
AT3G53130.1 ENSMUSP00000003416
AT3G53130.1 ENSMUSP00000131058
AT3G53130.1 ENSMUSP00000076827
AT3G53130.1 ENSMUSP00000123282
AT3G53130.1 ENSMUSP00000074733
AT3G53130.1 ENSMUSP00000157023
AT3G53130.1 ENSMUSP00000129514
AT3G53130.1 ENSMUSP00000003413
AT3G53130.1 ENSMUSP00000003574
AT3G53130.1 ENSMUSP00000148315
AT3G53130.1 ENSMUSP00000059545
AT3G53130.1 ENSMUSP00000102155
AT3G53130.1 ENSMUSP00000139717
AT3G53130.1 ENSMUSP00000092487
AT3G53130.1 ENSMUSP00000081370
AT3G53130.1 ENSMUSP00000140857
AT3G53130.1 ENSMUSP00000030487
AT3G53130.1 ENSMUSP00000099768
AT4G15110.1 ENSMUSP00000112174
AT4G15110.1 ENSMUSP00000092966
AT4G15110.1 ENSMUSP00000129536
AT4G15110.1 ENSMUSP00000157311
AT4G15110.1 ENSMUSP00000008801
AT4G15110.1 ENSMUSP00000129264
AT4G15110.1 ENSMUSP00000136139
AT4G15110.1 ENSMUSP00000157036
AT4G15110.1 ENSMUSP00000157006
AT4G15110.1 ENSMUSP00000050478
AT4G15110.1 ENSMUSP00000003416
AT4G15110.1 ENSMUSP00000131058
AT4G15110.1 ENSMUSP00000076827
AT4G15110.1 ENSMUSP00000123282
AT4G15110.1 ENSMUSP00000074733
AT4G15110.1 ENSMUSP00000157023
AT4G15110.1 ENSMUSP00000129514
AT4G15110.1 ENSMUSP00000003413
AT4G15110.1 ENSMUSP00000003574
AT4G15110.1 ENSMUSP00000148315
AT4G15110.1 ENSMUSP00000059545
AT4G15110.1 ENSMUSP00000102155
AT4G15110.1 ENSMUSP00000139717
AT4G15110.1 ENSMUSP00000092487
AT4G15110.1 ENSMUSP00000081370
AT4G15110.1 ENSMUSP00000140857
AT4G15110.1 ENSMUSP00000030487
AT4G15110.1 ENSMUSP00000099768
AT2G45810.1 ENSMUSP00000149620
AT2G45810.1 ENSMUSP00000128421
AT3G61240.1 ENSMUSP00000149620
AT3G61240.1 ENSMUSP00000128421
AT4G00660.1 ENSMUSP00000149620
AT4G00660.1 ENSMUSP00000128421
AT3G19760.1 ENSMUSP00000101860
AT3G19760.1 ENSMUSP00000145166
AT3G19760.1 ENSMUSP00000144809
AT3G19760.1 ENSMUSP00000133154
AT3G19760.1 ENSMUSP00000145194
AT3G19760.1 ENSMUSP00000026667
AT1G51380.1 ENSMUSP00000101860
AT1G51380.1 ENSMUSP00000145166
AT1G51380.1 ENSMUSP00000144809
AT1G51380.1 ENSMUSP00000133154
AT1G51380.1 ENSMUSP00000145194
AT1G51380.1 ENSMUSP00000026667
AT3G13920.5 ENSMUSP00000110998
AT3G13920.5 ENSMUSP00000156170
AT3G13920.5 ENSMUSP00000090876
AT3G13920.5 ENSMUSP00000115649
AT3G13920.5 ENSMUSP00000140809
AT3G13920.5 ENSMUSP00000023599
AT3G13920.5 ENSMUSP00000127030
AT3G13920.5 ENSMUSP00000127034
AT1G54270.1 ENSMUSP00000110998
AT1G54270.1 ENSMUSP00000156170
AT1G54270.1 ENSMUSP00000090876
AT1G54270.1 ENSMUSP00000115649
AT1G54270.1 ENSMUSP00000140809
AT1G54270.1 ENSMUSP00000023599
AT1G54270.1 ENSMUSP00000127030
AT1G54270.1 ENSMUSP00000127034
AT1G72730.1 ENSMUSP00000110998
AT1G72730.1 ENSMUSP00000156170
AT1G72730.1 ENSMUSP00000090876
AT1G72730.1 ENSMUSP00000115649
AT1G72730.1 ENSMUSP00000140809
AT1G72730.1 ENSMUSP00000023599
AT1G72730.1 ENSMUSP00000127030
AT1G72730.1 ENSMUSP00000127034
AT3G53110.1 ENSMUSP00000038551
AT3G53110.1 ENSMUSP00000066806
AT3G53110.1 ENSMUSP00000047898
AT3G53110.1 ENSMUSP00000034612
AT4G14340.1 ENSMUSP00000070259
AT4G14340.1 ENSMUSP00000082560
AT4G14340.1 ENSMUSP00000078706
AT4G14340.1 ENSMUSP00000145938
AT4G14340.1 ENSMUSP00000145724
AT4G14340.1 ENSMUSP00000113160
AT4G14340.1 ENSMUSP00000146047
AT4G14340.1 ENSMUSP00000145947
AT4G14340.1 ENSMUSP00000034949
AT4G14340.1 ENSMUSP00000145887
AT4G14340.1 ENSMUSP00000113341
AT4G14340.1 ENSMUSP00000113975
AT4G14340.1 ENSMUSP00000070721
AT4G14340.1 ENSMUSP00000018274
AT4G14340.1 ENSMUSP00000113096
AT4G14340.1 ENSMUSP00000117472
AT4G14340.1 ENSMUSP00000155317
AT4G14340.1 ENSMUSP00000110901
AT4G14340.1 ENSMUSP00000127463
AT4G14340.1 ENSMUSP00000127265
AT4G14340.1 ENSMUSP00000131687
AT4G14340.1 ENSMUSP00000127144
AT4G14340.1 ENSMUSP00000132083
AT4G14340.1 ENSMUSP00000128871
AT3G23340.1 ENSMUSP00000070259
AT3G23340.1 ENSMUSP00000082560
AT3G23340.1 ENSMUSP00000078706
AT3G23340.1 ENSMUSP00000145938
AT3G23340.1 ENSMUSP00000145724
AT3G23340.1 ENSMUSP00000113160
AT3G23340.1 ENSMUSP00000146047
AT3G23340.1 ENSMUSP00000145947
AT3G23340.1 ENSMUSP00000034949
AT3G23340.1 ENSMUSP00000145887
AT3G23340.1 ENSMUSP00000113341
AT3G23340.1 ENSMUSP00000113975
AT3G23340.1 ENSMUSP00000070721
AT3G23340.1 ENSMUSP00000018274
AT3G23340.1 ENSMUSP00000113096
AT3G23340.1 ENSMUSP00000117472
AT3G23340.1 ENSMUSP00000155317
AT3G23340.1 ENSMUSP00000110901
AT3G23340.1 ENSMUSP00000127463
AT3G23340.1 ENSMUSP00000127265
AT3G23340.1 ENSMUSP00000131687
AT3G23340.1 ENSMUSP00000127144
AT3G23340.1 ENSMUSP00000132083
AT3G23340.1 ENSMUSP00000128871
AT1G04440.1 ENSMUSP00000070259
AT1G04440.1 ENSMUSP00000082560
AT1G04440.1 ENSMUSP00000078706
AT1G04440.1 ENSMUSP00000145938
AT1G04440.1 ENSMUSP00000145724
AT1G04440.1 ENSMUSP00000113160
AT1G04440.1 ENSMUSP00000146047
AT1G04440.1 ENSMUSP00000145947
AT1G04440.1 ENSMUSP00000034949
AT1G04440.1 ENSMUSP00000145887
AT1G04440.1 ENSMUSP00000113341
AT1G04440.1 ENSMUSP00000113975
AT1G04440.1 ENSMUSP00000070721
AT1G04440.1 ENSMUSP00000018274
AT1G04440.1 ENSMUSP00000113096
AT1G04440.1 ENSMUSP00000117472
AT1G04440.1 ENSMUSP00000155317
AT1G04440.1 ENSMUSP00000110901
AT1G04440.1 ENSMUSP00000127463
AT1G04440.1 ENSMUSP00000127265
AT1G04440.1 ENSMUSP00000131687
AT1G04440.1 ENSMUSP00000127144
AT1G04440.1 ENSMUSP00000132083
AT1G04440.1 ENSMUSP00000128871
AT5G43320.1 ENSMUSP00000070259
AT5G43320.1 ENSMUSP00000082560
AT5G43320.1 ENSMUSP00000078706
AT5G43320.1 ENSMUSP00000145938
AT5G43320.1 ENSMUSP00000145724
AT5G43320.1 ENSMUSP00000113160
AT5G43320.1 ENSMUSP00000146047
AT5G43320.1 ENSMUSP00000145947
AT5G43320.1 ENSMUSP00000034949
AT5G43320.1 ENSMUSP00000145887
AT5G43320.1 ENSMUSP00000113341
AT5G43320.1 ENSMUSP00000113975
AT5G43320.1 ENSMUSP00000070721
AT5G43320.1 ENSMUSP00000018274
AT5G43320.1 ENSMUSP00000113096
AT5G43320.1 ENSMUSP00000117472
AT5G43320.1 ENSMUSP00000155317
AT5G43320.1 ENSMUSP00000110901
AT5G43320.1 ENSMUSP00000127463
AT5G43320.1 ENSMUSP00000127265
AT5G43320.1 ENSMUSP00000131687
AT5G43320.1 ENSMUSP00000127144
AT5G43320.1 ENSMUSP00000132083
AT5G43320.1 ENSMUSP00000128871
AT4G28540.1 ENSMUSP00000070259
AT4G28540.1 ENSMUSP00000082560
AT4G28540.1 ENSMUSP00000078706
AT4G28540.1 ENSMUSP00000145938
AT4G28540.1 ENSMUSP00000145724
AT4G28540.1 ENSMUSP00000113160
AT4G28540.1 ENSMUSP00000146047
AT4G28540.1 ENSMUSP00000145947
AT4G28540.1 ENSMUSP00000034949
AT4G28540.1 ENSMUSP00000145887
AT4G28540.1 ENSMUSP00000113341
AT4G28540.1 ENSMUSP00000113975
AT4G28540.1 ENSMUSP00000070721
AT4G28540.1 ENSMUSP00000018274
AT4G28540.1 ENSMUSP00000113096
AT4G28540.1 ENSMUSP00000117472
AT4G28540.1 ENSMUSP00000155317
AT4G28540.1 ENSMUSP00000110901
AT4G28540.1 ENSMUSP00000127463
AT4G28540.1 ENSMUSP00000127265
AT4G28540.1 ENSMUSP00000131687
AT4G28540.1 ENSMUSP00000127144
AT4G28540.1 ENSMUSP00000132083
AT4G28540.1 ENSMUSP00000128871
AT5G44100.1 ENSMUSP00000070259
AT5G44100.1 ENSMUSP00000082560
AT5G44100.1 ENSMUSP00000078706
AT5G44100.1 ENSMUSP00000145938
AT5G44100.1 ENSMUSP00000145724
AT5G44100.1 ENSMUSP00000113160
AT5G44100.1 ENSMUSP00000146047
AT5G44100.1 ENSMUSP00000145947
AT5G44100.1 ENSMUSP00000034949
AT5G44100.1 ENSMUSP00000145887
AT5G44100.1 ENSMUSP00000113341
AT5G44100.1 ENSMUSP00000113975
AT5G44100.1 ENSMUSP00000070721
AT5G44100.1 ENSMUSP00000018274
AT5G44100.1 ENSMUSP00000113096
AT5G44100.1 ENSMUSP00000117472
AT5G44100.1 ENSMUSP00000155317
AT5G44100.1 ENSMUSP00000110901
AT5G44100.1 ENSMUSP00000127463
AT5G44100.1 ENSMUSP00000127265
AT5G44100.1 ENSMUSP00000131687
AT5G44100.1 ENSMUSP00000127144
AT5G44100.1 ENSMUSP00000132083
AT5G44100.1 ENSMUSP00000128871
AT1G03930.1 ENSMUSP00000070259
AT1G03930.1 ENSMUSP00000082560
AT1G03930.1 ENSMUSP00000078706
AT1G03930.1 ENSMUSP00000145938
AT1G03930.1 ENSMUSP00000145724
AT1G03930.1 ENSMUSP00000113160
AT1G03930.1 ENSMUSP00000146047
AT1G03930.1 ENSMUSP00000145947
AT1G03930.1 ENSMUSP00000034949
AT1G03930.1 ENSMUSP00000145887
AT1G03930.1 ENSMUSP00000113341
AT1G03930.1 ENSMUSP00000113975
AT1G03930.1 ENSMUSP00000070721
AT1G03930.1 ENSMUSP00000018274
AT1G03930.1 ENSMUSP00000113096
AT1G03930.1 ENSMUSP00000117472
AT1G03930.1 ENSMUSP00000155317
AT1G03930.1 ENSMUSP00000110901
AT1G03930.1 ENSMUSP00000127463
AT1G03930.1 ENSMUSP00000127265
AT1G03930.1 ENSMUSP00000131687
AT1G03930.1 ENSMUSP00000127144
AT1G03930.1 ENSMUSP00000132083
AT1G03930.1 ENSMUSP00000128871
AT4G28860.1 ENSMUSP00000070259
AT4G28860.1 ENSMUSP00000082560
AT4G28860.1 ENSMUSP00000078706
AT4G28860.1 ENSMUSP00000145938
AT4G28860.1 ENSMUSP00000145724
AT4G28860.1 ENSMUSP00000113160
AT4G28860.1 ENSMUSP00000146047
AT4G28860.1 ENSMUSP00000145947
AT4G28860.1 ENSMUSP00000034949
AT4G28860.1 ENSMUSP00000145887
AT4G28860.1 ENSMUSP00000113341
AT4G28860.1 ENSMUSP00000113975
AT4G28860.1 ENSMUSP00000070721
AT4G28860.1 ENSMUSP00000018274
AT4G28860.1 ENSMUSP00000113096
AT4G28860.1 ENSMUSP00000117472
AT4G28860.1 ENSMUSP00000155317
AT4G28860.1 ENSMUSP00000110901
AT4G28860.1 ENSMUSP00000127463
AT4G28860.1 ENSMUSP00000127265
AT4G28860.1 ENSMUSP00000131687
AT4G28860.1 ENSMUSP00000127144
AT4G28860.1 ENSMUSP00000132083
AT4G28860.1 ENSMUSP00000128871
AT4G28880.1 ENSMUSP00000070259
AT4G28880.1 ENSMUSP00000082560
AT4G28880.1 ENSMUSP00000078706
AT4G28880.1 ENSMUSP00000145938
AT4G28880.1 ENSMUSP00000145724
AT4G28880.1 ENSMUSP00000113160
AT4G28880.1 ENSMUSP00000146047
AT4G28880.1 ENSMUSP00000145947
AT4G28880.1 ENSMUSP00000034949
AT4G28880.1 ENSMUSP00000145887
AT4G28880.1 ENSMUSP00000113341
AT4G28880.1 ENSMUSP00000113975
AT4G28880.1 ENSMUSP00000070721
AT4G28880.1 ENSMUSP00000018274
AT4G28880.1 ENSMUSP00000113096
AT4G28880.1 ENSMUSP00000117472
AT4G28880.1 ENSMUSP00000155317
AT4G28880.1 ENSMUSP00000110901
AT4G28880.1 ENSMUSP00000127463
AT4G28880.1 ENSMUSP00000127265
AT4G28880.1 ENSMUSP00000131687
AT4G28880.1 ENSMUSP00000127144
AT4G28880.1 ENSMUSP00000132083
AT4G28880.1 ENSMUSP00000128871
AT2G19470.1 ENSMUSP00000070259
AT2G19470.1 ENSMUSP00000082560
AT2G19470.1 ENSMUSP00000078706
AT2G19470.1 ENSMUSP00000145938
AT2G19470.1 ENSMUSP00000145724
AT2G19470.1 ENSMUSP00000113160
AT2G19470.1 ENSMUSP00000146047
AT2G19470.1 ENSMUSP00000145947
AT2G19470.1 ENSMUSP00000034949
AT2G19470.1 ENSMUSP00000145887
AT2G19470.1 ENSMUSP00000113341
AT2G19470.1 ENSMUSP00000113975
AT2G19470.1 ENSMUSP00000070721
AT2G19470.1 ENSMUSP00000018274
AT2G19470.1 ENSMUSP00000113096
AT2G19470.1 ENSMUSP00000117472
AT2G19470.1 ENSMUSP00000155317
AT2G19470.1 ENSMUSP00000110901
AT2G19470.1 ENSMUSP00000127463
AT2G19470.1 ENSMUSP00000127265
AT2G19470.1 ENSMUSP00000131687
AT2G19470.1 ENSMUSP00000127144
AT2G19470.1 ENSMUSP00000132083
AT2G19470.1 ENSMUSP00000128871
AT4G08800.1 ENSMUSP00000070259
AT4G08800.1 ENSMUSP00000082560
AT4G08800.1 ENSMUSP00000078706
AT4G08800.1 ENSMUSP00000145938
AT4G08800.1 ENSMUSP00000145724
AT4G08800.1 ENSMUSP00000113160
AT4G08800.1 ENSMUSP00000146047
AT4G08800.1 ENSMUSP00000145947
AT4G08800.1 ENSMUSP00000034949
AT4G08800.1 ENSMUSP00000145887
AT4G08800.1 ENSMUSP00000113341
AT4G08800.1 ENSMUSP00000113975
AT4G08800.1 ENSMUSP00000070721
AT4G08800.1 ENSMUSP00000018274
AT4G08800.1 ENSMUSP00000113096
AT4G08800.1 ENSMUSP00000117472
AT4G08800.1 ENSMUSP00000155317
AT4G08800.1 ENSMUSP00000110901
AT4G08800.1 ENSMUSP00000127463
AT4G08800.1 ENSMUSP00000127265
AT4G08800.1 ENSMUSP00000131687
AT4G08800.1 ENSMUSP00000127144
AT4G08800.1 ENSMUSP00000132083
AT4G08800.1 ENSMUSP00000128871
AT1G72710.1 ENSMUSP00000070259
AT1G72710.1 ENSMUSP00000082560
AT1G72710.1 ENSMUSP00000078706
AT1G72710.1 ENSMUSP00000145938
AT1G72710.1 ENSMUSP00000145724
AT1G72710.1 ENSMUSP00000113160
AT1G72710.1 ENSMUSP00000146047
AT1G72710.1 ENSMUSP00000145947
AT1G72710.1 ENSMUSP00000034949
AT1G72710.1 ENSMUSP00000145887
AT1G72710.1 ENSMUSP00000113341
AT1G72710.1 ENSMUSP00000113975
AT1G72710.1 ENSMUSP00000070721
AT1G72710.1 ENSMUSP00000018274
AT1G72710.1 ENSMUSP00000113096
AT1G72710.1 ENSMUSP00000117472
AT1G72710.1 ENSMUSP00000155317
AT1G72710.1 ENSMUSP00000110901
AT1G72710.1 ENSMUSP00000127463
AT1G72710.1 ENSMUSP00000127265
AT1G72710.1 ENSMUSP00000131687
AT1G72710.1 ENSMUSP00000127144
AT1G72710.1 ENSMUSP00000132083
AT1G72710.1 ENSMUSP00000128871
AT4G26100.1 ENSMUSP00000070259
AT4G26100.1 ENSMUSP00000082560
AT4G26100.1 ENSMUSP00000078706
AT4G26100.1 ENSMUSP00000145938
AT4G26100.1 ENSMUSP00000145724
AT4G26100.1 ENSMUSP00000113160
AT4G26100.1 ENSMUSP00000146047
AT4G26100.1 ENSMUSP00000145947
AT4G26100.1 ENSMUSP00000034949
AT4G26100.1 ENSMUSP00000145887
AT4G26100.1 ENSMUSP00000113341
AT4G26100.1 ENSMUSP00000113975
AT4G26100.1 ENSMUSP00000070721
AT4G26100.1 ENSMUSP00000018274
AT4G26100.1 ENSMUSP00000113096
AT4G26100.1 ENSMUSP00000117472
AT4G26100.1 ENSMUSP00000155317
AT4G26100.1 ENSMUSP00000110901
AT4G26100.1 ENSMUSP00000127463
AT4G26100.1 ENSMUSP00000127265
AT4G26100.1 ENSMUSP00000131687
AT4G26100.1 ENSMUSP00000127144
AT4G26100.1 ENSMUSP00000132083
AT4G26100.1 ENSMUSP00000128871
AT5G57015.1 ENSMUSP00000070259
AT5G57015.1 ENSMUSP00000082560
AT5G57015.1 ENSMUSP00000078706
AT5G57015.1 ENSMUSP00000145938
AT5G57015.1 ENSMUSP00000145724
AT5G57015.1 ENSMUSP00000113160
AT5G57015.1 ENSMUSP00000146047
AT5G57015.1 ENSMUSP00000145947
AT5G57015.1 ENSMUSP00000034949
AT5G57015.1 ENSMUSP00000145887
AT5G57015.1 ENSMUSP00000113341
AT5G57015.1 ENSMUSP00000113975
AT5G57015.1 ENSMUSP00000070721
AT5G57015.1 ENSMUSP00000018274
AT5G57015.1 ENSMUSP00000113096
AT5G57015.1 ENSMUSP00000117472
AT5G57015.1 ENSMUSP00000155317
AT5G57015.1 ENSMUSP00000110901
AT5G57015.1 ENSMUSP00000127463
AT5G57015.1 ENSMUSP00000127265
AT5G57015.1 ENSMUSP00000131687
AT5G57015.1 ENSMUSP00000127144
AT5G57015.1 ENSMUSP00000132083
AT5G57015.1 ENSMUSP00000128871
AT3G08720.1 ENSMUSP00000137802
AT3G08720.1 ENSMUSP00000025749
AT3G08720.1 ENSMUSP00000119715
AT2G29700.1 ENSMUSP00000120882
AT2G29700.1 ENSMUSP00000115073
AT2G29700.1 ENSMUSP00000130078
AT2G29700.1 ENSMUSP00000126861
AT2G29700.1 ENSMUSP00000095437
AT2G29700.1 ENSMUSP00000127462
AT2G29700.1 ENSMUSP00000018012
AT2G29700.1 ENSMUSP00000112468
AT2G29700.1 ENSMUSP00000020145
AT2G29700.1 ENSMUSP00000090343
AT2G29700.1 ENSMUSP00000114074
AT2G29700.1 ENSMUSP00000128873
AT2G29700.1 ENSMUSP00000097614
AT2G29700.1 ENSMUSP00000114691
AT2G29700.1 ENSMUSP00000117119
AT2G29700.1 ENSMUSP00000118190
AT2G29700.1 ENSMUSP00000123689
AT2G29700.1 ENSMUSP00000103979
AT2G29700.1 ENSMUSP00000132141
AT2G29700.1 ENSMUSP00000052103
AT2G29700.1 ENSMUSP00000103981
AT2G29700.1 ENSMUSP00000103980
AT2G29700.1 ENSMUSP00000122222
AT2G29700.1 ENSMUSP00000001780
AT2G29700.1 ENSMUSP00000106789
AT2G29700.1 ENSMUSP00000106790
AT2G29700.1 ENSMUSP00000019843
AT2G29700.1 ENSMUSP00000083081
AT2G29700.1 ENSMUSP00000120978
AT5G05710.1 ENSMUSP00000120882
AT5G05710.1 ENSMUSP00000115073
AT5G05710.1 ENSMUSP00000130078
AT5G05710.1 ENSMUSP00000126861
AT5G05710.1 ENSMUSP00000095437
AT5G05710.1 ENSMUSP00000127462
AT5G05710.1 ENSMUSP00000018012
AT5G05710.1 ENSMUSP00000112468
AT5G05710.1 ENSMUSP00000020145
AT5G05710.1 ENSMUSP00000090343
AT5G05710.1 ENSMUSP00000114074
AT5G05710.1 ENSMUSP00000128873
AT5G05710.1 ENSMUSP00000097614
AT5G05710.1 ENSMUSP00000114691
AT5G05710.1 ENSMUSP00000117119
AT5G05710.1 ENSMUSP00000118190
AT5G05710.1 ENSMUSP00000123689
AT5G05710.1 ENSMUSP00000103979
AT5G05710.1 ENSMUSP00000132141
AT5G05710.1 ENSMUSP00000052103
AT5G05710.1 ENSMUSP00000103981
AT5G05710.1 ENSMUSP00000103980
AT5G05710.1 ENSMUSP00000122222
AT5G05710.1 ENSMUSP00000001780
AT5G05710.1 ENSMUSP00000106789
AT5G05710.1 ENSMUSP00000106790
AT5G05710.1 ENSMUSP00000019843
AT5G05710.1 ENSMUSP00000083081
AT5G05710.1 ENSMUSP00000120978
AT5G53090.1 ENSMUSP00000118851
AT5G53090.1 ENSMUSP00000124066
AT5G53090.1 ENSMUSP00000082352
AT5G53090.1 ENSMUSP00000021548
AT5G53090.1 ENSMUSP00000112543
AT5G53090.1 ENSMUSP00000008579
AT5G53090.1 ENSMUSP00000113433
AT5G53090.1 ENSMUSP00000114390
AT5G53090.1 ENSMUSP00000021187
AT5G53090.1 ENSMUSP00000112553
AT5G53090.1 ENSMUSP00000020947
AT4G27760.1 ENSMUSP00000118851
AT4G27760.1 ENSMUSP00000124066
AT4G27760.1 ENSMUSP00000082352
AT4G27760.1 ENSMUSP00000021548
AT4G27760.1 ENSMUSP00000112543
AT4G27760.1 ENSMUSP00000008579
AT4G27760.1 ENSMUSP00000113433
AT4G27760.1 ENSMUSP00000114390
AT4G27760.1 ENSMUSP00000021187
AT4G27760.1 ENSMUSP00000112553
AT4G27760.1 ENSMUSP00000020947
AT5G53100.1 ENSMUSP00000118851
AT5G53100.1 ENSMUSP00000124066
AT5G53100.1 ENSMUSP00000082352
AT5G53100.1 ENSMUSP00000021548
AT5G53100.1 ENSMUSP00000112543
AT5G53100.1 ENSMUSP00000008579
AT5G53100.1 ENSMUSP00000113433
AT5G53100.1 ENSMUSP00000114390
AT5G53100.1 ENSMUSP00000021187
AT5G53100.1 ENSMUSP00000112553
AT5G53100.1 ENSMUSP00000020947
AT1G03630.1 ENSMUSP00000104736
