FBpp0074936 YGL171W_mRNA
FBpp0081600 YOR101W_mRNA
FBpp0073068 YOR101W_mRNA
FBpp0083965 YLR113W_mRNA
FBpp0083966 YLR113W_mRNA
FBpp0289799 YLR113W_mRNA
FBpp0080111 YLR113W_mRNA
FBpp0302953 YBL016W_mRNA
FBpp0302953 YGR040W_mRNA
FBpp0302952 YBL016W_mRNA
FBpp0302952 YGR040W_mRNA
FBpp0311493 YBL016W_mRNA
FBpp0311493 YGR040W_mRNA
FBpp0112423 YBL016W_mRNA
FBpp0112423 YGR040W_mRNA
FBpp0112425 YBL016W_mRNA
FBpp0112425 YGR040W_mRNA
FBpp0112426 YBL016W_mRNA
FBpp0112426 YGR040W_mRNA
FBpp0074483 YIL107C_mRNA
FBpp0074483 YJL155C_mRNA
FBpp0074482 YIL107C_mRNA
FBpp0074482 YJL155C_mRNA
FBpp0308526 YIL107C_mRNA
FBpp0308526 YJL155C_mRNA
FBpp0074484 YIL107C_mRNA
FBpp0074484 YJL155C_mRNA
FBpp0074487 YIL107C_mRNA
FBpp0074487 YJL155C_mRNA
FBpp0074489 YIL107C_mRNA
FBpp0074489 YJL155C_mRNA
FBpp0074488 YIL107C_mRNA
FBpp0074488 YJL155C_mRNA
FBpp0298021 YIL107C_mRNA
FBpp0298021 YJL155C_mRNA
FBpp0298022 YIL107C_mRNA
FBpp0298022 YJL155C_mRNA
FBpp0298023 YIL107C_mRNA
FBpp0298023 YJL155C_mRNA
FBpp0308527 YIL107C_mRNA
FBpp0308527 YJL155C_mRNA
FBpp0074486 YIL107C_mRNA
FBpp0074486 YJL155C_mRNA
FBpp0074485 YIL107C_mRNA
FBpp0074485 YJL155C_mRNA
FBpp0089422 YBR233W_mRNA
FBpp0078122 YBR233W_mRNA
FBpp0304982 YBR233W_mRNA
FBpp0305424 YBR233W_mRNA
FBpp0293518 YBR233W_mRNA
FBpp0290578 YBR233W_mRNA
FBpp0293517 YBR233W_mRNA
FBpp0293520 YBR233W_mRNA
FBpp0110316 YBR233W_mRNA
FBpp0312395 YBR233W_mRNA
FBpp0293519 YBR233W_mRNA
FBpp0293521 YBR233W_mRNA
FBpp0082421 YNL030W_mRNA
FBpp0082421 YBR009C_mRNA
FBpp0082422 YNL030W_mRNA
FBpp0082422 YBR009C_mRNA
FBpp0091128 YNL030W_mRNA
FBpp0091128 YBR009C_mRNA
FBpp0085280 YNL030W_mRNA
FBpp0085280 YBR009C_mRNA
FBpp0091138 YNL030W_mRNA
FBpp0091138 YBR009C_mRNA
FBpp0091152 YNL030W_mRNA
FBpp0091152 YBR009C_mRNA
FBpp0091150 YNL030W_mRNA
FBpp0091150 YBR009C_mRNA
FBpp0091154 YNL030W_mRNA
FBpp0091154 YBR009C_mRNA
FBpp0091134 YNL030W_mRNA
FBpp0091134 YBR009C_mRNA
FBpp0091136 YNL030W_mRNA
FBpp0091136 YBR009C_mRNA
FBpp0091130 YNL030W_mRNA
FBpp0091130 YBR009C_mRNA
FBpp0091132 YNL030W_mRNA
FBpp0091132 YBR009C_mRNA
FBpp0306146 YNL030W_mRNA
FBpp0306146 YBR009C_mRNA
FBpp0091116 YNL030W_mRNA
FBpp0091116 YBR009C_mRNA
FBpp0091118 YNL030W_mRNA
FBpp0091118 YBR009C_mRNA
FBpp0091120 YNL030W_mRNA
FBpp0091120 YBR009C_mRNA
FBpp0091148 YNL030W_mRNA
FBpp0091148 YBR009C_mRNA
FBpp0091144 YNL030W_mRNA
FBpp0091144 YBR009C_mRNA
FBpp0091146 YNL030W_mRNA
FBpp0091146 YBR009C_mRNA
FBpp0091140 YNL030W_mRNA
FBpp0091140 YBR009C_mRNA
FBpp0091142 YNL030W_mRNA
FBpp0091142 YBR009C_mRNA
FBpp0082423 YNL030W_mRNA
FBpp0082423 YBR009C_mRNA
FBpp0091124 YNL030W_mRNA
FBpp0091124 YBR009C_mRNA
FBpp0091122 YNL030W_mRNA
FBpp0091122 YBR009C_mRNA
FBpp0091126 YNL030W_mRNA
FBpp0091126 YBR009C_mRNA
FBpp0091114 YNL030W_mRNA
FBpp0091114 YBR009C_mRNA
FBpp0091105 YDR225W_mRNA
FBpp0091105 YBL003C_mRNA
FBpp0091102 YDR225W_mRNA
FBpp0091102 YBL003C_mRNA
FBpp0091099 YDR225W_mRNA
FBpp0091099 YBL003C_mRNA
FBpp0091084 YDR225W_mRNA
FBpp0091084 YBL003C_mRNA
FBpp0091087 YDR225W_mRNA
FBpp0091087 YBL003C_mRNA
FBpp0091096 YDR225W_mRNA
FBpp0091096 YBL003C_mRNA
FBpp0091090 YDR225W_mRNA
FBpp0091090 YBL003C_mRNA
FBpp0091093 YDR225W_mRNA
FBpp0091093 YBL003C_mRNA
FBpp0091066 YDR225W_mRNA
FBpp0091066 YBL003C_mRNA
FBpp0091063 YDR225W_mRNA
FBpp0091063 YBL003C_mRNA
FBpp0091060 YDR225W_mRNA
FBpp0091060 YBL003C_mRNA
FBpp0085249 YDR225W_mRNA
FBpp0085249 YBL003C_mRNA
FBpp0091108 YDR225W_mRNA
FBpp0091108 YBL003C_mRNA
FBpp0091055 YDR225W_mRNA
FBpp0091055 YBL003C_mRNA
FBpp0091072 YDR225W_mRNA
FBpp0091072 YBL003C_mRNA
FBpp0091069 YDR225W_mRNA
FBpp0091069 YBL003C_mRNA
FBpp0091075 YDR225W_mRNA
FBpp0091075 YBL003C_mRNA
FBpp0091078 YDR225W_mRNA
FBpp0091078 YBL003C_mRNA
FBpp0091111 YDR225W_mRNA
FBpp0091111 YBL003C_mRNA
FBpp0091081 YDR225W_mRNA
FBpp0091081 YBL003C_mRNA
FBpp0271735 YKL157W_mRNA
FBpp0271735 YHR047C_mRNA
FBpp0422992 YKL157W_mRNA
FBpp0422992 YHR047C_mRNA
FBpp0084769 YKL157W_mRNA
FBpp0084769 YHR047C_mRNA
FBpp0311398 YKL157W_mRNA
FBpp0311398 YHR047C_mRNA
FBpp0306891 YKL157W_mRNA
FBpp0306891 YHR047C_mRNA
FBpp0084767 YKL157W_mRNA
FBpp0084767 YHR047C_mRNA
FBpp0084768 YKL157W_mRNA
FBpp0084768 YHR047C_mRNA
FBpp0084770 YKL157W_mRNA
FBpp0084770 YHR047C_mRNA
FBpp0304704 YKL157W_mRNA
FBpp0304704 YHR047C_mRNA
FBpp0307389 YKL157W_mRNA
FBpp0307389 YHR047C_mRNA
FBpp0084752 YKL157W_mRNA
FBpp0084752 YHR047C_mRNA
FBpp0084751 YKL157W_mRNA
FBpp0084751 YHR047C_mRNA
FBpp0083526 YKL157W_mRNA
FBpp0083526 YHR047C_mRNA
FBpp0082208 YKL157W_mRNA
FBpp0082208 YHR047C_mRNA
FBpp0082209 YKL157W_mRNA
FBpp0082209 YHR047C_mRNA
FBpp0288476 YKL157W_mRNA
FBpp0288476 YHR047C_mRNA
FBpp0082210 YKL157W_mRNA
FBpp0082210 YHR047C_mRNA
FBpp0082211 YKL157W_mRNA
FBpp0082211 YHR047C_mRNA
FBpp0082212 YKL157W_mRNA
FBpp0082212 YHR047C_mRNA
FBpp0072584 YKL157W_mRNA
FBpp0072584 YHR047C_mRNA
FBpp0072586 YKL157W_mRNA
FBpp0072586 YHR047C_mRNA
FBpp0305587 YKL157W_mRNA
FBpp0305587 YHR047C_mRNA
FBpp0297512 YKL157W_mRNA
FBpp0297512 YHR047C_mRNA
FBpp0072581 YKL157W_mRNA
FBpp0072581 YHR047C_mRNA
FBpp0072582 YKL157W_mRNA
FBpp0072582 YHR047C_mRNA
FBpp0072583 YKL157W_mRNA
FBpp0072583 YHR047C_mRNA
FBpp0072585 YKL157W_mRNA
FBpp0072585 YHR047C_mRNA
FBpp0081957 YPL209C_mRNA
FBpp0079769 YPL209C_mRNA
FBpp0077706 YDR466W_mRNA
FBpp0075283 YDR466W_mRNA
FBpp0305500 YLR399C_mRNA
FBpp0305500 YDL070W_mRNA
FBpp0290524 YLR399C_mRNA
FBpp0290524 YDL070W_mRNA
FBpp0071073 YLR399C_mRNA
FBpp0071073 YDL070W_mRNA
FBpp0089299 YLR399C_mRNA
FBpp0089299 YDL070W_mRNA
FBpp0089298 YLR399C_mRNA
FBpp0089298 YDL070W_mRNA
FBpp0089297 YLR399C_mRNA
FBpp0089297 YDL070W_mRNA
FBpp0305501 YLR399C_mRNA
FBpp0305501 YDL070W_mRNA
FBpp0305499 YLR399C_mRNA
FBpp0305499 YDL070W_mRNA
FBpp0071074 YLR399C_mRNA
FBpp0071074 YDL070W_mRNA
FBpp0289169 YIL033C_mRNA
FBpp0289755 YIL033C_mRNA
FBpp0289757 YIL033C_mRNA
FBpp0289761 YIL033C_mRNA
FBpp0289762 YIL033C_mRNA
FBpp0289170 YIL033C_mRNA
FBpp0291781 YIL033C_mRNA
FBpp0291782 YIL033C_mRNA
FBpp0291783 YIL033C_mRNA
FBpp0291779 YIL033C_mRNA
FBpp0289756 YIL033C_mRNA
FBpp0289760 YIL033C_mRNA
FBpp0291777 YIL033C_mRNA
FBpp0289171 YIL033C_mRNA
FBpp0291780 YIL033C_mRNA
FBpp0291778 YIL033C_mRNA
FBpp0289759 YIL033C_mRNA
FBpp0289758 YIL033C_mRNA
FBpp0111739 YBR083W_mRNA
FBpp0111738 YBR083W_mRNA
FBpp0300451 YBR083W_mRNA
FBpp0301996 YBR083W_mRNA
FBpp0111737 YBR083W_mRNA
FBpp0073914 YBR083W_mRNA
FBpp0301995 YBR083W_mRNA
FBpp0290759 YBR083W_mRNA
FBpp0290758 YBR083W_mRNA
FBpp0300453 YBR083W_mRNA
FBpp0300450 YBR083W_mRNA
FBpp0111736 YBR083W_mRNA
FBpp0312377 YBR083W_mRNA
FBpp0300455 YBR083W_mRNA
FBpp0300456 YBR083W_mRNA
FBpp0309110 YBR083W_mRNA
FBpp0300452 YBR083W_mRNA
FBpp0089157 YBR083W_mRNA
FBpp0073915 YBR083W_mRNA
FBpp0300454 YBR083W_mRNA
FBpp0301994 YBR083W_mRNA
FBpp0099625 YDR373W_mRNA
FBpp0074319 YDR373W_mRNA
FBpp0307120 YDR373W_mRNA
FBpp0307121 YDR373W_mRNA
FBpp0305513 YDR373W_mRNA
FBpp0074320 YDR373W_mRNA
FBpp0089317 YDR373W_mRNA
FBpp0089318 YDR373W_mRNA
FBpp0309297 YDR373W_mRNA
FBpp0309295 YDR373W_mRNA
FBpp0309296 YDR373W_mRNA
FBpp0309294 YDR373W_mRNA
FBpp0309298 YDR373W_mRNA
FBpp0309299 YDR373W_mRNA
FBpp0074141 YLR314C_mRNA
FBpp0074144 YLR314C_mRNA
FBpp0074142 YLR314C_mRNA
FBpp0074143 YLR314C_mRNA
FBpp0074139 YLR314C_mRNA
FBpp0074140 YLR314C_mRNA
FBpp0074145 YLR314C_mRNA
FBpp0076897 YLR314C_mRNA
FBpp0087869 YLR314C_mRNA
FBpp0087870 YLR314C_mRNA
FBpp0085481 YHR176W_mRNA
FBpp0072059 YHR176W_mRNA
FBpp0304953 YBR028C_mRNA
FBpp0075966 YBR028C_mRNA
FBpp0075965 YBR028C_mRNA
FBpp0077052 YBR028C_mRNA
FBpp0305864 YBR028C_mRNA
FBpp0310022 YHL036W_mRNA
FBpp0073761 YHL036W_mRNA
FBpp0073760 YHL036W_mRNA
FBpp0310023 YHL036W_mRNA
FBpp0084502 YHL036W_mRNA
FBpp0311411 YHL036W_mRNA
FBpp0312562 YHL036W_mRNA
FBpp0075380 YHL036W_mRNA
FBpp0075379 YHL036W_mRNA
FBpp0113021 YHL036W_mRNA
FBpp0306617 YHL036W_mRNA
FBpp0306616 YHL036W_mRNA
FBpp0085147 YHL036W_mRNA
FBpp0085146 YHL036W_mRNA
FBpp0088598 YHL036W_mRNA
FBpp0312092 YHL036W_mRNA
FBpp0309548 YHL036W_mRNA
FBpp0088925 YHL036W_mRNA
FBpp0293626 YHL036W_mRNA
FBpp0089153 YLL034C_mRNA
FBpp0290826 YLL034C_mRNA
FBpp0304234 YLL034C_mRNA
FBpp0304233 YLL034C_mRNA
FBpp0305596 YLL034C_mRNA
FBpp0087479 YDL126C_mRNA
FBpp0111818 YDL126C_mRNA
FBpp0310395 YDL126C_mRNA
FBpp0111819 YDL126C_mRNA
FBpp0308554 YNL329C_mRNA
FBpp0308555 YNL329C_mRNA
FBpp0075519 YKL197C_mRNA
FBpp0081445 YBR062C_mRNA
FBpp0309791 YML056C_mRNA
FBpp0309791 YAR073W_mRNA
FBpp0309791 YHR216W_mRNA
FBpp0309791 YLR432W_mRNA
FBpp0304573 YML056C_mRNA
FBpp0304573 YAR073W_mRNA
FBpp0304573 YHR216W_mRNA
FBpp0304573 YLR432W_mRNA
FBpp0071423 YML056C_mRNA
FBpp0071423 YAR073W_mRNA
FBpp0071423 YHR216W_mRNA
FBpp0071423 YLR432W_mRNA
FBpp0071424 YML056C_mRNA
FBpp0071424 YAR073W_mRNA
FBpp0071424 YHR216W_mRNA
FBpp0071424 YLR432W_mRNA
FBpp0291761 YOL061W_mRNA
FBpp0291761 YKL181W_mRNA
FBpp0085035 YOL061W_mRNA
FBpp0085035 YKL181W_mRNA
FBpp0291762 YOL061W_mRNA
FBpp0291762 YKL181W_mRNA
FBpp0085040 YOL061W_mRNA
FBpp0085040 YKL181W_mRNA
FBpp0085036 YOL061W_mRNA
FBpp0085036 YKL181W_mRNA
FBpp0085039 YOL061W_mRNA
FBpp0085039 YKL181W_mRNA
FBpp0085038 YOL061W_mRNA
FBpp0085038 YKL181W_mRNA
FBpp0291764 YOL061W_mRNA
FBpp0291764 YKL181W_mRNA
FBpp0291766 YOL061W_mRNA
FBpp0291766 YKL181W_mRNA
FBpp0291765 YOL061W_mRNA
FBpp0291765 YKL181W_mRNA
FBpp0291519 YOL061W_mRNA
FBpp0291519 YKL181W_mRNA
FBpp0085037 YOL061W_mRNA
FBpp0085037 YKL181W_mRNA
FBpp0291763 YOL061W_mRNA
FBpp0291763 YKL181W_mRNA
FBpp0307422 YOL061W_mRNA
FBpp0307422 YKL181W_mRNA
FBpp0307423 YOL061W_mRNA
FBpp0307423 YKL181W_mRNA
FBpp0307424 YOL061W_mRNA
FBpp0307424 YKL181W_mRNA
FBpp0311283 YER099C_mRNA
FBpp0311283 YBL068W_mRNA
FBpp0311283 YHL011C_mRNA
FBpp0305990 YER099C_mRNA
FBpp0305990 YBL068W_mRNA
FBpp0305990 YHL011C_mRNA
FBpp0076145 YER099C_mRNA
FBpp0076145 YBL068W_mRNA
FBpp0076145 YHL011C_mRNA
FBpp0305989 YER099C_mRNA
FBpp0305989 YBL068W_mRNA
FBpp0305989 YHL011C_mRNA
FBpp0302783 YER099C_mRNA
FBpp0302783 YBL068W_mRNA
FBpp0302783 YHL011C_mRNA
FBpp0311284 YER099C_mRNA
FBpp0311284 YBL068W_mRNA
FBpp0311284 YHL011C_mRNA
FBpp0302782 YER099C_mRNA
FBpp0302782 YBL068W_mRNA
FBpp0302782 YHL011C_mRNA
FBpp0311282 YER099C_mRNA
FBpp0311282 YBL068W_mRNA
FBpp0311282 YHL011C_mRNA
FBpp0076144 YER099C_mRNA
FBpp0076144 YBL068W_mRNA
FBpp0076144 YHL011C_mRNA
FBpp0081091 YGR241C_mRNA
FBpp0081091 YHR161C_mRNA
FBpp0293683 YGR241C_mRNA
FBpp0293683 YHR161C_mRNA
FBpp0291394 YGR241C_mRNA
FBpp0291394 YHR161C_mRNA
FBpp0291393 YGR241C_mRNA
FBpp0291393 YHR161C_mRNA
FBpp0306908 YGR241C_mRNA
FBpp0306908 YHR161C_mRNA
FBpp0293684 YGR241C_mRNA
FBpp0293684 YHR161C_mRNA
FBpp0293685 YGR241C_mRNA
FBpp0293685 YHR161C_mRNA
FBpp0306907 YGR241C_mRNA
FBpp0306907 YHR161C_mRNA
FBpp0306909 YGR241C_mRNA
FBpp0306909 YHR161C_mRNA
FBpp0289813 YDR432W_mRNA
FBpp0082271 YDR432W_mRNA
FBpp0289815 YDR432W_mRNA
FBpp0082272 YDR432W_mRNA
FBpp0300517 YDR432W_mRNA
FBpp0082270 YDR432W_mRNA
FBpp0300515 YDR432W_mRNA
FBpp0300516 YDR432W_mRNA
FBpp0082269 YDR432W_mRNA
FBpp0082274 YDR432W_mRNA
FBpp0089307 YDL052C_mRNA
FBpp0291370 YDL052C_mRNA
FBpp0309216 YDL052C_mRNA
FBpp0079310 YDL052C_mRNA
FBpp0305378 YDL052C_mRNA
FBpp0073522 YDL052C_mRNA
FBpp0073521 YDL052C_mRNA
FBpp0082989 YDR099W_mRNA
FBpp0082989 YER177W_mRNA
FBpp0082988 YDR099W_mRNA
FBpp0082988 YER177W_mRNA
FBpp0082987 YDR099W_mRNA
FBpp0082987 YER177W_mRNA
FBpp0082990 YDR099W_mRNA
FBpp0082990 YER177W_mRNA
FBpp0089337 YDR099W_mRNA
FBpp0089337 YER177W_mRNA
FBpp0087505 YDR099W_mRNA
FBpp0087505 YER177W_mRNA
FBpp0099539 YDR099W_mRNA
FBpp0099539 YER177W_mRNA
FBpp0087501 YDR099W_mRNA
FBpp0087501 YER177W_mRNA
FBpp0087500 YDR099W_mRNA
FBpp0087500 YER177W_mRNA
FBpp0089338 YDR099W_mRNA
FBpp0089338 YER177W_mRNA
FBpp0087504 YDR099W_mRNA
FBpp0087504 YER177W_mRNA
FBpp0305136 YDR099W_mRNA
FBpp0305136 YER177W_mRNA
FBpp0305137 YDR099W_mRNA
FBpp0305137 YER177W_mRNA
FBpp0099540 YDR099W_mRNA
FBpp0099540 YER177W_mRNA
FBpp0087503 YDR099W_mRNA
FBpp0087503 YER177W_mRNA
FBpp0087502 YDR099W_mRNA
FBpp0087502 YER177W_mRNA
FBpp0289783 YGL006W_mRNA
FBpp0293011 YGL006W_mRNA
FBpp0293010 YGL006W_mRNA
FBpp0289784 YGL006W_mRNA
FBpp0289781 YGL006W_mRNA
FBpp0293009 YGL006W_mRNA
FBpp0293012 YGL006W_mRNA
FBpp0289786 YGL006W_mRNA
FBpp0289785 YGL006W_mRNA
FBpp0293013 YGL006W_mRNA
FBpp0289782 YGL006W_mRNA
FBpp0081045 YMR169C_mRNA
FBpp0081045 YMR170C_mRNA
FBpp0081045 YOR374W_mRNA
FBpp0081045 YER073W_mRNA
FBpp0081045 YPL061W_mRNA
FBpp0079406 YMR169C_mRNA
FBpp0079406 YMR170C_mRNA
FBpp0079406 YOR374W_mRNA
FBpp0079406 YER073W_mRNA
FBpp0079406 YPL061W_mRNA
FBpp0304847 YMR169C_mRNA
FBpp0304847 YMR170C_mRNA
FBpp0304847 YOR374W_mRNA
FBpp0304847 YER073W_mRNA
FBpp0304847 YPL061W_mRNA
FBpp0084452 YMR169C_mRNA
FBpp0084452 YMR170C_mRNA
FBpp0084452 YOR374W_mRNA
FBpp0084452 YER073W_mRNA
FBpp0084452 YPL061W_mRNA
FBpp0300161 YMR169C_mRNA
FBpp0300161 YMR170C_mRNA
FBpp0300161 YOR374W_mRNA
FBpp0300161 YER073W_mRNA
FBpp0300161 YPL061W_mRNA
FBpp0110266 YGL073W_mRNA
FBpp0110264 YGL073W_mRNA
FBpp0110265 YGL073W_mRNA
FBpp0085961 YGL073W_mRNA
FBpp0089135 YGL019W_mRNA
FBpp0300427 YGL019W_mRNA
FBpp0305406 YGL019W_mRNA
FBpp0288844 YGL019W_mRNA
FBpp0300330 YGL019W_mRNA
FBpp0099985 YGL019W_mRNA
FBpp0073406 YGL019W_mRNA
FBpp0073405 YGL019W_mRNA
FBpp0073403 YGL019W_mRNA
FBpp0300428 YGL019W_mRNA
FBpp0085590 YOR039W_mRNA
FBpp0305303 YDR172W_mRNA
FBpp0305302 YDR172W_mRNA
FBpp0311174 YDR172W_mRNA
FBpp0079951 YDR172W_mRNA
FBpp0304260 YPR080W_mRNA
FBpp0304260 YBR118W_mRNA
FBpp0311272 YPR080W_mRNA
FBpp0311272 YBR118W_mRNA
FBpp0311273 YPR080W_mRNA
FBpp0311273 YBR118W_mRNA
FBpp0087142 YPR080W_mRNA
FBpp0087142 YBR118W_mRNA
FBpp0085194 YPR080W_mRNA
FBpp0085194 YBR118W_mRNA
FBpp0085193 YPR080W_mRNA
FBpp0085193 YBR118W_mRNA
FBpp0089104 YPR080W_mRNA
FBpp0089104 YBR118W_mRNA
FBpp0089103 YPR080W_mRNA
FBpp0089103 YBR118W_mRNA
FBpp0293192 YDL155W_mRNA
FBpp0293192 YLR210W_mRNA
FBpp0293192 YPR120C_mRNA
FBpp0293192 YGR109C_mRNA
FBpp0293192 YGR108W_mRNA
FBpp0293192 YPR119W_mRNA
FBpp0075807 YDL155W_mRNA
FBpp0075807 YLR210W_mRNA
FBpp0075807 YPR120C_mRNA
FBpp0075807 YGR109C_mRNA
FBpp0075807 YGR108W_mRNA
FBpp0075807 YPR119W_mRNA
FBpp0307734 YER051W_mRNA
FBpp0307735 YER051W_mRNA
FBpp0289915 YER051W_mRNA
FBpp0307736 YER051W_mRNA
FBpp0293570 YOR014W_mRNA
FBpp0082974 YOR014W_mRNA
FBpp0082975 YOR014W_mRNA
FBpp0293571 YOR014W_mRNA
FBpp0293569 YOR014W_mRNA
FBpp0288758 YOR014W_mRNA
FBpp0297601 YOR014W_mRNA
FBpp0288759 YOR014W_mRNA
FBpp0307570 YOR014W_mRNA
FBpp0307569 YOR014W_mRNA
FBpp0082976 YOR014W_mRNA
FBpp0288760 YOR014W_mRNA
FBpp0082977 YOR014W_mRNA
FBpp0084573 YOR014W_mRNA
FBpp0084574 YOR014W_mRNA
FBpp0084575 YOR014W_mRNA
FBpp0084577 YOR014W_mRNA
FBpp0084578 YOR014W_mRNA
FBpp0084579 YOR014W_mRNA
FBpp0312286 YER133W_mRNA
FBpp0084026 YER133W_mRNA
FBpp0306442 YER133W_mRNA
FBpp0073834 YER133W_mRNA
FBpp0082067 YER133W_mRNA
FBpp0305497 YER133W_mRNA
FBpp0071382 YER133W_mRNA
FBpp0071381 YER133W_mRNA
FBpp0311209 YPL179W_mRNA
FBpp0311209 YDR436W_mRNA
FBpp0311209 YML016C_mRNA
FBpp0085996 YPL179W_mRNA
FBpp0085996 YDR436W_mRNA
FBpp0085996 YML016C_mRNA
FBpp0071650 YPL179W_mRNA
FBpp0071650 YDR436W_mRNA
FBpp0071650 YML016C_mRNA
FBpp0312287 YPL179W_mRNA
FBpp0312287 YDR436W_mRNA
FBpp0312287 YML016C_mRNA
FBpp0291347 YNL217W_mRNA
FBpp0110077 YNL217W_mRNA
FBpp0075812 YNL217W_mRNA
FBpp0305775 YJR040W_mRNA
FBpp0291665 YJR040W_mRNA
FBpp0075201 YJR040W_mRNA
FBpp0086939 YJR040W_mRNA
FBpp0312345 YLR299W_mRNA
FBpp0073423 YLR299W_mRNA
FBpp0074111 YLR299W_mRNA
FBpp0074112 YLR299W_mRNA
FBpp0074110 YLR299W_mRNA
FBpp0111907 YLR299W_mRNA
FBpp0111908 YLR299W_mRNA
FBpp0307256 YLR299W_mRNA
FBpp0074393 YLR299W_mRNA
FBpp0309326 YLR299W_mRNA
FBpp0297937 YLR299W_mRNA
FBpp0297938 YLR299W_mRNA
FBpp0111834 YLR299W_mRNA
FBpp0071137 YOR212W_mRNA
FBpp0303987 YOR212W_mRNA
FBpp0089184 YOR212W_mRNA
FBpp0089185 YOR212W_mRNA
FBpp0089182 YOR212W_mRNA
FBpp0312372 YOR212W_mRNA
FBpp0073921 YOR212W_mRNA
FBpp0074717 YOR212W_mRNA
FBpp0310647 YPL015C_mRNA
FBpp0083290 YPL015C_mRNA
FBpp0080015 YDL042C_mRNA
FBpp0080015 YOL068C_mRNA
FBpp0289481 YPL190C_mRNA
FBpp0111829 YGL115W_mRNA
FBpp0111828 YGL115W_mRNA
FBpp0290800 YGL115W_mRNA
FBpp0083422 YGL115W_mRNA
FBpp0083421 YGL115W_mRNA
FBpp0083423 YGL115W_mRNA
FBpp0290803 YGL115W_mRNA
FBpp0290804 YGL115W_mRNA
FBpp0083425 YGL115W_mRNA
FBpp0083424 YGL115W_mRNA
FBpp0110238 YGL115W_mRNA
FBpp0110239 YGL115W_mRNA
FBpp0290802 YGL115W_mRNA
FBpp0290801 YGL115W_mRNA
FBpp0083427 YGL115W_mRNA
FBpp0110237 YGL115W_mRNA
FBpp0301153 YLR229C_mRNA
FBpp0301154 YLR229C_mRNA
FBpp0074520 YLR229C_mRNA
FBpp0311473 YDR006C_mRNA
FBpp0070786 YDR006C_mRNA
FBpp0308971 YDR006C_mRNA
FBpp0302670 YHR128W_mRNA
FBpp0076818 YHR128W_mRNA
FBpp0302671 YHR128W_mRNA
FBpp0086068 YNR012W_mRNA
FBpp0086069 YNR012W_mRNA
FBpp0086070 YNR012W_mRNA
FBpp0086071 YNR012W_mRNA
FBpp0075478 YML078W_mRNA
FBpp0075478 YDR155C_mRNA
FBpp0075479 YML078W_mRNA
FBpp0075479 YDR155C_mRNA
FBpp0074017 YML078W_mRNA
FBpp0074017 YDR155C_mRNA
FBpp0311613 YHR057C_mRNA
FBpp0311613 YDR304C_mRNA
FBpp0071844 YHR057C_mRNA
FBpp0071844 YDR304C_mRNA
FBpp0072677 YDR371W_mRNA
FBpp0306200 YDR371W_mRNA
FBpp0297108 YDR371W_mRNA
FBpp0071463 YDR371W_mRNA
FBpp0071472 YDR371W_mRNA
FBpp0071471 YDR371W_mRNA
FBpp0082294 YDR371W_mRNA
FBpp0072985 YDR371W_mRNA
FBpp0082879 YIL015W_mRNA
FBpp0310072 YPL154C_mRNA
FBpp0079309 YPL154C_mRNA
FBpp0070095 YPL154C_mRNA
FBpp0077595 YPL154C_mRNA
FBpp0079728 YPL154C_mRNA
FBpp0079729 YPL154C_mRNA
FBpp0082880 YPL154C_mRNA
FBpp0082878 YPL154C_mRNA
FBpp0078166 YPL091W_mRNA
FBpp0071115 YPL091W_mRNA
FBpp0071116 YPL091W_mRNA
FBpp0071117 YPL091W_mRNA
FBpp0074185 YHR132C_mRNA
FBpp0297398 YHR132C_mRNA
FBpp0293284 YKR054C_mRNA
FBpp0292225 YKR054C_mRNA
FBpp0288420 YKR054C_mRNA
FBpp0074283 YKR054C_mRNA
FBpp0288421 YKR054C_mRNA
FBpp0271926 YKR054C_mRNA
FBpp0304989 YKR054C_mRNA
FBpp0304988 YKR054C_mRNA
FBpp0304991 YKR054C_mRNA
FBpp0073215 YKR054C_mRNA
FBpp0271878 YKR054C_mRNA
FBpp0304990 YKR054C_mRNA
FBpp0304986 YKR054C_mRNA
FBpp0304987 YKR054C_mRNA
FBpp0312291 YDR488C_mRNA
FBpp0301958 YDR488C_mRNA
FBpp0088559 YDR488C_mRNA
FBpp0401438 YDR488C_mRNA
FBpp0401439 YDR488C_mRNA
FBpp0401440 YDR488C_mRNA
FBpp0312288 YDR488C_mRNA
FBpp0312290 YDR488C_mRNA
FBpp0312289 YDR488C_mRNA
FBpp0089016 YDR488C_mRNA
FBpp0089020 YDR488C_mRNA
FBpp0089021 YDR488C_mRNA
FBpp0088422 YDR488C_mRNA
FBpp0088428 YDR488C_mRNA
FBpp0088429 YDR488C_mRNA
FBpp0088423 YDR488C_mRNA
FBpp0088424 YDR488C_mRNA
FBpp0088426 YDR488C_mRNA
FBpp0088425 YDR488C_mRNA
FBpp0309319 YDR488C_mRNA
FBpp0088420 YDR488C_mRNA
FBpp0088421 YDR488C_mRNA
FBpp0088419 YDR488C_mRNA
FBpp0309318 YDR488C_mRNA
FBpp0088427 YDR488C_mRNA
FBpp0311840 YDR488C_mRNA
FBpp0311841 YDR488C_mRNA
FBpp0081767 YDL168W_mRNA
FBpp0088471 YBL034C_mRNA
FBpp0088470 YBL034C_mRNA
FBpp0088469 YBL034C_mRNA
FBpp0308241 YNL167C_mRNA
FBpp0291973 YKL092C_mRNA
FBpp0309496 YKL092C_mRNA
FBpp0291975 YKL092C_mRNA
