EAA35509 YGL171W_mRNA
EAA30805 YJL030W_mRNA
EAA36097 YGR183C_mRNA
EAA29207 YLR272C_mRNA
EDO65293 YML005W_mRNA
EAA30704 YIR027C_mRNA
EAA31483 YPR137W_mRNA
EAA28960 YNR038W_mRNA
EAA35872 YBL102W_mRNA
EAA28145 YBR248C_mRNA
EAA34045 YGL026C_mRNA
EAA36394 YCR004C_mRNA
EAA36394 YDR032C_mRNA
EAA35852 YBL004W_mRNA
ESA42019 YKL053C-A_mRNA
EAA35938 YER126C_mRNA
EAA30730 YOR006C_mRNA
EAA32073 YNL292W_mRNA
EAA32384 YHR148W_mRNA
EAA28528 YGL067W_mRNA
EAA30290 YIL142W_mRNA
EAA30584 YJR013W_mRNA
EAA29171 YEL031W_mRNA
ESA41824 YLR115W_mRNA
EAA27895 YBR231C_mRNA
EAA34175 YBR115C_mRNA
EAA27706 YBR115C_mRNA
EAA31066 YBR115C_mRNA
EAA36160 YBR115C_mRNA
EAA32957 YGL201C_mRNA
EAA34773 YOR346W_mRNA
EAA32800 YGL091C_mRNA
EAA34811 YMR288W_mRNA
EAA36024 YML102W_mRNA
EAA28355 YJR002W_mRNA
EAA27983 YOL145C_mRNA
EAA34499 YER019W_mRNA
EAA33667 YKL003C_mRNA
EAA29358 YPL225W_mRNA
EAA28511 YOR330C_mRNA
ESA43263 YGL016W_mRNA
EAA27719 YNL213C_mRNA
EAA31487 YKL143W_mRNA
EAA34930 YDR121W_mRNA
EAA30650 YCR017C_mRNA
EAA34137 YKL089W_mRNA
EAA32703 YCL014W_mRNA
EAA30451 YPL230W_mRNA
EAA30451 YMR182C_mRNA
EAA27202 YPL230W_mRNA
EAA27202 YMR182C_mRNA
EAA33864 YOL045W_mRNA
EAA33864 YAL017W_mRNA
EAA27432 YIL130W_mRNA
EAA27432 YJL206C_mRNA
EAA31465 YIL130W_mRNA
EAA31465 YJL206C_mRNA
EAA30382 YIL130W_mRNA
EAA30382 YJL206C_mRNA
EAA33960 YIL130W_mRNA
EAA33960 YJL206C_mRNA
EAA31086 YIL130W_mRNA
EAA31086 YJL206C_mRNA
EAA33149 YDL024C_mRNA
EAA33149 YHR215W_mRNA
EAA33149 YAR071W_mRNA
EAA33149 YBR093C_mRNA
EAA33149 YBR092C_mRNA
EAA35172 YDL024C_mRNA
EAA35172 YHR215W_mRNA
EAA35172 YAR071W_mRNA
EAA35172 YBR093C_mRNA
EAA35172 YBR092C_mRNA
EDO65039 YGL039W_mRNA
EDO65039 YGL157W_mRNA
EDO65039 YOL151W_mRNA
EDO65039 YDR541C_mRNA
EAA27231 YGL039W_mRNA
EAA27231 YGL157W_mRNA
EAA27231 YOL151W_mRNA
EAA27231 YDR541C_mRNA
EAA28985 YGL039W_mRNA
EAA28985 YGL157W_mRNA
EAA28985 YOL151W_mRNA
EAA28985 YDR541C_mRNA
EAA28412 YKL162C-A_mRNA
EAA28412 YJL158C_mRNA
EAA28412 YJL160C_mRNA
EAA28412 YJL159W_mRNA
EAA28412 YKL163W_mRNA
EAA28412 YKL164C_mRNA
EAA31218 YOR378W_mRNA
EAA29846 YMR279C_mRNA
EAA29846 YML116W_mRNA
EAA28259 YMR279C_mRNA
EAA28259 YML116W_mRNA
EAA33655 YMR279C_mRNA
EAA33655 YML116W_mRNA
EAA31623 YFL028C_mRNA
EAA27093 YPL217C_mRNA
EAA33678 YER039C-A_mRNA
EAA33678 YER039C_mRNA
EAA33678 YGL225W_mRNA
EAA34788 YER055C_mRNA
EAA27794 YER044C_mRNA
EAA31464 YOR059C_mRNA
EAA33759 YLR148W_mRNA
EAA32869 YLR262C-A_mRNA
EAA30312 YIL070C_mRNA
EAA31569 YER142C_mRNA
EAA32113 YDR320C_mRNA
EAA33847 YCL018W_mRNA
EAA30365 YMR188C_mRNA
ESA42718 YNL152W_mRNA
EAA36441 YNR053C_mRNA
EAA29953 YKL045W_mRNA
EAA28651 YNL256W_mRNA
EAA33158 YIL116W_mRNA
EAA28572 YLR002C_mRNA
EAA31831 YHR025W_mRNA
EDO64869 YGR233C_mRNA
EAA28643 YJL074C_mRNA
EAA32679 YMR015C_mRNA
EAA34644 YOR294W_mRNA
EAA34554 YHR044C_mRNA
EAA34554 YHR043C_mRNA
EAA34554 YER062C_mRNA
EAA34554 YIL053W_mRNA
EAA29595 YDR116C_mRNA
EAA28719 YBR176W_mRNA
EAA27234 YKL117W_mRNA
EAA34479 YLR129W_mRNA
EAA32150 YOR202W_mRNA
EAA31970 YML050W_mRNA
ESA42831 YOR303W_mRNA
EAA31881 YMR013C_mRNA
EAA32781 YNR054C_mRNA
EAA34946 YKL099C_mRNA
EAA30275 YJL129C_mRNA
EAA30275 YKR050W_mRNA
EAA28104 YJL129C_mRNA
EAA28104 YKR050W_mRNA
ESA42423 YJR107W_mRNA
EDO65275 YJR107W_mRNA
EAA27993 YPL211W_mRNA
EAA34638 YCR092C_mRNA
EAA32209 YCL054W_mRNA
EAA30649 YDR449C_mRNA
EAA32766 YJR137C_mRNA
EAA32365 YDL030W_mRNA
EAA30298 YLR336C_mRNA
EAA28252 YDR354W_mRNA
EAA35130 YFR004W_mRNA
EAA32056 YBR198C_mRNA
EAA36506 YKR069W_mRNA
EAA36198 YDR404C_mRNA
EAA33020 YFL060C_mRNA
EAA33020 YNL334C_mRNA
EAA33020 YMR095C_mRNA
EAA28352 YJR149W_mRNA
EAA28652 YJR149W_mRNA
EAA31517 YJR149W_mRNA
EAA31193 YJR149W_mRNA
EAA28380 YJL218W_mRNA
EAA29266 YJL218W_mRNA
EDO65122 YOL130W_mRNA
EDO65122 YFL050C_mRNA
EAA35253 YKL064W_mRNA
EAA36179 YEL062W_mRNA
EDO65004 YGL126W_mRNA
EAA36059 YLR405W_mRNA
EAA28112 YHR019C_mRNA
EAA35454 YDR511W_mRNA
EAA32583 YBR102C_mRNA
EAA31267 YPL107W_mRNA
EAA32682 YNL136W_mRNA
EAA28250 YCR051W_mRNA
EDO65177 YJL172W_mRNA
EAA32857 YNR055C_mRNA
EAA35096 YNR055C_mRNA
EAA35145 YNR055C_mRNA
EAA29589 YNR055C_mRNA
EDO65057 YNR055C_mRNA
EAA33619 YGL255W_mRNA
EDO64906 YLR130C_mRNA
EAA35540 YLR130C_mRNA
EAA31209 YLR130C_mRNA
EAA32412 YOR365C_mRNA
EAA32412 YAL053W_mRNA
EAA30809 YOR365C_mRNA
EAA30809 YAL053W_mRNA
EAA35452 YOR365C_mRNA
EAA35452 YAL053W_mRNA
EAA35106 YOR365C_mRNA
EAA35106 YAL053W_mRNA
EAA34386 YMR215W_mRNA
EAA34088 YOL030W_mRNA
EAA32871 YOL030W_mRNA
EAA32292 YOL030W_mRNA
ESA43622 YBR145W_mRNA
ESA43622 YOL086C_mRNA
ESA43622 YMR303C_mRNA
ESA43622 YMR083W_mRNA
EAA35834 YBR145W_mRNA
EAA35834 YOL086C_mRNA
EAA35834 YMR303C_mRNA
EAA35834 YMR083W_mRNA
EAA35958 YOR380W_mRNA
EAA29812 YOR380W_mRNA
EAA32843 YOR380W_mRNA
EAA30193 YOR380W_mRNA
ESA42795 YOR380W_mRNA
ESA44005 YBL061C_mRNA
ESA44005 YER096W_mRNA
ESA41984 YDL203C_mRNA
EAA35759 YDL203C_mRNA
EAA30974 YER185W_mRNA
EAA30974 YGR213C_mRNA
EAA30974 YLR046C_mRNA
EAA32972 YER185W_mRNA
EAA32972 YGR213C_mRNA
EAA32972 YLR046C_mRNA
EAA30548 YER185W_mRNA
EAA30548 YGR213C_mRNA
EAA30548 YLR046C_mRNA
EAA36380 YHR178W_mRNA
EAA32717 YHR178W_mRNA
EAA32716 YLR014C_mRNA
EAA33075 YLR014C_mRNA
EAA30912 YGR263C_mRNA
EAA28306 YGR263C_mRNA
EAA30778 YGR263C_mRNA
EAA33741 YGR263C_mRNA
EDO65045 YGR263C_mRNA
EAA32863 YDR038C_mRNA
EAA32863 YDR040C_mRNA
EAA32863 YDR039C_mRNA
EAA30322 YDR038C_mRNA
EAA30322 YDR040C_mRNA
EAA30322 YDR039C_mRNA
EAA27118 YDR038C_mRNA
EAA27118 YDR040C_mRNA
EAA27118 YDR039C_mRNA
EAA31526 YLR213C_mRNA
EAA35967 YGR189C_mRNA
EAA29391 YGR189C_mRNA
EAA28796 YGR189C_mRNA
ESA43040 YOL084W_mRNA
ESA43040 YMR266W_mRNA
EAA26861 YOL084W_mRNA
EAA26861 YMR266W_mRNA
EAA33293 YLL005C_mRNA
EAA28447 YHR147C_mRNA
EAA27627 YPL128C_mRNA
EAA32383 YER050C_mRNA
EAA35479 YDR158W_mRNA
EAA31105 YLR144C_mRNA
EAA31105 YNR067C_mRNA
EAA28595 YLR290C_mRNA
EAA35500 YDR516C_mRNA
EAA35500 YCL040W_mRNA
EAA34007 YGL148W_mRNA
EAA32739 YPR060C_mRNA
EAA34138 YOR165W_mRNA
EAA28329 YDR175C_mRNA
EAA29522 YNL081C_mRNA
EAA33722 YJR035W_mRNA
EAA32280 YKL034W_mRNA
EAA34671 YBR256C_mRNA
EAA27636 YCL009C_mRNA
ESA43760 YDR379C-A_mRNA
EAA34453 YOL143C_mRNA
EAA32031 YLR361C_mRNA
EAA33576 YMR177W_mRNA
EAA33576 YPL224C_mRNA
EAA33637 YNL116W_mRNA
EAA33637 YHR115C_mRNA
EAA29036 YPR128C_mRNA
EAA28551 YPR128C_mRNA
EAA30799 YKL146W_mRNA
EAA30799 YNL101W_mRNA
EAA31893 YKL146W_mRNA
EAA31893 YNL101W_mRNA
EAA31618 YER065C_mRNA
EAA35839 YPR006C_mRNA
EAA33809 YJR016C_mRNA
EAA29044 YJR016C_mRNA
EAA26856 YMR108W_mRNA
ESA42975 YMR108W_mRNA
EAA35005 YPL036W_mRNA
EAA35005 YGL008C_mRNA
EAA27650 YPL036W_mRNA
EAA27650 YGL008C_mRNA
EAA29820 YNL039W_mRNA
EAA33256 YBL042C_mRNA
EAA33256 YIR028W_mRNA
EAA33256 YBR021W_mRNA
EAA30392 YPL183W-A_mRNA
EAA34952 YCL030C_mRNA
EAA35648 YHR009C_mRNA
EAA28684 YHR009C_mRNA
EAA33405 YNL277W_mRNA
EDO65005 YCL050C_mRNA
EDO65005 YDR530C_mRNA
EAA34521 YDR035W_mRNA
EAA31274 YBR249C_mRNA
EAA33269 YJL163C_mRNA
ESA43836 YHL024W_mRNA
EAA28155 YOR340C_mRNA
EAA35785 YLR191W_mRNA
EAA27781 YJL208C_mRNA
EAA29193 YOR144C_mRNA
EDO64937 YOR149C_mRNA
EAA31142 YBR094W_mRNA
EAA36023 YDR242W_mRNA
EAA32754 YDR242W_mRNA
EAA27258 YIR029W_mRNA
ESA43542 YOL141W_mRNA
EAA32558 YCR096C_mRNA
EAA32558 YCL067C_mRNA
EAA32558 YCR039C_mRNA
EAA34038 YMR318C_mRNA
EAA34038 YCR105W_mRNA
ESA42156 YMR318C_mRNA
ESA42156 YCR105W_mRNA
EAA28495 YMR318C_mRNA
EAA28495 YCR105W_mRNA
EAA27730 YIL099W_mRNA
EAA34371 YIL099W_mRNA
EAA34829 YIL099W_mRNA
EAA30438 YIL099W_mRNA
EAA26963 YLL057C_mRNA
EAA33704 YLL057C_mRNA
EAA33608 YLL057C_mRNA
EAA30874 YLL057C_mRNA
EAA34604 YJL012C_mRNA
EAA27932 YPL019C_mRNA
EAA27932 YFL004W_mRNA
EAA35618 YOL048C_mRNA
EAA35618 YAL018C_mRNA
EAA35618 YOL047C_mRNA
EAA27191 YOL048C_mRNA
EAA27191 YAL018C_mRNA
EAA27191 YOL047C_mRNA
EAA29593 YDR423C_mRNA
ESA44189 YDR423C_mRNA
ESA43829 YDR423C_mRNA
EAA28308 YDR423C_mRNA
EDO65105 YGR055W_mRNA
EAA30154 YGR055W_mRNA
EAA29311 YGR055W_mRNA
EAA30353 YGR055W_mRNA
EAA30481 YLR134W_mRNA
EAA30481 YLR044C_mRNA
EAA30481 YGR087C_mRNA
EAA30481 YDL080C_mRNA
ESA41950 YNL047C_mRNA
ESA41950 YIL105C_mRNA
ESA41950 YGR097W_mRNA
ESA41950 YPR115W_mRNA
EAA30199 YML082W_mRNA
EAA30199 YJR130C_mRNA
EAA34640 YML082W_mRNA
EAA34640 YJR130C_mRNA
EAA27843 YML082W_mRNA
EAA27843 YJR130C_mRNA
ESA43918 YIR023W_mRNA
EAA33434 YIR023W_mRNA
EAA32134 YIR023W_mRNA
ESA42278 YIR023W_mRNA
EAA30569 YJR051W_mRNA
EAA30569 YEL047C_mRNA
EAA30431 YJR051W_mRNA
EAA30431 YEL047C_mRNA
EAA36475 YJR051W_mRNA
EAA36475 YEL047C_mRNA
ESA43951 YIL123W_mRNA
ESA43951 YNL066W_mRNA
ESA43951 YJL116C_mRNA
ESA43951 YKR042W_mRNA
EAA34954 YOL011W_mRNA
EAA34954 YMR006C_mRNA
EAA34954 YMR008C_mRNA
EAA34954 YNL012W_mRNA
EAA32767 YBR038W_mRNA
EAA32102 YNL192W_mRNA
EAA32006 YNL192W_mRNA
ESA44002 YBR023C_mRNA
EAA27097 YBR023C_mRNA
EAA27095 YBR023C_mRNA
EAA32522 YBR023C_mRNA
ESA42700 YCL048W_mRNA
ESA42700 YDR522C_mRNA
ESA42700 YBR078W_mRNA
ESA42700 YDR055W_mRNA
ESA43719 YFL058W_mRNA
ESA43719 YNL332W_mRNA
ESA43719 YJR156C_mRNA
ESA43719 YDL244W_mRNA
EAA27980 YGR271C-A_mRNA
ESA43592 YDR051C_mRNA
EAA28120 YDR297W_mRNA
EAA27239 YCR091W_mRNA
EAA31315 YMR140W_mRNA
EAA36197 YGL010W_mRNA
EAA34780 YHR134W_mRNA
EAA29934 YHR134W_mRNA
ESA43928 YPL189W_mRNA
ESA43928 YGL084C_mRNA
ESA43057 YGR205W_mRNA
EAA32340 YNR033W_mRNA
EAA31658 YNR033W_mRNA
EDO65240 YNL011C_mRNA
EDO65225 YMR062C_mRNA
EAA33630 YPL279C_mRNA
EAA33630 YOR390W_mRNA
EAA27328 YGR286C_mRNA
EAA34628 YBR268W_mRNA
EAA27916 YER091C_mRNA
EAA35790 YNR018W_mRNA
EAA28002 YDR041W_mRNA
EAA35481 YDL224C_mRNA
EAA35481 YNL197C_mRNA
EAA31163 YPR185W_mRNA
EAA29714 YNL212W_mRNA
EAA31435 YML064C_mRNA
EAA28163 YCL010C_mRNA
EAA30362 YNR008W_mRNA
EAA36052 YML086C_mRNA
EAA32099 YLR355C_mRNA
ESA42566 YHR100C_mRNA
EAA31493 YDR237W_mRNA
EAA32380 YGR170W_mRNA
ESA43774 YNL117W_mRNA
ESA43774 YIR031C_mRNA
ESA43790 YLR286C_mRNA
EAA27833 YLR286C_mRNA
EAA36509 YKL027W_mRNA
EAA36509 YHR003C_mRNA
EAA32726 YIL145C_mRNA
ESA41902 YGR144W_mRNA
EAA33273 YNL137C_mRNA
EAA36397 YMR158W_mRNA
EAA34353 YNR037C_mRNA
EAA32825 YML106W_mRNA
EAA32825 YMR271C_mRNA
EAA31468 YGR210C_mRNA
EAA28271 YBR286W_mRNA
EAA34128 YDL086W_mRNA
EAA27121 YOL137W_mRNA
EAA34246 YOL137W_mRNA
EAA27994 YDR300C_mRNA
EAA27994 YHR033W_mRNA
EAA26598 YER145C_mRNA
EAA26598 YBR207W_mRNA
EAA35311 YGL037C_mRNA
EAA30916 YMR014W_mRNA
EAA27259 YPR089W_mRNA
ESA43358 YDR179W-A_mRNA
EAA35826 YKL008C_mRNA
EAA35826 YHL003C_mRNA
EAA27759 YKL008C_mRNA
EAA27759 YHL003C_mRNA
ESA44313 YML052W_mRNA
ESA44313 YDL222C_mRNA
ESA44313 YNL194C_mRNA
EAA36513 YJR075W_mRNA
EAA30086 YJR075W_mRNA
EAA33260 YJR075W_mRNA
EAA35362 YHR097C_mRNA
EAA35362 YDR348C_mRNA
EAA36591 YHR097C_mRNA
EAA36591 YDR348C_mRNA
ESA44206 YBR014C_mRNA
ESA44206 YPL156C_mRNA
ESA44206 YDL010W_mRNA
EAA28640 YPL072W_mRNA
EAA26609 YDL122W_mRNA
EAA27007 YJL198W_mRNA
EAA27007 YCR037C_mRNA
EAA27007 YNR013C_mRNA
ESA43625 YCR021C_mRNA
ESA43625 YBR054W_mRNA
ESA43625 YDR033W_mRNA
EAA35625 YMR063W_mRNA
EAA35625 YFR012W_mRNA
EAA35625 YOL019W_mRNA
EAA30348 YPL145C_mRNA
EAA30348 YOR237W_mRNA
EAA28639 YPL145C_mRNA
EAA28639 YOR237W_mRNA
EAA35764 YJL213W_mRNA
EAA33002 YJL213W_mRNA
ESA42383 YJL213W_mRNA
EAA36208 YER130C_mRNA
EAA36208 YKL062W_mRNA
EAA36208 YMR037C_mRNA
EAA35899 YJL016W_mRNA
EAA35899 YNL278W_mRNA
EAA35899 YLR187W_mRNA
EAA34840 YGR266W_mRNA
ESA44065 YGR266W_mRNA
EAA34936 YGR266W_mRNA
EAA36378 YHR132W-A_mRNA
EAA36378 YNL157W_mRNA
EAA26617 YHR132W-A_mRNA
EAA26617 YNL157W_mRNA
EAA34298 YJL183W_mRNA
EAA34459 YDR245W_mRNA
EAA36077 YJR061W_mRNA
EAA36077 YKL201C_mRNA
EAA34397 YJR061W_mRNA
EAA34397 YKL201C_mRNA
EAA35180 YML072C_mRNA
EAA35180 YOR086C_mRNA
EAA35180 YNL087W_mRNA
EAA32092 YLR414C_mRNA
EAA32092 YKL187C_mRNA
EAA32092 YLR413W_mRNA
ESA43061 YHR124W_mRNA
ESA42441 YHR124W_mRNA
ESA42120 YHR124W_mRNA
EAA26620 YOR049C_mRNA
EAA26821 YOR049C_mRNA
EAA31606 YOR049C_mRNA
EAA28290 YGR068C_mRNA
EAA28290 YOR018W_mRNA
EAA28290 YFR022W_mRNA
EAA28317 YLR300W_mRNA
EAA28317 YOR190W_mRNA
EAA28317 YDR261C_mRNA
EAA31739 YJL042W_mRNA
EAA31739 YPL137C_mRNA
EAA31739 YOR227W_mRNA
EAA31153 YMR021C_mRNA
EAA31153 YPR008W_mRNA
EAA31153 YGL166W_mRNA
EAA30598 YDL144C_mRNA
EAA31155 YDL144C_mRNA
ESA43779 YDL144C_mRNA
EAA31170 YNL289W_mRNA
EAA31170 YDL127W_mRNA
EAA31170 YDL179W_mRNA
ESA42182 YLR324W_mRNA
ESA42182 YGR004W_mRNA
ESA42182 YBR168W_mRNA
EAA34684 YGR282C_mRNA
EAA32983 YGR282C_mRNA
EAA29849 YGR282C_mRNA
EAA31645 YER114C_mRNA
EAA31645 YBL085W_mRNA
EAA28664 YER114C_mRNA
EAA28664 YBL085W_mRNA
EAA28744 YMR306W_mRNA
EAA28744 YGR032W_mRNA
EAA28744 YLR342W_mRNA
ESA41838 YOR008C_mRNA
ESA41838 YOL105C_mRNA
ESA41838 YNL283C_mRNA
EAA35811 YBR162C_mRNA
EAA35810 YBR162C_mRNA
EAA35812 YBR162C_mRNA
EAA32490 YDR444W_mRNA
EAA32490 YDL109C_mRNA
EAA32490 YGL144C_mRNA
EAA33202 YNL014W_mRNA
EAA28782 YPL226W_mRNA
EAA33419 YMR155W_mRNA
ESA43544 YDL054C_mRNA
EAA35961 YIL088C_mRNA
EAA35961 YER119C_mRNA
EAA35961 YBL089W_mRNA
EAA31719 YFR007W_mRNA
EAA36460 YKL162C_mRNA
EAA36242 YLR393W_mRNA
EAA32188 YOR238W_mRNA
EAA33456 YER168C_mRNA
EAA32784 YMR220W_mRNA
EAA32965 YDL183C_mRNA
EAA33462 YOL032W_mRNA
EDO65143 YLR220W_mRNA
EAA29620 YOR131C_mRNA
ESA43286 YIL020C_mRNA
EAA32270 YMR283C_mRNA
EAA32963 YNL123W_mRNA
EAA30956 YMR315W_mRNA
EAA35336 YAR015W_mRNA
EAA30556 YPL246C_mRNA
EAA35393 YHR039C_mRNA
EAA26900 YGR186W_mRNA
EAA32140 YJR052W_mRNA
ESA42695 YLR420W_mRNA
EAA34046 YMR193W_mRNA
EAA30554 YJR153W_mRNA
EAA30919 YKR097W_mRNA
EAA33370 YGR203W_mRNA
EAA33163 YDR291W_mRNA
ESA43712 YDL076C_mRNA
EAA33005 YPR155C_mRNA
EAA31966 YOR388C_mRNA
EDO65460 YKR043C_mRNA
ESA42554 YGR149W_mRNA
EAA27948 YGR215W_mRNA
EAA29072 YHL016C_mRNA
ESA42981 YCR019W_mRNA
EAA35855 YEL055C_mRNA
EAA28725 YKL114C_mRNA
EAA30566 YER026C_mRNA
EAA29118 YBL015W_mRNA
EAA29702 YJL127C_mRNA
EAA35113 YJR010W_mRNA
EAA34821 YGR125W_mRNA
EAA26590 YDR332W_mRNA
EDO65405 YPL214C_mRNA
EAA27955 YMR196W_mRNA
ESA43883 YPR201W_mRNA
EAA31537 YNL191W_mRNA
EAA35634 YPR167C_mRNA
EAA35282 YDL213C_mRNA
EAA33685 YCR084C_mRNA
ESA43253 YCL036W_mRNA
ESA43253 YDR514C_mRNA
EAA27441 YPL216W_mRNA
EAA27441 YGL133W_mRNA
ESA43306 YPL067C_mRNA
ESA44381 YPL067C_mRNA
EAA28530 YBR216C_mRNA
EAA28530 YGL060W_mRNA
ESA43348 YLR451W_mRNA
ESA43817 YLR451W_mRNA
EAA28029 YCR067C_mRNA
EAA28029 YNR026C_mRNA
EAA26802 YLR138W_mRNA
EAA27458 YLR138W_mRNA
EAA26944 YHR155W_mRNA
EAA26944 YNL257C_mRNA
EAA36494 YPR172W_mRNA
EAA36494 YLR456W_mRNA
EAA27665 YNL251C_mRNA
EAA34570 YNL251C_mRNA
EAA35577 YKL072W_mRNA
EAA35577 YMR053C_mRNA
ESA44235 YPL141C_mRNA
ESA44235 YOR233W_mRNA
EAA31792 YPL239W_mRNA
ESA44201 YPL239W_mRNA
ESA42498 YPR022C_mRNA
ESA43081 YPR022C_mRNA
EAA32348 YHR199C_mRNA
EAA32348 YHR198C_mRNA
EAA32361 YKL217W_mRNA
EAA33605 YKL217W_mRNA
EAA29278 YJR096W_mRNA
EAA32363 YJR096W_mRNA
EAA31601 YKL043W_mRNA
EAA31601 YMR016C_mRNA
ESA43667 YHR138C_mRNA
ESA43667 YNL015W_mRNA
EAA27935 YFL010C_mRNA
EAA27031 YFL010C_mRNA
ESA43633 YIR033W_mRNA
ESA43633 YKL020C_mRNA
EAA27964 YLR177W_mRNA
EAA27964 YDR505C_mRNA
EAA27256 YHR142W_mRNA
EAA33670 YHR142W_mRNA
EAA36257 YAL034C_mRNA
EAA36257 YOR338W_mRNA
EAA36278 YDR388W_mRNA
EAA29944 YDR388W_mRNA
EAA34988 YCR008W_mRNA
EAA33755 YCR008W_mRNA
EAA32112 YDR150W_mRNA
EAA35001 YDR150W_mRNA
ESA43845 YCL066W_mRNA
ESA43845 YCR040W_mRNA
EAA35639 YNL104C_mRNA
EAA35639 YOR108W_mRNA
EAA34752 YGR234W_mRNA
EAA28703 YGR234W_mRNA
EAA30690 YKL004W_mRNA
EAA30690 YDR072C_mRNA
ESA41999 YDR026C_mRNA
ESA41999 YBR049C_mRNA
EAA30543 YBR214W_mRNA
EAA30543 YGL056C_mRNA
EAA35806 YGR086C_mRNA
EAA36435 YGR086C_mRNA
EAA34482 YBR007C_mRNA
ESA44405 YBR007C_mRNA
EAA32908 YMR091C_mRNA
ESA44016 YMR091C_mRNA
EAA34497 YLR449W_mRNA
EAA34497 YML074C_mRNA
ESA42875 YPL133C_mRNA
EAA27225 YPL133C_mRNA
EAA27575 YNL027W_mRNA
EAA32849 YNL027W_mRNA
EAA32498 YMR162C_mRNA
EAA32083 YMR162C_mRNA
EAA32236 YCL026C-A_mRNA
EAA32236 YCL026C-B_mRNA
EAA28331 YJR054W_mRNA
EAA28331 YML047C_mRNA
EAA27324 YPL038W_mRNA
EAA27324 YDR253C_mRNA
ESA42671 YKL133C_mRNA
ESA42671 YMR115W_mRNA
EAA31609 YDR001C_mRNA
EAA31609 YBR001C_mRNA
EAA26910 YGR014W_mRNA
EAA26910 YDR420W_mRNA
EAA27799 YNL335W_mRNA
EAA27799 YFL061W_mRNA
EAA27812 YDR415C_mRNA
ESA42327 YDR415C_mRNA
EAA27686 YMR237W_mRNA
EAA27686 YOR299W_mRNA
EAA29424 YOR363C_mRNA
EAA29424 YAL051W_mRNA
EAA29946 YGR131W_mRNA
EAA29946 YPR149W_mRNA
EAA29960 YIL067C_mRNA
EAA30311 YIL067C_mRNA
EAA31044 YDR122W_mRNA
EAA31044 YLR096W_mRNA
EAA31150 YBR033W_mRNA
EAA31150 YKL038W_mRNA
EAA29160 YBR015C_mRNA
EAA29160 YJL186W_mRNA
EAA28650 YPL026C_mRNA
EAA28650 YDR247W_mRNA
EAA26832 YKR093W_mRNA
EAA34363 YKR093W_mRNA
EAA34243 YJR077C_mRNA
EAA34242 YJR077C_mRNA
EAA34212 YNL052W_mRNA
EAA34212 YIL111W_mRNA
EAA31268 YJR133W_mRNA
EAA31268 YDR399W_mRNA
ESA44153 YPR097W_mRNA
EAA31286 YPR097W_mRNA
ESA42180 YAL011W_mRNA
EAA30039 YAL011W_mRNA
EAA30614 YEL023C_mRNA
EAA33820 YEL023C_mRNA
EAA33671 YKR021W_mRNA
EAA33671 YJL084C_mRNA
EAA32911 YGL215W_mRNA
EAA33676 YGL215W_mRNA
EAA29547 YER066W_mRNA
EAA29547 YFL009W_mRNA
EAA30570 YCR010C_mRNA
EAA30570 YNR002C_mRNA
EAA29417 YHR067W_mRNA
EAA33756 YHR067W_mRNA
EAA33679 YPR042C_mRNA
EAA33679 YJR091C_mRNA
EAA33624 YNL108C_mRNA
EAA33624 YOR110W_mRNA
EAA33644 YJL083W_mRNA
EAA33644 YKR019C_mRNA
ESA42905 YDR233C_mRNA
ESA42905 YDL204W_mRNA
EAA33001 YDR259C_mRNA
EAA33001 YOR028C_mRNA
EAA28080 YJR115W_mRNA
EAA28080 YBL043W_mRNA
EAA33580 YPL184C_mRNA
EAA28114 YPL184C_mRNA
EAA28759 YEL007W_mRNA
EAA28759 YHR177W_mRNA
ESA41834 YDR146C_mRNA
ESA41834 YLR131C_mRNA
EAA28147 YPR157W_mRNA
EAA28147 YGR141W_mRNA
EDO64890 YPR200C_mRNA
EAA28186 YPR200C_mRNA
EAA33731 YDL056W_mRNA
EAA26585 YDL056W_mRNA
EAA29030 YNL144C_mRNA
EAA29030 YHR131C_mRNA
EAA32738 YJL112W_mRNA
EAA32738 YKR036C_mRNA
EAA29019 YBR161W_mRNA
EAA29019 YPL057C_mRNA
ESA43143 YDR197W_mRNA
ESA43143 YHR063C_mRNA
EAA33894 YHR133C_mRNA
EAA33894 YNL156C_mRNA
EAA33191 YJL082W_mRNA
EAA33191 YKR018C_mRNA
EAA32852 YOR147W_mRNA
EAA32852 YHR194W_mRNA
EAA31570 YEL036C_mRNA
EAA33458 YEL036C_mRNA
EAA36039 YLR020C_mRNA
EAA36039 YLL012W_mRNA
EAA34503 YDR213W_mRNA
EAA34503 YLR228C_mRNA
EAA34798 YPR170W-B_mRNA
EAA34798 YPR169W-A_mRNA
ESA44108 YGR273C_mRNA
ESA44108 YMR295C_mRNA
EAA35442 YGR009C_mRNA
EAA35442 YMR017W_mRNA
ESA44007 YML034W_mRNA
ESA44007 YDR458C_mRNA
EAA34461 YGR212W_mRNA
EAA28934 YGR212W_mRNA
EAA28799 YPL228W_mRNA
EAA28799 YMR180C_mRNA
EAA33985 YLR108C_mRNA
EAA33985 YDR132C_mRNA
ESA42265 YML109W_mRNA
ESA42265 YMR273C_mRNA
EDO65078 YMR305C_mRNA
EDO65078 YGR279C_mRNA
ESA42386 YNL094W_mRNA
EDO65411 YNL094W_mRNA
EDO65102 YDR501W_mRNA
EDO65102 YLR183C_mRNA
EDO64870 YOR042W_mRNA
EDO64870 YDR273W_mRNA
