ENSMUSP00000048802 EAA35509
ENSMUSP00000101969 ESA41968
ENSMUSP00000146179 ESA41968
ENSMUSP00000104354 EAA28804
ENSMUSP00000078087 EAA28804
ENSMUSP00000116084 EAA28804
ENSMUSP00000154893 EAA28804
ENSMUSP00000087098 EAA28804
ENSMUSP00000142992 ESA43632
ENSMUSP00000142992 EAA29690
ENSMUSP00000142378 ESA43632
ENSMUSP00000142378 EAA29690
ENSMUSP00000057197 ESA43632
ENSMUSP00000057197 EAA29690
ENSMUSP00000108333 ESA43632
ENSMUSP00000108333 EAA29690
ENSMUSP00000079692 ESA43632
ENSMUSP00000079692 EAA29690
ENSMUSP00000140355 ESA43632
ENSMUSP00000140355 EAA29690
ENSMUSP00000129747 ESA43632
ENSMUSP00000129747 EAA29690
ENSMUSP00000133073 ESA43632
ENSMUSP00000133073 EAA29690
ENSMUSP00000140984 ESA43632
ENSMUSP00000140984 EAA29690
ENSMUSP00000140786 ESA43632
ENSMUSP00000140786 EAA29690
ENSMUSP00000140551 ESA43632
ENSMUSP00000140551 EAA29690
ENSMUSP00000066426 ESA43632
ENSMUSP00000066426 EAA29690
ENSMUSP00000127587 ESA43632
ENSMUSP00000127587 EAA29690
ENSMUSP00000140698 ESA43632
ENSMUSP00000140698 EAA29690
ENSMUSP00000140612 ESA43632
ENSMUSP00000140612 EAA29690
ENSMUSP00000110495 ESA43632
ENSMUSP00000110495 EAA29690
ENSMUSP00000050926 ESA43632
ENSMUSP00000050926 EAA29690
ENSMUSP00000097979 ESA43632
ENSMUSP00000097979 EAA29690
ENSMUSP00000110494 ESA43632
ENSMUSP00000110494 EAA29690
ENSMUSP00000028114 ESA43632
ENSMUSP00000028114 EAA29690
ENSMUSP00000110493 ESA43632
ENSMUSP00000110493 EAA29690
ENSMUSP00000126305 ESA43632
ENSMUSP00000126305 EAA29690
ENSMUSP00000129122 ESA43632
ENSMUSP00000129122 EAA29690
ENSMUSP00000142079 ESA43632
ENSMUSP00000142079 EAA29690
ENSMUSP00000137130 ESA43632
ENSMUSP00000137130 EAA29690
ENSMUSP00000142296 ESA43632
ENSMUSP00000142296 EAA29690
ENSMUSP00000141445 ESA43632
ENSMUSP00000141445 EAA29690
ENSMUSP00000138893 ESA43632
ENSMUSP00000138893 EAA29690
ENSMUSP00000024260 ESA43211
ENSMUSP00000024260 EAA34578
ENSMUSP00000140629 ESA43211
ENSMUSP00000140629 EAA34578
ENSMUSP00000101051 ESA43211
ENSMUSP00000101051 EAA34578
ENSMUSP00000001148 ESA43211
ENSMUSP00000001148 EAA34578
ENSMUSP00000129465 ESA43211
ENSMUSP00000129465 EAA34578
ENSMUSP00000090048 ESA43211
ENSMUSP00000090048 EAA34578
ENSMUSP00000104466 ESA43211
ENSMUSP00000104466 EAA34578
ENSMUSP00000155430 ESA43211
ENSMUSP00000155430 EAA34578
ENSMUSP00000155431 ESA43211
ENSMUSP00000155431 EAA34578
ENSMUSP00000155038 ESA43211
ENSMUSP00000155038 EAA34578
ENSMUSP00000076294 ESA43211
ENSMUSP00000076294 EAA34578
ENSMUSP00000077509 ESA43211
ENSMUSP00000077509 EAA34578
ENSMUSP00000155789 ESA43211
ENSMUSP00000155789 EAA34578
ENSMUSP00000054863 ESA43211
ENSMUSP00000054863 EAA34578
ENSMUSP00000155440 ESA43211
ENSMUSP00000155440 EAA34578
ENSMUSP00000155016 ESA43211
ENSMUSP00000155016 EAA34578
ENSMUSP00000155569 ESA43211
ENSMUSP00000155569 EAA34578
ENSMUSP00000155548 ESA43211
ENSMUSP00000155548 EAA34578
ENSMUSP00000155730 ESA43211
ENSMUSP00000155730 EAA34578
ENSMUSP00000155825 ESA43211
ENSMUSP00000155825 EAA34578
ENSMUSP00000155631 ESA43211
ENSMUSP00000155631 EAA34578
ENSMUSP00000155096 ESA43211
ENSMUSP00000155096 EAA34578
ENSMUSP00000155051 ESA43211
ENSMUSP00000155051 EAA34578
ENSMUSP00000155784 ESA43211
ENSMUSP00000155784 EAA34578
ENSMUSP00000155292 ESA43211
ENSMUSP00000155292 EAA34578
ENSMUSP00000155219 ESA43211
ENSMUSP00000155219 EAA34578
ENSMUSP00000155638 ESA43211
ENSMUSP00000155638 EAA34578
ENSMUSP00000155654 ESA43211
ENSMUSP00000155654 EAA34578
ENSMUSP00000155072 ESA43211
ENSMUSP00000155072 EAA34578
ENSMUSP00000105722 ESA43394
ENSMUSP00000034307 ESA43394
ENSMUSP00000150748 ESA43394
ENSMUSP00000150796 ESA43394
ENSMUSP00000153213 ESA43394
ENSMUSP00000153115 ESA43394
ENSMUSP00000037025 ESA43394
ENSMUSP00000111118 ESA43394
ENSMUSP00000003395 ESA43394
ENSMUSP00000078891 ESA43394
ENSMUSP00000112991 ESA43394
ENSMUSP00000121592 ESA43394
ENSMUSP00000136485 ESA43394
ENSMUSP00000113488 ESA43394
ENSMUSP00000114089 ESA43394
ENSMUSP00000073742 ESA43394
ENSMUSP00000119583 ESA43394
ENSMUSP00000113610 ESA43394
ENSMUSP00000112774 ESA43394
ENSMUSP00000113024 ESA43394
ENSMUSP00000102524 ESA43394
ENSMUSP00000102517 ESA43394
ENSMUSP00000102521 ESA43394
ENSMUSP00000095562 ESA43394
ENSMUSP00000030251 ESA43394
ENSMUSP00000095561 ESA43394
ENSMUSP00000102514 ESA43394
ENSMUSP00000149672 ESA43394
ENSMUSP00000119312 ESA43394
ENSMUSP00000100546 EAA26766
ENSMUSP00000100546 EAA27361
ENSMUSP00000100546 EAA27083
ENSMUSP00000100029 EAA26766
ENSMUSP00000100029 EAA27361
ENSMUSP00000100029 EAA27083
ENSMUSP00000085006 EAA26766
ENSMUSP00000085006 EAA27361
ENSMUSP00000085006 EAA27083
ENSMUSP00000100042 EAA26766
ENSMUSP00000100042 EAA27361
ENSMUSP00000100042 EAA27083
ENSMUSP00000100036 EAA26766
ENSMUSP00000100036 EAA27361
ENSMUSP00000100036 EAA27083
ENSMUSP00000100037 EAA26766
ENSMUSP00000100037 EAA27361
ENSMUSP00000100037 EAA27083
ENSMUSP00000129930 EAA26766
ENSMUSP00000129930 EAA27361
ENSMUSP00000129930 EAA27083
ENSMUSP00000100048 EAA26766
ENSMUSP00000100048 EAA27361
ENSMUSP00000100048 EAA27083
ENSMUSP00000100033 EAA26766
ENSMUSP00000100033 EAA27361
ENSMUSP00000100033 EAA27083
ENSMUSP00000100030 EAA26766
ENSMUSP00000100030 EAA27361
ENSMUSP00000100030 EAA27083
ENSMUSP00000100044 EAA26766
ENSMUSP00000100044 EAA27361
ENSMUSP00000100044 EAA27083
ENSMUSP00000100032 EAA26766
ENSMUSP00000100032 EAA27361
ENSMUSP00000100032 EAA27083
ENSMUSP00000136357 EAA26766
ENSMUSP00000136357 EAA27361
ENSMUSP00000136357 EAA27083
ENSMUSP00000051432 EAA30206
ENSMUSP00000072989 EAA30206
ENSMUSP00000089345 EAA30206
ENSMUSP00000100034 EAA30206
ENSMUSP00000127684 EAA30206
ENSMUSP00000077477 EAA30206
ENSMUSP00000089339 EAA30206
ENSMUSP00000089335 EAA30206
ENSMUSP00000088281 EAA30206
ENSMUSP00000080088 EAA30206
ENSMUSP00000088285 EAA30206
ENSMUSP00000074310 EAA30206
ENSMUSP00000089336 EAA30206
ENSMUSP00000104445 EAA30206
ENSMUSP00000100581 EAA30206
ENSMUSP00000077814 EAA30206
ENSMUSP00000072858 EAA30206
ENSMUSP00000088288 EAA30206
ENSMUSP00000072227 EAA30206
ENSMUSP00000144974 EAA30206
ENSMUSP00000074142 EAA30206
ENSMUSP00000157186 EAA30246
ENSMUSP00000157186 EAA29936
ENSMUSP00000025358 EAA30246
ENSMUSP00000025358 EAA29936
ENSMUSP00000057449 EAA30246
ENSMUSP00000057449 EAA29936
ENSMUSP00000036998 EAA30246
ENSMUSP00000036998 EAA29936
ENSMUSP00000152076 EAA30246
ENSMUSP00000152076 EAA29936
ENSMUSP00000133166 EAA30246
ENSMUSP00000133166 EAA29936
ENSMUSP00000152705 EAA30246
ENSMUSP00000152705 EAA29936
ENSMUSP00000128872 EAA30246
ENSMUSP00000128872 EAA29936
ENSMUSP00000029658 EAA30246
ENSMUSP00000029658 EAA29936
ENSMUSP00000128169 EAA30246
ENSMUSP00000128169 EAA29936
ENSMUSP00000001480 EAA30246
ENSMUSP00000001480 EAA29936
ENSMUSP00000130445 EAA30246
ENSMUSP00000130445 EAA29936
ENSMUSP00000127127 EAA30246
ENSMUSP00000127127 EAA29936
ENSMUSP00000127801 EAA30246
ENSMUSP00000127801 EAA29936
ENSMUSP00000129361 EAA30246
ENSMUSP00000129361 EAA29936
ENSMUSP00000123744 EDO65312
ENSMUSP00000143184 EAA35023
ENSMUSP00000124586 EAA30594
ENSMUSP00000123928 EAA30594
ENSMUSP00000022566 EAA30594
ENSMUSP00000123888 EAA30594
ENSMUSP00000124467 EAA30594
ENSMUSP00000124207 EAA30594
ENSMUSP00000035980 EAA30594
ENSMUSP00000124906 EAA30594
ENSMUSP00000124213 EAA30594
ENSMUSP00000109514 EAA30594
ENSMUSP00000109515 EAA30594
ENSMUSP00000109510 EAA30594
ENSMUSP00000109516 EAA30594
ENSMUSP00000142905 EAA30594
ENSMUSP00000142911 EAA30594
ENSMUSP00000138258 EAA30594
ENSMUSP00000138461 EAA30594
ENSMUSP00000142615 EAA30594
ENSMUSP00000109508 EAA30594
ENSMUSP00000138668 EAA30594
ENSMUSP00000143779 EAA30594
ENSMUSP00000143086 EAA30594
ENSMUSP00000109505 EAA30594
ENSMUSP00000142769 EAA30594
ENSMUSP00000109517 EAA30594
ENSMUSP00000138243 EAA30594
ENSMUSP00000020158 EAA32162
ENSMUSP00000139699 EAA32162
ENSMUSP00000139818 EAA32162
ENSMUSP00000028997 EAA27996
ENSMUSP00000104768 EAA27996
ENSMUSP00000104767 EAA27996
ENSMUSP00000104306 EAA27996
ENSMUSP00000021277 EAA27996
ENSMUSP00000147055 EAA27996
ENSMUSP00000083426 EAA27996
ENSMUSP00000146450 EAA27996
ENSMUSP00000147207 EAA27996
ENSMUSP00000020220 EAA36331
ENSMUSP00000138431 ESA43715
ENSMUSP00000134608 ESA43715
ENSMUSP00000092990 ESA43715
ENSMUSP00000109880 ESA43715
ENSMUSP00000117359 ESA43715
ENSMUSP00000025193 ESA43715
ENSMUSP00000113070 ESA43715
ENSMUSP00000003726 ESA43715
ENSMUSP00000112474 ESA43715
ENSMUSP00000115163 ESA43715
ENSMUSP00000115277 ESA43715
ENSMUSP00000031215 ESA43715
ENSMUSP00000108297 ESA43715
ENSMUSP00000106514 ESA42511
ENSMUSP00000056500 ESA42511
ENSMUSP00000102288 ESA42511
ENSMUSP00000123286 ESA42511
ENSMUSP00000121093 ESA42511
ENSMUSP00000106515 ESA42511
ENSMUSP00000026973 ESA42511
ENSMUSP00000000199 EAA34616
ENSMUSP00000152711 EAA28220
ENSMUSP00000072145 EAA28220
ENSMUSP00000120066 EAA28220
ENSMUSP00000051487 EAA28220
ENSMUSP00000101853 EAA28220
ENSMUSP00000071756 EAA28220
ENSMUSP00000115031 EAA28220
ENSMUSP00000112145 EAA28220
ENSMUSP00000112143 EAA28220
ENSMUSP00000119178 EAA28220
ENSMUSP00000093486 EAA28220
ENSMUSP00000129548 EAA28220
ENSMUSP00000030572 EAA28220
ENSMUSP00000115619 EAA28220
ENSMUSP00000152772 EAA28220
ENSMUSP00000087611 EAA28220
ENSMUSP00000130126 EAA28220
ENSMUSP00000112898 EAA28220
ENSMUSP00000113858 EAA28220
ENSMUSP00000112146 EAA28220
ENSMUSP00000114576 EAA28220
ENSMUSP00000121460 EAA28220
ENSMUSP00000021290 EAA28220
ENSMUSP00000018544 ESA42882
ENSMUSP00000103594 ESA42882
ENSMUSP00000103596 ESA42882
ENSMUSP00000060127 ESA42882
ENSMUSP00000112960 ESA42882
ENSMUSP00000156088 ESA42882
ENSMUSP00000156265 ESA42882
ENSMUSP00000094750 ESA42882
ENSMUSP00000156292 ESA42882
ENSMUSP00000101920 ESA42882
ENSMUSP00000101921 ESA42882
ENSMUSP00000146307 ESA42882
ENSMUSP00000117517 ESA42882
ENSMUSP00000120511 ESA42882
ENSMUSP00000120694 ESA42882
ENSMUSP00000108534 ESA42882
ENSMUSP00000127276 ESA42882
ENSMUSP00000132850 ESA42882
ENSMUSP00000136366 ESA42882
ENSMUSP00000027495 ESA42882
ENSMUSP00000110927 ESA42882
ENSMUSP00000127641 ESA42882
ENSMUSP00000114226 EAA28865
ENSMUSP00000114226 EAA33706
ENSMUSP00000114226 EAA31866
ENSMUSP00000102664 EAA28865
ENSMUSP00000102664 EAA33706
ENSMUSP00000102664 EAA31866
ENSMUSP00000102665 EAA28865
ENSMUSP00000102665 EAA33706
ENSMUSP00000102665 EAA31866
ENSMUSP00000029729 EAA28865
ENSMUSP00000029729 EAA33706
ENSMUSP00000029729 EAA31866
ENSMUSP00000123476 EAA28865
ENSMUSP00000123476 EAA33706
ENSMUSP00000123476 EAA31866
ENSMUSP00000039839 EAA28865
ENSMUSP00000039839 EAA33706
ENSMUSP00000039839 EAA31866
ENSMUSP00000027843 EAA28865
ENSMUSP00000027843 EAA33706
ENSMUSP00000027843 EAA31866
ENSMUSP00000114750 EAA28865
ENSMUSP00000114750 EAA33706
ENSMUSP00000114750 EAA31866
ENSMUSP00000044405 EAA28865
ENSMUSP00000044405 EAA33706
ENSMUSP00000044405 EAA31866
ENSMUSP00000107135 EAA28865
ENSMUSP00000107135 EAA33706
ENSMUSP00000107135 EAA31866
ENSMUSP00000136378 EAA28865
ENSMUSP00000136378 EAA33706
ENSMUSP00000136378 EAA31866
ENSMUSP00000028010 EAA28865
ENSMUSP00000028010 EAA33706
ENSMUSP00000028010 EAA31866
ENSMUSP00000117398 EAA28865
ENSMUSP00000117398 EAA33706
ENSMUSP00000117398 EAA31866
ENSMUSP00000107143 EAA28865
ENSMUSP00000107143 EAA33706
ENSMUSP00000107143 EAA31866
ENSMUSP00000118534 EAA28865
ENSMUSP00000118534 EAA33706
ENSMUSP00000118534 EAA31866
ENSMUSP00000141210 EAA28865
ENSMUSP00000141210 EAA33706
ENSMUSP00000141210 EAA31866
ENSMUSP00000037259 EAA28865
ENSMUSP00000037259 EAA33706
ENSMUSP00000037259 EAA31866
ENSMUSP00000119389 EAA28865
ENSMUSP00000119389 EAA33706
ENSMUSP00000119389 EAA31866
ENSMUSP00000028014 EAA28865
ENSMUSP00000028014 EAA33706
ENSMUSP00000028014 EAA31866
ENSMUSP00000107150 EAA28865
ENSMUSP00000107150 EAA33706
ENSMUSP00000107150 EAA31866
ENSMUSP00000144106 EAA28865
ENSMUSP00000144106 EAA33706
ENSMUSP00000144106 EAA31866
ENSMUSP00000118476 EAA28865
ENSMUSP00000118476 EAA33706
ENSMUSP00000118476 EAA31866
ENSMUSP00000105367 EAA30699
ENSMUSP00000003907 EAA30699
ENSMUSP00000031524 EAA33014
ENSMUSP00000146461 EAA33014
ENSMUSP00000113948 EAA33014
ENSMUSP00000015829 EAA33014
ENSMUSP00000028807 EAA35048
ENSMUSP00000027153 ESA44197
ENSMUSP00000042987 ESA44058
ENSMUSP00000024575 ESA44058
ENSMUSP00000121341 ESA44058
ENSMUSP00000126774 ESA44058
ENSMUSP00000134507 ESA44058
ENSMUSP00000119328 ESA44058
ENSMUSP00000003741 ESA44058
ENSMUSP00000101514 ESA44058
ENSMUSP00000033671 ESA44058
ENSMUSP00000108112 ESA44058
ENSMUSP00000154949 ESA44058
ENSMUSP00000068483 ESA44058
ENSMUSP00000155405 ESA44058
ENSMUSP00000080694 ESA44058
ENSMUSP00000109055 ESA44058
ENSMUSP00000155389 ESA44058
ENSMUSP00000155659 ESA44058
ENSMUSP00000094073 ESA44058
ENSMUSP00000155741 ESA44058
ENSMUSP00000121722 ESA44058
ENSMUSP00000036228 EAA31968
ENSMUSP00000112726 EAA31968
ENSMUSP00000113181 EAA31968
ENSMUSP00000032703 EAA31968
ENSMUSP00000034378 EAA31968
ENSMUSP00000148620 EAA31968
ENSMUSP00000143743 EAA31968
ENSMUSP00000154533 EAA31968
ENSMUSP00000143091 EAA31968
ENSMUSP00000000984 EAA31968
ENSMUSP00000001854 EAA31968
ENSMUSP00000118331 EAA31968
ENSMUSP00000022787 EAA31968
ENSMUSP00000141988 EAA31968
ENSMUSP00000029297 EAA31968
ENSMUSP00000041557 EAA31968
ENSMUSP00000027797 EAA27251
ENSMUSP00000030164 ESA43229
ENSMUSP00000002840 EAA36040
ENSMUSP00000006061 EAA34641
ENSMUSP00000113304 EAA34641
ENSMUSP00000142620 EAA34641
ENSMUSP00000143321 EAA30913
ENSMUSP00000029740 EAA30913
ENSMUSP00000039486 EAA30913
ENSMUSP00000141880 EAA32691
ENSMUSP00000141880 ESA43573
ENSMUSP00000115187 EAA32691
ENSMUSP00000115187 ESA43573
ENSMUSP00000141228 EAA32691
ENSMUSP00000141228 ESA43573
ENSMUSP00000070370 EAA32691
ENSMUSP00000070370 ESA43573
ENSMUSP00000141725 EAA32691
ENSMUSP00000141725 ESA43573
ENSMUSP00000138327 EAA32691
ENSMUSP00000138327 ESA43573
ENSMUSP00000142055 EAA32691
ENSMUSP00000142055 ESA43573
ENSMUSP00000109729 EAA32691
ENSMUSP00000109729 ESA43573
ENSMUSP00000141781 EAA32691
ENSMUSP00000141781 ESA43573
ENSMUSP00000066128 EAA32691
ENSMUSP00000066128 ESA43573
ENSMUSP00000142117 EAA35740
ENSMUSP00000125235 EAA35740
ENSMUSP00000125488 EAA35740
ENSMUSP00000125077 EAA35740
ENSMUSP00000124269 EAA35740
ENSMUSP00000124931 EAA35740
ENSMUSP00000077289 EAA35740
ENSMUSP00000124541 EAA35740
ENSMUSP00000142305 EAA35740
ENSMUSP00000079888 EAA35740
ENSMUSP00000101999 EAA26722
ENSMUSP00000101999 ESA42531
ENSMUSP00000101999 EAA32555
ENSMUSP00000126274 EAA26722
ENSMUSP00000126274 ESA42531
ENSMUSP00000126274 EAA32555
ENSMUSP00000004955 EAA26722
ENSMUSP00000004955 ESA42531
ENSMUSP00000004955 EAA32555
ENSMUSP00000133931 ESA43033
ENSMUSP00000026839 ESA43033
ENSMUSP00000133736 ESA43033
ENSMUSP00000033809 ESA43033
ENSMUSP00000141065 EAA36481
ENSMUSP00000046189 EAA36481
ENSMUSP00000074066 EAA36481
ENSMUSP00000096096 EAA36481
ENSMUSP00000074095 EAA36481
ENSMUSP00000146501 EAA36481
ENSMUSP00000051092 EAA36481
ENSMUSP00000147016 EAA36481
ENSMUSP00000146509 EAA36481
ENSMUSP00000150861 EAA36481
ENSMUSP00000146386 EAA36481
ENSMUSP00000146541 EAA36481
ENSMUSP00000146659 EAA36481
ENSMUSP00000146408 EAA36481
ENSMUSP00000128190 EAA31098
ENSMUSP00000141214 EAA31098
ENSMUSP00000142115 EAA31098
ENSMUSP00000114549 EAA31098
ENSMUSP00000121845 EAA31098
ENSMUSP00000031513 EAA31098
ENSMUSP00000147772 EAA31098
ENSMUSP00000105980 EAA31098
ENSMUSP00000105983 EAA31098
ENSMUSP00000105981 EAA31098
ENSMUSP00000131323 EAA31098
ENSMUSP00000105985 EAA31098
ENSMUSP00000138632 EAA31098
ENSMUSP00000061474 EAA31098
ENSMUSP00000119065 EAA31098
ENSMUSP00000142183 EAA31098
ENSMUSP00000141349 EAA31098
ENSMUSP00000133947 EAA27445
ENSMUSP00000028286 EAA27445
ENSMUSP00000115059 EAA27445
ENSMUSP00000134358 EAA27445
ENSMUSP00000109776 EAA27445
ENSMUSP00000048573 EAA27445
ENSMUSP00000134242 EAA27445
ENSMUSP00000133441 EAA27445
ENSMUSP00000070993 EAA35226
ENSMUSP00000070993 ESA44100
ENSMUSP00000050374 EAA35226
ENSMUSP00000050374 ESA44100
ENSMUSP00000019109 EAA35226
ENSMUSP00000019109 ESA44100
ENSMUSP00000143631 EAA35226
ENSMUSP00000143631 ESA44100
ENSMUSP00000051223 EAA35226
ENSMUSP00000051223 ESA44100
ENSMUSP00000105991 EAA35226
ENSMUSP00000105991 ESA44100
ENSMUSP00000022894 EAA35226
ENSMUSP00000022894 ESA44100
ENSMUSP00000105990 EAA35226
ENSMUSP00000105990 ESA44100
ENSMUSP00000018470 EAA35226
ENSMUSP00000018470 ESA44100
ENSMUSP00000123605 EAA35226
ENSMUSP00000123605 ESA44100
ENSMUSP00000100067 EAA35226
ENSMUSP00000100067 ESA44100
ENSMUSP00000098605 EAA27416
ENSMUSP00000098605 EAA31135
ENSMUSP00000086398 EAA27416
ENSMUSP00000086398 EAA31135
ENSMUSP00000098606 EAA27416
ENSMUSP00000098606 EAA31135
ENSMUSP00000145174 EAA27416
ENSMUSP00000145174 EAA31135
ENSMUSP00000138165 EAA27416
ENSMUSP00000138165 EAA31135
ENSMUSP00000085775 EAA27416
ENSMUSP00000085775 EAA31135
ENSMUSP00000033744 EAA27416
ENSMUSP00000033744 EAA31135
ENSMUSP00000110123 EAA27416
ENSMUSP00000110123 EAA31135
ENSMUSP00000020107 EAA27416
ENSMUSP00000020107 EAA31135
ENSMUSP00000107883 EAA27416
ENSMUSP00000107883 EAA31135
ENSMUSP00000047978 EAA27416
ENSMUSP00000047978 EAA31135
ENSMUSP00000116941 EAA27416
ENSMUSP00000116941 EAA31135
ENSMUSP00000133187 EAA27416
ENSMUSP00000133187 EAA31135
ENSMUSP00000119242 EAA27416
ENSMUSP00000119242 EAA31135
ENSMUSP00000114304 EAA28028
ENSMUSP00000114304 EAA27626
ENSMUSP00000032175 EAA28028
ENSMUSP00000032175 EAA27626
ENSMUSP00000020497 EAA28028
ENSMUSP00000020497 EAA27626
ENSMUSP00000117076 EAA28028
ENSMUSP00000117076 EAA27626
ENSMUSP00000031411 EAA28028
ENSMUSP00000031411 EAA27626
ENSMUSP00000142906 EAA28028
ENSMUSP00000142906 EAA27626
ENSMUSP00000123545 EAA28028
ENSMUSP00000123545 EAA27626
ENSMUSP00000143034 EAA28028
ENSMUSP00000143034 EAA27626
ENSMUSP00000041260 EAA28028
ENSMUSP00000041260 EAA27626
ENSMUSP00000025656 EAA28028
ENSMUSP00000025656 EAA27626
ENSMUSP00000084918 EAA28028
ENSMUSP00000084918 EAA27626
ENSMUSP00000015278 EAA28028
ENSMUSP00000015278 EAA27626
ENSMUSP00000133370 EAA28028
ENSMUSP00000133370 EAA27626
ENSMUSP00000034723 EAA28028
ENSMUSP00000034723 EAA27626
ENSMUSP00000028004 EAA30899
ENSMUSP00000038878 EAA30899
ENSMUSP00000134206 EAA33926
ENSMUSP00000134477 EAA33926
ENSMUSP00000133532 EAA33926
ENSMUSP00000154356 EAA33926
ENSMUSP00000154346 EAA33926
ENSMUSP00000154638 EAA33926
ENSMUSP00000154386 EAA33926
ENSMUSP00000154602 EAA33926
ENSMUSP00000072617 EAA33926
ENSMUSP00000155104 EAA33926
ENSMUSP00000154328 EAA33926
ENSMUSP00000151957 EAA33926
ENSMUSP00000152013 EAA33926
ENSMUSP00000154799 EAA30305
ENSMUSP00000025246 EAA31211
ENSMUSP00000133684 EAA31211
ENSMUSP00000134218 EAA31211
ENSMUSP00000134523 EAA31211
ENSMUSP00000133425 EAA31211
ENSMUSP00000134673 EAA31211
ENSMUSP00000134413 EAA31211
ENSMUSP00000020153 ESA42250
ENSMUSP00000151689 ESA42250
ENSMUSP00000130583 ESA42137
ENSMUSP00000078940 ESA42137
ENSMUSP00000109523 ESA42137
ENSMUSP00000139286 ESA42137
ENSMUSP00000042457 EAA35632
ENSMUSP00000116821 EAA35632
ENSMUSP00000120438 EAA35632
ENSMUSP00000054556 EAA35632
ENSMUSP00000125112 EAA30978
ENSMUSP00000125404 EAA30978
ENSMUSP00000052136 EAA30978
ENSMUSP00000060457 EAA30978
ENSMUSP00000033739 EAA30978
ENSMUSP00000029071 EAA30978
ENSMUSP00000141876 EAA30978
ENSMUSP00000029078 EAA30978
ENSMUSP00000029076 EAA30978
ENSMUSP00000137926 EAA30978
ENSMUSP00000091925 EAA30978
ENSMUSP00000120495 EAA30978
ENSMUSP00000063511 EAA30978
ENSMUSP00000142946 EAA32372
ENSMUSP00000142946 EAA34615
ENSMUSP00000142706 EAA32372
ENSMUSP00000142706 EAA34615
ENSMUSP00000029368 EAA32372
ENSMUSP00000029368 EAA34615
ENSMUSP00000143447 EAA32372
ENSMUSP00000143447 EAA34615
ENSMUSP00000142692 EAA32372
ENSMUSP00000142692 EAA34615
ENSMUSP00000071989 EAA32372
ENSMUSP00000071989 EAA34615
ENSMUSP00000133962 EAA32372
ENSMUSP00000133962 EAA34615
ENSMUSP00000088841 EAA32372
ENSMUSP00000088841 EAA34615
ENSMUSP00000034742 EAA32372
ENSMUSP00000034742 EAA34615
ENSMUSP00000152282 EAA31896
ENSMUSP00000082053 EAA31896
ENSMUSP00000152865 EAA31896
ENSMUSP00000105458 EAA31896
ENSMUSP00000002839 EAA31896
ENSMUSP00000156500 EAA31896
ENSMUSP00000144268 EAA31896
ENSMUSP00000025695 EAA31896
ENSMUSP00000070726 EAA31896
ENSMUSP00000021447 EAA31896
ENSMUSP00000151427 EAA31896
ENSMUSP00000143146 EAA26918
ENSMUSP00000083474 EAA26918
ENSMUSP00000099587 EAA26918
ENSMUSP00000143509 EAA26918
ENSMUSP00000142415 EAA26918
ENSMUSP00000039109 EAA26918
ENSMUSP00000137997 EAA26918
ENSMUSP00000144047 EAA26918
ENSMUSP00000015100 EAA26918
ENSMUSP00000116546 EAA27368
ENSMUSP00000116262 EAA27368
ENSMUSP00000061731 EAA27368
ENSMUSP00000074294 EAA27368
ENSMUSP00000123393 EAA27368
ENSMUSP00000105930 EAA28009
ENSMUSP00000105930 EAA28099
ENSMUSP00000105931 EAA28009
ENSMUSP00000105931 EAA28099
ENSMUSP00000004430 EAA28009
ENSMUSP00000004430 EAA28099
ENSMUSP00000058648 EAA28009
ENSMUSP00000058648 EAA28099
ENSMUSP00000091202 EAA28009
ENSMUSP00000091202 EAA28099
ENSMUSP00000148174 EAA28009
ENSMUSP00000148174 EAA28099
ENSMUSP00000000619 EAA28009
ENSMUSP00000000619 EAA28099
ENSMUSP00000147562 EAA28009
ENSMUSP00000147562 EAA28099
ENSMUSP00000122555 EAA28009
ENSMUSP00000122555 EAA28099
ENSMUSP00000147627 EAA28009
ENSMUSP00000147627 EAA28099
ENSMUSP00000111412 EAA28009
ENSMUSP00000111412 EAA28099
ENSMUSP00000004428 EAA28009
ENSMUSP00000004428 EAA28099
ENSMUSP00000101336 ESA42823
ENSMUSP00000121751 ESA42823
ENSMUSP00000124194 ESA42823
ENSMUSP00000035964 ESA42823
ENSMUSP00000124527 ESA42823
ENSMUSP00000072074 EAA27940
ENSMUSP00000123017 EAA27940
ENSMUSP00000115118 EAA27940
ENSMUSP00000115115 EAA27940
ENSMUSP00000118852 EAA27940
ENSMUSP00000117851 EAA27940
ENSMUSP00000122616 EAA27940
ENSMUSP00000121774 EAA27940
ENSMUSP00000118825 EAA27940
ENSMUSP00000121312 EAA27940
ENSMUSP00000006508 EAA27940
ENSMUSP00000149938 EAA27468
ENSMUSP00000076155 EAA27468
ENSMUSP00000150492 EAA27468
ENSMUSP00000119725 EAA27468
ENSMUSP00000121942 EAA27468
ENSMUSP00000135492 EAA27468
ENSMUSP00000024206 EAA27468
ENSMUSP00000030940 EAA27468
ENSMUSP00000101241 EAA27468
ENSMUSP00000130123 EAA27468
ENSMUSP00000135091 EAA27468
ENSMUSP00000121127 EAA27468
ENSMUSP00000103869 EAA27468
ENSMUSP00000128038 EAA27468
ENSMUSP00000106652 EAA27468
ENSMUSP00000106649 EAA27468
ENSMUSP00000126823 EAA27468
ENSMUSP00000132908 EAA27468
ENSMUSP00000106656 EAA27468
ENSMUSP00000031726 EAA27468
ENSMUSP00000129353 EAA27468
