ENSMUSP00000048802 YGL171W_mRNA
ENSMUSP00000034453 YFL039C_mRNA
ENSMUSP00000087736 YFL039C_mRNA
ENSMUSP00000074658 YFL039C_mRNA
ENSMUSP00000113552 YFL039C_mRNA
ENSMUSP00000122402 YGR281W_mRNA
ENSMUSP00000079014 YGR281W_mRNA
ENSMUSP00000078158 YGR281W_mRNA
ENSMUSP00000111209 YGR281W_mRNA
ENSMUSP00000042186 YGR281W_mRNA
ENSMUSP00000129677 YGR281W_mRNA
ENSMUSP00000026208 YLL015W_mRNA
ENSMUSP00000026208 YDR135C_mRNA
ENSMUSP00000021231 YLL015W_mRNA
ENSMUSP00000021231 YDR135C_mRNA
ENSMUSP00000136343 YLL015W_mRNA
ENSMUSP00000136343 YDR135C_mRNA
ENSMUSP00000002850 YLL015W_mRNA
ENSMUSP00000002850 YDR135C_mRNA
ENSMUSP00000097743 YLL015W_mRNA
ENSMUSP00000097743 YDR135C_mRNA
ENSMUSP00000132561 YLL048C_mRNA
ENSMUSP00000132561 YHL035C_mRNA
ENSMUSP00000038041 YLL048C_mRNA
ENSMUSP00000038041 YHL035C_mRNA
ENSMUSP00000131843 YLL048C_mRNA
ENSMUSP00000131843 YHL035C_mRNA
ENSMUSP00000092895 YLL048C_mRNA
ENSMUSP00000092895 YHL035C_mRNA
ENSMUSP00000026455 YLL053C_mRNA
ENSMUSP00000026455 YPR192W_mRNA
ENSMUSP00000026455 YLL052C_mRNA
ENSMUSP00000155212 YLL053C_mRNA
ENSMUSP00000155212 YPR192W_mRNA
ENSMUSP00000155212 YLL052C_mRNA
ENSMUSP00000127611 YLL053C_mRNA
ENSMUSP00000127611 YPR192W_mRNA
ENSMUSP00000127611 YLL052C_mRNA
ENSMUSP00000085530 YLL053C_mRNA
ENSMUSP00000085530 YPR192W_mRNA
ENSMUSP00000085530 YLL052C_mRNA
ENSMUSP00000154934 YLL053C_mRNA
ENSMUSP00000154934 YPR192W_mRNA
ENSMUSP00000154934 YLL052C_mRNA
ENSMUSP00000023754 YLL053C_mRNA
ENSMUSP00000023754 YPR192W_mRNA
ENSMUSP00000023754 YLL052C_mRNA
ENSMUSP00000155623 YLL053C_mRNA
ENSMUSP00000155623 YPR192W_mRNA
ENSMUSP00000155623 YLL052C_mRNA
ENSMUSP00000023752 YLL053C_mRNA
ENSMUSP00000023752 YPR192W_mRNA
ENSMUSP00000023752 YLL052C_mRNA
ENSMUSP00000157337 YLL053C_mRNA
ENSMUSP00000157337 YPR192W_mRNA
ENSMUSP00000157337 YLL052C_mRNA
ENSMUSP00000157324 YLL053C_mRNA
ENSMUSP00000157324 YPR192W_mRNA
ENSMUSP00000157324 YLL052C_mRNA
ENSMUSP00000157060 YLL053C_mRNA
ENSMUSP00000157060 YPR192W_mRNA
ENSMUSP00000157060 YLL052C_mRNA
ENSMUSP00000157152 YLL053C_mRNA
ENSMUSP00000157152 YPR192W_mRNA
ENSMUSP00000157152 YLL052C_mRNA
ENSMUSP00000157000 YLL053C_mRNA
ENSMUSP00000157000 YPR192W_mRNA
ENSMUSP00000157000 YLL052C_mRNA
ENSMUSP00000157347 YLL053C_mRNA
ENSMUSP00000157347 YPR192W_mRNA
ENSMUSP00000157347 YLL052C_mRNA
ENSMUSP00000157239 YLL053C_mRNA
ENSMUSP00000157239 YPR192W_mRNA
ENSMUSP00000157239 YLL052C_mRNA
ENSMUSP00000078088 YLL053C_mRNA
ENSMUSP00000078088 YPR192W_mRNA
ENSMUSP00000078088 YLL052C_mRNA
ENSMUSP00000004774 YLL053C_mRNA
ENSMUSP00000004774 YPR192W_mRNA
ENSMUSP00000004774 YLL052C_mRNA
ENSMUSP00000006911 YPR161C_mRNA
ENSMUSP00000122973 YPR161C_mRNA
ENSMUSP00000117234 YPR161C_mRNA
ENSMUSP00000037925 YPR161C_mRNA
ENSMUSP00000126024 YPR161C_mRNA
ENSMUSP00000045527 YPR161C_mRNA
ENSMUSP00000148435 YPR161C_mRNA
ENSMUSP00000101225 YPR161C_mRNA
ENSMUSP00000070527 YPR161C_mRNA
ENSMUSP00000101223 YPR161C_mRNA
ENSMUSP00000021939 YPR161C_mRNA
ENSMUSP00000152606 YPR161C_mRNA
ENSMUSP00000140034 YPR161C_mRNA
ENSMUSP00000030814 YPL031C_mRNA
ENSMUSP00000150873 YPL031C_mRNA
ENSMUSP00000033380 YPL031C_mRNA
ENSMUSP00000111021 YPL031C_mRNA
ENSMUSP00000027697 YPL031C_mRNA
ENSMUSP00000107981 YPL031C_mRNA
ENSMUSP00000026416 YBR160W_mRNA
ENSMUSP00000026415 YBR160W_mRNA
ENSMUSP00000134251 YBR160W_mRNA
ENSMUSP00000143286 YBR182C_mRNA
ENSMUSP00000132547 YBR182C_mRNA
ENSMUSP00000005722 YBR182C_mRNA
ENSMUSP00000138826 YBR182C_mRNA
ENSMUSP00000143401 YBR182C_mRNA
ENSMUSP00000143212 YBR182C_mRNA
ENSMUSP00000142456 YBR182C_mRNA
ENSMUSP00000143338 YBR182C_mRNA
ENSMUSP00000143187 YBR182C_mRNA
ENSMUSP00000142884 YBR182C_mRNA
ENSMUSP00000143611 YBR182C_mRNA
ENSMUSP00000143598 YBR182C_mRNA
ENSMUSP00000143339 YBR182C_mRNA
ENSMUSP00000113638 YBR182C_mRNA
ENSMUSP00000032776 YBR182C_mRNA
ENSMUSP00000075664 YBR182C_mRNA
ENSMUSP00000116144 YBR182C_mRNA
ENSMUSP00000138645 YBR182C_mRNA
ENSMUSP00000047865 YKR086W_mRNA
ENSMUSP00000031061 YGL120C_mRNA
ENSMUSP00000143069 YGL120C_mRNA
ENSMUSP00000143658 YGL120C_mRNA
ENSMUSP00000143381 YGL120C_mRNA
ENSMUSP00000101745 YGL120C_mRNA
ENSMUSP00000066067 YGL120C_mRNA
ENSMUSP00000033290 YGL120C_mRNA
ENSMUSP00000119430 YER013W_mRNA
ENSMUSP00000037251 YER013W_mRNA
ENSMUSP00000133888 YNR011C_mRNA
ENSMUSP00000025292 YNR011C_mRNA
ENSMUSP00000152741 YDL124W_mRNA
ENSMUSP00000030455 YBR149W_mRNA
ENSMUSP00000030455 YOR120W_mRNA
ENSMUSP00000030455 YDR368W_mRNA
ENSMUSP00000030455 YHR104W_mRNA
ENSMUSP00000048830 YBR149W_mRNA
ENSMUSP00000048830 YOR120W_mRNA
ENSMUSP00000048830 YDR368W_mRNA
ENSMUSP00000048830 YHR104W_mRNA
ENSMUSP00000112666 YBR149W_mRNA
ENSMUSP00000112666 YOR120W_mRNA
ENSMUSP00000112666 YDR368W_mRNA
ENSMUSP00000112666 YHR104W_mRNA
ENSMUSP00000080074 YBR149W_mRNA
ENSMUSP00000080074 YOR120W_mRNA
ENSMUSP00000080074 YDR368W_mRNA
ENSMUSP00000080074 YHR104W_mRNA
ENSMUSP00000021632 YBR149W_mRNA
ENSMUSP00000021632 YOR120W_mRNA
ENSMUSP00000021632 YDR368W_mRNA
ENSMUSP00000021632 YHR104W_mRNA
ENSMUSP00000021634 YBR149W_mRNA
ENSMUSP00000021634 YOR120W_mRNA
ENSMUSP00000021634 YDR368W_mRNA
ENSMUSP00000021634 YHR104W_mRNA
ENSMUSP00000045394 YBR149W_mRNA
ENSMUSP00000045394 YOR120W_mRNA
ENSMUSP00000045394 YDR368W_mRNA
ENSMUSP00000045394 YHR104W_mRNA
ENSMUSP00000112664 YBR149W_mRNA
ENSMUSP00000112664 YOR120W_mRNA
ENSMUSP00000112664 YDR368W_mRNA
ENSMUSP00000112664 YHR104W_mRNA
ENSMUSP00000152648 YBR149W_mRNA
ENSMUSP00000152648 YOR120W_mRNA
ENSMUSP00000152648 YDR368W_mRNA
ENSMUSP00000152648 YHR104W_mRNA
ENSMUSP00000077363 YBR149W_mRNA
ENSMUSP00000077363 YOR120W_mRNA
ENSMUSP00000077363 YDR368W_mRNA
ENSMUSP00000077363 YHR104W_mRNA
ENSMUSP00000079232 YBR149W_mRNA
ENSMUSP00000079232 YOR120W_mRNA
ENSMUSP00000079232 YDR368W_mRNA
ENSMUSP00000079232 YHR104W_mRNA
ENSMUSP00000021630 YBR149W_mRNA
ENSMUSP00000021630 YOR120W_mRNA
ENSMUSP00000021630 YDR368W_mRNA
ENSMUSP00000021630 YHR104W_mRNA
ENSMUSP00000152778 YBR149W_mRNA
ENSMUSP00000152778 YOR120W_mRNA
ENSMUSP00000152778 YDR368W_mRNA
ENSMUSP00000152778 YHR104W_mRNA
ENSMUSP00000021628 YBR149W_mRNA
ENSMUSP00000021628 YOR120W_mRNA
ENSMUSP00000021628 YDR368W_mRNA
ENSMUSP00000021628 YHR104W_mRNA
ENSMUSP00000106332 YBR149W_mRNA
ENSMUSP00000106332 YOR120W_mRNA
ENSMUSP00000106332 YDR368W_mRNA
ENSMUSP00000106332 YHR104W_mRNA
ENSMUSP00000021635 YBR149W_mRNA
ENSMUSP00000021635 YOR120W_mRNA
ENSMUSP00000021635 YDR368W_mRNA
ENSMUSP00000021635 YHR104W_mRNA
ENSMUSP00000063309 YBR149W_mRNA
ENSMUSP00000063309 YOR120W_mRNA
ENSMUSP00000063309 YDR368W_mRNA
ENSMUSP00000063309 YHR104W_mRNA
ENSMUSP00000124333 YBR149W_mRNA
ENSMUSP00000124333 YOR120W_mRNA
ENSMUSP00000124333 YDR368W_mRNA
ENSMUSP00000124333 YHR104W_mRNA
ENSMUSP00000040244 YBR149W_mRNA
ENSMUSP00000040244 YOR120W_mRNA
ENSMUSP00000040244 YDR368W_mRNA
ENSMUSP00000040244 YHR104W_mRNA
ENSMUSP00000007449 YBR149W_mRNA
ENSMUSP00000007449 YOR120W_mRNA
ENSMUSP00000007449 YDR368W_mRNA
ENSMUSP00000007449 YHR104W_mRNA
ENSMUSP00000110703 YBR149W_mRNA
ENSMUSP00000110703 YOR120W_mRNA
ENSMUSP00000110703 YDR368W_mRNA
ENSMUSP00000110703 YHR104W_mRNA
ENSMUSP00000039114 YBR149W_mRNA
ENSMUSP00000039114 YOR120W_mRNA
ENSMUSP00000039114 YDR368W_mRNA
ENSMUSP00000039114 YHR104W_mRNA
ENSMUSP00000100045 YBR149W_mRNA
ENSMUSP00000100045 YOR120W_mRNA
ENSMUSP00000100045 YDR368W_mRNA
ENSMUSP00000100045 YHR104W_mRNA
ENSMUSP00000106319 YBR149W_mRNA
ENSMUSP00000106319 YOR120W_mRNA
ENSMUSP00000106319 YDR368W_mRNA
ENSMUSP00000106319 YHR104W_mRNA
ENSMUSP00000089459 YBR149W_mRNA
ENSMUSP00000089459 YOR120W_mRNA
ENSMUSP00000089459 YDR368W_mRNA
ENSMUSP00000089459 YHR104W_mRNA
ENSMUSP00000043190 YER020W_mRNA
ENSMUSP00000025541 YER020W_mRNA
ENSMUSP00000025602 YER020W_mRNA
ENSMUSP00000000001 YHR005C_mRNA
ENSMUSP00000074259 YHR005C_mRNA
ENSMUSP00000142326 YHR005C_mRNA
ENSMUSP00000057543 YHR005C_mRNA
ENSMUSP00000036087 YHR005C_mRNA
ENSMUSP00000124639 YHR005C_mRNA
ENSMUSP00000034198 YHR005C_mRNA
ENSMUSP00000114144 YHR005C_mRNA
ENSMUSP00000148550 YHR005C_mRNA
ENSMUSP00000119220 YHR005C_mRNA
ENSMUSP00000038841 YGR152C_mRNA
ENSMUSP00000056433 YGR152C_mRNA
ENSMUSP00000058391 YGR152C_mRNA
ENSMUSP00000142634 YGR152C_mRNA
ENSMUSP00000066238 YGR152C_mRNA
ENSMUSP00000088174 YGR152C_mRNA
ENSMUSP00000107339 YOR101W_mRNA
ENSMUSP00000032399 YOR101W_mRNA
ENSMUSP00000095570 YOR101W_mRNA
ENSMUSP00000026572 YOR101W_mRNA
ENSMUSP00000142603 YOR101W_mRNA
ENSMUSP00000143644 YOR101W_mRNA
ENSMUSP00000029445 YOR101W_mRNA
ENSMUSP00000142438 YOR101W_mRNA
ENSMUSP00000143391 YOR101W_mRNA
ENSMUSP00000138189 YOR101W_mRNA
ENSMUSP00000143620 YOR101W_mRNA
ENSMUSP00000147731 YOR101W_mRNA
ENSMUSP00000132110 YOR101W_mRNA
ENSMUSP00000035045 YOR101W_mRNA
ENSMUSP00000112407 YOR101W_mRNA
ENSMUSP00000113275 YOR101W_mRNA
ENSMUSP00000147655 YOR101W_mRNA
ENSMUSP00000156387 YLR113W_mRNA
ENSMUSP00000086207 YLR113W_mRNA
ENSMUSP00000004990 YLR113W_mRNA
ENSMUSP00000110402 YLR113W_mRNA
ENSMUSP00000110400 YLR113W_mRNA
ENSMUSP00000061958 YLR113W_mRNA
ENSMUSP00000116914 YLR113W_mRNA
ENSMUSP00000110406 YLR113W_mRNA
ENSMUSP00000156692 YLR113W_mRNA
ENSMUSP00000086204 YLR113W_mRNA
ENSMUSP00000088880 YBL016W_mRNA
ENSMUSP00000088880 YGR040W_mRNA
ENSMUSP00000156154 YBL016W_mRNA
ENSMUSP00000156154 YGR040W_mRNA
ENSMUSP00000065983 YBL016W_mRNA
ENSMUSP00000065983 YGR040W_mRNA
ENSMUSP00000111396 YBL016W_mRNA
ENSMUSP00000111396 YGR040W_mRNA
ENSMUSP00000146161 YBL016W_mRNA
ENSMUSP00000146161 YGR040W_mRNA
ENSMUSP00000051619 YBL016W_mRNA
ENSMUSP00000051619 YGR040W_mRNA
ENSMUSP00000101969 YBL016W_mRNA
ENSMUSP00000101969 YGR040W_mRNA
ENSMUSP00000146179 YBL016W_mRNA
ENSMUSP00000146179 YGR040W_mRNA
ENSMUSP00000104354 YHR030C_mRNA
ENSMUSP00000078087 YHR030C_mRNA
ENSMUSP00000116084 YHR030C_mRNA
ENSMUSP00000154893 YHR030C_mRNA
ENSMUSP00000087098 YHR030C_mRNA
ENSMUSP00000142992 YIL107C_mRNA
ENSMUSP00000142992 YJL155C_mRNA
ENSMUSP00000142378 YIL107C_mRNA
ENSMUSP00000142378 YJL155C_mRNA
ENSMUSP00000057197 YIL107C_mRNA
ENSMUSP00000057197 YJL155C_mRNA
ENSMUSP00000108333 YIL107C_mRNA
ENSMUSP00000108333 YJL155C_mRNA
ENSMUSP00000079692 YIL107C_mRNA
ENSMUSP00000079692 YJL155C_mRNA
ENSMUSP00000140355 YIL107C_mRNA
ENSMUSP00000140355 YJL155C_mRNA
ENSMUSP00000129747 YIL107C_mRNA
ENSMUSP00000129747 YJL155C_mRNA
ENSMUSP00000133073 YIL107C_mRNA
ENSMUSP00000133073 YJL155C_mRNA
ENSMUSP00000140984 YIL107C_mRNA
ENSMUSP00000140984 YJL155C_mRNA
ENSMUSP00000140786 YIL107C_mRNA
ENSMUSP00000140786 YJL155C_mRNA
ENSMUSP00000140551 YIL107C_mRNA
ENSMUSP00000140551 YJL155C_mRNA
ENSMUSP00000066426 YIL107C_mRNA
ENSMUSP00000066426 YJL155C_mRNA
ENSMUSP00000127587 YIL107C_mRNA
ENSMUSP00000127587 YJL155C_mRNA
ENSMUSP00000140698 YIL107C_mRNA
ENSMUSP00000140698 YJL155C_mRNA
ENSMUSP00000140612 YIL107C_mRNA
ENSMUSP00000140612 YJL155C_mRNA
ENSMUSP00000110495 YIL107C_mRNA
ENSMUSP00000110495 YJL155C_mRNA
ENSMUSP00000050926 YIL107C_mRNA
ENSMUSP00000050926 YJL155C_mRNA
ENSMUSP00000097979 YIL107C_mRNA
ENSMUSP00000097979 YJL155C_mRNA
ENSMUSP00000110494 YIL107C_mRNA
ENSMUSP00000110494 YJL155C_mRNA
ENSMUSP00000028114 YIL107C_mRNA
ENSMUSP00000028114 YJL155C_mRNA
ENSMUSP00000110493 YIL107C_mRNA
ENSMUSP00000110493 YJL155C_mRNA
ENSMUSP00000126305 YIL107C_mRNA
ENSMUSP00000126305 YJL155C_mRNA
ENSMUSP00000129122 YIL107C_mRNA
ENSMUSP00000129122 YJL155C_mRNA
ENSMUSP00000142079 YIL107C_mRNA
ENSMUSP00000142079 YJL155C_mRNA
ENSMUSP00000137130 YIL107C_mRNA
ENSMUSP00000137130 YJL155C_mRNA
ENSMUSP00000142296 YIL107C_mRNA
ENSMUSP00000142296 YJL155C_mRNA
ENSMUSP00000141445 YIL107C_mRNA
ENSMUSP00000141445 YJL155C_mRNA
ENSMUSP00000138893 YIL107C_mRNA
ENSMUSP00000138893 YJL155C_mRNA
ENSMUSP00000149560 YBL032W_mRNA
ENSMUSP00000024260 YBR233W_mRNA
ENSMUSP00000140629 YBR233W_mRNA
ENSMUSP00000101051 YBR233W_mRNA
ENSMUSP00000001148 YBR233W_mRNA
ENSMUSP00000129465 YBR233W_mRNA
ENSMUSP00000090048 YBR233W_mRNA
ENSMUSP00000104466 YBR233W_mRNA
ENSMUSP00000155430 YBR233W_mRNA
ENSMUSP00000155431 YBR233W_mRNA
ENSMUSP00000155038 YBR233W_mRNA
ENSMUSP00000076294 YBR233W_mRNA
ENSMUSP00000077509 YBR233W_mRNA
ENSMUSP00000155789 YBR233W_mRNA
ENSMUSP00000054863 YBR233W_mRNA
ENSMUSP00000155440 YBR233W_mRNA
ENSMUSP00000155016 YBR233W_mRNA
ENSMUSP00000155569 YBR233W_mRNA
ENSMUSP00000155548 YBR233W_mRNA
ENSMUSP00000155730 YBR233W_mRNA
ENSMUSP00000155825 YBR233W_mRNA
ENSMUSP00000155631 YBR233W_mRNA
ENSMUSP00000155096 YBR233W_mRNA
ENSMUSP00000155051 YBR233W_mRNA
ENSMUSP00000155784 YBR233W_mRNA
ENSMUSP00000155292 YBR233W_mRNA
ENSMUSP00000155219 YBR233W_mRNA
ENSMUSP00000155638 YBR233W_mRNA
ENSMUSP00000155654 YBR233W_mRNA
ENSMUSP00000155072 YBR233W_mRNA
ENSMUSP00000100546 YNL030W_mRNA
ENSMUSP00000100546 YBR009C_mRNA
ENSMUSP00000100029 YNL030W_mRNA
ENSMUSP00000100029 YBR009C_mRNA
ENSMUSP00000085006 YNL030W_mRNA
ENSMUSP00000085006 YBR009C_mRNA
ENSMUSP00000100042 YNL030W_mRNA
ENSMUSP00000100042 YBR009C_mRNA
ENSMUSP00000100036 YNL030W_mRNA
ENSMUSP00000100036 YBR009C_mRNA
ENSMUSP00000100037 YNL030W_mRNA
ENSMUSP00000100037 YBR009C_mRNA
ENSMUSP00000129930 YNL030W_mRNA
ENSMUSP00000129930 YBR009C_mRNA
ENSMUSP00000100048 YNL030W_mRNA
ENSMUSP00000100048 YBR009C_mRNA
ENSMUSP00000100033 YNL030W_mRNA
ENSMUSP00000100033 YBR009C_mRNA
ENSMUSP00000100030 YNL030W_mRNA
ENSMUSP00000100030 YBR009C_mRNA
ENSMUSP00000100044 YNL030W_mRNA
ENSMUSP00000100044 YBR009C_mRNA
ENSMUSP00000100032 YNL030W_mRNA
ENSMUSP00000100032 YBR009C_mRNA
ENSMUSP00000136357 YNL030W_mRNA
ENSMUSP00000136357 YBR009C_mRNA
ENSMUSP00000051432 YDR225W_mRNA
ENSMUSP00000051432 YBL003C_mRNA
ENSMUSP00000072989 YDR225W_mRNA
ENSMUSP00000072989 YBL003C_mRNA
ENSMUSP00000089345 YDR225W_mRNA
ENSMUSP00000089345 YBL003C_mRNA
ENSMUSP00000100034 YDR225W_mRNA
ENSMUSP00000100034 YBL003C_mRNA
ENSMUSP00000127684 YDR225W_mRNA
ENSMUSP00000127684 YBL003C_mRNA
ENSMUSP00000077477 YDR225W_mRNA
ENSMUSP00000077477 YBL003C_mRNA
ENSMUSP00000089339 YDR225W_mRNA
ENSMUSP00000089339 YBL003C_mRNA
ENSMUSP00000089335 YDR225W_mRNA
ENSMUSP00000089335 YBL003C_mRNA
ENSMUSP00000088281 YDR225W_mRNA
ENSMUSP00000088281 YBL003C_mRNA
ENSMUSP00000080088 YDR225W_mRNA
ENSMUSP00000080088 YBL003C_mRNA
ENSMUSP00000088285 YDR225W_mRNA
ENSMUSP00000088285 YBL003C_mRNA
ENSMUSP00000074310 YDR225W_mRNA
ENSMUSP00000074310 YBL003C_mRNA
ENSMUSP00000089336 YDR225W_mRNA
ENSMUSP00000089336 YBL003C_mRNA
ENSMUSP00000104445 YDR225W_mRNA
ENSMUSP00000104445 YBL003C_mRNA
ENSMUSP00000100581 YDR225W_mRNA
ENSMUSP00000100581 YBL003C_mRNA
ENSMUSP00000077814 YDR225W_mRNA
ENSMUSP00000077814 YBL003C_mRNA
ENSMUSP00000072858 YDR225W_mRNA
ENSMUSP00000072858 YBL003C_mRNA
ENSMUSP00000088288 YDR225W_mRNA
ENSMUSP00000088288 YBL003C_mRNA
ENSMUSP00000072227 YDR225W_mRNA
ENSMUSP00000072227 YBL003C_mRNA
ENSMUSP00000144974 YDR225W_mRNA
ENSMUSP00000144974 YBL003C_mRNA
ENSMUSP00000074142 YDR225W_mRNA
ENSMUSP00000074142 YBL003C_mRNA
ENSMUSP00000157186 YKL157W_mRNA
ENSMUSP00000157186 YHR047C_mRNA
ENSMUSP00000025358 YKL157W_mRNA
ENSMUSP00000025358 YHR047C_mRNA
ENSMUSP00000057449 YKL157W_mRNA
ENSMUSP00000057449 YHR047C_mRNA
ENSMUSP00000036998 YKL157W_mRNA
ENSMUSP00000036998 YHR047C_mRNA
ENSMUSP00000152076 YKL157W_mRNA
ENSMUSP00000152076 YHR047C_mRNA
ENSMUSP00000133166 YKL157W_mRNA
ENSMUSP00000133166 YHR047C_mRNA
ENSMUSP00000152705 YKL157W_mRNA
ENSMUSP00000152705 YHR047C_mRNA
ENSMUSP00000128872 YKL157W_mRNA
ENSMUSP00000128872 YHR047C_mRNA
ENSMUSP00000029658 YKL157W_mRNA
ENSMUSP00000029658 YHR047C_mRNA
ENSMUSP00000128169 YKL157W_mRNA
ENSMUSP00000128169 YHR047C_mRNA
ENSMUSP00000001480 YKL157W_mRNA
ENSMUSP00000001480 YHR047C_mRNA
ENSMUSP00000130445 YKL157W_mRNA
ENSMUSP00000130445 YHR047C_mRNA
ENSMUSP00000127127 YKL157W_mRNA
ENSMUSP00000127127 YHR047C_mRNA
ENSMUSP00000127801 YKL157W_mRNA
ENSMUSP00000127801 YHR047C_mRNA
ENSMUSP00000129361 YKL157W_mRNA
ENSMUSP00000129361 YHR047C_mRNA
ENSMUSP00000124586 YAL041W_mRNA
ENSMUSP00000123928 YAL041W_mRNA
ENSMUSP00000022566 YAL041W_mRNA
ENSMUSP00000123888 YAL041W_mRNA
ENSMUSP00000124467 YAL041W_mRNA
ENSMUSP00000124207 YAL041W_mRNA
ENSMUSP00000035980 YAL041W_mRNA
ENSMUSP00000124906 YAL041W_mRNA
ENSMUSP00000124213 YAL041W_mRNA
ENSMUSP00000109514 YAL041W_mRNA
ENSMUSP00000109515 YAL041W_mRNA
ENSMUSP00000109510 YAL041W_mRNA
ENSMUSP00000109516 YAL041W_mRNA
ENSMUSP00000142905 YAL041W_mRNA
ENSMUSP00000142911 YAL041W_mRNA
ENSMUSP00000138258 YAL041W_mRNA
ENSMUSP00000138461 YAL041W_mRNA
ENSMUSP00000142615 YAL041W_mRNA
ENSMUSP00000109508 YAL041W_mRNA
ENSMUSP00000138668 YAL041W_mRNA
ENSMUSP00000143779 YAL041W_mRNA
ENSMUSP00000143086 YAL041W_mRNA
ENSMUSP00000109505 YAL041W_mRNA
ENSMUSP00000142769 YAL041W_mRNA
ENSMUSP00000109517 YAL041W_mRNA
ENSMUSP00000138243 YAL041W_mRNA
ENSMUSP00000028997 YPL209C_mRNA
ENSMUSP00000104768 YPL209C_mRNA
ENSMUSP00000104767 YPL209C_mRNA
ENSMUSP00000104306 YPL209C_mRNA
ENSMUSP00000021277 YPL209C_mRNA
ENSMUSP00000147055 YPL209C_mRNA
ENSMUSP00000083426 YPL209C_mRNA
ENSMUSP00000146450 YPL209C_mRNA
ENSMUSP00000147207 YPL209C_mRNA
ENSMUSP00000138431 YLR399C_mRNA
ENSMUSP00000138431 YDL070W_mRNA
ENSMUSP00000134608 YLR399C_mRNA
ENSMUSP00000134608 YDL070W_mRNA
ENSMUSP00000092990 YLR399C_mRNA
ENSMUSP00000092990 YDL070W_mRNA
ENSMUSP00000109880 YLR399C_mRNA
ENSMUSP00000109880 YDL070W_mRNA
ENSMUSP00000117359 YLR399C_mRNA
ENSMUSP00000117359 YDL070W_mRNA
ENSMUSP00000025193 YLR399C_mRNA
ENSMUSP00000025193 YDL070W_mRNA
ENSMUSP00000113070 YLR399C_mRNA
ENSMUSP00000113070 YDL070W_mRNA
ENSMUSP00000003726 YLR399C_mRNA
ENSMUSP00000003726 YDL070W_mRNA
ENSMUSP00000112474 YLR399C_mRNA
ENSMUSP00000112474 YDL070W_mRNA
ENSMUSP00000115163 YLR399C_mRNA
ENSMUSP00000115163 YDL070W_mRNA
ENSMUSP00000115277 YLR399C_mRNA
ENSMUSP00000115277 YDL070W_mRNA
ENSMUSP00000031215 YLR399C_mRNA
ENSMUSP00000031215 YDL070W_mRNA
ENSMUSP00000108297 YLR399C_mRNA
ENSMUSP00000108297 YDL070W_mRNA
ENSMUSP00000106514 YIL033C_mRNA
ENSMUSP00000056500 YIL033C_mRNA
ENSMUSP00000102288 YIL033C_mRNA
ENSMUSP00000123286 YIL033C_mRNA
ENSMUSP00000121093 YIL033C_mRNA
ENSMUSP00000106515 YIL033C_mRNA
ENSMUSP00000026973 YIL033C_mRNA
ENSMUSP00000148005 YBR083W_mRNA
ENSMUSP00000147746 YBR083W_mRNA
ENSMUSP00000147727 YBR083W_mRNA
ENSMUSP00000147321 YBR083W_mRNA
ENSMUSP00000103430 YBR083W_mRNA
ENSMUSP00000033060 YBR083W_mRNA
ENSMUSP00000103431 YBR083W_mRNA
ENSMUSP00000148183 YBR083W_mRNA
ENSMUSP00000130564 YBR083W_mRNA
ENSMUSP00000152030 YBR083W_mRNA
ENSMUSP00000110447 YBR083W_mRNA
ENSMUSP00000118582 YBR083W_mRNA
ENSMUSP00000115443 YBR083W_mRNA
ENSMUSP00000128439 YBR083W_mRNA
ENSMUSP00000081755 YBR083W_mRNA
ENSMUSP00000130459 YBR083W_mRNA
ENSMUSP00000102249 YBR083W_mRNA
ENSMUSP00000131221 YBR083W_mRNA
ENSMUSP00000060671 YBR083W_mRNA
ENSMUSP00000127574 YBR083W_mRNA
ENSMUSP00000129798 YBR083W_mRNA
ENSMUSP00000133025 YBR083W_mRNA
ENSMUSP00000006311 YBR083W_mRNA
ENSMUSP00000118083 YBR083W_mRNA
ENSMUSP00000107784 YBR083W_mRNA
ENSMUSP00000147288 YBR083W_mRNA
ENSMUSP00000000199 YDR373W_mRNA
ENSMUSP00000018544 YLR314C_mRNA
ENSMUSP00000103594 YLR314C_mRNA
ENSMUSP00000103596 YLR314C_mRNA
ENSMUSP00000060127 YLR314C_mRNA
ENSMUSP00000112960 YLR314C_mRNA
ENSMUSP00000156088 YLR314C_mRNA
ENSMUSP00000156265 YLR314C_mRNA
ENSMUSP00000094750 YLR314C_mRNA
ENSMUSP00000156292 YLR314C_mRNA
ENSMUSP00000101920 YLR314C_mRNA
ENSMUSP00000101921 YLR314C_mRNA
ENSMUSP00000146307 YLR314C_mRNA
ENSMUSP00000117517 YLR314C_mRNA
ENSMUSP00000120511 YLR314C_mRNA
ENSMUSP00000120694 YLR314C_mRNA
ENSMUSP00000108534 YLR314C_mRNA
ENSMUSP00000127276 YLR314C_mRNA
ENSMUSP00000132850 YLR314C_mRNA
ENSMUSP00000136366 YLR314C_mRNA
ENSMUSP00000027495 YLR314C_mRNA
ENSMUSP00000110927 YLR314C_mRNA
ENSMUSP00000127641 YLR314C_mRNA
ENSMUSP00000114226 YHR176W_mRNA
ENSMUSP00000102664 YHR176W_mRNA
ENSMUSP00000102665 YHR176W_mRNA
ENSMUSP00000029729 YHR176W_mRNA
ENSMUSP00000123476 YHR176W_mRNA
ENSMUSP00000039839 YHR176W_mRNA
ENSMUSP00000027843 YHR176W_mRNA
