AT3G09720.1 FBpp0074936
AT3G13920.5 FBpp0078806
AT1G54270.1 FBpp0303628
AT1G54270.1 FBpp0078809
AT1G54270.1 FBpp0297911
AT1G54270.1 FBpp0078807
AT1G54270.1 FBpp0078808
AT1G54270.1 FBpp0078806
AT1G72730.1 FBpp0303628
AT1G72730.1 FBpp0078809
AT1G72730.1 FBpp0297911
AT1G72730.1 FBpp0078807
AT1G72730.1 FBpp0078808
AT1G72730.1 FBpp0078806
AT3G53110.1 FBpp0112438
AT3G53110.1 FBpp0304168
AT3G53110.1 FBpp0304166
AT3G53110.1 FBpp0304167
AT4G14340.1 FBpp0099736
AT4G14340.1 FBpp0082718
AT4G14340.1 FBpp0303074
AT4G14340.1 FBpp0082715
AT4G14340.1 FBpp0082716
AT4G14340.1 FBpp0306673
AT4G14340.1 FBpp0293609
AT4G14340.1 FBpp0293608
AT4G14340.1 FBpp0290519
AT4G14340.1 FBpp0099738
AT4G14340.1 FBpp0099737
AT4G14340.1 FBpp0082719
AT4G14340.1 FBpp0082717
AT4G14340.1 FBpp0085106
AT4G14340.1 FBpp0085105
AT4G14340.1 FBpp0422974
AT4G14340.1 FBpp0306615
AT4G14340.1 FBpp0085104
AT4G14340.1 FBpp0311373
AT4G14340.1 FBpp0309354
AT4G14340.1 FBpp0073515
AT4G14340.1 FBpp0073513
AT4G14340.1 FBpp0289609
AT4G14340.1 FBpp0311372
AT3G23340.1 FBpp0099736
AT3G23340.1 FBpp0082718
AT3G23340.1 FBpp0303074
AT3G23340.1 FBpp0082715
AT3G23340.1 FBpp0082716
AT3G23340.1 FBpp0306673
AT3G23340.1 FBpp0293609
AT3G23340.1 FBpp0293608
AT3G23340.1 FBpp0290519
AT3G23340.1 FBpp0099738
AT3G23340.1 FBpp0099737
AT3G23340.1 FBpp0082719
AT3G23340.1 FBpp0082717
AT3G23340.1 FBpp0085106
AT3G23340.1 FBpp0085105
AT3G23340.1 FBpp0422974
AT3G23340.1 FBpp0306615
AT3G23340.1 FBpp0085104
AT3G23340.1 FBpp0311373
AT3G23340.1 FBpp0309354
AT3G23340.1 FBpp0073515
AT3G23340.1 FBpp0073513
AT3G23340.1 FBpp0289609
AT3G23340.1 FBpp0311372
AT1G04440.1 FBpp0099736
AT1G04440.1 FBpp0082718
AT1G04440.1 FBpp0303074
AT1G04440.1 FBpp0082715
AT1G04440.1 FBpp0082716
AT1G04440.1 FBpp0306673
AT1G04440.1 FBpp0293609
AT1G04440.1 FBpp0293608
AT1G04440.1 FBpp0290519
AT1G04440.1 FBpp0099738
AT1G04440.1 FBpp0099737
AT1G04440.1 FBpp0082719
AT1G04440.1 FBpp0082717
AT1G04440.1 FBpp0085106
AT1G04440.1 FBpp0085105
AT1G04440.1 FBpp0422974
AT1G04440.1 FBpp0306615
AT1G04440.1 FBpp0085104
AT1G04440.1 FBpp0311373
AT1G04440.1 FBpp0309354
AT1G04440.1 FBpp0073515
AT1G04440.1 FBpp0073513
AT1G04440.1 FBpp0289609
AT1G04440.1 FBpp0311372
AT5G43320.1 FBpp0099736
AT5G43320.1 FBpp0082718
AT5G43320.1 FBpp0303074
AT5G43320.1 FBpp0082715
AT5G43320.1 FBpp0082716
AT5G43320.1 FBpp0306673
AT5G43320.1 FBpp0293609
AT5G43320.1 FBpp0293608
AT5G43320.1 FBpp0290519
AT5G43320.1 FBpp0099738
AT5G43320.1 FBpp0099737
AT5G43320.1 FBpp0082719
AT5G43320.1 FBpp0082717
AT5G43320.1 FBpp0085106
AT5G43320.1 FBpp0085105
AT5G43320.1 FBpp0422974
AT5G43320.1 FBpp0306615
AT5G43320.1 FBpp0085104
AT5G43320.1 FBpp0311373
AT5G43320.1 FBpp0309354
AT5G43320.1 FBpp0073515
AT5G43320.1 FBpp0073513
AT5G43320.1 FBpp0289609
AT5G43320.1 FBpp0311372
AT4G28540.1 FBpp0099736
AT4G28540.1 FBpp0082718
AT4G28540.1 FBpp0303074
AT4G28540.1 FBpp0082715
AT4G28540.1 FBpp0082716
AT4G28540.1 FBpp0306673
AT4G28540.1 FBpp0293609
AT4G28540.1 FBpp0293608
AT4G28540.1 FBpp0290519
AT4G28540.1 FBpp0099738
AT4G28540.1 FBpp0099737
AT4G28540.1 FBpp0082719
AT4G28540.1 FBpp0082717
AT4G28540.1 FBpp0085106
AT4G28540.1 FBpp0085105
AT4G28540.1 FBpp0422974
AT4G28540.1 FBpp0306615
AT4G28540.1 FBpp0085104
AT4G28540.1 FBpp0311373
AT4G28540.1 FBpp0309354
AT4G28540.1 FBpp0073515
AT4G28540.1 FBpp0073513
AT4G28540.1 FBpp0289609
AT4G28540.1 FBpp0311372
AT5G44100.1 FBpp0099736
AT5G44100.1 FBpp0082718
AT5G44100.1 FBpp0303074
AT5G44100.1 FBpp0082715
AT5G44100.1 FBpp0082716
AT5G44100.1 FBpp0306673
AT5G44100.1 FBpp0293609
AT5G44100.1 FBpp0293608
AT5G44100.1 FBpp0290519
AT5G44100.1 FBpp0099738
AT5G44100.1 FBpp0099737
AT5G44100.1 FBpp0082719
AT5G44100.1 FBpp0082717
AT5G44100.1 FBpp0085106
AT5G44100.1 FBpp0085105
AT5G44100.1 FBpp0422974
AT5G44100.1 FBpp0306615
AT5G44100.1 FBpp0085104
AT5G44100.1 FBpp0311373
AT5G44100.1 FBpp0309354
AT5G44100.1 FBpp0073515
AT5G44100.1 FBpp0073513
AT5G44100.1 FBpp0289609
AT5G44100.1 FBpp0311372
AT1G03930.1 FBpp0099736
AT1G03930.1 FBpp0082718
AT1G03930.1 FBpp0303074
AT1G03930.1 FBpp0082715
AT1G03930.1 FBpp0082716
AT1G03930.1 FBpp0306673
AT1G03930.1 FBpp0293609
AT1G03930.1 FBpp0293608
AT1G03930.1 FBpp0290519
AT1G03930.1 FBpp0099738
AT1G03930.1 FBpp0099737
AT1G03930.1 FBpp0082719
AT1G03930.1 FBpp0082717
AT1G03930.1 FBpp0085106
AT1G03930.1 FBpp0085105
AT1G03930.1 FBpp0422974
AT1G03930.1 FBpp0306615
AT1G03930.1 FBpp0085104
AT1G03930.1 FBpp0311373
AT1G03930.1 FBpp0309354
AT1G03930.1 FBpp0073515
AT1G03930.1 FBpp0073513
AT1G03930.1 FBpp0289609
AT1G03930.1 FBpp0311372
AT4G28860.1 FBpp0099736
AT4G28860.1 FBpp0082718
AT4G28860.1 FBpp0303074
AT4G28860.1 FBpp0082715
AT4G28860.1 FBpp0082716
AT4G28860.1 FBpp0306673
AT4G28860.1 FBpp0293609
AT4G28860.1 FBpp0293608
AT4G28860.1 FBpp0290519
AT4G28860.1 FBpp0099738
AT4G28860.1 FBpp0099737
AT4G28860.1 FBpp0082719
AT4G28860.1 FBpp0082717
AT4G28860.1 FBpp0085106
AT4G28860.1 FBpp0085105
AT4G28860.1 FBpp0422974
AT4G28860.1 FBpp0306615
AT4G28860.1 FBpp0085104
AT4G28860.1 FBpp0311373
AT4G28860.1 FBpp0309354
AT4G28860.1 FBpp0073515
AT4G28860.1 FBpp0073513
AT4G28860.1 FBpp0289609
AT4G28860.1 FBpp0311372
AT4G28880.1 FBpp0099736
AT4G28880.1 FBpp0082718
AT4G28880.1 FBpp0303074
AT4G28880.1 FBpp0082715
AT4G28880.1 FBpp0082716
AT4G28880.1 FBpp0306673
AT4G28880.1 FBpp0293609
AT4G28880.1 FBpp0293608
AT4G28880.1 FBpp0290519
AT4G28880.1 FBpp0099738
AT4G28880.1 FBpp0099737
AT4G28880.1 FBpp0082719
AT4G28880.1 FBpp0082717
AT4G28880.1 FBpp0085106
AT4G28880.1 FBpp0085105
AT4G28880.1 FBpp0422974
AT4G28880.1 FBpp0306615
AT4G28880.1 FBpp0085104
AT4G28880.1 FBpp0311373
AT4G28880.1 FBpp0309354
AT4G28880.1 FBpp0073515
AT4G28880.1 FBpp0073513
AT4G28880.1 FBpp0289609
AT4G28880.1 FBpp0311372
AT2G19470.1 FBpp0099736
AT2G19470.1 FBpp0082718
AT2G19470.1 FBpp0303074
AT2G19470.1 FBpp0082715
AT2G19470.1 FBpp0082716
AT2G19470.1 FBpp0306673
AT2G19470.1 FBpp0293609
AT2G19470.1 FBpp0293608
AT2G19470.1 FBpp0290519
AT2G19470.1 FBpp0099738
AT2G19470.1 FBpp0099737
AT2G19470.1 FBpp0082719
AT2G19470.1 FBpp0082717
AT2G19470.1 FBpp0085106
AT2G19470.1 FBpp0085105
AT2G19470.1 FBpp0422974
AT2G19470.1 FBpp0306615
AT2G19470.1 FBpp0085104
AT2G19470.1 FBpp0311373
AT2G19470.1 FBpp0309354
AT2G19470.1 FBpp0073515
AT2G19470.1 FBpp0073513
AT2G19470.1 FBpp0289609
AT2G19470.1 FBpp0311372
AT4G08800.1 FBpp0099736
AT4G08800.1 FBpp0082718
AT4G08800.1 FBpp0303074
AT4G08800.1 FBpp0082715
AT4G08800.1 FBpp0082716
AT4G08800.1 FBpp0306673
AT4G08800.1 FBpp0293609
AT4G08800.1 FBpp0293608
AT4G08800.1 FBpp0290519
AT4G08800.1 FBpp0099738
AT4G08800.1 FBpp0099737
AT4G08800.1 FBpp0082719
AT4G08800.1 FBpp0082717
AT4G08800.1 FBpp0085106
AT4G08800.1 FBpp0085105
AT4G08800.1 FBpp0422974
AT4G08800.1 FBpp0306615
AT4G08800.1 FBpp0085104
AT4G08800.1 FBpp0311373
AT4G08800.1 FBpp0309354
AT4G08800.1 FBpp0073515
AT4G08800.1 FBpp0073513
AT4G08800.1 FBpp0289609
AT4G08800.1 FBpp0311372
AT1G72710.1 FBpp0099736
AT1G72710.1 FBpp0082718
AT1G72710.1 FBpp0303074
AT1G72710.1 FBpp0082715
AT1G72710.1 FBpp0082716
AT1G72710.1 FBpp0306673
AT1G72710.1 FBpp0293609
AT1G72710.1 FBpp0293608
AT1G72710.1 FBpp0290519
AT1G72710.1 FBpp0099738
AT1G72710.1 FBpp0099737
AT1G72710.1 FBpp0082719
AT1G72710.1 FBpp0082717
AT1G72710.1 FBpp0085106
AT1G72710.1 FBpp0085105
AT1G72710.1 FBpp0422974
AT1G72710.1 FBpp0306615
AT1G72710.1 FBpp0085104
AT1G72710.1 FBpp0311373
AT1G72710.1 FBpp0309354
AT1G72710.1 FBpp0073515
AT1G72710.1 FBpp0073513
AT1G72710.1 FBpp0289609
AT1G72710.1 FBpp0311372
AT4G26100.1 FBpp0099736
AT4G26100.1 FBpp0082718
AT4G26100.1 FBpp0303074
AT4G26100.1 FBpp0082715
AT4G26100.1 FBpp0082716
AT4G26100.1 FBpp0306673
AT4G26100.1 FBpp0293609
AT4G26100.1 FBpp0293608
AT4G26100.1 FBpp0290519
AT4G26100.1 FBpp0099738
AT4G26100.1 FBpp0099737
AT4G26100.1 FBpp0082719
AT4G26100.1 FBpp0082717
AT4G26100.1 FBpp0085106
AT4G26100.1 FBpp0085105
AT4G26100.1 FBpp0422974
AT4G26100.1 FBpp0306615
AT4G26100.1 FBpp0085104
AT4G26100.1 FBpp0311373
AT4G26100.1 FBpp0309354
AT4G26100.1 FBpp0073515
AT4G26100.1 FBpp0073513
AT4G26100.1 FBpp0289609
AT4G26100.1 FBpp0311372
AT5G57015.1 FBpp0099736
AT5G57015.1 FBpp0082718
AT5G57015.1 FBpp0303074
AT5G57015.1 FBpp0082715
AT5G57015.1 FBpp0082716
AT5G57015.1 FBpp0306673
AT5G57015.1 FBpp0293609
AT5G57015.1 FBpp0293608
AT5G57015.1 FBpp0290519
AT5G57015.1 FBpp0099738
AT5G57015.1 FBpp0099737
AT5G57015.1 FBpp0082719
AT5G57015.1 FBpp0082717
AT5G57015.1 FBpp0085106
AT5G57015.1 FBpp0085105
AT5G57015.1 FBpp0422974
AT5G57015.1 FBpp0306615
AT5G57015.1 FBpp0085104
AT5G57015.1 FBpp0311373
AT5G57015.1 FBpp0309354
AT5G57015.1 FBpp0073515
AT5G57015.1 FBpp0073513
AT5G57015.1 FBpp0289609
AT5G57015.1 FBpp0311372
AT3G08720.1 FBpp0076820
AT3G08720.1 FBpp0305462
AT2G29700.1 FBpp0082682
AT2G29700.1 FBpp0082681
AT2G29700.1 FBpp0082680
AT2G29700.1 FBpp0310841
AT2G29700.1 FBpp0311050
AT5G05710.1 FBpp0082682
AT5G05710.1 FBpp0082681
AT5G05710.1 FBpp0082680
AT5G05710.1 FBpp0310841
AT5G05710.1 FBpp0311050
AT5G53090.1 FBpp0312051
AT5G53090.1 FBpp0083009
AT5G53090.1 FBpp0087997
AT5G53090.1 FBpp0087996
AT5G53090.1 FBpp0307930
AT5G53090.1 FBpp0087994
AT5G53090.1 FBpp0307928
AT5G53090.1 FBpp0087993
AT5G53090.1 FBpp0307927
AT5G53090.1 FBpp0087995
AT5G53090.1 FBpp0307929
AT5G53090.1 FBpp0303811
AT5G53090.1 FBpp0303812
AT5G53090.1 FBpp0070869
AT5G53090.1 FBpp0070868
AT5G53090.1 FBpp0310903
AT5G53090.1 FBpp0083003
AT5G53090.1 FBpp0310904
AT5G53090.1 FBpp0083004
AT5G53090.1 FBpp0083002
AT4G27760.1 FBpp0312051
AT4G27760.1 FBpp0083009
AT4G27760.1 FBpp0087997
AT4G27760.1 FBpp0087996
AT4G27760.1 FBpp0307930
AT4G27760.1 FBpp0087994
AT4G27760.1 FBpp0307928
AT4G27760.1 FBpp0087993
AT4G27760.1 FBpp0307927
AT4G27760.1 FBpp0087995
AT4G27760.1 FBpp0307929
AT4G27760.1 FBpp0303811
AT4G27760.1 FBpp0303812
AT4G27760.1 FBpp0070869
AT4G27760.1 FBpp0070868
AT4G27760.1 FBpp0310903
AT4G27760.1 FBpp0083003
AT4G27760.1 FBpp0310904
AT4G27760.1 FBpp0083004
AT4G27760.1 FBpp0083002
AT5G53100.1 FBpp0312051
AT5G53100.1 FBpp0083009
AT5G53100.1 FBpp0087997
AT5G53100.1 FBpp0087996
AT5G53100.1 FBpp0307930
AT5G53100.1 FBpp0087994
AT5G53100.1 FBpp0307928
AT5G53100.1 FBpp0087993
AT5G53100.1 FBpp0307927
AT5G53100.1 FBpp0087995
AT5G53100.1 FBpp0307929
AT5G53100.1 FBpp0303811
AT5G53100.1 FBpp0303812
AT5G53100.1 FBpp0070869
AT5G53100.1 FBpp0070868
AT5G53100.1 FBpp0310903
AT5G53100.1 FBpp0083003
AT5G53100.1 FBpp0310904
AT5G53100.1 FBpp0083004
AT5G53100.1 FBpp0083002
AT1G03630.1 FBpp0310039
AT1G03630.1 FBpp0079172
AT5G42020.3 FBpp0311376
AT5G42020.3 FBpp0073448
AT5G42020.3 FBpp0073445
AT5G42020.3 FBpp0073446
AT5G42020.3 FBpp0073447
AT5G28540.1 FBpp0311376
AT5G28540.1 FBpp0073448
AT5G28540.1 FBpp0073445
AT5G28540.1 FBpp0073446
AT5G28540.1 FBpp0073447
AT1G09080.1 FBpp0311376
AT1G09080.1 FBpp0073448
AT1G09080.1 FBpp0073445
AT1G09080.1 FBpp0073446
AT1G09080.1 FBpp0073447
AT5G02490.1 FBpp0081956
AT5G02490.1 FBpp0081986
AT5G02490.1 FBpp0082147
AT5G02490.1 FBpp0082105
AT5G02490.1 FBpp0082106
AT5G02490.1 FBpp0082107
AT5G02490.1 FBpp0083974
AT5G02490.1 FBpp0082175
AT5G02490.1 FBpp0075504
AT5G02490.1 FBpp0075503
AT5G02490.1 FBpp0075505
AT5G02490.1 FBpp0307982
AT5G02490.1 FBpp0082518
AT5G02490.1 FBpp0082519
AT5G02490.1 FBpp0082517
AT5G02490.1 FBpp0082516
AT5G02490.1 FBpp0082515
AT5G02490.1 FBpp0082514
AT5G02500.1 FBpp0081956
AT5G02500.1 FBpp0081986
AT5G02500.1 FBpp0082147
AT5G02500.1 FBpp0082105
AT5G02500.1 FBpp0082106
AT5G02500.1 FBpp0082107
AT5G02500.1 FBpp0083974
AT5G02500.1 FBpp0082175
AT5G02500.1 FBpp0075504
AT5G02500.1 FBpp0075503
AT5G02500.1 FBpp0075505
AT5G02500.1 FBpp0307982
AT5G02500.1 FBpp0082518
AT5G02500.1 FBpp0082519
AT5G02500.1 FBpp0082517
AT5G02500.1 FBpp0082516
AT5G02500.1 FBpp0082515
AT5G02500.1 FBpp0082514
AT3G09440.1 FBpp0081956
AT3G09440.1 FBpp0081986
AT3G09440.1 FBpp0082147
AT3G09440.1 FBpp0082105
AT3G09440.1 FBpp0082106
AT3G09440.1 FBpp0082107
AT3G09440.1 FBpp0083974
AT3G09440.1 FBpp0082175
AT3G09440.1 FBpp0075504
AT3G09440.1 FBpp0075503
AT3G09440.1 FBpp0075505
AT3G09440.1 FBpp0307982
AT3G09440.1 FBpp0082518
AT3G09440.1 FBpp0082519
AT3G09440.1 FBpp0082517
AT3G09440.1 FBpp0082516
AT3G09440.1 FBpp0082515
AT3G09440.1 FBpp0082514
AT3G12580.1 FBpp0081956
AT3G12580.1 FBpp0081986
AT3G12580.1 FBpp0082147
AT3G12580.1 FBpp0082105
AT3G12580.1 FBpp0082106
AT3G12580.1 FBpp0082107
AT3G12580.1 FBpp0083974
AT3G12580.1 FBpp0082175
AT3G12580.1 FBpp0075504
AT3G12580.1 FBpp0075503
AT3G12580.1 FBpp0075505
AT3G12580.1 FBpp0307982
AT3G12580.1 FBpp0082518
AT3G12580.1 FBpp0082519
AT3G12580.1 FBpp0082517
AT3G12580.1 FBpp0082516
AT3G12580.1 FBpp0082515
AT3G12580.1 FBpp0082514
AT1G56410.1 FBpp0081956
AT1G56410.1 FBpp0081986
AT1G56410.1 FBpp0082147
AT1G56410.1 FBpp0082105
AT1G56410.1 FBpp0082106
AT1G56410.1 FBpp0082107
AT1G56410.1 FBpp0083974
AT1G56410.1 FBpp0082175
AT1G56410.1 FBpp0075504
AT1G56410.1 FBpp0075503
AT1G56410.1 FBpp0075505
AT1G56410.1 FBpp0307982
AT1G56410.1 FBpp0082518
AT1G56410.1 FBpp0082519
AT1G56410.1 FBpp0082517
AT1G56410.1 FBpp0082516
AT1G56410.1 FBpp0082515
AT1G56410.1 FBpp0082514
AT1G16030.1 FBpp0081956
AT1G16030.1 FBpp0081986
AT1G16030.1 FBpp0082147
AT1G16030.1 FBpp0082105
AT1G16030.1 FBpp0082106
AT1G16030.1 FBpp0082107
AT1G16030.1 FBpp0083974
AT1G16030.1 FBpp0082175
AT1G16030.1 FBpp0075504
AT1G16030.1 FBpp0075503
AT1G16030.1 FBpp0075505
AT1G16030.1 FBpp0307982
AT1G16030.1 FBpp0082518
AT1G16030.1 FBpp0082519
AT1G16030.1 FBpp0082517
AT1G16030.1 FBpp0082516
AT1G16030.1 FBpp0082515
AT1G16030.1 FBpp0082514
AT3G13220.1 FBpp0070468
AT3G13220.1 FBpp0308632
AT3G13220.1 FBpp0088917
AT3G13220.1 FBpp0308631
AT5G06530.1 FBpp0070468
AT5G06530.1 FBpp0308632
AT5G06530.1 FBpp0088917
AT5G06530.1 FBpp0308631
AT4G27420.1 FBpp0070468
AT4G27420.1 FBpp0308632
AT4G27420.1 FBpp0088917
AT4G27420.1 FBpp0308631
AT3G25620.2 FBpp0070468
AT3G25620.2 FBpp0308632
AT3G25620.2 FBpp0088917
AT3G25620.2 FBpp0308631
AT1G31770.1 FBpp0070468
AT1G31770.1 FBpp0308632
AT1G31770.1 FBpp0088917
AT1G31770.1 FBpp0308631
AT1G71960.1 FBpp0070468
AT1G71960.1 FBpp0308632
AT1G71960.1 FBpp0088917
AT1G71960.1 FBpp0308631
AT3G21080.1 FBpp0084089
AT5G13580.1 FBpp0294026
AT5G13580.1 FBpp0077292
AT5G13580.1 FBpp0077294
AT5G13580.1 FBpp0077293
AT5G13580.1 FBpp0099714
AT5G13580.1 FBpp0099715
AT5G13580.1 FBpp0303496
AT5G13580.1 FBpp0077817
AT5G13580.1 FBpp0099713
AT5G13580.1 FBpp0099712
AT5G13580.1 FBpp0077816
AT5G13580.1 FBpp0077815
AT5G13580.1 FBpp0077814
AT5G13580.1 FBpp0077554
AT5G13580.1 FBpp0077553
AT5G13580.1 FBpp0077291
AT5G13580.1 FBpp0111812
AT5G13580.1 FBpp0077116
AT5G13580.1 FBpp0077117
AT5G13580.1 FBpp0111811
AT5G13580.1 FBpp0077390
AT5G13580.1 FBpp0077392
AT5G13580.1 FBpp0306277
AT5G13580.1 FBpp0306276
AT5G13580.1 FBpp0306275
AT5G13580.1 FBpp0306278
AT5G13580.1 FBpp0077391
AT5G13580.1 FBpp0077389
AT5G13580.1 FBpp0099791
AT5G13580.1 FBpp0077813
AT5G13580.1 FBpp0089109
AT5G13580.1 FBpp0077812
AT5G13580.1 FBpp0079489
AT5G13580.1 FBpp0311684
AT5G13580.1 FBpp0304025
AT2G39350.1 FBpp0294026
AT2G39350.1 FBpp0077292
AT2G39350.1 FBpp0077294
AT2G39350.1 FBpp0077293
AT2G39350.1 FBpp0099714
AT2G39350.1 FBpp0099715
AT2G39350.1 FBpp0303496
AT2G39350.1 FBpp0077817
AT2G39350.1 FBpp0099713
AT2G39350.1 FBpp0099712
AT2G39350.1 FBpp0077816
AT2G39350.1 FBpp0077815
AT2G39350.1 FBpp0077814
AT2G39350.1 FBpp0077554
AT2G39350.1 FBpp0077553
AT2G39350.1 FBpp0077291
AT2G39350.1 FBpp0111812
AT2G39350.1 FBpp0077116
AT2G39350.1 FBpp0077117
AT2G39350.1 FBpp0111811
AT2G39350.1 FBpp0077390
AT2G39350.1 FBpp0077392
AT2G39350.1 FBpp0306277
AT2G39350.1 FBpp0306276
AT2G39350.1 FBpp0306275
AT2G39350.1 FBpp0306278
AT2G39350.1 FBpp0077391
AT2G39350.1 FBpp0077389
AT2G39350.1 FBpp0099791
AT2G39350.1 FBpp0077813
AT2G39350.1 FBpp0089109
AT2G39350.1 FBpp0077812
AT2G39350.1 FBpp0079489
AT2G39350.1 FBpp0311684
AT2G39350.1 FBpp0304025
AT3G55090.1 FBpp0294026
AT3G55090.1 FBpp0077292
AT3G55090.1 FBpp0077294
AT3G55090.1 FBpp0077293
AT3G55090.1 FBpp0099714
AT3G55090.1 FBpp0099715
AT3G55090.1 FBpp0303496
AT3G55090.1 FBpp0077817
AT3G55090.1 FBpp0099713
AT3G55090.1 FBpp0099712
AT3G55090.1 FBpp0077816
AT3G55090.1 FBpp0077815
AT3G55090.1 FBpp0077814
AT3G55090.1 FBpp0077554
AT3G55090.1 FBpp0077553
AT3G55090.1 FBpp0077291
AT3G55090.1 FBpp0111812
AT3G55090.1 FBpp0077116
AT3G55090.1 FBpp0077117
AT3G55090.1 FBpp0111811
AT3G55090.1 FBpp0077390
AT3G55090.1 FBpp0077392
AT3G55090.1 FBpp0306277
AT3G55090.1 FBpp0306276
AT3G55090.1 FBpp0306275
AT3G55090.1 FBpp0306278
AT3G55090.1 FBpp0077391
AT3G55090.1 FBpp0077389
AT3G55090.1 FBpp0099791
AT3G55090.1 FBpp0077813
AT3G55090.1 FBpp0089109
AT3G55090.1 FBpp0077812
AT3G55090.1 FBpp0079489
AT3G55090.1 FBpp0311684
AT3G55090.1 FBpp0304025
AT3G53510.1 FBpp0294026
AT3G53510.1 FBpp0077292
AT3G53510.1 FBpp0077294
AT3G53510.1 FBpp0077293
AT3G53510.1 FBpp0099714
AT3G53510.1 FBpp0099715
AT3G53510.1 FBpp0303496
AT3G53510.1 FBpp0077817
AT3G53510.1 FBpp0099713
AT3G53510.1 FBpp0099712
AT3G53510.1 FBpp0077816
AT3G53510.1 FBpp0077815
AT3G53510.1 FBpp0077814
AT3G53510.1 FBpp0077554
AT3G53510.1 FBpp0077553
AT3G53510.1 FBpp0077291
AT3G53510.1 FBpp0111812
AT3G53510.1 FBpp0077116
AT3G53510.1 FBpp0077117
AT3G53510.1 FBpp0111811
AT3G53510.1 FBpp0077390
AT3G53510.1 FBpp0077392
AT3G53510.1 FBpp0306277
AT3G53510.1 FBpp0306276
AT3G53510.1 FBpp0306275
AT3G53510.1 FBpp0306278
AT3G53510.1 FBpp0077391
AT3G53510.1 FBpp0077389
AT3G53510.1 FBpp0099791
AT3G53510.1 FBpp0077813
AT3G53510.1 FBpp0089109
AT3G53510.1 FBpp0077812
AT3G53510.1 FBpp0079489
AT3G53510.1 FBpp0311684
AT3G53510.1 FBpp0304025
AT2G37360.1 FBpp0294026
AT2G37360.1 FBpp0077292
AT2G37360.1 FBpp0077294
AT2G37360.1 FBpp0077293
AT2G37360.1 FBpp0099714
AT2G37360.1 FBpp0099715
AT2G37360.1 FBpp0303496
AT2G37360.1 FBpp0077817
AT2G37360.1 FBpp0099713
AT2G37360.1 FBpp0099712
AT2G37360.1 FBpp0077816
AT2G37360.1 FBpp0077815
AT2G37360.1 FBpp0077814
AT2G37360.1 FBpp0077554
AT2G37360.1 FBpp0077553
AT2G37360.1 FBpp0077291
AT2G37360.1 FBpp0111812
AT2G37360.1 FBpp0077116
AT2G37360.1 FBpp0077117
AT2G37360.1 FBpp0111811
AT2G37360.1 FBpp0077390
AT2G37360.1 FBpp0077392
AT2G37360.1 FBpp0306277
AT2G37360.1 FBpp0306276
AT2G37360.1 FBpp0306275
AT2G37360.1 FBpp0306278
AT2G37360.1 FBpp0077391
AT2G37360.1 FBpp0077389
AT2G37360.1 FBpp0099791
AT2G37360.1 FBpp0077813
AT2G37360.1 FBpp0089109
AT2G37360.1 FBpp0077812
AT2G37360.1 FBpp0079489
AT2G37360.1 FBpp0311684
AT2G37360.1 FBpp0304025
AT3G55100.1 FBpp0294026
AT3G55100.1 FBpp0077292
AT3G55100.1 FBpp0077294
AT3G55100.1 FBpp0077293
AT3G55100.1 FBpp0099714
AT3G55100.1 FBpp0099715
AT3G55100.1 FBpp0303496
AT3G55100.1 FBpp0077817
AT3G55100.1 FBpp0099713
AT3G55100.1 FBpp0099712
AT3G55100.1 FBpp0077816
AT3G55100.1 FBpp0077815
AT3G55100.1 FBpp0077814
AT3G55100.1 FBpp0077554
AT3G55100.1 FBpp0077553
AT3G55100.1 FBpp0077291
AT3G55100.1 FBpp0111812
AT3G55100.1 FBpp0077116
AT3G55100.1 FBpp0077117
AT3G55100.1 FBpp0111811
AT3G55100.1 FBpp0077390
AT3G55100.1 FBpp0077392
AT3G55100.1 FBpp0306277
AT3G55100.1 FBpp0306276
AT3G55100.1 FBpp0306275
AT3G55100.1 FBpp0306278
AT3G55100.1 FBpp0077391
AT3G55100.1 FBpp0077389
AT3G55100.1 FBpp0099791
AT3G55100.1 FBpp0077813
AT3G55100.1 FBpp0089109
AT3G55100.1 FBpp0077812
AT3G55100.1 FBpp0079489
AT3G55100.1 FBpp0311684
AT3G55100.1 FBpp0304025
AT3G55110.1 FBpp0294026
AT3G55110.1 FBpp0077292
AT3G55110.1 FBpp0077294
AT3G55110.1 FBpp0077293
AT3G55110.1 FBpp0099714
AT3G55110.1 FBpp0099715
AT3G55110.1 FBpp0303496
AT3G55110.1 FBpp0077817
AT3G55110.1 FBpp0099713
AT3G55110.1 FBpp0099712
AT3G55110.1 FBpp0077816
AT3G55110.1 FBpp0077815
AT3G55110.1 FBpp0077814
AT3G55110.1 FBpp0077554
AT3G55110.1 FBpp0077553
AT3G55110.1 FBpp0077291
AT3G55110.1 FBpp0111812
AT3G55110.1 FBpp0077116
AT3G55110.1 FBpp0077117
AT3G55110.1 FBpp0111811
AT3G55110.1 FBpp0077390
AT3G55110.1 FBpp0077392
AT3G55110.1 FBpp0306277
AT3G55110.1 FBpp0306276
AT3G55110.1 FBpp0306275
AT3G55110.1 FBpp0306278
AT3G55110.1 FBpp0077391
AT3G55110.1 FBpp0077389
AT3G55110.1 FBpp0099791
AT3G55110.1 FBpp0077813
AT3G55110.1 FBpp0089109
AT3G55110.1 FBpp0077812
AT3G55110.1 FBpp0079489
AT3G55110.1 FBpp0311684
AT3G55110.1 FBpp0304025
AT3G55130.1 FBpp0294026
AT3G55130.1 FBpp0077292
