Orthogroup	arabidopsis	fly
OG0000171	AT5G43940.2, AT1G77120.1, AT5G24760.1, AT1G64710.1, AT1G32780.1, AT1G22430.1, AT4G22110.1, AT1G22440.1, AT5G42250.1	FBpp0081767
OG0000172	AT2G20190.1	FBpp0088471, FBpp0088470, FBpp0088469
OG0000173	AT3G17609.2, AT5G11260.2	FBpp0308241
OG0000181	AT1G71440.1	FBpp0085327, FBpp0307274
OG0000182	AT5G05070.1, AT3G56920.1, AT2G40990.1, AT3G56930.1, AT3G26935.1, AT5G41060.1, AT3G48760.1, AT5G50020.2, AT4G24630.1	FBpp0309780, FBpp0309781, FBpp0111666, FBpp0303736, FBpp0111665, FBpp0300815, FBpp0111667, FBpp0290276, FBpp0290277, FBpp0308957, FBpp0290278, FBpp0290279, FBpp0306225, FBpp0306224, FBpp0293203, FBpp0290275, FBpp0290274
OG0000185	AT1G10680.1, AT4G25960.1, AT1G28010.1, AT1G27940.1, AT3G28860.1, AT2G36910.1, AT3G55320.1, AT2G39480.1, AT3G28415.2, AT3G28390.1, AT3G28360.1, AT3G28380.1, AT3G28345.1, AT3G62150.1, AT2G47000.1, AT1G02520.1, AT1G02530.1, AT4G01830.1, AT4G01820.1, AT5G46540.1, AT4G18050.2	FBpp0076720, FBpp0304378, FBpp0076719, FBpp0086914, FBpp0291408, FBpp0086666
OG0000187	AT1G07990.1, AT2G28360.1, AT3G45190.1, AT1G30470.1	FBpp0076727, FBpp0304175, FBpp0304176, FBpp0304174
OG0000188	AT1G63490.4	FBpp0311492, FBpp0078862, FBpp0078863, FBpp0297914, FBpp0297912, FBpp0297913
OG0000189	AT1G09100.1, AT3G05530.1	FBpp0083843
OG0000189	AT5G43010.1, AT1G45000.1	FBpp0075772, FBpp0312163, FBpp0293948
OG0000189	AT2G20140.1, AT4G29040.1	FBpp0311982, FBpp0083906
OG0000189	AT5G58290.1	FBpp0304481, FBpp0290751, FBpp0073292, FBpp0312031
OG0000192	AT2G04940.1	FBpp0081817, FBpp0072875, FBpp0076030, FBpp0076031, FBpp0076032
OG0000193	AT2G16740.1, AT5G53300.1, AT4G27960.2, AT5G41700.4, AT3G08690.1, AT5G56150.1, AT5G25760.1	FBpp0302691, FBpp0307824, FBpp0082477
OG0000199	AT1G12550.1, AT5G28310.1, AT2G45630.2, AT1G01510.1	FBpp0306582, FBpp0306581, FBpp0099514, FBpp0306584, FBpp0306583, FBpp0082167, FBpp0082170, FBpp0082169, FBpp0082168, FBpp0306580
OG0000201	AT1G11250.1, AT1G61290.1, AT4G03330.1, AT3G11820.1, AT3G52400.1, AT5G08080.3, AT3G03800.1, AT2G18260.1, AT1G08560.1	FBpp0352246, FBpp0083973, FBpp0292260
OG0000202	AT3G61760.1, AT5G42080.1, AT2G44590.3, AT3G60190.1, AT1G14830.1, AT5G28410.1	FBpp0290809, FBpp0290810, FBpp0089280, FBpp0089277, FBpp0305866, FBpp0290811, FBpp0309359, FBpp0089279, FBpp0110336, FBpp0110335, FBpp0073928, FBpp0073929, FBpp0089278, FBpp0290812, FBpp0305867
OG0000203	AT3G59290.1, AT2G43160.1, AT5G11710.1	FBpp0089150, FBpp0304218, FBpp0304221, FBpp0304220, FBpp0089151, FBpp0076509, FBpp0076508, FBpp0076510, FBpp0111854, FBpp0304219, FBpp0304217, FBpp0304222
OG0000204	AT3G20250.2, AT4G25880.4	FBpp0293727, FBpp0081474, FBpp0305824, FBpp0305823, FBpp0081470, FBpp0081471, FBpp0081472, FBpp0081473
OG0000205	AT5G39850.1, AT5G15200.1	FBpp0309532, FBpp0076154, FBpp0076152, FBpp0076153
OG0000211	AT1G04690.1	FBpp0303754, FBpp0300311, FBpp0303755, FBpp0303756, FBpp0300310, FBpp0300312, FBpp0300313, FBpp0300315, FBpp0300314
OG0000214	AT1G75780.1, AT1G20010.1, AT2G29550.1, AT5G23860.1, AT5G62700.1, AT5G62690.1, AT5G12250.1, AT4G20890.1, AT5G44340.1	FBpp0306927, FBpp0289838, FBpp0310087, FBpp0072177, FBpp0081524, FBpp0085721, FBpp0085720
OG0000215	AT5G18900.1, AT3G06300.1, AT3G28480.2, AT3G28490.1, AT4G25600.1, AT1G20270.1, AT5G66060.1, AT4G35810.1, AT2G17720.1, AT4G35820.1, AT2G43080.1, AT2G23096.1, AT4G33910.1	FBpp0085019, FBpp0085048, FBpp0085015, FBpp0085051, FBpp0085050, FBpp0085012, FBpp0289326, FBpp0289329, FBpp0289328, FBpp0293245, FBpp0111465, FBpp0303836, FBpp0085029, FBpp0085032, FBpp0085033
OG0000216	AT1G43190.1	FBpp0085237, FBpp0085247, FBpp0085245, FBpp0111779, FBpp0085243, FBpp0085244, FBpp0085241, FBpp0085242, FBpp0085246, FBpp0289492, FBpp0289498, FBpp0085238, FBpp0312011, FBpp0111777, FBpp0297632, FBpp0297631, FBpp0289495, FBpp0085239, FBpp0289497, FBpp0289496, FBpp0111778, FBpp0289494, FBpp0085240, FBpp0289493, FBpp0289491
OG0000217	AT4G34240.1, AT1G44170.1, AT4G36250.1	FBpp0089176, FBpp0300518, FBpp0289708, FBpp0302796, FBpp0307851, FBpp0289705, FBpp0289704, FBpp0088066, FBpp0289706, FBpp0302794, FBpp0289707, FBpp0302795
OG0000218	AT5G16150.1	FBpp0305689, FBpp0305678, FBpp0305684, FBpp0305682, FBpp0305680, FBpp0305681, FBpp0305683, FBpp0305677, FBpp0311739, FBpp0305679, FBpp0312585, FBpp0311738, FBpp0305686, FBpp0305685, FBpp0305692, FBpp0305690, FBpp0305687, FBpp0305688, FBpp0305691, FBpp0305693
OG0000226	AT3G51030.1, AT5G42980.1, AT1G45145.1, AT1G19730.1, AT1G11530.1, AT1G59730.1, AT1G69880.1, AT5G39950.1	FBpp0079436, FBpp0079437, FBpp0309419, FBpp0070722, FBpp0075439
OG0000228	AT3G13224.2, AT1G17640.1	FBpp0082321, FBpp0082320, FBpp0301102, FBpp0082319, FBpp0089309
OG0000230	AT5G39040.1	FBpp0073491, FBpp0070078
OG0000230	AT5G58270.1, AT4G28630.1, AT4G28620.1	FBpp0072638, FBpp0072637
OG0000238	AT2G26140.1, AT5G53170.1	FBpp0293463, FBpp0305130, FBpp0071817
OG0000238	AT1G07510.1, AT2G29080.1	FBpp0075012, FBpp0075013
OG0000239	AT3G19980.1, AT1G50370.1	FBpp0070883, FBpp0303847, FBpp0303848, FBpp0303849
OG0000239	AT5G55260.2, AT4G26720.1	FBpp0311268, FBpp0312200, FBpp0077016, FBpp0077017, FBpp0401522
OG0000239	AT1G59830.1, AT1G10430.1, AT1G69960.1	FBpp0310062, FBpp0310063, FBpp0079148
OG0000240	AT3G24463.1, AT3G55540.1, AT5G48650.1, AT3G25150.2, AT1G13730.1, AT2G03640.4, AT1G69250.1, AT5G60980.2, AT5G43960.1, AT3G07250.1	FBpp0312063, FBpp0082265, FBpp0082267, FBpp0312064
OG0000241	AT1G51660.1, AT3G21220.1, AT3G06230.1, AT1G73500.1, AT1G18350.1, AT1G32320.1, AT5G40440.1, AT4G26070.2, AT4G29810.2, AT5G56580.1	FBpp0073551, FBpp0309113, FBpp0071248
OG0000242	AT4G32660.1, AT3G53570.1, AT4G24740.1	FBpp0289030, FBpp0289026, FBpp0289027, FBpp0289028, FBpp0289023, FBpp0289020, FBpp0289031, FBpp0289022, FBpp0307567, FBpp0289021, FBpp0300822, FBpp0289025, FBpp0300824
OG0000243	AT1G69220.1	FBpp0304253, FBpp0085688
OG0000243	AT3G15220.1, AT1G53165.3	FBpp0082840
OG0000245	AT2G19480.1, AT5G56950.1, AT4G26110.1, AT3G13782.1	FBpp0072128, FBpp0297132, FBpp0297131
OG0000246	AT3G06483.1	FBpp0087592, FBpp0297719, FBpp0305219, FBpp0111805
OG0000254	AT4G12040.1, AT4G22820.1, AT1G12440.1, AT2G36320.1, AT3G52800.1, AT2G27580.1, AT1G51200.1, AT4G25380.1, AT4G14225.1, AT3G12630.1	FBpp0310743, FBpp0310742, FBpp0310741, FBpp0310739, FBpp0310740, FBpp0310736, FBpp0310737, FBpp0310738
OG0000256	AT4G38640.1, AT1G25500.2	FBpp0084740, FBpp0084741, FBpp0084742
OG0000257	AT3G54540.1	FBpp0310240, FBpp0073367
OG0000257	AT1G64550.1	FBpp0074708
OG0000257	AT5G60790.1	FBpp0073872, FBpp0073873, FBpp0309269
OG0000258	AT5G11670.1, AT5G25880.1, AT1G79750.1, AT2G19900.1, AT4G00570.1, AT2G13560.1	FBpp0303058, FBpp0082129, FBpp0082130, FBpp0086304, FBpp0290922, FBpp0290921, FBpp0084480, FBpp0291081, FBpp0291082, FBpp0100058, FBpp0291083
OG0000259	AT5G14180.1, AT2G15230.1	FBpp0086532, FBpp0309016, FBpp0082239, FBpp0290373, FBpp0077854, FBpp0077205, FBpp0293062, FBpp0079682, FBpp0304062, FBpp0079683, FBpp0079684, FBpp0079693
OG0000260	AT2G28520.1, AT4G39080.1, AT2G21410.1	FBpp0085786, FBpp0307446, FBpp0079839, FBpp0083073, FBpp0083072, FBpp0083071
OG0000261	AT5G07340.2, AT5G61790.1	FBpp0073467, FBpp0110209, FBpp0084804, FBpp0084803, FBpp0306896, FBpp0074074
OG0000262	AT5G14800.1	FBpp0082895, FBpp0302817, FBpp0302816, FBpp0082896
OG0000267	AT5G49310.1, AT4G16143.1, AT1G02690.2, AT3G06720.1, AT4G02150.1, AT3G05720.1, AT1G09270.1, AT5G49305.1, AT5G52000.1, AT1G32880.1	FBpp0074650, FBpp0079527, FBpp0290407, FBpp0081585, FBpp0081586, FBpp0081584
OG0000268	AT5G16880.1, AT1G06210.1, AT2G38410.1, AT5G01760.1, AT3G08790.1, AT4G32760.2, AT5G63640.1, AT1G21380.1, AT1G76970.1	FBpp0076189, FBpp0303973, FBpp0303972
OG0000270	AT3G19260.1, AT1G26200.3, AT3G25540.1, AT1G13580.2	FBpp0070898, FBpp0070899
OG0000272	AT2G36020.1, AT5G42560.1, AT1G19950.1, AT1G75700.3	FBpp0307678, FBpp0311307, FBpp0310602, FBpp0291912, FBpp0291909, FBpp0291911, FBpp0291910, FBpp0311308, FBpp0311309, FBpp0291907, FBpp0291908, FBpp0291906, FBpp0291913
OG0000273	AT1G55350.5	FBpp0085714, FBpp0111782, FBpp0309435, FBpp0085715, FBpp0076072, FBpp0293217, FBpp0074005
OG0000274	AT4G38250.1, AT2G42005.1, AT5G65990.1	FBpp0072724, FBpp0075929, FBpp0075930, FBpp0075931, FBpp0302706, FBpp0302703, FBpp0302704, FBpp0302701, FBpp0302702, FBpp0302705, FBpp0302700, FBpp0079271, FBpp0292523, FBpp0292522, FBpp0079269, FBpp0079273, FBpp0292521, FBpp0079270, FBpp0079272, FBpp0292519, FBpp0292520, FBpp0079274
OG0000276	AT5G13060.1, AT5G19330.1	FBpp0099767, FBpp0290846, FBpp0306413, FBpp0290848, FBpp0290847
OG0000283	AT1G51640.1, AT4G31540.1, AT5G52340.1, AT5G03540.3, AT5G52350.1, AT2G28640.1, AT1G07725.1, AT2G28650.1, AT5G59730.1, AT3G09520.1, AT3G09530.1, AT3G55150.1, AT2G39380.1, AT5G13150.1, AT5G13990.1, AT1G07000.1, AT5G58430.1, AT3G29400.1, AT5G61010.1, AT5G50380.1, AT1G72470.1, AT3G14090.1, AT1G54090.1	FBpp0076339
OG0000284	AT5G42190.1, AT1G75950.1, AT2G25700.1, AT1G20140.1, AT4G34210.1, AT4G34470.1, AT3G21850.1, AT3G21830.1, AT3G21840.1, AT3G21860.1, AT3G60010.1, AT3G53060.1, AT3G60020.1, AT2G03170.1, AT3G25650.1, AT2G03160.1, AT1G10230.1, AT2G20160.1, AT2G03190.1	FBpp0070122, FBpp0070124, FBpp0070119, FBpp0070118, FBpp0070121, FBpp0070120, FBpp0311474, FBpp0099971, FBpp0070123, FBpp0087127, FBpp0074575, FBpp0074565, FBpp0074566, FBpp0071931
OG0000285	AT1G14610.1, AT1G27160.1	FBpp0312160, FBpp0076287, FBpp0086848, FBpp0086847, FBpp0305353
OG0000286	AT4G35570.1, AT2G17560.1, AT1G20696.2, AT1G20693.1, AT2G34450.2	FBpp0288398, FBpp0089258, FBpp0088319, FBpp0088318, FBpp0088320, FBpp0089257, FBpp0308813
OG0000287	AT1G30450.1	FBpp0072048, FBpp0309966, FBpp0072047, FBpp0072046, FBpp0309964, FBpp0309965, FBpp0072045
OG0000288	AT4G35260.1, AT2G17130.1, AT4G35650.1, AT1G32480.1	FBpp0112201, FBpp0084275, FBpp0112203, FBpp0112202, FBpp0083588, FBpp0290012
OG0000288	AT5G03290.1, AT3G09810.1	FBpp0074549, FBpp0300338, FBpp0307649, FBpp0076311
OG0000289	AT1G77250.1	FBpp0110407, FBpp0085418, FBpp0307242, FBpp0085419, FBpp0073680, FBpp0311947
OG0000296	AT1G50010.1, AT1G04820.1, AT4G14960.2, AT1G64740.1, AT5G19770.1, AT5G19780.1	FBpp0081062, FBpp0081153, FBpp0081565, FBpp0082964, FBpp0076678, FBpp0076122
OG0000299	AT1G63160.1	FBpp0073120
OG0000299	AT1G77470.1	FBpp0079609
OG0000299	AT1G21690.3	FBpp0074246
OG0000301	AT4G27740.1, AT4G27745.1, AT3G08990.1, AT3G55890.1, AT2G40110.1, AT3G11230.2, AT5G53940.1	FBpp0305120, FBpp0305119, FBpp0305121, FBpp0071416, FBpp0111887, FBpp0099522
OG0000302	AT5G41760.1	FBpp0070478, FBpp0311754, FBpp0271784, FBpp0078648
OG0000303	AT5G56290.1	FBpp0070351, FBpp0070352
OG0000310	AT5G14300.1, AT3G27280.1, AT5G40770.1	FBpp0080707, FBpp0312093, FBpp0080708
OG0000310	AT2G20530.1, AT4G28510.1, AT1G03860.1, AT5G44140.1	FBpp0111775, FBpp0085797, FBpp0085798, FBpp0111776, FBpp0085796, FBpp0111774
OG0000312	AT3G28970.1, AT3G12760.1, AT1G15860.3	FBpp0304267, FBpp0075314, FBpp0297286, FBpp0297284, FBpp0297285
OG0000313	AT5G21105.1, AT5G21100.1, AT4G39830.1, AT5G01050.1, AT5G01040.1, AT3G09220.1, AT5G09360.1, AT5G48100.1, AT2G30210.1, AT5G07130.1, AT2G40370.1, AT5G05390.1, AT2G38080.1, AT5G01190.1, AT5G58910.2, AT5G03260.1, AT5G60020.1, AT2G29130.1, AT1G18140.1, AT2G46570.1	FBpp0074240, FBpp0084314, FBpp0307245, FBpp0289199, FBpp0289198, FBpp0290285, FBpp0289196, FBpp0079407, FBpp0292900, FBpp0292899
OG0000315	AT1G47830.1	FBpp0083502
OG0000315	AT2G17380.1, AT4G35410.2	FBpp0307231, FBpp0293577, FBpp0293576, FBpp0083884
OG0000316	AT4G39870.1, AT2G05590.2	FBpp0078460, FBpp0078458, FBpp0078457, FBpp0305848, FBpp0078456, FBpp0271939, FBpp0089229, FBpp0110232, FBpp0078455, FBpp0300804, FBpp0297634, FBpp0271940, FBpp0271941, FBpp0099567, FBpp0300805, FBpp0078454, FBpp0078453, FBpp0099569, FBpp0110233, FBpp0297633, FBpp0271942, FBpp0078459, FBpp0271938
OG0000317	AT2G47980.1	FBpp0078977, FBpp0291002
OG0000318	AT3G25220.1, AT5G48580.1	FBpp0081899
OG0000318	AT5G64350.1	FBpp0085703
OG0000319	AT5G18230.4	FBpp0304299, FBpp0085398
OG0000320	AT5G47560.1	FBpp0290914, FBpp0290033, FBpp0290032, FBpp0099667, FBpp0099666, FBpp0074850, FBpp0074849, FBpp0291071, FBpp0074848
OG0000339	AT1G02120.1	FBpp0111550, FBpp0297429, FBpp0297431, FBpp0111553, FBpp0111551, FBpp0304682
OG0000340	AT5G62460.3, AT3G47550.3, AT2G02960.5, AT1G14260.1, AT5G38070.1, AT2G01275.3, AT4G02075.1, AT1G02610.1	FBpp0076222, FBpp0301283, FBpp0085553
OG0000342	AT5G66160.1, AT4G09560.1, AT1G35625.1, AT1G35630.1, AT1G71980.1, AT1G22670.1	FBpp0081217, FBpp0081218, FBpp0081219, FBpp0112110
OG0000343	AT4G10590.1, AT4G10570.1, AT1G32850.1, AT2G40930.1, AT5G22030.2	FBpp0310102, FBpp0310101, FBpp0072276
OG0000344	AT2G41090.1	FBpp0084278, FBpp0291175
OG0000358	AT2G44480.3, AT1G51490.1, AT1G47600.1, AT1G51470.1, AT2G44450.1, AT2G25630.1, AT5G44640.1, AT5G42260.1, AT3G60130.1, AT5G24540.1, AT5G24550.1, AT2G44460.1, AT2G44470.3, AT3G60140.1, AT3G60120.1, AT2G44490.1, AT2G32860.2, AT1G52400.1, AT3G21370.1, AT1G75940.1, AT5G28510.1, AT3G09260.1, AT1G66270.1, AT1G66280.1, AT1G26560.1, AT5G54570.1, AT1G02850.4, AT4G21760.2, AT3G18070.1, AT3G18080.1, AT5G36890.1	FBpp0075080
OG0000359	AT4G02690.1, AT1G03070.1, AT3G63310.1, AT4G14730.1, AT4G15470.1	FBpp0088815, FBpp0301213, FBpp0088813, FBpp0301212, FBpp0305105, FBpp0088817, FBpp0088816, FBpp0088814, FBpp0088812, FBpp0086927, FBpp0305107, FBpp0305106, FBpp0086926, FBpp0082367, FBpp0293655
OG0000361	AT1G27650.1, AT5G42820.1	FBpp0077792, FBpp0305600
OG0000362	AT1G72990.1	FBpp0078861, FBpp0304852, FBpp0081961
OG0000363	AT5G48700.1, AT5G48710.1, AT5G55856.1, AT5G55855.2, AT2G32765.1, AT5G55170.1, AT5G55160.2, AT4G26840.1	FBpp0078984, FBpp0312327
OG0000364	AT3G22880.1, AT5G20850.1	FBpp0084956, FBpp0084955
OG0000364	AT2G45280.2	FBpp0084486
OG0000365	AT3G02760.1	FBpp0074365, FBpp0305939, FBpp0305940, FBpp0305938
OG0000367	AT4G17260.1	FBpp0304377, FBpp0304376, FBpp0304375, FBpp0076716
OG0000368	AT5G08580.1, AT4G27790.1	FBpp0088881, FBpp0088880, FBpp0291119, FBpp0291120, FBpp0291121, FBpp0078671, FBpp0305719, FBpp0078669, FBpp0078670
OG0000378	AT5G66590.1, AT2G19980.1, AT2G19970.1, AT2G19990.1, AT1G01310.1, AT5G02730.1, AT3G09590.1, AT4G31470.1, AT5G57625.1, AT4G25790.1, AT4G30320.1, AT4G25780.1, AT4G33730.1, AT3G19690.1, AT2G14580.1, AT2G14610.1, AT1G50060.1, AT1G50050.1, AT4G07820.1, AT4G33720.1, AT4G33710.1, AT5G26130.1	FBpp0077438, FBpp0077435, FBpp0077434, FBpp0291567, FBpp0081179
OG0000379	AT1G20065.2, AT3G25940.1	FBpp0083564
OG0000380	AT3G56960.1, AT2G41210.1, AT3G07960.1, AT1G77740.1, AT1G21980.1, AT2G26420.2, AT3G09920.1	FBpp0310605, FBpp0071491, FBpp0309638, FBpp0288534, FBpp0293460, FBpp0308809, FBpp0293462, FBpp0071811
OG0000381	AT5G26740.1, AT3G05940.1	FBpp0311521, FBpp0112035, FBpp0072629, FBpp0072628
OG0000381	AT4G38360.2, AT1G77220.1, AT1G23070.1	FBpp0301150, FBpp0301149, FBpp0292904, FBpp0079486, FBpp0301148, FBpp0303021
OG0000382	AT1G68100.1	FBpp0080687, FBpp0088864, FBpp0088862, FBpp0088863, FBpp0088859, FBpp0088861, FBpp0292153, FBpp0292151, FBpp0292152, FBpp0088860
OG0000383	AT1G74030.1, AT2G29560.1, AT2G36530.1	FBpp0077571, FBpp0077572, FBpp0077573, FBpp0077574, FBpp0077575, FBpp0291325
OG0000384	AT5G67380.1, AT3G50000.1, AT2G23080.1, AT2G23070.1	FBpp0311359, FBpp0110433, FBpp0311229, FBpp0311360, FBpp0070041, FBpp0070042, FBpp0070043
OG0000385	AT2G35320.1	FBpp0297250, FBpp0078963, FBpp0078964
OG0000386	AT5G16800.3, AT3G02980.1	FBpp0113058, FBpp0089006, FBpp0088430
OG0000387	AT5G06290.1, AT3G11630.1	FBpp0082927, FBpp0308757, FBpp0308756, FBpp0311371, FBpp0073595, FBpp0073594, FBpp0075397, FBpp0072853, FBpp0072852, FBpp0304422
OG0000388	AT4G09320.1, AT5G63310.1	FBpp0308291, FBpp0311978, FBpp0312191
OG0000389	AT4G21540.1, AT4G21534.1	FBpp0072854, FBpp0073346, FBpp0073347
OG0000400	AT2G31200.1, AT2G16700.1, AT4G34970.1, AT4G25590.1, AT5G52360.1, AT1G01750.2, AT4G00680.2, AT3G46000.2, AT3G45990.1, AT3G46010.2, AT5G59890.1, AT5G59880.1	FBpp0074378, FBpp0072097
OG0000402	AT5G41580.1, AT1G08910.1	FBpp0087658, FBpp0291667, FBpp0087656, FBpp0087655, FBpp0087657, FBpp0291668, FBpp0087651, FBpp0291669, FBpp0297644, FBpp0087652, FBpp0310445, FBpp0087653, FBpp0087659, FBpp0087654
OG0000403	AT2G20560.1, AT4G28480.1, AT3G08910.1, AT5G01390.1, AT1G10350.1, AT1G59725.1, AT3G47940.1, AT5G25530.1	FBpp0078137, FBpp0307363, FBpp0077637, FBpp0297899, FBpp0297900, FBpp0076829, FBpp0076830, FBpp0071393
OG0000404	AT2G23150.1, AT4G18790.1, AT1G47240.1, AT5G67330.1	FBpp0088507, FBpp0290692, FBpp0290693, FBpp0303079, FBpp0297444, FBpp0297443
OG0000405	AT3G52560.4, AT2G36060.2, AT1G70660.1, AT1G70650.2, AT1G23260.1	FBpp0311276, FBpp0076859, FBpp0076860
OG0000406	AT2G43420.1, AT2G26260.1, AT1G47290.2	FBpp0075044
OG0000407	AT2G36900.1, AT5G50440.1	FBpp0076849
OG0000408	AT3G10550.1, AT5G04540.1	FBpp0311457, FBpp0078854, FBpp0111853, FBpp0071937, FBpp0071938
OG0000409	AT3G14740.2	FBpp0088092, FBpp0311524
OG0000410	AT4G19045.1, AT5G45550.1	FBpp0079573, FBpp0311400, FBpp0083624, FBpp0307973
OG0000419	AT3G10850.1	FBpp0077910, FBpp0077911, FBpp0077912
OG0000421	AT4G35740.1	FBpp0099768, FBpp0075457, FBpp0075458
OG0000421	AT3G05740.1, AT1G10930.1, AT1G31360.3	FBpp0081910
OG0000422	AT3G26340.1, AT1G13060.2	FBpp0087320, FBpp0087319, FBpp0309163, FBpp0080578, FBpp0071954
OG0000423	AT5G10960.1, AT1G80780.3, AT2G32070.1, AT1G15920.1, AT5G22250.1, AT3G44260.1	FBpp0311089, FBpp0289500, FBpp0075790, FBpp0075792, FBpp0075791
OG0000424	AT1G49760.1, AT2G15500.1, AT4G34110.1, AT2G23350.1, AT1G22760.1, AT1G71770.1, AT2G36660.1	FBpp0085915, FBpp0085917, FBpp0085919
OG0000425	AT4G04800.1, AT4G21860.1, AT4G04810.1, AT4G04830.1, AT4G21850.1, AT4G21830.1, AT4G21840.1, AT4G04840.1	FBpp0081768, FBpp0271855, FBpp0081769, FBpp0081771, FBpp0081772, FBpp0271853, FBpp0271854, FBpp0297596
OG0000426	AT4G31860.1, AT2G25070.1	FBpp0085427, FBpp0085428, FBpp0084809, FBpp0084810, FBpp0084808, FBpp0084811, FBpp0084812, FBpp0301180, FBpp0084399, FBpp0072956, FBpp0072955, FBpp0072452
OG0000427	AT4G26530.1, AT4G26520.1, AT3G52930.1, AT2G36460.1, AT5G03690.1	FBpp0084373, FBpp0113036, FBpp0089214, FBpp0297612, FBpp0302781, FBpp0308680, FBpp0084372, FBpp0084368, FBpp0084367, FBpp0302780
OG0000428	AT4G29720.1	FBpp0074952, FBpp0305845, FBpp0308562, FBpp0087206, FBpp0074958, FBpp0076286, FBpp0306432, FBpp0081369
OG0000428	AT5G13700.1	FBpp0080699
OG0000429	AT4G38260.1	FBpp0304111, FBpp0073638, FBpp0300867, FBpp0309341
OG0000430	AT5G12200.1	FBpp0088627, FBpp0088628, FBpp0112945
OG0000431	AT5G35980.1	FBpp0288894, FBpp0289736, FBpp0289735, FBpp0289737, FBpp0309627
OG0000432	AT5G66130.1	FBpp0082433
OG0000445	AT1G02740.1, AT4G37280.1	FBpp0306049, FBpp0082579
OG0000446	AT5G50490.1, AT5G27910.1, AT5G50470.1, AT5G50480.1, AT5G38140.1, AT1G08970.1, AT1G54830.1, AT1G56170.1, AT3G48590.1, AT5G63470.1	FBpp0070935
OG0000448	AT1G12390.1, AT1G12340.1, AT1G62880.1, AT4G12090.1, AT3G12180.1	FBpp0077350, FBpp0080405, FBpp0308005, FBpp0080406
OG0000449	AT1G54080.2, AT1G17370.1, AT3G14100.1	FBpp0305402, FBpp0083976, FBpp0305403, FBpp0305404, FBpp0083977, FBpp0083979
OG0000450	AT4G39120.2, AT1G31190.1, AT3G02870.1	FBpp0291655, FBpp0075270, FBpp0075269, FBpp0305752, FBpp0075268, FBpp0075271, FBpp0305753, FBpp0078071, FBpp0296988, FBpp0078069
OG0000453	AT1G54390.2	FBpp0082953
OG0000453	AT3G24010.1	FBpp0080104, FBpp0080103
OG0000454	AT2G17510.2	FBpp0306666, FBpp0083989
OG0000454	AT1G77680.1	FBpp0072389, FBpp0072388
OG0000455	AT2G04030.1, AT3G07770.1, AT4G24190.1	FBpp0084623
OG0000455	AT5G56010.1, AT5G56030.2, AT5G56000.1, AT5G52640.1	FBpp0072904, FBpp0305095
OG0000457	AT5G46750.1, AT4G17890.1, AT2G35210.1	FBpp0303207, FBpp0303206, FBpp0303208, FBpp0078192, FBpp0078191, FBpp0112099, FBpp0304160
OG0000458	AT5G62500.1, AT3G47690.1, AT5G67270.1	FBpp0076502, FBpp0289513, FBpp0089088, FBpp0305157, FBpp0085464, FBpp0085463, FBpp0085461, FBpp0271746
OG0000459	AT5G42740.1	FBpp0087761, FBpp0087762, FBpp0087760
OG0000460	AT5G08230.1, AT5G23150.1	FBpp0084927, FBpp0302568
OG0000461	AT5G41210.1, AT5G41220.1, AT5G41240.1	FBpp0073609
OG0000477	AT5G46210.1	FBpp0087897, FBpp0290569
OG0000477	AT1G69670.1, AT1G26830.1	FBpp0291368, FBpp0291367, FBpp0291366, FBpp0291369
OG0000478	AT1G79950.1	FBpp0070773, FBpp0304672
OG0000478	AT1G03190.1	FBpp0071503
OG0000481	AT3G61160.2, AT4G00720.1, AT1G09840.10, AT1G57870.3, AT2G30980.1, AT1G06390.1, AT4G18710.1, AT5G14640.1, AT5G26751.1, AT3G05840.1	FBpp0085145, FBpp0089161, FBpp0291178, FBpp0291395, FBpp0089158, FBpp0089159, FBpp0070449, FBpp0070450, FBpp0070453, FBpp0070451, FBpp0070452, FBpp0089162, FBpp0304141, FBpp0089160
OG0000482	AT1G11660.1, AT1G79920.1, AT1G79930.1	FBpp0305265, FBpp0075514, FBpp0075515, FBpp0075513, FBpp0292998, FBpp0292997, FBpp0293000, FBpp0292999
OG0000483	AT1G25540.1	FBpp0083945, FBpp0083234
OG0000484	AT1G29940.1	FBpp0077714
OG0000484	AT5G45140.1	FBpp0087085
OG0000484	AT4G21710.1	FBpp0310926, FBpp0082353
OG0000485	AT3G57650.1, AT1G51260.1	FBpp0075176, FBpp0075175, FBpp0075178, FBpp0300976, FBpp0075177, FBpp0075180, FBpp0075179, FBpp0303599
OG0000486	AT1G74320.1, AT1G71697.1, AT4G09760.1, AT2G26830.1	FBpp0300841, FBpp0300842, FBpp0310124, FBpp0073990, FBpp0300843, FBpp0073993, FBpp0073991, FBpp0310123
OG0000487	AT2G47600.1	FBpp0310709, FBpp0310708, FBpp0301142, FBpp0301144, FBpp0301143, FBpp0083404, FBpp0083403, FBpp0083402, FBpp0301141
OG0000488	AT5G17770.1	FBpp0075810, FBpp0291346, FBpp0075811, FBpp0290358, FBpp0110168, FBpp0110169, FBpp0310443
OG0000505	AT1G01160.2, AT4G00850.1, AT5G28640.1	FBpp0071122, FBpp0310010
