Orthogroup	fly	yeast
OG0002674	FBpp0081116, FBpp0308786	YPL236C_mRNA
OG0002675	FBpp0312454, FBpp0078227	YGL231C_mRNA
OG0002676	FBpp0312097, FBpp0288698	YMR223W_mRNA
OG0002679	FBpp0308771, FBpp0308772, FBpp0308770, FBpp0081262	YCL045C_mRNA
OG0002681	FBpp0074918	YNL313C_mRNA
OG0002683	FBpp0307273, FBpp0085325	YPL096W_mRNA
OG0002684	FBpp0073338, FBpp0310233	YJR135W-A_mRNA
OG0002685	FBpp0071229	YPL051W_mRNA
OG0002686	FBpp0300905, FBpp0073822, FBpp0099689, FBpp0073823, FBpp0309379	YOL006C_mRNA
OG0002688	FBpp0305004, FBpp0075862, FBpp0075861	YIL103W_mRNA
OG0002690	FBpp0311514, FBpp0085408, FBpp0087139	YNL125C_mRNA
OG0002697	FBpp0089170, FBpp0070589, FBpp0309607, FBpp0089169	YER120W_mRNA, YBL091C-A_mRNA
OG0002700	FBpp0081325, FBpp0070912, FBpp0300816, FBpp0300817, FBpp0300818, FBpp0085111	YHR175W_mRNA
OG0002708	FBpp0072778, FBpp0288404, FBpp0303833, FBpp0303832	YDR405W_mRNA
OG0002709	FBpp0072928, FBpp0072927	YNL129W_mRNA
OG0002716	FBpp0073982	YDR282C_mRNA
OG0002725	FBpp0077858, FBpp0077857, FBpp0076788	YFR018C_mRNA
OG0002738	FBpp0080041, FBpp0310554, FBpp0080040, FBpp0311166	YIL048W_mRNA
OG0002740	FBpp0080392	YGL221C_mRNA
OG0002743	FBpp0081571, FBpp0292157, FBpp0081576	YAR002C-A_mRNA, YGL002W_mRNA, YHR110W_mRNA
OG0002744	FBpp0307208, FBpp0081848, FBpp0081856	YMR118C_mRNA, YKL141W_mRNA
OG0002751	FBpp0085057, FBpp0085056, FBpp0303322, FBpp0297541, FBpp0085054, FBpp0085055	YPR021C_mRNA
OG0002758	FBpp0087711, FBpp0086594	YMR278W_mRNA
OG0002763	FBpp0088201, FBpp0305837, FBpp0309503, FBpp0309504	YOR079C_mRNA
OG0002887	FBpp0088029	YDL100C_mRNA
OG0002889	FBpp0084340	YKL002W_mRNA
OG0002890	FBpp0302537, FBpp0307983, FBpp0302538	YER025W_mRNA
OG0002891	FBpp0077230	YMR078C_mRNA
OG0002898	FBpp0072468, FBpp0289951	YMR213W_mRNA
OG0002899	FBpp0304862, FBpp0073900	YLL027W_mRNA
OG0002908	FBpp0071600	YER107C_mRNA
OG0002909	FBpp0085452, FBpp0085453	YCR044C_mRNA
OG0002911	FBpp0085131, FBpp0311406	YBR003W_mRNA
OG0002912	FBpp0083213	YGR173W_mRNA
OG0002912	FBpp0087084	YAL036C_mRNA
OG0002913	FBpp0077650	YPR056W_mRNA
OG0002917	FBpp0074825, FBpp0079333, FBpp0308626	YDR256C_mRNA
OG0002919	FBpp0082601	YGR271W_mRNA
OG0002919	FBpp0075282	YER172C_mRNA
OG0002920	FBpp0301573, FBpp0301572, FBpp0301571, FBpp0073003, FBpp0301570	YAL035W_mRNA
OG0002921	FBpp0303967, FBpp0303968, FBpp0303969, FBpp0084711	YGL083W_mRNA
OG0002927	FBpp0077676	YPR107C_mRNA
OG0002931	FBpp0076589	YML105C_mRNA
OG0002934	FBpp0079326, FBpp0089366	YOR335C_mRNA
OG0002936	FBpp0072908	YNL244C_mRNA
OG0002940	FBpp0301728, FBpp0088028	YJL121C_mRNA
OG0002941	FBpp0085657	YHL022C_mRNA
OG0002945	FBpp0078760	YDR484W_mRNA
OG0002946	FBpp0305110, FBpp0310565, FBpp0074516	YNL222W_mRNA
OG0002948	FBpp0087646	YPR189W_mRNA
OG0002951	FBpp0080906	YDL051W_mRNA
OG0002953	FBpp0081356	YAR007C_mRNA
OG0002958	FBpp0080474, FBpp0080473, FBpp0080472, FBpp0312493	YCR048W_mRNA, YNR019W_mRNA
OG0002959	FBpp0075833	YJR084W_mRNA
OG0002961	FBpp0084948, FBpp0084950, FBpp0084949	YDR050C_mRNA
OG0002962	FBpp0083704	YBL067C_mRNA, YER098W_mRNA
OG0002963	FBpp0310303, FBpp0079480	YLR424W_mRNA
OG0002964	FBpp0077750	YNL072W_mRNA
OG0002967	FBpp0083854	YLR059C_mRNA
OG0002968	FBpp0086252	YDR382W_mRNA, YOL039W_mRNA
OG0002973	FBpp0085716	YML010W_mRNA
OG0002974	FBpp0083889, FBpp0083890, FBpp0290388	YOR289W_mRNA
OG0002976	FBpp0086703	YJR001W_mRNA
OG0002977	FBpp0072687	YOL127W_mRNA
OG0002979	FBpp0312181, FBpp0080640, FBpp0080639, FBpp0080641, FBpp0303872	YER131W_mRNA, YGL189C_mRNA
OG0002980	FBpp0305956, FBpp0084843	YOR112W_mRNA
OG0002982	FBpp0083715	YMR097C_mRNA
OG0002983	FBpp0294020, FBpp0075151, FBpp0075152, FBpp0303170, FBpp0294021	YOR298C-A_mRNA
OG0002984	FBpp0309436, FBpp0085717	YPR102C_mRNA, YGR085C_mRNA
OG0002985	FBpp0075941	YEL050C_mRNA
OG0002986	FBpp0079458, FBpp0297299, FBpp0311558	YER136W_mRNA
OG0002987	FBpp0076401, FBpp0311127	YOL102C_mRNA
OG0002988	FBpp0079554, FBpp0075907, FBpp0304212, FBpp0070916, FBpp0070915, FBpp0070914	YPL262W_mRNA
OG0002989	FBpp0089374, FBpp0070208, FBpp0070209	YDR477W_mRNA
OG0002990	FBpp0271702, FBpp0080645	YMR048W_mRNA
OG0002991	FBpp0099885, FBpp0290912, FBpp0099884, FBpp0290913	YKL035W_mRNA
OG0002993	FBpp0082018	YJR105W_mRNA
OG0002994	FBpp0078656, FBpp0078655, FBpp0291726	YJR094W-A_mRNA, YPR043W_mRNA
OG0002996	FBpp0072840, FBpp0305632	YNL242W_mRNA
OG0003001	FBpp0080496, FBpp0080494, FBpp0080495, FBpp0307142	YPR036W_mRNA
OG0003002	FBpp0288501	YLR105C_mRNA
OG0003004	FBpp0087114, FBpp0087115	YBR048W_mRNA, YDR025W_mRNA
OG0003005	FBpp0080700	YBR123C_mRNA
OG0003007	FBpp0307130, FBpp0077309, FBpp0077308, FBpp0077307, FBpp0271801	YKR057W_mRNA, YJL136C_mRNA
OG0003009	FBpp0078164, FBpp0306792	YLR039C_mRNA
OG0003010	FBpp0078568	YJR093C_mRNA
OG0003011	FBpp0077378, FBpp0307163	YIL062C_mRNA
OG0003013	FBpp0311095, FBpp0311094, FBpp0082346, FBpp0073585, FBpp0305521	YBR080C_mRNA
OG0003015	FBpp0082522	YDR298C_mRNA
OG0003017	FBpp0078151, FBpp0078150, FBpp0078152	YBL076C_mRNA
OG0003018	FBpp0079211	YMR039C_mRNA
OG0003019	FBpp0311683, FBpp0080603, FBpp0310032, FBpp0070911	YDL017W_mRNA
OG0003021	FBpp0070298	YJL053W_mRNA
OG0003022	FBpp0088811, FBpp0088810	YBR133C_mRNA
OG0003023	FBpp0099670, FBpp0076592	YFR027W_mRNA
OG0003024	FBpp0311588, FBpp0086877	YCR090C_mRNA
OG0003030	FBpp0075718	YDR527W_mRNA
OG0003034	FBpp0079897	YJL097W_mRNA
OG0003035	FBpp0309989, FBpp0070969	YMR132C_mRNA
OG0003036	FBpp0079833	YML071C_mRNA
OG0003037	FBpp0078951, FBpp0305544	YBR018C_mRNA
OG0003039	FBpp0308731, FBpp0290447	YNL297C_mRNA
OG0003041	FBpp0074927, FBpp0072877, FBpp0271787	YDL236W_mRNA
OG0003042	FBpp0304502, FBpp0079595	YOR002W_mRNA
OG0003044	FBpp0084902, FBpp0084901	YGR207C_mRNA
OG0003045	FBpp0082973	YPL178W_mRNA
OG0003049	FBpp0081800, FBpp0081141, FBpp0308959	YLR070C_mRNA, YDL246C_mRNA, YJR159W_mRNA
OG0003051	FBpp0294038, FBpp0294037, FBpp0294036, FBpp0294035, FBpp0080922	YLR347C_mRNA
OG0003052	FBpp0088818	YKR068C_mRNA
OG0003054	FBpp0082314	YIL007C_mRNA
OG0003056	FBpp0112092	YPL047W_mRNA
OG0003058	FBpp0083415	YHR066W_mRNA, YDR312W_mRNA
OG0003059	FBpp0310621, FBpp0078589, FBpp0112104	YOR164C_mRNA
OG0003062	FBpp0078625	YDL238C_mRNA
OG0003084	FBpp0073422, FBpp0073420, FBpp0073421, FBpp0073419, FBpp0307825, FBpp0082476, FBpp0307826, FBpp0082475	YBR053C_mRNA
OG0003087	FBpp0074553, FBpp0291292	YGL173C_mRNA
OG0003088	FBpp0099722, FBpp0074608	YMR001C_mRNA
OG0003090	FBpp0305251, FBpp0075467, FBpp0075466	YIL045W_mRNA, YER054C_mRNA
OG0003091	FBpp0305239, FBpp0075528, FBpp0075527	YHL023C_mRNA
OG0003098	FBpp0078343, FBpp0078342	YCR027C_mRNA
OG0003100	FBpp0309823, FBpp0309824, FBpp0078820, FBpp0078821	YDR286C_mRNA
OG0003106	FBpp0079785, FBpp0310217	YDR128W_mRNA
OG0003113	FBpp0087946, FBpp0308392, FBpp0306654, FBpp0083299, FBpp0082215, FBpp0311942, FBpp0082216	YLR348C_mRNA
OG0003124	FBpp0086405	YOL147C_mRNA
OG0003126	FBpp0305138, FBpp0086651, FBpp0086650	YKL120W_mRNA
OG0003127	FBpp0087405, FBpp0303465, FBpp0087881	YOL071W_mRNA
OG0003129	FBpp0308396, FBpp0300980, FBpp0087743	YEL064C_mRNA
OG0003274	FBpp0083131	YGR006W_mRNA
OG0003276	FBpp0072020, FBpp0309932	YHR069C_mRNA
OG0003283	FBpp0303920, FBpp0075838	YKL144C_mRNA
OG0003286	FBpp0111884, FBpp0071350	YHR164C_mRNA
OG0003288	FBpp0310578, FBpp0071217	YNL132W_mRNA
OG0003289	FBpp0308218, FBpp0308217, FBpp0308219	YBR004C_mRNA
OG0003290	FBpp0293677, FBpp0301179, FBpp0308582, FBpp0077060	YPL247C_mRNA
OG0003291	FBpp0084120	YLR244C_mRNA
OG0003292	FBpp0087010, FBpp0087011, FBpp0293612	YJR031C_mRNA, YEL022W_mRNA
OG0003293	FBpp0297153, FBpp0303670, FBpp0078681, FBpp0078682	YDR330W_mRNA
OG0003294	FBpp0082817	YJL203W_mRNA
OG0003296	FBpp0071888, FBpp0303429, FBpp0073844	YDR500C_mRNA, YLR185W_mRNA
OG0003297	FBpp0305066, FBpp0305067, FBpp0298297, FBpp0073686, FBpp0289793, FBpp0080227, FBpp0310283	YDR092W_mRNA
OG0003298	FBpp0074859, FBpp0311533	YKR035W-A_mRNA
OG0003299	FBpp0083530, FBpp0070723	YDL108W_mRNA
OG0003302	FBpp0075398	YAL042W_mRNA
OG0003305	FBpp0298826, FBpp0288666	YGL027C_mRNA
OG0003309	FBpp0312086, FBpp0080890	YNR035C_mRNA
OG0003310	FBpp0072839	YOR295W_mRNA, YMR233W_mRNA
OG0003312	FBpp0082412	YNL185C_mRNA
OG0003318	FBpp0079547, FBpp0292910, FBpp0292909, FBpp0292908, FBpp0310205, FBpp0310204, FBpp0310203	YPL006W_mRNA
OG0003321	FBpp0082851, FBpp0307971	YJL035C_mRNA
OG0003325	FBpp0304151, FBpp0074563	YGR029W_mRNA
OG0003327	FBpp0084936	YML077W_mRNA
OG0003328	FBpp0070168	YDL033C_mRNA
OG0003329	FBpp0086153	YDR152W_mRNA
OG0003331	FBpp0084874	YKR026C_mRNA
OG0003332	FBpp0113012, FBpp0081253	YMR227C_mRNA
OG0003335	FBpp0070765, FBpp0309405	YGR013W_mRNA
OG0003339	FBpp0071068, FBpp0071067, FBpp0071069	YEL012W_mRNA
OG0003340	FBpp0087937, FBpp0087936, FBpp0087938	YGL100W_mRNA
OG0003341	FBpp0084787	YDR088C_mRNA
OG0003343	FBpp0310348, FBpp0077359	YIL064W_mRNA
OG0003345	FBpp0304562, FBpp0077654	YFL036W_mRNA
OG0003346	FBpp0076238	YGL068W_mRNA
OG0003347	FBpp0074831	YOR336W_mRNA
OG0003348	FBpp0084779	YDR117C_mRNA
OG0003349	FBpp0301081, FBpp0075377	YIR012W_mRNA
OG0003353	FBpp0087124	YHR165C_mRNA
OG0003354	FBpp0087968, FBpp0087969, FBpp0087970, FBpp0291433	YGL011C_mRNA
OG0003356	FBpp0072187, FBpp0099812	YEL053C_mRNA
OG0003357	FBpp0071745	YGL236C_mRNA
OG0003358	FBpp0303129, FBpp0290505, FBpp0085154, FBpp0085155	YNL287W_mRNA
OG0003359	FBpp0081846, FBpp0081845	YGR027C_mRNA, YLR333C_mRNA
OG0003362	FBpp0304448, FBpp0304449, FBpp0076445	YLR306W_mRNA
OG0003363	FBpp0309714, FBpp0312105, FBpp0078704, FBpp0085368	YGR188C_mRNA
OG0003365	FBpp0075952	YGR048W_mRNA
OG0003367	FBpp0084801	YJR010C-A_mRNA
OG0003369	FBpp0071476	YDR255C_mRNA
OG0003370	FBpp0074151, FBpp0111906	YFL017W-A_mRNA
OG0003371	FBpp0305226, FBpp0080967	YNL312W_mRNA
OG0003372	FBpp0072094	YJL189W_mRNA
OG0003375	FBpp0077570, FBpp0305723	YOR004W_mRNA
OG0003376	FBpp0084087, FBpp0292528	YLR028C_mRNA, YMR120C_mRNA
OG0003378	FBpp0076791	YMR274C_mRNA
OG0003379	FBpp0087757	YGL105W_mRNA
OG0003381	FBpp0083766, FBpp0083767	YNL230C_mRNA
OG0003382	FBpp0077396	YNL245C_mRNA
OG0003383	FBpp0070931	YOR067C_mRNA
OG0003385	FBpp0309987, FBpp0070877, FBpp0311460, FBpp0070878, FBpp0309986	YLL045C_mRNA, YHL033C_mRNA
OG0003387	FBpp0307782, FBpp0082189	YBL057C_mRNA
OG0003389	FBpp0311370, FBpp0073444, FBpp0308797	YLR143W_mRNA
OG0003390	FBpp0081461	YOL097C_mRNA
OG0003391	FBpp0086820	YOR250C_mRNA
OG0003392	FBpp0076346	YOR243C_mRNA
OG0003393	FBpp0305422, FBpp0074802, FBpp0303122, FBpp0074803	YBR276C_mRNA
OG0003394	FBpp0086486	YDR438W_mRNA, YML018C_mRNA
OG0003395	FBpp0071663, FBpp0070643, FBpp0310166	YGL200C_mRNA
OG0003396	FBpp0085545	YMR035W_mRNA
OG0003398	FBpp0077979, FBpp0293954	YGR285C_mRNA
OG0003399	FBpp0071302, FBpp0292593, FBpp0071301	YDR037W_mRNA
OG0003400	FBpp0071094	YAR018C_mRNA
OG0003402	FBpp0071583	YER159C_mRNA
OG0003406	FBpp0086776, FBpp0289644, FBpp0081448	YLR418C_mRNA
OG0003407	FBpp0086013, FBpp0309235	YMR309C_mRNA
OG0003408	FBpp0070175	YLR103C_mRNA
OG0003409	FBpp0311226, FBpp0074419, FBpp0085489	YLL041C_mRNA
OG0003410	FBpp0075382, FBpp0078473, FBpp0070782	YOR157C_mRNA
OG0003413	FBpp0302999, FBpp0077487, FBpp0303000	YHR098C_mRNA
OG0003414	FBpp0086591	YFR031C_mRNA
OG0003416	FBpp0073959, FBpp0290813, FBpp0305868	YPL170W_mRNA
OG0003417	FBpp0081444, FBpp0081442, FBpp0081443	YER156C_mRNA
OG0003418	FBpp0073989	YOL038W_mRNA
OG0003419	FBpp0311675, FBpp0076827, FBpp0311825	YDR101C_mRNA
OG0003422	FBpp0271719, FBpp0271717, FBpp0085409, FBpp0311263, FBpp0271718, FBpp0271716	YIL065C_mRNA
OG0003424	FBpp0083898, FBpp0083899	YHR020W_mRNA, YGL245W_mRNA
OG0003428	FBpp0084304, FBpp0084305, FBpp0084303, FBpp0303777	YDL142C_mRNA
OG0003432	FBpp0087266	YJL167W_mRNA
OG0003433	FBpp0077448, FBpp0306201, FBpp0072678	YJL091C_mRNA
OG0003434	FBpp0087774	YJR102C_mRNA
OG0003435	FBpp0309240, FBpp0088527	YMR149W_mRNA
OG0003436	FBpp0074414	YFR005C_mRNA
OG0003438	FBpp0083533	YPL002C_mRNA
OG0003439	FBpp0079654, FBpp0310207, FBpp0310206, FBpp0080234	YGR028W_mRNA
OG0003441	FBpp0074288	YML114C_mRNA
OG0003447	FBpp0071767, FBpp0300826	YMR077C_mRNA
OG0003448	FBpp0079616	YHR156C_mRNA
OG0003449	FBpp0078362, FBpp0078363	YNL317W_mRNA
OG0003453	FBpp0071023	YPL149W_mRNA
OG0003454	FBpp0075699	YEL058W_mRNA
OG0003455	FBpp0086469	YOR260W_mRNA
OG0003458	FBpp0078093	YPR025C_mRNA
OG0003460	FBpp0085890, FBpp0085891	YHR171W_mRNA
OG0003465	FBpp0078900, FBpp0303612	YNL063W_mRNA
OG0003474	FBpp0070924	YOR125C_mRNA
OG0003487	FBpp0072946, FBpp0304368, FBpp0072945	YNL127W_mRNA
OG0003489	FBpp0305197, FBpp0073137, FBpp0079701, FBpp0293850	YDR469W_mRNA
OG0003505	FBpp0077258, FBpp0309921	YML061C_mRNA, YHR031C_mRNA
OG0003518	FBpp0080790, FBpp0310051, FBpp0079119, FBpp0310052	YHR123W_mRNA, YNL130C_mRNA
OG0003523	FBpp0080150, FBpp0304017	YGL243W_mRNA
OG0003532	FBpp0110210, FBpp0082746	YOR236W_mRNA
OG0003534	FBpp0083097	YCL004W_mRNA
OG0003539	FBpp0307391, FBpp0307392, FBpp0112224, FBpp0085120	YLR403W_mRNA
OG0003544	FBpp0085810, FBpp0303087	YDR141C_mRNA
OG0003572	FBpp0308231, FBpp0308232	YJL046W_mRNA
OG0003715	FBpp0075686	YBL026W_mRNA
OG0003732	FBpp0070235	YPL008W_mRNA
OG0003733	FBpp0087637, FBpp0289874	YPL093W_mRNA
OG0003737	FBpp0083166, FBpp0312439, FBpp0303077	YIL083C_mRNA
OG0003738	FBpp0076460, FBpp0306212	YJR065C_mRNA
OG0003741	FBpp0072460, FBpp0070645	YMR130W_mRNA
OG0003743	FBpp0088820, FBpp0309200, FBpp0309199	YER105C_mRNA, YBL079W_mRNA
OG0003744	FBpp0083076	YHL031C_mRNA
OG0003745	FBpp0082947	YBR110W_mRNA
OG0003748	FBpp0084183	YNL219C_mRNA
OG0003750	FBpp0070110, FBpp0079936	YCR036W_mRNA
OG0003753	FBpp0080817	YPR183W_mRNA
OG0003755	FBpp0079606	YLR167W_mRNA
OG0003758	FBpp0075238	YMR074C_mRNA
OG0003759	FBpp0084735, FBpp0084738	YBR221C_mRNA
OG0003762	FBpp0111905, FBpp0307918	YPR133C_mRNA
OG0003763	FBpp0310666, FBpp0083264, FBpp0310667	YBR227C_mRNA
OG0003765	FBpp0084161	YGL022W_mRNA
OG0003773	FBpp0309852, FBpp0078918, FBpp0078919	YGL187C_mRNA
OG0003777	FBpp0312212, FBpp0310255, FBpp0080153	YMR099C_mRNA
OG0003780	FBpp0080943	YBR173C_mRNA
OG0003782	FBpp0074715, FBpp0291576	YJL115W_mRNA
OG0003785	FBpp0073073	YML130C_mRNA
OG0003786	FBpp0079218	YIL049W_mRNA
OG0003789	FBpp0072315	YNL227C_mRNA
OG0003790	FBpp0083842	YLR450W_mRNA, YML075C_mRNA
OG0003791	FBpp0081548	YGL095C_mRNA
OG0003793	FBpp0088360	YOR150W_mRNA
OG0003794	FBpp0083769	YKL022C_mRNA
OG0003795	FBpp0100025, FBpp0100024, FBpp0100026, FBpp0289952, FBpp0084265	YBR006W_mRNA
OG0003797	FBpp0075581, FBpp0075582	YMR092C_mRNA
OG0003798	FBpp0081847	YDR205W_mRNA
OG0003801	FBpp0085169, FBpp0306623, FBpp0085170	YPR118W_mRNA
OG0003802	FBpp0081725	YGR095C_mRNA
OG0003805	FBpp0081434	YKR030W_mRNA
OG0003806	FBpp0081829	YBL071W-A_mRNA
OG0003807	FBpp0076654, FBpp0076655, FBpp0293248, FBpp0081261	YMR300C_mRNA
OG0003809	FBpp0113107	YPL126W_mRNA
OG0003810	FBpp0301152, FBpp0078864, FBpp0078865, FBpp0078866, FBpp0301151, FBpp0089196	YOR122C_mRNA
OG0003811	FBpp0307026, FBpp0083164, FBpp0083163	YIL022W_mRNA
OG0003813	FBpp0288705	YOR196C_mRNA
OG0003816	FBpp0112333	YMR009W_mRNA
OG0003817	FBpp0081152	YDR196C_mRNA
OG0003819	FBpp0311988, FBpp0083801	YLR208W_mRNA
OG0003820	FBpp0083411	YOR070C_mRNA
OG0003825	FBpp0086845	YEL011W_mRNA
OG0003826	FBpp0291319	YDR228C_mRNA
OG0003827	FBpp0072598, FBpp0302739, FBpp0070202	YPR051W_mRNA
OG0003829	FBpp0297083, FBpp0305785, FBpp0075100, FBpp0075103, FBpp0311304, FBpp0305786, FBpp0297082	YDL171C_mRNA
OG0003831	FBpp0076451	YLR195C_mRNA
OG0003832	FBpp0085546	YGR002C_mRNA
OG0003833	FBpp0081234	YLR275W_mRNA
OG0003838	FBpp0312321, FBpp0079278	YGR218W_mRNA
OG0003839	FBpp0079908, FBpp0309544	YDL065C_mRNA
OG0003840	FBpp0085658	YOR370C_mRNA
OG0003841	FBpp0071507, FBpp0071506, FBpp0071505	YGR267C_mRNA
OG0003842	FBpp0073739	YBR204C_mRNA, YGL130W_mRNA
OG0003843	FBpp0085690	YNL148C_mRNA
OG0003845	FBpp0309600, FBpp0073474	YMR304W_mRNA
OG0003847	FBpp0070402	YLR117C_mRNA
OG0003848	FBpp0099795	YDR140W_mRNA
OG0003849	FBpp0076285, FBpp0076284	YDR091C_mRNA
OG0003852	FBpp0293253, FBpp0310466, FBpp0077645	YKL213C_mRNA
OG0003853	FBpp0309710, FBpp0080732, FBpp0309709, FBpp0080731, FBpp0311160, FBpp0311159	YMR321C_mRNA, YLL062C_mRNA, YPL273W_mRNA
OG0003856	FBpp0070299	YNL182C_mRNA
OG0003861	FBpp0074757, FBpp0074758	YIL004C_mRNA
OG0003862	FBpp0082468	YKL191W_mRNA
OG0003864	FBpp0075358	YHL013C_mRNA
OG0003865	FBpp0075317	YML093W_mRNA
OG0003866	FBpp0070422, FBpp0300790	YBR175W_mRNA
OG0003867	FBpp0080044	YDR098C_mRNA, YER174C_mRNA
OG0003869	FBpp0087323	YLR196W_mRNA
OG0003871	FBpp0070181	YJR072C_mRNA
OG0003872	FBpp0075139	YKR038C_mRNA
OG0003877	FBpp0087037, FBpp0292314	YEL052W_mRNA
OG0003881	FBpp0099892, FBpp0099890, FBpp0099888, FBpp0099889	YJR095W_mRNA, YBR291C_mRNA
OG0003882	FBpp0083958	YLR383W_mRNA
OG0003883	FBpp0075203, FBpp0305828, FBpp0088250, FBpp0311086	YJR121W_mRNA
OG0003886	FBpp0079445	YGR103W_mRNA
OG0003887	FBpp0073008, FBpp0073009	YGL142C_mRNA
OG0003888	FBpp0306028, FBpp0074734	YDR108W_mRNA
OG0003889	FBpp0086505, FBpp0086506	YER162C_mRNA
OG0003891	FBpp0070317	YDL201W_mRNA
OG0003892	FBpp0099686, FBpp0301957, FBpp0311987, FBpp0311986	YER102W_mRNA, YBL072C_mRNA
OG0003894	FBpp0086223	YKL113C_mRNA
OG0003895	FBpp0111291	YDR066C_mRNA, YER139C_mRNA
OG0003896	FBpp0077351, FBpp0307454	YDR023W_mRNA
OG0003898	FBpp0083750, FBpp0310702	YCR075C_mRNA
OG0003899	FBpp0076330	YIR008C_mRNA
OG0003901	FBpp0071373, FBpp0305117, FBpp0310433	YDL004W_mRNA
OG0003903	FBpp0290492, FBpp0290493	YPL009C_mRNA
OG0003904	FBpp0075697	YPL263C_mRNA
OG0003905	FBpp0077129	YPL086C_mRNA
OG0003908	FBpp0303030, FBpp0085966	YJR057W_mRNA
OG0003909	FBpp0077399, FBpp0307125	YOR160W_mRNA
OG0003911	FBpp0304503, FBpp0079597	YJR113C_mRNA
OG0003919	FBpp0087926	YMR239C_mRNA
OG0003921	FBpp0086837, FBpp0288460, FBpp0310193, FBpp0070170	YHL021C_mRNA
OG0003924	FBpp0071063, FBpp0089361, FBpp0309124, FBpp0309125	YJL101C_mRNA
OG0003936	FBpp0072249, FBpp0310097	YMR277W_mRNA
OG0003939	FBpp0297532, FBpp0303831, FBpp0072836, FBpp0072835, FBpp0072833, FBpp0072834	YLR209C_mRNA
OG0003955	FBpp0075086, FBpp0075085	YBR220C_mRNA, YBR219C_mRNA
OG0003958	FBpp0304386, FBpp0075620	YOR036W_mRNA
OG0003960	FBpp0075748	YPL083C_mRNA
OG0003976	FBpp0078404, FBpp0089179, FBpp0089178	YJL100W_mRNA
OG0003978	FBpp0305541, FBpp0078948	YLR007W_mRNA
OG0003990	FBpp0081947, FBpp0081948, FBpp0312586, FBpp0306911	YHR051W_mRNA
OG0003993	FBpp0082494, FBpp0082495, FBpp0305474, FBpp0082496	YLR258W_mRNA, YFR015C_mRNA
OG0003998	FBpp0082877	YKL193C_mRNA
OG0003999	FBpp0083141, FBpp0311983, FBpp0083142	YKL016C_mRNA
OG0004002	FBpp0084244	YOL031C_mRNA
OG0004003	FBpp0308294, FBpp0084728, FBpp0308295, FBpp0290731	YBL105C_mRNA
OG0004015	FBpp0086996	YGL220W_mRNA
OG0004022	FBpp0088977, FBpp0088397	YML042W_mRNA
OG0004030	FBpp0112504	YNR017W_mRNA
OG0004037	FBpp0301696, FBpp0291798, FBpp0305122, FBpp0301693, FBpp0291796, FBpp0291799, FBpp0291797, FBpp0291795, FBpp0291794, FBpp0301694, FBpp0301695	YLR107W_mRNA
OG0004050	FBpp0308258	YER049W_mRNA
OG0004237	FBpp0084729	YPL266W_mRNA
OG0004239	FBpp0070862	YDR165W_mRNA
OG0004245	FBpp0085902	YLL036C_mRNA
OG0004247	FBpp0306599, FBpp0084754, FBpp0303405	YIL075C_mRNA
OG0004252	FBpp0084635	YJL133W_mRNA, YKR052C_mRNA
OG0004254	FBpp0078624	YBR065C_mRNA
OG0004255	FBpp0080803, FBpp0089395, FBpp0085619	YBR088C_mRNA
OG0004257	FBpp0076858	YNL153C_mRNA
OG0004259	FBpp0304749, FBpp0080266, FBpp0080265, FBpp0304750	YNL023C_mRNA
OG0004268	FBpp0082377, FBpp0075609	YOR020C_mRNA
OG0004269	FBpp0087731	YDR398W_mRNA
OG0004271	FBpp0288644, FBpp0307200, FBpp0081916, FBpp0081918	YDR145W_mRNA
OG0004279	FBpp0077965	YNR046W_mRNA
OG0004281	FBpp0082743, FBpp0306602	YDL216C_mRNA
OG0004282	FBpp0297149, FBpp0081557, FBpp0081556	YLR146C_mRNA, YPR069C_mRNA
OG0004284	FBpp0077525, FBpp0306851, FBpp0290874	YNL139C_mRNA
OG0004286	FBpp0072503	YMR197C_mRNA
OG0004293	FBpp0303093, FBpp0076652	YLR022C_mRNA
OG0004294	FBpp0080028, FBpp0310201, FBpp0079538	YMR314W_mRNA
OG0004296	FBpp0074993	YER008C_mRNA
OG0004297	FBpp0077368, FBpp0087406, FBpp0087356, FBpp0087354	YBL064C_mRNA
OG0004298	FBpp0083969	YBL080C_mRNA
OG0004299	FBpp0304214, FBpp0075393	YDR329C_mRNA
OG0004300	FBpp0304098, FBpp0304099, FBpp0073673	YPL195W_mRNA
OG0004302	FBpp0081534, FBpp0081533	YGL180W_mRNA
OG0004305	FBpp0305957, FBpp0112320, FBpp0081658, FBpp0073964, FBpp0073963	YPL271W_mRNA
OG0004306	FBpp0304059, FBpp0079650	YFR010W_mRNA
OG0004312	FBpp0289288	YBR217W_mRNA
OG0004313	FBpp0311911, FBpp0112147	YOR001W_mRNA
OG0004317	FBpp0079680, FBpp0307934	YOL114C_mRNA
OG0004318	FBpp0083025, FBpp0312513	YBL074C_mRNA
OG0004319	FBpp0083319	YPL210C_mRNA
OG0004322	FBpp0085888	YIL068C_mRNA
OG0004324	FBpp0084021	YLR060W_mRNA
OG0004325	FBpp0072887	YGL065C_mRNA
OG0004326	FBpp0074729	YLR438W_mRNA
OG0004328	FBpp0310328, FBpp0080488, FBpp0300961	YNL147W_mRNA
OG0004329	FBpp0081867	YMR253C_mRNA, YPL264C_mRNA
OG0004331	FBpp0112173, FBpp0112174	YMR125W_mRNA
