Orthogroup	fly	neurospora
OG0002712	FBpp0073300, FBpp0073297, FBpp0073299	EAA28729
OG0002716	FBpp0073982	EAA30679
OG0002725	FBpp0077858, FBpp0077857, FBpp0076788	EAA28916, EDO65282
OG0002726	FBpp0307371, FBpp0077343, FBpp0307370, FBpp0077342, FBpp0297101	EAA36364, EAA28933, ESA41864, EAA29886, EAA28899, EAA26702, EAA31350
OG0002738	FBpp0080041, FBpp0310554, FBpp0080040, FBpp0311166	EAA31971
OG0002740	FBpp0080392	EAA30734
OG0002741	FBpp0311571, FBpp0080512	EAA29468
OG0002743	FBpp0081571, FBpp0292157, FBpp0081576	EAA28382
OG0002744	FBpp0307208, FBpp0081848, FBpp0081856	EAA29313
OG0002751	FBpp0085057, FBpp0085056, FBpp0303322, FBpp0297541, FBpp0085054, FBpp0085055	EAA32371, EAA28699, ESA42367
OG0002752	FBpp0085474, FBpp0297918	EAA33080
OG0002754	FBpp0085582, FBpp0085583, FBpp0085584	EAA34414
OG0002760	FBpp0088022, FBpp0292379, FBpp0088024, FBpp0088023	ESA42281
OG0002762	FBpp0311396, FBpp0305856, FBpp0088175	EAA34754
OG0002763	FBpp0088201, FBpp0305837, FBpp0309503, FBpp0309504	EAA28128
OG0002774	FBpp0303735, FBpp0310018	EAA35787
OG0002887	FBpp0088029	EAA31661
OG0002889	FBpp0084340	EAA27463
OG0002890	FBpp0302537, FBpp0307983, FBpp0302538	EAA35230
OG0002891	FBpp0077230	EAA33235
OG0002898	FBpp0072468, FBpp0289951	EAA33398
OG0002899	FBpp0304862, FBpp0073900	EAA34332
OG0002908	FBpp0071600	EAA31842
OG0002909	FBpp0085452, FBpp0085453	EAA35581
OG0002910	FBpp0078348	EAA32701
OG0002911	FBpp0085131, FBpp0311406	EAA30713
OG0002912	FBpp0083213	EAA32313
OG0002912	FBpp0087084	EAA28039
OG0002913	FBpp0077650	EAA26981
OG0002917	FBpp0074825, FBpp0079333, FBpp0308626	EAA32637
OG0002919	FBpp0082601	EAA32659
OG0002919	FBpp0075282	EAA36222
OG0002920	FBpp0301573, FBpp0301572, FBpp0301571, FBpp0073003, FBpp0301570	EAA32491
OG0002921	FBpp0303967, FBpp0303968, FBpp0303969, FBpp0084711	EAA31052
OG0002924	FBpp0083908, FBpp0303395, FBpp0308725, FBpp0308724, FBpp0312142, FBpp0308727, FBpp0308726	EAA35456
OG0002927	FBpp0077676	EAA36020
OG0002931	FBpp0076589	EAA26541
OG0002934	FBpp0079326, FBpp0089366	EAA36461
OG0002936	FBpp0072908	EAA35109
OG0002939	FBpp0071961, FBpp0298007, FBpp0074013, FBpp0298005, FBpp0298006	EAA34808
OG0002940	FBpp0301728, FBpp0088028	EAA34485
OG0002941	FBpp0085657	EAA31791
OG0002945	FBpp0078760	EAA32674
OG0002946	FBpp0305110, FBpp0310565, FBpp0074516	EAA35737
OG0002948	FBpp0087646	EAA29354
OG0002951	FBpp0080906	EAA33272
OG0002953	FBpp0081356	EAA32097
OG0002958	FBpp0080474, FBpp0080473, FBpp0080472, FBpp0312493	ESA43238, EAA27340, EAA32064
OG0002959	FBpp0075833	ESA42830, ESA44132
OG0002960	FBpp0073725, FBpp0308581	EAA36438
OG0002961	FBpp0084948, FBpp0084950, FBpp0084949	EAA29827
OG0002962	FBpp0083704	ESA44137
OG0002964	FBpp0077750	EAA34136
OG0002965	FBpp0111303	EAA29954
OG0002967	FBpp0083854	ESA43994
OG0002968	FBpp0086252	EAA35936
OG0002971	FBpp0075617	ESA44091
OG0002973	FBpp0085716	EAA30040
OG0002974	FBpp0083889, FBpp0083890, FBpp0290388	EAA30739
OG0002976	FBpp0086703	EAA33846
OG0002977	FBpp0072687	EAA33841
OG0002979	FBpp0312181, FBpp0080640, FBpp0080639, FBpp0080641, FBpp0303872	EAA26707
OG0002980	FBpp0305956, FBpp0084843	EAA31833
OG0002981	FBpp0077203, FBpp0306862	EAA33024
OG0002982	FBpp0083715	EAA35045
OG0002983	FBpp0294020, FBpp0075151, FBpp0075152, FBpp0303170, FBpp0294021	EAA31454
OG0002984	FBpp0309436, FBpp0085717	EAA36404
OG0002985	FBpp0075941	EAA34614
OG0002986	FBpp0079458, FBpp0297299, FBpp0311558	EAA32823
OG0002987	FBpp0076401, FBpp0311127	ESA43214
OG0002988	FBpp0079554, FBpp0075907, FBpp0304212, FBpp0070916, FBpp0070915, FBpp0070914	EAA30218
OG0002989	FBpp0089374, FBpp0070208, FBpp0070209	EAA29429
OG0002990	FBpp0271702, FBpp0080645	EAA36253
OG0002991	FBpp0099885, FBpp0290912, FBpp0099884, FBpp0290913	EAA35217
OG0002992	FBpp0309030, FBpp0289825, FBpp0289824, FBpp0289823	EAA34390
OG0002993	FBpp0082018	EAA28064
OG0002994	FBpp0078656, FBpp0078655, FBpp0291726	EAA29371
OG0002995	FBpp0308748, FBpp0073861	EAA30932
OG0002996	FBpp0072840, FBpp0305632	EAA31372
OG0003001	FBpp0080496, FBpp0080494, FBpp0080495, FBpp0307142	EAA35895
OG0003002	FBpp0288501	EAA31786
OG0003004	FBpp0087114, FBpp0087115	EAA35725
OG0003005	FBpp0080700	ESA42470
OG0003007	FBpp0307130, FBpp0077309, FBpp0077308, FBpp0077307, FBpp0271801	ESA44410
OG0003009	FBpp0078164, FBpp0306792	EDO65316
OG0003010	FBpp0078568	EAA33545
OG0003011	FBpp0077378, FBpp0307163	EAA27488
OG0003012	FBpp0081451	EAA27466
OG0003013	FBpp0311095, FBpp0311094, FBpp0082346, FBpp0073585, FBpp0305521	EAA27598
OG0003015	FBpp0082522	EAA27281
OG0003017	FBpp0078151, FBpp0078150, FBpp0078152	EAA26778
OG0003018	FBpp0079211	EAA29049
OG0003019	FBpp0311683, FBpp0080603, FBpp0310032, FBpp0070911	EDO65431
OG0003021	FBpp0070298	EAA35892
OG0003022	FBpp0088811, FBpp0088810	ESA43657
OG0003024	FBpp0311588, FBpp0086877	EAA34198
OG0003030	FBpp0075718	EAA28789
OG0003033	FBpp0088579, FBpp0088583	EAA26642
OG0003034	FBpp0079897	EAA29777
OG0003035	FBpp0309989, FBpp0070969	EAA34286
OG0003036	FBpp0079833	EAA36125
OG0003037	FBpp0078951, FBpp0305544	EAA27793
OG0003039	FBpp0308731, FBpp0290447	EAA30877
OG0003041	FBpp0074927, FBpp0072877, FBpp0271787	EAA27976
OG0003042	FBpp0304502, FBpp0079595	EAA35258
OG0003043	FBpp0304108, FBpp0073650	EAA31640
OG0003044	FBpp0084902, FBpp0084901	EAA32747
OG0003045	FBpp0082973	EAA27359
OG0003047	FBpp0311672, FBpp0311673, FBpp0076124	EAA32355
OG0003049	FBpp0081800, FBpp0081141, FBpp0308959	EAA32925, EAA36300, EAA36547, EAA35571
OG0003051	FBpp0294038, FBpp0294037, FBpp0294036, FBpp0294035, FBpp0080922	EAA35640
OG0003052	FBpp0088818	ESA42059
OG0003054	FBpp0082314	EDO64929
OG0003057	FBpp0087013, FBpp0291088	EAA35151
OG0003058	FBpp0083415	EAA27678
OG0003059	FBpp0310621, FBpp0078589, FBpp0112104	EAA32320
OG0003062	FBpp0078625	EAA34149, EAA33231
OG0003063	FBpp0078313, FBpp0078312, FBpp0113010, FBpp0078311, FBpp0078310, FBpp0085952, FBpp0085953	EAA29272
OG0003064	FBpp0072723, FBpp0072722, FBpp0305622	EAA29992, EAA30320
OG0003076	FBpp0071905	EAA34800
OG0003084	FBpp0073422, FBpp0073420, FBpp0073421, FBpp0073419, FBpp0307825, FBpp0082476, FBpp0307826, FBpp0082475	ESA43342
OG0003087	FBpp0074553, FBpp0291292	EAA31689
OG0003088	FBpp0099722, FBpp0074608	EAA35457
OG0003090	FBpp0305251, FBpp0075467, FBpp0075466	ESA43466
OG0003091	FBpp0305239, FBpp0075528, FBpp0075527	EAA35874
OG0003095	FBpp0076824	EAA31736
OG0003098	FBpp0078343, FBpp0078342	EAA26730
OG0003100	FBpp0309823, FBpp0309824, FBpp0078820, FBpp0078821	ESA44024
OG0003106	FBpp0079785, FBpp0310217	EAA34870
OG0003108	FBpp0080118	EAA27969, EAA27904, ESA43733
OG0003109	FBpp0080183	ESA43482
OG0003113	FBpp0087946, FBpp0308392, FBpp0306654, FBpp0083299, FBpp0082215, FBpp0311942, FBpp0082216	EAA27727
OG0003118	FBpp0083833, FBpp0306807, FBpp0112317	EAA28236
OG0003119	FBpp0083857	EAA36181
OG0003124	FBpp0086405	ESA42145
OG0003126	FBpp0305138, FBpp0086651, FBpp0086650	EAA33581
OG0003127	FBpp0087405, FBpp0303465, FBpp0087881	EAA32193
OG0003129	FBpp0308396, FBpp0300980, FBpp0087743	EAA27522
OG0003139	FBpp0311440, FBpp0289050, FBpp0289049, FBpp0289046, FBpp0293595, FBpp0293594	EAA26586
OG0003274	FBpp0083131	EAA27435
OG0003276	FBpp0072020, FBpp0309932	EAA28388
OG0003283	FBpp0303920, FBpp0075838	EDO65390
OG0003286	FBpp0111884, FBpp0071350	ESA42127
OG0003288	FBpp0310578, FBpp0071217	ESA42009
OG0003289	FBpp0308218, FBpp0308217, FBpp0308219	EAA29338
OG0003290	FBpp0293677, FBpp0301179, FBpp0308582, FBpp0077060	EAA30393
OG0003291	FBpp0084120	EAA30034
OG0003292	FBpp0087010, FBpp0087011, FBpp0293612	EAA33457
OG0003293	FBpp0297153, FBpp0303670, FBpp0078681, FBpp0078682	EAA35691
OG0003294	FBpp0082817	EAA36308
OG0003296	FBpp0071888, FBpp0303429, FBpp0073844	ESA43839
OG0003297	FBpp0305066, FBpp0305067, FBpp0298297, FBpp0073686, FBpp0289793, FBpp0080227, FBpp0310283	EAA34871
OG0003298	FBpp0074859, FBpp0311533	ESA43881
OG0003299	FBpp0083530	EAA28267
OG0003299	FBpp0070723	EAA31503
OG0003300	FBpp0087999	EAA30487
OG0003302	FBpp0075398	EAA35579
OG0003305	FBpp0298826, FBpp0288666	ESA42430
OG0003308	FBpp0084824	EAA33003
OG0003309	FBpp0312086, FBpp0080890	ESA44338
OG0003310	FBpp0072839	EAA30287
OG0003312	FBpp0082412	EAA27081
OG0003314	FBpp0309967, FBpp0072130	EAA27485
OG0003318	FBpp0079547, FBpp0292910, FBpp0292909, FBpp0292908, FBpp0310205, FBpp0310204, FBpp0310203	EAA26850
OG0003321	FBpp0082851, FBpp0307971	ESA43869
OG0003322	FBpp0082003, FBpp0082004	ESA43514
OG0003325	FBpp0304151, FBpp0074563	EAA30480
OG0003327	FBpp0084936	ESA43190
OG0003329	FBpp0086153	EAA34591
OG0003331	FBpp0084874	EAA27089
OG0003332	FBpp0113012, FBpp0081253	EAA34629
OG0003333	FBpp0073559, FBpp0073560	EAA35849, ESA41899
OG0003335	FBpp0070765, FBpp0309405	EAA33363
OG0003339	FBpp0071068, FBpp0071067, FBpp0071069	EAA28717
OG0003340	FBpp0087937, FBpp0087936, FBpp0087938	ESA42960
OG0003341	FBpp0084787	EAA34998
OG0003343	FBpp0310348, FBpp0077359	EAA26936
OG0003345	FBpp0304562, FBpp0077654	EAA33334
OG0003346	FBpp0076238	EAA28124
OG0003347	FBpp0074831	EAA30235
OG0003349	FBpp0301081, FBpp0075377	EAA35835
OG0003353	FBpp0087124	EAA33717
OG0003354	FBpp0087968, FBpp0087969, FBpp0087970, FBpp0291433	EAA28671
OG0003355	FBpp0100175	AGG15990
OG0003356	FBpp0072187, FBpp0099812	EAA26884
OG0003357	FBpp0071745	EAA26953
OG0003358	FBpp0303129, FBpp0290505, FBpp0085154, FBpp0085155	EAA35621
OG0003359	FBpp0081846, FBpp0081845	EAA33995
OG0003362	FBpp0304448, FBpp0304449, FBpp0076445	EAA32101
OG0003363	FBpp0309714, FBpp0312105, FBpp0078704, FBpp0085368	ESA44171
OG0003364	FBpp0087278	ESA42260
OG0003365	FBpp0075952	EAA34094
OG0003367	FBpp0084801	EDO65123
OG0003368	FBpp0084813, FBpp0073222, FBpp0073223	ESA42143
OG0003369	FBpp0071476	EAA35578
OG0003370	FBpp0074151, FBpp0111906	EAA29411
OG0003371	FBpp0305226, FBpp0080967	EAA32731
OG0003372	FBpp0072094	EAA29782
OG0003375	FBpp0077570, FBpp0305723	ESA43976
OG0003376	FBpp0084087, FBpp0292528	EAA34818
OG0003378	FBpp0076791	ESA43195
OG0003379	FBpp0087757	EAA33333
OG0003382	FBpp0077396	EAA36496
OG0003383	FBpp0070931	EAA27440
OG0003385	FBpp0309987, FBpp0070877, FBpp0311460, FBpp0070878, FBpp0309986	EAA30992
OG0003386	FBpp0297182, FBpp0297181	EAA30576
OG0003387	FBpp0307782, FBpp0082189	EAA27714
OG0003388	FBpp0271901, FBpp0307167, FBpp0077425	ESA42502
OG0003389	FBpp0311370, FBpp0073444, FBpp0308797	EAA36207
OG0003390	FBpp0081461	EAA31666
OG0003391	FBpp0086820	EAA33340
OG0003392	FBpp0076346	EAA28083
OG0003393	FBpp0305422, FBpp0074802, FBpp0303122, FBpp0074803	EAA27476
OG0003394	FBpp0086486	EAA32250
OG0003395	FBpp0071663, FBpp0070643, FBpp0310166	EAA31953, EAA36006
OG0003396	FBpp0085545	ESA42886
OG0003398	FBpp0077979, FBpp0293954	EAA36159
OG0003399	FBpp0071302, FBpp0292593, FBpp0071301	EAA28399
OG0003400	FBpp0071094	EAA36051
OG0003401	FBpp0292399, FBpp0305931, FBpp0292401, FBpp0292402, FBpp0073456, FBpp0073455, FBpp0073454, FBpp0073453, FBpp0073452, FBpp0292400, FBpp0305930, FBpp0311374	ESA43929
OG0003402	FBpp0071583	EAA26539
OG0003405	FBpp0079870, FBpp0309536, FBpp0079907	EAA32835
OG0003406	FBpp0086776, FBpp0289644, FBpp0081448	ESA42870
OG0003407	FBpp0086013, FBpp0309235	EAA33716
OG0003408	FBpp0070175	EAA28219
OG0003409	FBpp0311226, FBpp0074419, FBpp0085489	ESA44215
OG0003410	FBpp0075382, FBpp0078473, FBpp0070782	EAA34801
OG0003412	FBpp0081828	EAA27170
OG0003413	FBpp0302999, FBpp0077487, FBpp0303000	EAA28841
OG0003414	FBpp0086591	EAA33085
OG0003416	FBpp0073959, FBpp0290813, FBpp0305868	EAA32904
OG0003417	FBpp0081444, FBpp0081442, FBpp0081443	EAA26616
OG0003418	FBpp0073989	ESA43167
OG0003419	FBpp0311675, FBpp0076827, FBpp0311825	ESA43374
OG0003422	FBpp0271719, FBpp0271717, FBpp0085409, FBpp0311263, FBpp0271718, FBpp0271716	ESA43065
OG0003423	FBpp0074841	EAA27434
OG0003424	FBpp0083898, FBpp0083899	EAA26671, EAA29596
OG0003425	FBpp0086328	ESA43571, EAA35196
OG0003426	FBpp0309486, FBpp0074226, FBpp0075010	EAA32299
OG0003428	FBpp0084304, FBpp0084305, FBpp0084303, FBpp0303777	ESA43279
OG0003429	FBpp0309814, FBpp0080670	EAA34876
OG0003430	FBpp0072941, FBpp0072940	EAA34539
OG0003432	FBpp0087266	EAA32305
OG0003433	FBpp0077448, FBpp0306201, FBpp0072678	ESA44236
OG0003434	FBpp0087774	EAA28301
OG0003435	FBpp0309240, FBpp0088527	EDO65281
OG0003436	FBpp0074414	EAA29530
OG0003438	FBpp0083533	EAA33868
OG0003439	FBpp0079654, FBpp0310207, FBpp0310206, FBpp0080234	EAA34214, EAA33422
OG0003447	FBpp0071767, FBpp0300826	EDO65068
OG0003448	FBpp0079616	EAA34093
OG0003449	FBpp0078362, FBpp0078363	ESA43241
OG0003450	FBpp0077927	EAA31595
OG0003453	FBpp0071023	EAA29969
OG0003454	FBpp0075699	EAA34673
OG0003455	FBpp0086469	EAA26536
OG0003458	FBpp0078093	EAA32443
OG0003460	FBpp0085890, FBpp0085891	ESA42585
OG0003461	FBpp0081590, FBpp0305030	EAA35364
OG0003465	FBpp0078900, FBpp0303612	EAA31969
OG0003473	FBpp0071135, FBpp0302614, FBpp0070506, FBpp0084491, FBpp0308635, FBpp0078590	EAA32529
OG0003474	FBpp0070924	EAA28360
OG0003483	FBpp0072230, FBpp0085150	EAA27443
OG0003487	FBpp0072946, FBpp0304368, FBpp0072945	ESA42443
OG0003489	FBpp0305197, FBpp0073137, FBpp0079701, FBpp0293850	EAA34806
OG0003500	FBpp0075561	EAA28633
OG0003505	FBpp0077258, FBpp0309921	EAA27456
OG0003512	FBpp0078501, FBpp0300977	EAA33393
OG0003513	FBpp0306925, FBpp0078516	ESA42477
OG0003518	FBpp0080790, FBpp0310051, FBpp0079119, FBpp0310052	EAA35622
OG0003523	FBpp0080150, FBpp0304017	ESA44045
OG0003532	FBpp0110210, FBpp0082746	ESA43245
OG0003534	FBpp0083097	EAA31812
OG0003536	FBpp0290430, FBpp0290429, FBpp0306725, FBpp0083511, FBpp0306726	EAA32180
OG0003537	FBpp0083961	EAA33857
OG0003539	FBpp0307391, FBpp0307392, FBpp0112224, FBpp0085120	EAA35788
OG0003543	FBpp0311868, FBpp0088908, FBpp0085804, FBpp0085807	EAA26990
OG0003544	FBpp0085810, FBpp0303087	EAA29927
OG0003551	FBpp0311717, FBpp0087351	EAA33029, EAA35754
OG0003556	FBpp0088018	EAA28492
OG0003572	FBpp0308231, FBpp0308232	ESA43549
OG0003715	FBpp0075686	ESA44187
OG0003719	FBpp0076470	ESA42709
OG0003724	FBpp0085009, FBpp0085011, FBpp0085010, FBpp0085007, FBpp0303775, FBpp0085008	EAA31120, EDO65216
OG0003732	FBpp0070235	EDO65430
OG0003733	FBpp0087637, FBpp0289874	EAA32824
OG0003737	FBpp0083166, FBpp0312439, FBpp0303077	ESA43785
OG0003738	FBpp0076460, FBpp0306212	EAA27943
OG0003739	FBpp0311155, FBpp0072427, FBpp0311157, FBpp0303824, FBpp0311156	ESA42787
OG0003741	FBpp0072460, FBpp0070645	EAA31379
OG0003742	FBpp0288569, FBpp0305574	EAA31750
OG0003743	FBpp0088820, FBpp0309200, FBpp0309199	EAA27796
OG0003744	FBpp0083076	EAA36243
OG0003745	FBpp0082947	EAA32879
OG0003748	FBpp0084183	EAA26676
OG0003749	FBpp0311644, FBpp0078765	EAA28984
OG0003750	FBpp0070110, FBpp0079936	EAA27084
OG0003753	FBpp0080817	EAA32862
OG0003755	FBpp0079606	ESA41890
OG0003756	FBpp0307453, FBpp0077340, FBpp0077339	EAA26853, EAA30152
OG0003758	FBpp0075238	EAA35279
OG0003759	FBpp0084735, FBpp0084738	EAA36154
OG0003760	FBpp0110573, FBpp0110506, FBpp0110561	EAA31573
OG0003761	FBpp0078891	EAA32378
OG0003762	FBpp0111905, FBpp0307918	EAA29911
OG0003763	FBpp0310666, FBpp0083264, FBpp0310667	ESA43554
OG0003765	FBpp0084161	EDO65317
OG0003771	FBpp0087648	EAA36090
OG0003773	FBpp0309852, FBpp0078918, FBpp0078919	EAA33815
OG0003777	FBpp0312212, FBpp0310255, FBpp0080153	ESA44390
OG0003780	FBpp0080943	EAA32651
OG0003782	FBpp0074715, FBpp0291576	EAA29352
OG0003785	FBpp0073073	EAA35365
OG0003786	FBpp0079218	EAA28037
OG0003789	FBpp0072315	ESA41944
OG0003790	FBpp0083842	EAA35310
OG0003791	FBpp0081548	EAA33768
OG0003793	FBpp0088360	EAA33877
OG0003794	FBpp0083769	EAA31698
OG0003795	FBpp0100025, FBpp0100024, FBpp0100026, FBpp0289952, FBpp0084265	ESA44221
OG0003796	FBpp0076329	EAA35361
OG0003797	FBpp0075581, FBpp0075582	EAA28347
OG0003798	FBpp0081847	EAA32880
OG0003801	FBpp0085169, FBpp0306623, FBpp0085170	EAA30403
OG0003802	FBpp0081725	EAA35185
OG0003803	FBpp0390632	AGG16009
OG0003806	FBpp0081829	EAA33984
OG0003807	FBpp0076654, FBpp0076655, FBpp0293248, FBpp0081261	EAA31604
OG0003809	FBpp0113107	EAA35771
OG0003810	FBpp0301152, FBpp0078864, FBpp0078865, FBpp0078866, FBpp0301151, FBpp0089196	ESA42891
OG0003811	FBpp0307026, FBpp0083164, FBpp0083163	EAA36093
OG0003813	FBpp0288705	EAA35490
OG0003816	FBpp0112333	EAA27424
OG0003817	FBpp0081152	EAA28019
OG0003819	FBpp0311988, FBpp0083801	EAA28442
OG0003820	FBpp0083411	EAA31996
OG0003822	FBpp0310435, FBpp0311351, FBpp0073849, FBpp0073850, FBpp0310436	EAA32844
OG0003825	FBpp0086845	ESA43555
OG0003826	FBpp0291319	EAA27666
OG0003827	FBpp0072598, FBpp0302739, FBpp0070202	EAA30363
OG0003829	FBpp0297083, FBpp0305785, FBpp0075100, FBpp0075103, FBpp0311304, FBpp0305786, FBpp0297082	ESA43623
OG0003830	FBpp0084157	EAA35340
OG0003831	FBpp0076451	ESA41844
OG0003832	FBpp0085546	EAA28381
OG0003833	FBpp0081234	EAA31888
OG0003834	FBpp0079574	EAA27634
OG0003838	FBpp0312321, FBpp0079278	EAA26681
OG0003839	FBpp0079908, FBpp0309544	EAA31855
OG0003840	FBpp0085658	EAA36055
OG0003841	FBpp0071507, FBpp0071506, FBpp0071505	EAA29459
OG0003842	FBpp0073739	ESA43408, ESA43219
OG0003843	FBpp0085690	EAA26791
OG0003845	FBpp0309600, FBpp0073474	EAA31950
OG0003847	FBpp0070402	EAA35866
OG0003848	FBpp0099795	EAA35072
OG0003849	FBpp0076285, FBpp0076284	EAA34633
OG0003852	FBpp0293253, FBpp0310466, FBpp0077645	EAA35560
OG0003853	FBpp0309710, FBpp0080732, FBpp0309709, FBpp0080731, FBpp0311160, FBpp0311159	EAA35719
OG0003855	FBpp0078315, FBpp0310534	EAA35910
OG0003856	FBpp0070299	EAA35485
OG0003857	FBpp0076331	EAA35518
OG0003860	FBpp0309285, FBpp0309284, FBpp0080728	EAA33482
OG0003861	FBpp0074757, FBpp0074758	EAA27928
OG0003862	FBpp0082468	EAA30794
OG0003864	FBpp0075358	EAA31390
OG0003865	FBpp0075317	EAA30911
OG0003866	FBpp0070422, FBpp0300790	EAA34500
OG0003867	FBpp0080044	EAA34827
OG0003869	FBpp0087323	EAA35878
OG0003871	FBpp0070181	EAA27682
OG0003872	FBpp0075139	ESA42481
OG0003877	FBpp0087037, FBpp0292314	EAA28387, EAA27814
OG0003878	FBpp0303745, FBpp0080822	ESA43156
OG0003881	FBpp0099892, FBpp0099890, FBpp0099888, FBpp0099889	EAA33520, EAA26828
OG0003882	FBpp0083958	EAA30486
OG0003883	FBpp0075203, FBpp0305828, FBpp0088250, FBpp0311086	EAA34017
OG0003886	FBpp0079445	EAA35515
OG0003887	FBpp0073008, FBpp0073009	EAA27180
OG0003888	FBpp0306028, FBpp0074734	EAA32976
OG0003889	FBpp0086505, FBpp0086506	ESA42154
OG0003889	FBpp0300906	EAA32709
OG0003891	FBpp0070317	EAA28339
OG0003892	FBpp0099686, FBpp0301957, FBpp0311987, FBpp0311986	ESA43690
OG0003894	FBpp0086223	EDO65264
OG0003895	FBpp0111291	EAA32598
OG0003896	FBpp0077351, FBpp0307454	EAA26729
OG0003898	FBpp0083750, FBpp0310702	EAA31417
OG0003899	FBpp0076330	EAA30409
OG0003900	FBpp0087935, FBpp0290448	EAA28898
OG0003901	FBpp0071373, FBpp0305117, FBpp0310433	EAA28035
OG0003903	FBpp0290492, FBpp0290493	EAA29899
OG0003904	FBpp0075697	EAA29935
OG0003905	FBpp0077129	EAA32359
OG0003908	FBpp0303030, FBpp0085966	EAA29458
OG0003909	FBpp0077399, FBpp0307125	EAA33153
OG0003911	FBpp0304503, FBpp0079597	EAA31196
OG0003912	FBpp0390633	AGG16010, AGG16015, AGG15998, AGG16001, AGG16000, AGG15999
OG0003913	FBpp0271773, FBpp0088174, FBpp0305832	EAA36429
OG0003917	FBpp0306741, FBpp0081620, FBpp0070595	ESA42461
OG0003919	FBpp0087926	ESA43619
OG0003921	FBpp0086837, FBpp0288460, FBpp0310193, FBpp0070170	ESA41830
OG0003924	FBpp0071063, FBpp0089361, FBpp0309124, FBpp0309125	EAA32287
OG0003934	FBpp0072173, FBpp0300565, FBpp0072172, FBpp0310086	EAA31776
OG0003936	FBpp0072249, FBpp0310097	ESA41793
OG0003955	FBpp0075086, FBpp0075085	EAA35682
OG0003958	FBpp0304386, FBpp0075620	EAA34382
OG0003970	FBpp0077427	ESA44220
OG0003976	FBpp0078404, FBpp0089179, FBpp0089178	EAA26591
OG0003990	FBpp0081947, FBpp0081948, FBpp0312586, FBpp0306911	ESA42595
OG0003993	FBpp0082494, FBpp0082495, FBpp0305474, FBpp0082496	ESA42591
OG0003997	FBpp0082849	EAA33127
OG0003998	FBpp0082877	EAA34696
OG0003999	FBpp0083141, FBpp0311983, FBpp0083142	ESA44299
OG0004001	FBpp0083940	EAA29919, EAA29700, EAA30616
OG0004002	FBpp0084244	ESA44208
OG0004003	FBpp0308294, FBpp0084728, FBpp0308295, FBpp0290731	EAA33015
OG0004015	FBpp0086996	EAA30733
OG0004018	FBpp0087722	ESA44142
OG0004020	FBpp0307879, FBpp0099870, FBpp0089219, FBpp0302965, FBpp0089218, FBpp0099869, FBpp0088344	ESA42576
OG0004022	FBpp0088977, FBpp0088397	EAA33436
OG0004030	FBpp0112504	ESA43351
OG0004033	FBpp0289410	EAA30323
OG0004037	FBpp0301696, FBpp0291798, FBpp0305122, FBpp0301693, FBpp0291796, FBpp0291799, FBpp0291797, FBpp0291795, FBpp0291794, FBpp0301694, FBpp0301695	EAA31576
OG0004047	FBpp0306244, FBpp0306243, FBpp0306241, FBpp0306242, FBpp0306245	EAA34141
OG0004049	FBpp0306919	EAA27675
OG0004050	FBpp0308258	EAA34486
OG0004237	FBpp0084729	EAA31554
OG0004239	FBpp0070862	EAA28948
OG0004245	FBpp0085902	EDO65042
OG0004246	FBpp0070885, FBpp0309040, FBpp0312526	EAA29209
OG0004247	FBpp0306599, FBpp0084754, FBpp0303405	EAA28800
OG0004252	FBpp0084635	EAA30369
OG0004253	FBpp0082228	EAA33401
OG0004254	FBpp0078624	EAA36157
OG0004255	FBpp0080803, FBpp0089395, FBpp0085619	EAA35438
OG0004257	FBpp0076858	EAA27612
OG0004259	FBpp0304749, FBpp0080266, FBpp0080265, FBpp0304750	EAA35190
OG0004262	FBpp0078667, FBpp0089133	EAA33209
OG0004265	FBpp0309809, FBpp0080646	EDO64976
OG0004268	FBpp0082377, FBpp0075609	EAA27079
OG0004269	FBpp0087731	EAA33945
OG0004271	FBpp0288644, FBpp0307200, FBpp0081916, FBpp0081918	EAA30400
OG0004277	FBpp0081545	EAA30945
OG0004279	FBpp0077965	EAA32331
OG0004281	FBpp0082743, FBpp0306602	EAA27550
OG0004282	FBpp0297149, FBpp0081557, FBpp0081556	EAA31671
OG0004284	FBpp0077525, FBpp0306851, FBpp0290874	EAA33406
OG0004285	FBpp0085801	EAA29339
OG0004286	FBpp0072503	EAA29337
OG0004291	FBpp0083682, FBpp0083681, FBpp0083680	EAA27110, EAA28071, EAA31480
OG0004293	FBpp0303093, FBpp0076652	EAA27559
OG0004294	FBpp0080028, FBpp0310201, FBpp0079538	EAA31656
OG0004296	FBpp0074993	ESA42209
OG0004297	FBpp0077368, FBpp0087406, FBpp0087356, FBpp0087354	EAA30385
OG0004298	FBpp0083969	EAA29736
OG0004299	FBpp0304214, FBpp0075393	EAA33751
OG0004300	FBpp0304098, FBpp0304099, FBpp0073673	EAA29959
OG0004302	FBpp0081534, FBpp0081533	EAA27175
OG0004305	FBpp0305957, FBpp0112320, FBpp0081658, FBpp0073964, FBpp0073963	EAA26885
OG0004306	FBpp0304059, FBpp0079650	EAA36314
OG0004307	FBpp0084050	EAA33219
OG0004312	FBpp0289288	EAA28720
OG0004313	FBpp0311911, FBpp0112147	EAA30664
OG0004314	FBpp0291601, FBpp0291602, FBpp0112484	EAA28316
OG0004316	FBpp0312198, FBpp0073597	EAA33858
OG0004317	FBpp0079680, FBpp0307934	ESA42008
OG0004318	FBpp0083025, FBpp0312513	EAA33869
