Orthogroup	human	yeast
OG0000117	ENSP00000397765, ENSP00000398016, ENSP00000405565, ENSP00000382721, ENSP00000392820, ENSP00000401287, ENSP00000389516, ENSP00000382726, ENSP00000415015, ENSP00000382725, ENSP00000412805, ENSP00000390988, ENSP00000387738, ENSP00000395863, ENSP00000404106, ENSP00000388870, ENSP00000394919, ENSP00000406582, ENSP00000407189, ENSP00000392083, ENSP00000337463, ENSP00000378875, ENSP00000408842, ENSP00000372782, ENSP00000395613, ENSP00000405864, ENSP00000364245, ENSP00000406614, ENSP00000388253, ENSP00000412304, ENSP00000364248, ENSP00000388090, ENSP00000388815, ENSP00000408032, ENSP00000406615, ENSP00000382728, ENSP00000378877, ENSP00000387810, ENSP00000410831, ENSP00000382723, ENSP00000401410, ENSP00000378874	YDL052C_mRNA
OG0000121	ENSP00000461762, ENSP00000481059, ENSP00000264335, ENSP00000487356, ENSP00000340989, ENSP00000248975, ENSP00000306330, ENSP00000379281, ENSP00000379286, ENSP00000379287, ENSP00000309503, ENSP00000395114, ENSP00000379283, ENSP00000398599, ENSP00000379288, ENSP00000361930, ENSP00000300161, ENSP00000371267, ENSP00000238081	YDR099W_mRNA, YER177W_mRNA
OG0000122	ENSP00000414854, ENSP00000494004, ENSP00000494716, ENSP00000353414, ENSP00000373311, ENSP00000380267, ENSP00000494381, ENSP00000495924, ENSP00000324172, ENSP00000492732, ENSP00000424494, ENSP00000495228, ENSP00000343886, ENSP00000263519, ENSP00000359205, ENSP00000377425, ENSP00000352062, ENSP00000352054, ENSP00000392043, ENSP00000376869, ENSP00000261173, ENSP00000340930, ENSP00000356187, ENSP00000350310	YGL006W_mRNA
OG0000126	ENSP00000377083, ENSP00000420293, ENSP00000258494, ENSP00000450353, ENSP00000261733, ENSP00000403349, ENSP00000366927, ENSP00000297785, ENSP00000332256, ENSP00000453600, ENSP00000438296, ENSP00000453408, ENSP00000249750, ENSP00000309623	YMR169C_mRNA, YMR170C_mRNA, YOR374W_mRNA, YER073W_mRNA, YPL061W_mRNA
OG0000127	ENSP00000428161, ENSP00000428978, ENSP00000403219, ENSP00000430631, ENSP00000430299, ENSP00000427832, ENSP00000484174, ENSP00000494531, ENSP00000436616, ENSP00000495787, ENSP00000383590, ENSP00000494234, ENSP00000493830, ENSP00000431512, ENSP00000357440	YGL073W_mRNA
OG0000127	ENSP00000430724	YJR147W_mRNA, YOR140W_mRNA
OG0000128	ENSP00000415303, ENSP00000394855, ENSP00000393756, ENSP00000372919, ENSP00000382980, ENSP00000365025, ENSP00000365046, ENSP00000415615, ENSP00000413092, ENSP00000410942, ENSP00000396772, ENSP00000395546, ENSP00000382984, ENSP00000415237, ENSP00000365026, ENSP00000390900, ENSP00000400188, ENSP00000395275, ENSP00000407018, ENSP00000407379, ENSP00000410802, ENSP00000411322, ENSP00000412520, ENSP00000409510, ENSP00000413469, ENSP00000372925, ENSP00000391038, ENSP00000365042, ENSP00000389767, ENSP00000392194, ENSP00000407844, ENSP00000407864, ENSP00000372923, ENSP00000365040, ENSP00000390345	YGL019W_mRNA
OG0000129	ENSP00000454538, ENSP00000456897, ENSP00000398131, ENSP00000408399, ENSP00000341247, ENSP00000454351, ENSP00000399539, ENSP00000456057	YDR172W_mRNA
OG0000129	ENSP00000339053, ENSP00000330054, ENSP00000479609, ENSP00000339063, ENSP00000494971, ENSP00000348651, ENSP00000493767, ENSP00000479055, ENSP00000298049, ENSP00000217182	YPR080W_mRNA, YBR118W_mRNA
OG0000131	ENSP00000255465, ENSP00000486017, ENSP00000486482, ENSP00000400666, ENSP00000426230, ENSP00000256442, ENSP00000423387, ENSP00000426092, ENSP00000424588, ENSP00000453685, ENSP00000480809, ENSP00000288207	YDL155W_mRNA, YLR210W_mRNA, YPR120C_mRNA, YGR109C_mRNA, YGR108W_mRNA, YPR119W_mRNA
OG0000133	ENSP00000438138, ENSP00000455337, ENSP00000458033, ENSP00000397913, ENSP00000454344, ENSP00000369666, ENSP00000455529, ENSP00000339712, ENSP00000457199, ENSP00000338868, ENSP00000340051, ENSP00000350676, ENSP00000397129, ENSP00000379578, ENSP00000319473, ENSP00000440942, ENSP00000437497, ENSP00000398279, ENSP00000480847, ENSP00000445196, ENSP00000474307, ENSP00000366271, ENSP00000366269, ENSP00000444846, ENSP00000445102, ENSP00000442293, ENSP00000435776, ENSP00000309302, ENSP00000432786, ENSP00000381640, ENSP00000440373	YER051W_mRNA
OG0000135	ENSP00000230402, ENSP00000450931, ENSP00000412324, ENSP00000333905, ENSP00000451179, ENSP00000408389, ENSP00000262239, ENSP00000329009, ENSP00000377669, ENSP00000420674, ENSP00000419756, ENSP00000420550, ENSP00000417963, ENSP00000164133, ENSP00000442866, ENSP00000261461, ENSP00000404632, ENSP00000452396, ENSP00000337641	YOR014W_mRNA
OG0000137	ENSP00000431146, ENSP00000341779, ENSP00000447122, ENSP00000335084, ENSP00000448981, ENSP00000390715, ENSP00000448437, ENSP00000365936, ENSP00000326031, ENSP00000350974, ENSP00000351298, ENSP00000296122, ENSP00000378769	YER133W_mRNA
OG0000137	ENSP00000457915	YNL217W_mRNA
OG0000141	ENSP00000424603, ENSP00000353857, ENSP00000261514, ENSP00000425323, ENSP00000478336, ENSP00000424540, ENSP00000422678, ENSP00000370209, ENSP00000370213, ENSP00000405754, ENSP00000304257, ENSP00000495122, ENSP00000365256, ENSP00000365259, ENSP00000496632, ENSP00000365276, ENSP00000496353, ENSP00000365679, ENSP00000308367, ENSP00000262318, ENSP00000410907, ENSP00000372193	YJR040W_mRNA
OG0000142	ENSP00000263112, ENSP00000402917, ENSP00000381340, ENSP00000330080, ENSP00000385445, ENSP00000384381, ENSP00000477856, ENSP00000384820, ENSP00000483019, ENSP00000415676, ENSP00000478615, ENSP00000385016, ENSP00000419751, ENSP00000385001, ENSP00000278765, ENSP00000286890, ENSP00000337587, ENSP00000383232, ENSP00000248923, ENSP00000383231, ENSP00000385721, ENSP00000385601, ENSP00000387499, ENSP00000395271, ENSP00000393537	YLR299W_mRNA
OG0000143	ENSP00000379626, ENSP00000261837, ENSP00000351635, ENSP00000392765, ENSP00000413219, ENSP00000390077, ENSP00000399904, ENSP00000399741, ENSP00000445967, ENSP00000442002, ENSP00000439753, ENSP00000414734, ENSP00000229264, ENSP00000481878, ENSP00000367872, ENSP00000419693, ENSP00000232564, ENSP00000389391, ENSP00000401873, ENSP00000400286, ENSP00000390543, ENSP00000483532, ENSP00000377501, ENSP00000377503, ENSP00000305260, ENSP00000420066	YOR212W_mRNA
OG0000145	ENSP00000372191, ENSP00000433077, ENSP00000432937, ENSP00000435464, ENSP00000437216, ENSP00000401203, ENSP00000489066, ENSP00000489036, ENSP00000400338, ENSP00000489070, ENSP00000408023, ENSP00000489360, ENSP00000397022, ENSP00000385146, ENSP00000489481, ENSP00000488998, ENSP00000351809, ENSP00000489426, ENSP00000404309, ENSP00000481932, ENSP00000489020, ENSP00000375931, ENSP00000488940, ENSP00000489602, ENSP00000249396	YPL015C_mRNA
OG0000145	ENSP00000212015, ENSP00000409208, ENSP00000384508, ENSP00000384063	YDL042C_mRNA, YOL068C_mRNA
OG0000145	ENSP00000489238, ENSP00000407272	YOR025W_mRNA
OG0000146	ENSP00000451652, ENSP00000452545, ENSP00000450601, ENSP00000450629, ENSP00000450548, ENSP00000450544, ENSP00000442816, ENSP00000450725, ENSP00000365370, ENSP00000488130, ENSP00000451708, ENSP00000452021, ENSP00000451176, ENSP00000404559, ENSP00000338095, ENSP00000452276, ENSP00000451187, ENSP00000452214, ENSP00000452213, ENSP00000452185, ENSP00000450790, ENSP00000451291, ENSP00000404848, ENSP00000452573, ENSP00000452599, ENSP00000451292, ENSP00000450467, ENSP00000415973, ENSP00000327522, ENSP00000413638, ENSP00000246194, ENSP00000364255, ENSP00000403744, ENSP00000428711, ENSP00000427787	YPL190C_mRNA
OG0000149	ENSP00000449104, ENSP00000448739, ENSP00000448290, ENSP00000436068, ENSP00000419272, ENSP00000416100, ENSP00000233944, ENSP00000397133, ENSP00000449121, ENSP00000447671, ENSP00000446987, ENSP00000448873, ENSP00000448972, ENSP00000323867, ENSP00000447433, ENSP00000450112, ENSP00000449637, ENSP00000448251, ENSP00000387386, ENSP00000376549, ENSP00000420783, ENSP00000287878, ENSP00000419577, ENSP00000420645, ENSP00000419493	YGL115W_mRNA
OG0000150	ENSP00000494673, ENSP00000355652, ENSP00000314458, ENSP00000383118, ENSP00000497733, ENSP00000341072, ENSP00000398327	YLR229C_mRNA
OG0000151	ENSP00000447416	YDR006C_mRNA
OG0000152	ENSP00000434037, ENSP00000362481, ENSP00000362477, ENSP00000433987, ENSP00000362471	YHR128W_mRNA
OG0000152	ENSP00000402994, ENSP00000358924, ENSP00000351546, ENSP00000346155	YNR012W_mRNA
OG0000153	ENSP00000361925, ENSP00000433475, ENSP00000436689, ENSP00000358224, ENSP00000439444, ENSP00000485638, ENSP00000463419, ENSP00000463057, ENSP00000393845, ENSP00000464619, ENSP00000485206, ENSP00000419425, ENSP00000473548, ENSP00000396388, ENSP00000225174	YML078W_mRNA, YDR155C_mRNA
OG0000153	ENSP00000303754	YLR216C_mRNA
OG0000153	ENSP00000300026, ENSP00000303057	YHR057C_mRNA, YDR304C_mRNA
OG0000154	ENSP00000255409, ENSP00000358747, ENSP00000341828, ENSP00000391132, ENSP00000436946, ENSP00000338970, ENSP00000390476, ENSP00000433309, ENSP00000387671, ENSP00000358755, ENSP00000421617, ENSP00000255427, ENSP00000356198, ENSP00000423778	YDR371W_mRNA
OG0000157	ENSP00000469763	YIL015W_mRNA
OG0000157	ENSP00000362116, ENSP00000443732, ENSP00000322192, ENSP00000408739, ENSP00000442757, ENSP00000440177, ENSP00000439846, ENSP00000443623, ENSP00000441981, ENSP00000309542, ENSP00000367391, ENSP00000353350, ENSP00000350911	YPL154C_mRNA
OG0000158	ENSP00000373506, ENSP00000435929, ENSP00000412045, ENSP00000434516, ENSP00000432812, ENSP00000435123, ENSP00000433425, ENSP00000421934, ENSP00000347020, ENSP00000433935, ENSP00000380844, ENSP00000434919, ENSP00000429584, ENSP00000492342, ENSP00000430031, ENSP00000492093, ENSP00000383362, ENSP00000485665, ENSP00000383369, ENSP00000485128, ENSP00000383365, ENSP00000383363, ENSP00000221130, ENSP00000445516, ENSP00000438845, ENSP00000444559	YPL091W_mRNA
OG0000159	ENSP00000418276, ENSP00000417886, ENSP00000419778	YHR132C_mRNA
OG0000160	ENSP00000311273, ENSP00000418137, ENSP00000261383, ENSP00000418688, ENSP00000419071, ENSP00000401514, ENSP00000398678, ENSP00000328980, ENSP00000492319, ENSP00000409472, ENSP00000414402, ENSP00000392061, ENSP00000237449, ENSP00000374045, ENSP00000497174, ENSP00000381167, ENSP00000364887, ENSP00000496872, ENSP00000495944, ENSP00000495220, ENSP00000495528, ENSP00000348965	YKR054C_mRNA
OG0000164	ENSP00000423339, ENSP00000339430, ENSP00000386397, ENSP00000386522, ENSP00000386886, ENSP00000380308, ENSP00000386415, ENSP00000386591, ENSP00000486363, ENSP00000438377, ENSP00000352348, ENSP00000320130, ENSP00000398118, ENSP00000392337, ENSP00000412444	YDR488C_mRNA
OG0000171	ENSP00000425416, ENSP00000424630, ENSP00000265512, ENSP00000486450, ENSP00000427525, ENSP00000423571, ENSP00000237653, ENSP00000378359, ENSP00000426187, ENSP00000378358, ENSP00000478545, ENSP00000478439, ENSP00000425998, ENSP00000486614, ENSP00000491622, ENSP00000306606, ENSP00000426083, ENSP00000209668, ENSP00000420269, ENSP00000420300, ENSP00000420613, ENSP00000209665, ENSP00000414254, ENSP00000427049, ENSP00000296412	YDL168W_mRNA
OG0000172	ENSP00000417666	YBL034C_mRNA
OG0000173	ENSP00000402229, ENSP00000389504, ENSP00000412293, ENSP00000376327, ENSP00000264110, ENSP00000407911, ENSP00000386326, ENSP00000437952, ENSP00000340576, ENSP00000387093, ENSP00000416854, ENSP00000410224, ENSP00000386526, ENSP00000406995, ENSP00000465192, ENSP00000456858, ENSP00000468623, ENSP00000387406, ENSP00000399465, ENSP00000449938, ENSP00000466174, ENSP00000394088, ENSP00000350359, ENSP00000387197, ENSP00000379593, ENSP00000379594	YNL167C_mRNA
OG0000174	ENSP00000409327, ENSP00000416519, ENSP00000293748, ENSP00000378509, ENSP00000486431, ENSP00000495541, ENSP00000494861, ENSP00000412475, ENSP00000407995, ENSP00000486463, ENSP00000414259, ENSP00000496007, ENSP00000403636, ENSP00000490803, ENSP00000420558, ENSP00000402897, ENSP00000356621, ENSP00000362887, ENSP00000310827, ENSP00000497706, ENSP00000259371, ENSP00000386183, ENSP00000377872	YKL092C_mRNA
OG0000181	ENSP00000495738	YER007W_mRNA
OG0000182	ENSP00000431209, ENSP00000435593, ENSP00000412807, ENSP00000384716, ENSP00000432202, ENSP00000435722, ENSP00000287169, ENSP00000428211, ENSP00000383991, ENSP00000406165, ENSP00000349689, ENSP00000360103, ENSP00000435510, ENSP00000363257, ENSP00000436203, ENSP00000363256, ENSP00000345721, ENSP00000410713, ENSP00000352821	YLR246W_mRNA
OG0000183	ENSP00000493995, ENSP00000495980, ENSP00000362285, ENSP00000392668, ENSP00000360789, ENSP00000360778, ENSP00000360773, ENSP00000360820, ENSP00000377427, ENSP00000496363, ENSP00000496479, ENSP00000495211, ENSP00000360805, ENSP00000360796, ENSP00000377424, ENSP00000496745, ENSP00000494236, ENSP00000494349, ENSP00000442116, ENSP00000444870, ENSP00000311250, ENSP00000481944, ENSP00000439456, ENSP00000440329, ENSP00000350024	YAL022C_mRNA
OG0000187	ENSP00000434426, ENSP00000436601	YFR040W_mRNA, YGL229C_mRNA, YKR028W_mRNA, YJL098W_mRNA
OG0000188	ENSP00000440622, ENSP00000497621, ENSP00000497685, ENSP00000235790, ENSP00000497827, ENSP00000497288, ENSP00000356233, ENSP00000497113, ENSP00000497743, ENSP00000497564, ENSP00000497670, ENSP00000356234, ENSP00000497671, ENSP00000445176, ENSP00000364532, ENSP00000364528, ENSP00000364550, ENSP00000385394, ENSP00000372256, ENSP00000398543, ENSP00000444293, ENSP00000322408, ENSP00000416377, ENSP00000382688	YJR119C_mRNA
OG0000189	ENSP00000433097, ENSP00000435141, ENSP00000433596, ENSP00000298852, ENSP00000481029, ENSP00000473652	YOR117W_mRNA
OG0000189	ENSP00000484998, ENSP00000401802, ENSP00000475721	YOR259C_mRNA
OG0000189	ENSP00000445147, ENSP00000261303	YDL007W_mRNA
OG0000189	ENSP00000487367, ENSP00000157812, ENSP00000485851, ENSP00000413869	YDR394W_mRNA
OG0000191	ENSP00000320291, ENSP00000349545, ENSP00000464617, ENSP00000382372, ENSP00000495359, ENSP00000495676, ENSP00000494756, ENSP00000316649, ENSP00000494549, ENSP00000495379, ENSP00000495955, ENSP00000494921, ENSP00000495166, ENSP00000397602, ENSP00000493570, ENSP00000494264, ENSP00000350755	YAR042W_mRNA, YDL019C_mRNA
OG0000192	ENSP00000458988, ENSP00000492702, ENSP00000459122, ENSP00000491931, ENSP00000483743, ENSP00000492026, ENSP00000419669, ENSP00000478902, ENSP00000420132, ENSP00000418444, ENSP00000338707, ENSP00000478044, ENSP00000418103, ENSP00000420523, ENSP00000345494, ENSP00000417792, ENSP00000418550, ENSP00000411675, ENSP00000418626, ENSP00000390111, ENSP00000417184, ENSP00000316021.11, ENSP00000491393, ENSP00000459419, ENSP00000492083, ENSP00000492348, ENSP00000491350, ENSP00000459019, ENSP00000460800, ENSP00000491705, ENSP00000438547, ENSP00000420006	YJR100C_mRNA
OG0000193	ENSP00000222402, ENSP00000363019, ENSP00000337208, ENSP00000378280, ENSP00000378283, ENSP00000396901, ENSP00000378282, ENSP00000318494, ENSP00000344069, ENSP00000345285, ENSP00000253815, ENSP00000426586, ENSP00000426620, ENSP00000424359, ENSP00000421904, ENSP00000424941, ENSP00000429613, ENSP00000337262, ENSP00000349722, ENSP00000481600, ENSP00000381718, ENSP00000381717	YDR059C_mRNA, YBR082C_mRNA, YGR133W_mRNA, YDR177W_mRNA
OG0000199	ENSP00000436285, ENSP00000338615, ENSP00000410474, ENSP00000434630, ENSP00000357816, ENSP00000311825, ENSP00000481909, ENSP00000425053, ENSP00000426470, ENSP00000420983, ENSP00000424684, ENSP00000372411, ENSP00000422364, ENSP00000422148, ENSP00000290921	YNL274C_mRNA, YPL113C_mRNA
OG0000201	ENSP00000434836, ENSP00000320679, ENSP00000378447, ENSP00000317714, ENSP00000390788, ENSP00000480544, ENSP00000342554, ENSP00000261653, ENSP00000376178, ENSP00000487790, ENSP00000433248, ENSP00000338562, ENSP00000431386, ENSP00000493027, ENSP00000215095, ENSP00000455899, ENSP00000378585, ENSP00000378584, ENSP00000378583, ENSP00000222812	YPL232W_mRNA, YMR183C_mRNA
OG0000203	ENSP00000422601, ENSP00000270460, ENSP00000406209, ENSP00000085079, ENSP00000462426, ENSP00000462392, ENSP00000378990, ENSP00000378988, ENSP00000378982, ENSP00000459542, ENSP00000378980, ENSP00000459678, ENSP00000460193, ENSP00000261495, ENSP00000320543, ENSP00000463627, ENSP00000421515, ENSP00000426762, ENSP00000421933, ENSP00000460911, ENSP00000439512, ENSP00000268933	YLR206W_mRNA, YDL161W_mRNA
OG0000204	ENSP00000434096, ENSP00000387399, ENSP00000338173, ENSP00000385992, ENSP00000354370, ENSP00000326746, ENSP00000409905, ENSP00000433850, ENSP00000435589, ENSP00000400141, ENSP00000362847, ENSP00000362846, ENSP00000391723, ENSP00000362852, ENSP00000401777, ENSP00000435825, ENSP00000257075, ENSP00000431779	YLL013C_mRNA
OG0000205	ENSP00000375632, ENSP00000480135, ENSP00000302896, ENSP00000480662, ENSP00000481553, ENSP00000481655, ENSP00000481764, ENSP00000481822, ENSP00000482338, ENSP00000482023, ENSP00000484394, ENSP00000482475, ENSP00000483179, ENSP00000482274, ENSP00000481194, ENSP00000479917, ENSP00000478449, ENSP00000375633, ENSP00000414314, ENSP00000480805, ENSP00000383937, ENSP00000391823, ENSP00000406159, ENSP00000479899, ENSP00000482953, ENSP00000483297, ENSP00000485771, ENSP00000486704, ENSP00000486047, ENSP00000485843, ENSP00000486233, ENSP00000486598, ENSP00000486703, ENSP00000486773, ENSP00000486181, ENSP00000487085	YPL081W_mRNA, YBR189W_mRNA
OG0000211	ENSP00000465785, ENSP00000418048, ENSP00000302719, ENSP00000367323, ENSP00000396167, ENSP00000318772, ENSP00000367332, ENSP00000473602, ENSP00000400285, ENSP00000374283, ENSP00000420755, ENSP00000420221, ENSP00000464860, ENSP00000367351, ENSP00000164247, ENSP00000367337, ENSP00000340824, ENSP00000418956, ENSP00000419952, ENSP00000374287, ENSP00000484368, ENSP00000374285, ENSP00000305858	YPL088W_mRNA
OG0000214	ENSP00000318697, ENSP00000217133, ENSP00000320295, ENSP00000259818, ENSP00000369703, ENSP00000341289, ENSP00000264071, ENSP00000403868, ENSP00000379672, ENSP00000400108, ENSP00000401546, ENSP00000409249, ENSP00000413589, ENSP00000399280, ENSP00000383378, ENSP00000400663, ENSP00000406811, ENSP00000410071, ENSP00000399155, ENSP00000373058, ENSP00000410829, ENSP00000401317, ENSP00000339001, ENSP00000496713, ENSP00000456206	YFL037W_mRNA
OG0000218	ENSP00000383698, ENSP00000407287, ENSP00000440480, ENSP00000379834, ENSP00000482927, ENSP00000445929, ENSP00000438484, ENSP00000440492, ENSP00000443903, ENSP00000340450, ENSP00000075120, ENSP00000416293, ENSP00000320935, ENSP00000461086, ENSP00000396887, ENSP00000459864, ENSP00000418888, ENSP00000323568	YBR241C_mRNA, YGL104C_mRNA
OG0000220	ENSP00000449086, ENSP00000450116, ENSP00000293422, ENSP00000446714, ENSP00000446721, ENSP00000446687, ENSP00000441750, ENSP00000301540, ENSP00000446955, ENSP00000448101, ENSP00000446643, ENSP00000450385, ENSP00000347055, ENSP00000377096, ENSP00000461747, ENSP00000458907, ENSP00000442375, ENSP00000461570, ENSP00000292327, ENSP00000379210, ENSP00000461121, ENSP00000448859, ENSP00000446709, ENSP00000446640, ENSP00000307280, ENSP00000343321	YGL106W_mRNA
OG0000226	ENSP00000363641, ENSP00000363639	YCR083W_mRNA, YGR209C_mRNA, YLR043C_mRNA
OG0000230	ENSP00000438776, ENSP00000418271, ENSP00000419558, ENSP00000419891, ENSP00000420162, ENSP00000297504, ENSP00000351717, ENSP00000355637	YPL270W_mRNA, YLR188W_mRNA
OG0000230	ENSP00000343849, ENSP00000479985, ENSP00000253577, ENSP00000435521, ENSP00000493617, ENSP00000432813, ENSP00000493713, ENSP00000496526, ENSP00000362492, ENSP00000436586	YMR301C_mRNA
OG0000238	ENSP00000481724, ENSP00000365184, ENSP00000365139, ENSP00000318480	YPR024W_mRNA
OG0000238	ENSP00000269143	YER017C_mRNA, YMR089C_mRNA
OG0000239	ENSP00000392147, ENSP00000411744, ENSP00000362648	YDL047W_mRNA
OG0000239	ENSP00000461609, ENSP00000279387, ENSP00000457089, ENSP00000455995	YDR075W_mRNA
OG0000241	ENSP00000319139, ENSP00000355081, ENSP00000478619, ENSP00000345083, ENSP00000477701, ENSP00000467213, ENSP00000468348	YJL128C_mRNA
OG0000241	ENSP00000490163, ENSP00000262948, ENSP00000378336, ENSP00000471763, ENSP00000456438, ENSP00000302486	YDL159W_mRNA
OG0000242	ENSP00000386358, ENSP00000326830, ENSP00000386875, ENSP00000394734, ENSP00000479484, ENSP00000316948, ENSP00000460443, ENSP00000357345, ENSP00000459461, ENSP00000354856, ENSP00000347759, ENSP00000458788, ENSP00000378505, ENSP00000344112, ENSP00000456202, ENSP00000457362, ENSP00000454785	YLL019C_mRNA
OG0000243	ENSP00000176763, ENSP00000428014, ENSP00000482260, ENSP00000390500, ENSP00000429744, ENSP00000361887, ENSP00000443514, ENSP00000361892, ENSP00000479564	YAR019C_mRNA
OG0000243	ENSP00000346755, ENSP00000418753, ENSP00000377867, ENSP00000419702, ENSP00000377868, ENSP00000402764, ENSP00000365730, ENSP00000380651, ENSP00000442539, ENSP00000404469, ENSP00000446008, ENSP00000444886, ENSP00000384444, ENSP00000385541, ENSP00000325748, ENSP00000384162, ENSP00000385687	YDR523C_mRNA
OG0000245	ENSP00000362616, ENSP00000481412, ENSP00000487984, ENSP00000478654, ENSP00000436397, ENSP00000369915, ENSP00000483728, ENSP00000488078, ENSP00000431644, ENSP00000437507, ENSP00000448167, ENSP00000409795, ENSP00000444759, ENSP00000449649, ENSP00000450236, ENSP00000376947, ENSP00000477538, ENSP00000261182, ENSP00000445008, ENSP00000447793, ENSP00000447196, ENSP00000448661, ENSP00000449333, ENSP00000446756, ENSP00000448836, ENSP00000448133, ENSP00000446804, ENSP00000446520, ENSP00000446787, ENSP00000448764	YKR048C_mRNA
