Orthogroup	human	neurospora
OG0000104	ENSP00000410982, ENSP00000297524, ENSP00000023064, ENSP00000464822, ENSP00000468439, ENSP00000455064, ENSP00000219343, ENSP00000368448, ENSP00000484012, ENSP00000450715, ENSP00000285850, ENSP00000380666, ENSP00000380662, ENSP00000380663, ENSP00000451881, ENSP00000253188, ENSP00000465421, ENSP00000435114, ENSP00000480181, ENSP00000416398, ENSP00000391577, ENSP00000343949, ENSP00000434345, ENSP00000320378, ENSP00000280612, ENSP00000454323, ENSP00000261622, ENSP00000463394	EAA31968
OG0000107	ENSP00000341362, ENSP00000417213, ENSP00000419420, ENSP00000417826, ENSP00000375747, ENSP00000281701	EAA27251
OG0000107	ENSP00000351777	ESA43229
OG0000107	ENSP00000244546, ENSP00000303511	EAA36040
OG0000107	ENSP00000394413, ENSP00000248633, ENSP00000410438, ENSP00000389594	EAA34641
OG0000108	ENSP00000463650, ENSP00000475833, ENSP00000464945, ENSP00000292363	EAA30913
OG0000108	ENSP00000306906, ENSP00000412025, ENSP00000415246, ENSP00000397109, ENSP00000391326	EAA32691, ESA43573
OG0000109	ENSP00000418592, ENSP00000419609, ENSP00000403502, ENSP00000418742, ENSP00000420756, ENSP00000265385, ENSP00000346219, ENSP00000345096, ENSP00000399400, ENSP00000496892, ENSP00000420803, ENSP00000420185, ENSP00000417296, ENSP00000486056, ENSP00000393525, ENSP00000321584	EAA35740
OG0000110	ENSP00000414624, ENSP00000439129, ENSP00000268835, ENSP00000392536, ENSP00000461241, ENSP00000443967, ENSP00000481322	EAA26722, ESA42531, EAA32555
OG0000110	ENSP00000492583, ENSP00000424595, ENSP00000370043, ENSP00000361505, ENSP00000418911, ENSP00000381504, ENSP00000361512, ENSP00000361495, ENSP00000370038, ENSP00000419380, ENSP00000496286	ESA43033
OG0000111	ENSP00000428127, ENSP00000429937, ENSP00000429950, ENSP00000428592, ENSP00000358705, ENSP00000435499, ENSP00000433166, ENSP00000431055, ENSP00000487119, ENSP00000431728, ENSP00000429700, ENSP00000427959, ENSP00000358704, ENSP00000430441, ENSP00000429429, ENSP00000430071, ENSP00000358708, ENSP00000430255, ENSP00000400459, ENSP00000428215, ENSP00000429776, ENSP00000195649, ENSP00000428511, ENSP00000428026, ENSP00000433846, ENSP00000348718, ENSP00000377015, ENSP00000435807, ENSP00000436852, ENSP00000435311, ENSP00000432976, ENSP00000432509, ENSP00000435737, ENSP00000434884, ENSP00000436958, ENSP00000433303, ENSP00000436508, ENSP00000431545	EAA36481
OG0000113	ENSP00000462616, ENSP00000474283, ENSP00000229390, ENSP00000449030, ENSP00000451088, ENSP00000451391, ENSP00000377892, ENSP00000452123, ENSP00000452090, ENSP00000474409, ENSP00000452449, ENSP00000450918, ENSP00000452400, ENSP00000485813, ENSP00000362900, ENSP00000244020, ENSP00000433544	EAA31098
OG0000117	ENSP00000397765, ENSP00000398016, ENSP00000405565, ENSP00000382721, ENSP00000392820, ENSP00000401287, ENSP00000389516, ENSP00000382726, ENSP00000415015, ENSP00000382725, ENSP00000412805, ENSP00000390988, ENSP00000387738, ENSP00000395863, ENSP00000404106, ENSP00000388870, ENSP00000394919, ENSP00000406582, ENSP00000407189, ENSP00000392083, ENSP00000337463, ENSP00000378875, ENSP00000408842, ENSP00000372782, ENSP00000395613, ENSP00000405864, ENSP00000364245, ENSP00000406614, ENSP00000388253, ENSP00000412304, ENSP00000364248, ENSP00000388090, ENSP00000388815, ENSP00000408032, ENSP00000406615, ENSP00000382728, ENSP00000378877, ENSP00000387810, ENSP00000410831, ENSP00000382723, ENSP00000401410, ENSP00000378874	EAA27445
OG0000121	ENSP00000461762, ENSP00000481059, ENSP00000264335, ENSP00000487356, ENSP00000340989, ENSP00000248975, ENSP00000306330, ENSP00000379281, ENSP00000379286, ENSP00000379287, ENSP00000309503, ENSP00000395114, ENSP00000379283, ENSP00000398599, ENSP00000379288, ENSP00000361930, ENSP00000300161, ENSP00000371267, ENSP00000238081	EAA35226, ESA44100
OG0000122	ENSP00000414854, ENSP00000494004, ENSP00000494716, ENSP00000353414, ENSP00000373311, ENSP00000380267, ENSP00000494381, ENSP00000495924, ENSP00000324172, ENSP00000492732, ENSP00000424494, ENSP00000495228, ENSP00000343886, ENSP00000263519, ENSP00000359205, ENSP00000377425, ENSP00000352062, ENSP00000352054, ENSP00000392043, ENSP00000376869, ENSP00000261173, ENSP00000340930, ENSP00000356187, ENSP00000350310	EAA27416, EAA31135
OG0000126	ENSP00000377083, ENSP00000420293, ENSP00000258494, ENSP00000450353, ENSP00000261733, ENSP00000403349, ENSP00000366927, ENSP00000297785, ENSP00000332256, ENSP00000453600, ENSP00000438296, ENSP00000453408, ENSP00000249750, ENSP00000309623	EAA28028, EAA27626
OG0000126	ENSP00000346827, ENSP00000437161, ENSP00000356821, ENSP00000356819, ENSP00000325473, ENSP00000265605	EAA30899
OG0000127	ENSP00000428161, ENSP00000428978, ENSP00000403219, ENSP00000430631, ENSP00000430299, ENSP00000427832, ENSP00000484174, ENSP00000494531, ENSP00000436616, ENSP00000495787, ENSP00000383590, ENSP00000494234, ENSP00000493830, ENSP00000431512, ENSP00000357440	EAA33926
OG0000127	ENSP00000430724	EAA30305, EAA33913
OG0000128	ENSP00000415303, ENSP00000394855, ENSP00000393756, ENSP00000372919, ENSP00000382980, ENSP00000365025, ENSP00000365046, ENSP00000415615, ENSP00000413092, ENSP00000410942, ENSP00000396772, ENSP00000395546, ENSP00000382984, ENSP00000415237, ENSP00000365026, ENSP00000390900, ENSP00000400188, ENSP00000395275, ENSP00000407018, ENSP00000407379, ENSP00000410802, ENSP00000411322, ENSP00000412520, ENSP00000409510, ENSP00000413469, ENSP00000372925, ENSP00000391038, ENSP00000365042, ENSP00000389767, ENSP00000392194, ENSP00000407844, ENSP00000407864, ENSP00000372923, ENSP00000365040, ENSP00000390345	EAA31211
OG0000129	ENSP00000436256, ENSP00000434533, ENSP00000356811, ENSP00000356800, ENSP00000389826	ESA42250
OG0000129	ENSP00000454538, ENSP00000456897, ENSP00000398131, ENSP00000408399, ENSP00000341247, ENSP00000454351, ENSP00000399539, ENSP00000456057	ESA42137
OG0000129	ENSP00000339053, ENSP00000330054, ENSP00000479609, ENSP00000339063, ENSP00000494971, ENSP00000348651, ENSP00000493767, ENSP00000479055, ENSP00000298049, ENSP00000217182	EAA35632
OG0000130	ENSP00000429688, ENSP00000377632, ENSP00000345659, ENSP00000497934, ENSP00000497626, ENSP00000496993, ENSP00000498065, ENSP00000309649, ENSP00000314099, ENSP00000417021, ENSP00000318912, ENSP00000285379, ENSP00000285381, ENSP00000443517, ENSP00000430656, ENSP00000427852, ENSP00000430471, ENSP00000430372, ENSP00000430975, ENSP00000430710, ENSP00000430737, ENSP00000429843, ENSP00000430861, ENSP00000429798, ENSP00000392338, ENSP00000429300, ENSP00000427773, ENSP00000486171, ENSP00000430543, ENSP00000430571, ENSP00000428923, ENSP00000314407	EAA30978
OG0000131	ENSP00000255465, ENSP00000486017, ENSP00000486482, ENSP00000400666, ENSP00000426230, ENSP00000256442, ENSP00000423387, ENSP00000426092, ENSP00000424588, ENSP00000453685, ENSP00000480809, ENSP00000288207	EAA32372, EAA34615
OG0000135	ENSP00000230402, ENSP00000450931, ENSP00000412324, ENSP00000333905, ENSP00000451179, ENSP00000408389, ENSP00000262239, ENSP00000329009, ENSP00000377669, ENSP00000420674, ENSP00000419756, ENSP00000420550, ENSP00000417963, ENSP00000164133, ENSP00000442866, ENSP00000261461, ENSP00000404632, ENSP00000452396, ENSP00000337641	EAA31896
OG0000137	ENSP00000431146, ENSP00000341779, ENSP00000447122, ENSP00000335084, ENSP00000448981, ENSP00000390715, ENSP00000448437, ENSP00000365936, ENSP00000326031, ENSP00000350974, ENSP00000351298, ENSP00000296122, ENSP00000378769	EAA26918
OG0000138	ENSP00000373266, ENSP00000283713, ENSP00000422096, ENSP00000387659	EAA27368
OG0000141	ENSP00000424603, ENSP00000353857, ENSP00000261514, ENSP00000425323, ENSP00000478336, ENSP00000424540, ENSP00000422678, ENSP00000370209, ENSP00000370213, ENSP00000405754, ENSP00000304257, ENSP00000495122, ENSP00000365256, ENSP00000365259, ENSP00000496632, ENSP00000365276, ENSP00000496353	EAA28009, EAA28099
OG0000141	ENSP00000365679, ENSP00000308367, ENSP00000262318, ENSP00000410907, ENSP00000372193	ESA42823
OG0000142	ENSP00000263112, ENSP00000402917, ENSP00000381340, ENSP00000330080, ENSP00000385445, ENSP00000384381, ENSP00000477856, ENSP00000384820, ENSP00000483019, ENSP00000415676, ENSP00000478615, ENSP00000385016, ENSP00000419751, ENSP00000385001, ENSP00000278765, ENSP00000286890, ENSP00000337587, ENSP00000383232, ENSP00000248923, ENSP00000383231, ENSP00000385721, ENSP00000385601, ENSP00000387499, ENSP00000395271, ENSP00000393537	EAA27940
OG0000143	ENSP00000379626, ENSP00000261837, ENSP00000351635, ENSP00000392765, ENSP00000413219, ENSP00000390077, ENSP00000399904, ENSP00000399741, ENSP00000445967, ENSP00000442002, ENSP00000439753, ENSP00000414734, ENSP00000229264, ENSP00000481878, ENSP00000367872, ENSP00000419693, ENSP00000232564, ENSP00000389391, ENSP00000401873, ENSP00000400286, ENSP00000390543, ENSP00000483532, ENSP00000377501, ENSP00000377503, ENSP00000305260, ENSP00000420066	EAA27468
OG0000144	ENSP00000416038, ENSP00000373107, ENSP00000365963, ENSP00000407981, ENSP00000414808, ENSP00000403557, ENSP00000394056, ENSP00000411038, ENSP00000412297, ENSP00000404824, ENSP00000411976, ENSP00000383496, ENSP00000406648, ENSP00000390548, ENSP00000392260, ENSP00000388044, ENSP00000396522, ENSP00000406410, ENSP00000391581, ENSP00000412526, ENSP00000383498, ENSP00000365954, ENSP00000411693, ENSP00000365949, ENSP00000365964, ENSP00000404779, ENSP00000399167, ENSP00000399965, ENSP00000409066, ENSP00000392044, ENSP00000365960, ENSP00000398205, ENSP00000414471, ENSP00000390917, ENSP00000401267, ENSP00000397132, ENSP00000400763, ENSP00000410429, ENSP00000365956, ENSP00000408173, ENSP00000399723, ENSP00000383495, ENSP00000383499, ENSP00000403611, ENSP00000400589, ENSP00000383497, ENSP00000399222, ENSP00000415651	EAA27640
OG0000145	ENSP00000372191, ENSP00000433077, ENSP00000432937, ENSP00000435464, ENSP00000437216, ENSP00000401203, ENSP00000489066, ENSP00000489036, ENSP00000400338, ENSP00000489070, ENSP00000408023, ENSP00000489360, ENSP00000397022, ENSP00000385146, ENSP00000489481, ENSP00000488998, ENSP00000351809, ENSP00000489426, ENSP00000404309, ENSP00000481932, ENSP00000489020, ENSP00000375931, ENSP00000488940, ENSP00000489602, ENSP00000249396	EAA34489
OG0000145	ENSP00000212015, ENSP00000409208, ENSP00000384508, ENSP00000384063	EAA31136
OG0000145	ENSP00000489238, ENSP00000407272	EAA29880
OG0000146	ENSP00000451652, ENSP00000452545, ENSP00000450601, ENSP00000450629, ENSP00000450548, ENSP00000450544, ENSP00000442816, ENSP00000450725, ENSP00000365370, ENSP00000488130, ENSP00000451708, ENSP00000452021, ENSP00000451176, ENSP00000404559, ENSP00000338095, ENSP00000452276, ENSP00000451187, ENSP00000452214, ENSP00000452213, ENSP00000452185, ENSP00000450790, ENSP00000451291, ENSP00000404848, ENSP00000452573, ENSP00000452599, ENSP00000451292, ENSP00000450467, ENSP00000415973, ENSP00000327522, ENSP00000413638, ENSP00000246194, ENSP00000364255, ENSP00000403744, ENSP00000428711, ENSP00000427787	EAA30694
OG0000149	ENSP00000449104, ENSP00000448739, ENSP00000448290, ENSP00000436068, ENSP00000419272, ENSP00000416100, ENSP00000233944, ENSP00000397133, ENSP00000449121, ENSP00000447671, ENSP00000446987, ENSP00000448873, ENSP00000448972, ENSP00000323867, ENSP00000447433, ENSP00000450112, ENSP00000449637, ENSP00000448251, ENSP00000387386, ENSP00000376549, ENSP00000420783, ENSP00000287878, ENSP00000419577, ENSP00000420645, ENSP00000419493	ESA42617
OG0000150	ENSP00000339467, ENSP00000380175, ENSP00000436932, ENSP00000380176, ENSP00000304283, ENSP00000348461, ENSP00000258737, ENSP00000403778, ENSP00000385590, ENSP00000385270, ENSP00000462421, ENSP00000463590, ENSP00000249071	EAA35283
OG0000150	ENSP00000494673, ENSP00000355652, ENSP00000314458, ENSP00000383118, ENSP00000497733, ENSP00000341072, ENSP00000398327	ESA43171
OG0000151	ENSP00000435870, ENSP00000448064	EAA29253
OG0000151	ENSP00000447416	EAA27119
OG0000152	ENSP00000434037, ENSP00000362481, ENSP00000362477, ENSP00000433987, ENSP00000362471	ESA42630
OG0000152	ENSP00000402994, ENSP00000358924, ENSP00000351546, ENSP00000346155	EAA32648
OG0000153	ENSP00000361925, ENSP00000433475, ENSP00000436689, ENSP00000358224, ENSP00000439444, ENSP00000485638, ENSP00000463419, ENSP00000463057, ENSP00000393845, ENSP00000464619, ENSP00000485206, ENSP00000419425, ENSP00000473548, ENSP00000396388, ENSP00000225174	ESA44269
OG0000153	ENSP00000303754	EAA26627
OG0000153	ENSP00000300026, ENSP00000303057	ESA42515
OG0000154	ENSP00000255409, ENSP00000358747, ENSP00000341828, ENSP00000391132, ENSP00000436946, ENSP00000338970, ENSP00000390476, ENSP00000433309, ENSP00000387671, ENSP00000358755, ENSP00000421617, ENSP00000255427, ENSP00000356198, ENSP00000423778	EAA36176, EAA36073, EAA28688, EAA26709
OG0000157	ENSP00000469763	EDO64883
OG0000157	ENSP00000362116, ENSP00000443732, ENSP00000322192, ENSP00000408739, ENSP00000442757, ENSP00000440177, ENSP00000439846, ENSP00000443623, ENSP00000441981, ENSP00000309542, ENSP00000367391, ENSP00000353350, ENSP00000350911	EAA30681
OG0000158	ENSP00000373506, ENSP00000435929, ENSP00000412045, ENSP00000434516, ENSP00000432812, ENSP00000435123, ENSP00000433425, ENSP00000421934, ENSP00000347020, ENSP00000433935, ENSP00000380844, ENSP00000434919, ENSP00000429584, ENSP00000492342, ENSP00000430031, ENSP00000492093, ENSP00000383362, ENSP00000485665, ENSP00000383369, ENSP00000485128, ENSP00000383365, ENSP00000383363, ENSP00000221130, ENSP00000445516, ENSP00000438845, ENSP00000444559	ESA43520
OG0000159	ENSP00000418276, ENSP00000417886, ENSP00000419778	EAA27505
OG0000159	ENSP00000417222, ENSP00000419427, ENSP00000417117, ENSP00000419114, ENSP00000282957, ENSP00000296046, ENSP00000297770, ENSP00000272852, ENSP00000420060, ENSP00000376907, ENSP00000419025, ENSP00000420237, ENSP00000418183, ENSP00000417314, ENSP00000222481, ENSP00000395582, ENSP00000420218, ENSP00000419408, ENSP00000419497, ENSP00000011292, ENSP00000475021, ENSP00000419660, ENSP00000412947, ENSP00000418392, ENSP00000417255, ENSP00000222482, ENSP00000497118	EAA29813
OG0000160	ENSP00000311273, ENSP00000418137, ENSP00000261383, ENSP00000418688, ENSP00000419071, ENSP00000401514, ENSP00000398678, ENSP00000328980, ENSP00000492319, ENSP00000409472, ENSP00000414402, ENSP00000392061, ENSP00000237449, ENSP00000374045, ENSP00000497174, ENSP00000381167, ENSP00000364887, ENSP00000496872, ENSP00000495944, ENSP00000495220, ENSP00000495528, ENSP00000348965	ESA43035
OG0000164	ENSP00000423339, ENSP00000339430, ENSP00000386397, ENSP00000386522, ENSP00000386886, ENSP00000380308, ENSP00000386415, ENSP00000386591, ENSP00000486363, ENSP00000438377, ENSP00000352348, ENSP00000320130, ENSP00000398118, ENSP00000392337, ENSP00000412444	EAA29678
OG0000171	ENSP00000425416, ENSP00000424630, ENSP00000265512, ENSP00000486450, ENSP00000427525, ENSP00000423571, ENSP00000237653, ENSP00000378359, ENSP00000426187, ENSP00000378358, ENSP00000478545, ENSP00000478439, ENSP00000425998, ENSP00000486614, ENSP00000491622, ENSP00000306606, ENSP00000426083, ENSP00000209668, ENSP00000420269, ENSP00000420300, ENSP00000420613, ENSP00000209665, ENSP00000414254, ENSP00000427049, ENSP00000296412	EAA31461
OG0000171	ENSP00000421556, ENSP00000422119	EAA34904
OG0000172	ENSP00000417666	EAA33043
OG0000173	ENSP00000402229, ENSP00000389504, ENSP00000412293, ENSP00000376327, ENSP00000264110, ENSP00000407911, ENSP00000386326, ENSP00000437952, ENSP00000340576, ENSP00000387093, ENSP00000416854, ENSP00000410224, ENSP00000386526, ENSP00000406995, ENSP00000465192, ENSP00000456858, ENSP00000468623, ENSP00000387406, ENSP00000399465, ENSP00000449938, ENSP00000466174, ENSP00000394088, ENSP00000350359, ENSP00000387197, ENSP00000379593, ENSP00000379594	EAA26611, ESA42557
OG0000174	ENSP00000409327, ENSP00000416519, ENSP00000293748, ENSP00000378509, ENSP00000486431, ENSP00000495541, ENSP00000494861, ENSP00000412475, ENSP00000407995, ENSP00000486463, ENSP00000414259, ENSP00000496007, ENSP00000403636, ENSP00000490803, ENSP00000420558, ENSP00000402897, ENSP00000356621, ENSP00000362887, ENSP00000310827, ENSP00000497706, ENSP00000259371, ENSP00000386183, ENSP00000377872	EAA26626
OG0000175	ENSP00000425703, ENSP00000426700, ENSP00000348100, ENSP00000421907, ENSP00000423024, ENSP00000381191, ENSP00000381193, ENSP00000264758, ENSP00000424143, ENSP00000381197, ENSP00000399828, ENSP00000353286, ENSP00000277900, ENSP00000348381, ENSP00000430243, ENSP00000414546, ENSP00000398112, ENSP00000388072, ENSP00000384303, ENSP00000264436, ENSP00000384677, ENSP00000347972	EAA32448
OG0000181	ENSP00000495125, ENSP00000495916, ENSP00000496033, ENSP00000494208, ENSP00000495295, ENSP00000496408, ENSP00000495928, ENSP00000494755, ENSP00000493806, ENSP00000495007, ENSP00000494541, ENSP00000496048, ENSP00000495169, ENSP00000496612, ENSP00000495319, ENSP00000495831, ENSP00000496380, ENSP00000495910, ENSP00000495257, ENSP00000495030, ENSP00000494801, ENSP00000493737, ENSP00000494102, ENSP00000495225, ENSP00000496598, ENSP00000496773, ENSP00000489157, ENSP00000494646, ENSP00000495953, ENSP00000495630, ENSP00000495693, ENSP00000495961, ENSP00000384571, ENSP00000496170, ENSP00000489110, ENSP00000495823, ENSP00000494585, ENSP00000494775, ENSP00000494500, ENSP00000439170, ENSP00000494575, ENSP00000495202, ENSP00000494796, ENSP00000488933, ENSP00000494319, ENSP00000355560, ENSP00000495738	EAA29675
OG0000182	ENSP00000431209, ENSP00000435593, ENSP00000412807, ENSP00000384716, ENSP00000432202, ENSP00000435722, ENSP00000287169, ENSP00000428211, ENSP00000383991, ENSP00000406165, ENSP00000349689, ENSP00000360103, ENSP00000435510, ENSP00000363257, ENSP00000436203, ENSP00000363256, ENSP00000345721, ENSP00000410713, ENSP00000352821	EAA35644
OG0000183	ENSP00000493995, ENSP00000495980, ENSP00000362285, ENSP00000392668, ENSP00000360789, ENSP00000360778, ENSP00000360773, ENSP00000360820, ENSP00000377427, ENSP00000496363, ENSP00000496479, ENSP00000495211, ENSP00000360805, ENSP00000360796, ENSP00000377424, ENSP00000496745, ENSP00000494236, ENSP00000494349, ENSP00000442116, ENSP00000444870, ENSP00000311250, ENSP00000481944, ENSP00000439456, ENSP00000440329, ENSP00000350024	EAA28591
OG0000184	ENSP00000384164, ENSP00000347076, ENSP00000489838, ENSP00000347995	EAA32255
OG0000184	ENSP00000366297, ENSP00000366287, ENSP00000320821, ENSP00000395443, ENSP00000497824, ENSP00000497739, ENSP00000497030, ENSP00000322791, ENSP00000498099, ENSP00000497678, ENSP00000498196, ENSP00000497586, ENSP00000497293, ENSP00000498082, ENSP00000384231, ENSP00000438388, ENSP00000478500, ENSP00000366284, ENSP00000366290, ENSP00000480063, ENSP00000263934	ESA42610
OG0000185	ENSP00000399419	ESA44122
OG0000187	ENSP00000434426, ENSP00000436601	ESA41880
OG0000189	ENSP00000433097, ENSP00000435141, ENSP00000433596, ENSP00000298852, ENSP00000481029, ENSP00000473652	EAA28255
OG0000189	ENSP00000484998, ENSP00000401802, ENSP00000475721	EAA29624
OG0000189	ENSP00000445147, ENSP00000261303	EAA32354
OG0000189	ENSP00000487367, ENSP00000157812, ENSP00000485851, ENSP00000413869	EAA30668
OG0000191	ENSP00000320291, ENSP00000349545, ENSP00000464617, ENSP00000382372, ENSP00000495359, ENSP00000495676, ENSP00000494756, ENSP00000316649, ENSP00000494549, ENSP00000495379, ENSP00000495955, ENSP00000494921, ENSP00000495166, ENSP00000397602, ENSP00000493570, ENSP00000494264, ENSP00000350755	ESA44317
OG0000191	ENSP00000318723, ENSP00000352713, ENSP00000386885, ENSP00000190611	EAA29617
OG0000193	ENSP00000222402, ENSP00000363019, ENSP00000337208, ENSP00000378280, ENSP00000378283, ENSP00000396901, ENSP00000378282, ENSP00000318494, ENSP00000344069, ENSP00000345285, ENSP00000253815, ENSP00000426586, ENSP00000426620, ENSP00000424359, ENSP00000421904, ENSP00000424941, ENSP00000429613, ENSP00000337262, ENSP00000349722, ENSP00000481600, ENSP00000381718, ENSP00000381717	EAA30697, EAA34737, EAA27688
OG0000196	ENSP00000428121, ENSP00000462313, ENSP00000269216, ENSP00000496486, ENSP00000482268, ENSP00000493647, ENSP00000435712, ENSP00000495511, ENSP00000334458, ENSP00000494491, ENSP00000435043, ENSP00000496386, ENSP00000435347, ENSP00000252997, ENSP00000365853, ENSP00000365858, ENSP00000368632, ENSP00000494926, ENSP00000341619, ENSP00000345681, ENSP00000417074, ENSP00000400259	EAA32742
