Orthogroup	fly	human
OG0000056	FBpp0076643	ENSP00000358867, ENSP00000391439, ENSP00000497773, ENSP00000497260, ENSP00000497051, ENSP00000497717, ENSP00000498091, ENSP00000497760, ENSP00000497765, ENSP00000497179, ENSP00000496800, ENSP00000496829, ENSP00000497754, ENSP00000497379, ENSP00000410572, ENSP00000497315, ENSP00000343027, ENSP00000266027, ENSP00000395736, ENSP00000406871, ENSP00000406369, ENSP00000312999
OG0000056	FBpp0087361, FBpp0087365, FBpp0087363, FBpp0087364, FBpp0087362, FBpp0087359, FBpp0089315, FBpp0087360, FBpp0089316	ENSP00000478892, ENSP00000262493, ENSP00000262494, ENSP00000491223
OG0000057	FBpp0072086	ENSP00000319096, ENSP00000245304, ENSP00000340274, ENSP00000359911
OG0000057	FBpp0072746, FBpp0292253, FBpp0304917	ENSP00000396741, ENSP00000437415, ENSP00000440708, ENSP00000444060, ENSP00000440466, ENSP00000443851, ENSP00000401095, ENSP00000444830, ENSP00000399986, ENSP00000446318, ENSP00000441275, ENSP00000439966, ENSP00000250559, ENSP00000377085, ENSP00000358723, ENSP00000348786
OG0000057	FBpp0081600	ENSP00000256078, ENSP00000308495, ENSP00000309845, ENSP00000488757, ENSP00000482366, ENSP00000480686, ENSP00000407586, ENSP00000380723, ENSP00000358548, ENSP00000380722, ENSP00000434023, ENSP00000388246, ENSP00000488225, ENSP00000480317, ENSP00000488296
OG0000057	FBpp0073068	ENSP00000389682, ENSP00000289104, ENSP00000418356, ENSP00000435453, ENSP00000437547, ENSP00000256196
OG0000062	FBpp0083965, FBpp0083966, FBpp0289799, FBpp0080111	ENSP00000211287, ENSP00000215659, ENSP00000229795, ENSP00000419837, ENSP00000229794, ENSP00000308669, ENSP00000379113, ENSP00000333685
OG0000062	FBpp0302953, FBpp0302952, FBpp0311493, FBpp0112423, FBpp0112425, FBpp0112426	ENSP00000432742, ENSP00000381803, ENSP00000215832, ENSP00000440842, ENSP00000327293, ENSP00000378628, ENSP00000263025, ENSP00000432479, ENSP00000433746, ENSP00000378625, ENSP00000378626
OG0000063	FBpp0074483, FBpp0074482, FBpp0308526, FBpp0074484, FBpp0074487, FBpp0074489, FBpp0074488, FBpp0298021, FBpp0298022, FBpp0298023, FBpp0308527, FBpp0074486, FBpp0074485	ENSP00000232375, ENSP00000373240, ENSP00000393047, ENSP00000407657, ENSP00000388394, ENSP00000364145, ENSP00000364131, ENSP00000480232, ENSP00000390285, ENSP00000444074, ENSP00000356047, ENSP00000356046, ENSP00000432356, ENSP00000436885, ENSP00000433771, ENSP00000486311, ENSP00000492001, ENSP00000487277, ENSP00000369111, ENSP00000353712, ENSP00000369105, ENSP00000369100, ENSP00000443319, ENSP00000369115, ENSP00000434628
OG0000064	FBpp0089422, FBpp0078122, FBpp0304982, FBpp0305424, FBpp0293518, FBpp0290578, FBpp0293517, FBpp0293520, FBpp0110316, FBpp0312395, FBpp0293519, FBpp0293521	ENSP00000322341, ENSP00000417196, ENSP00000348111, ENSP00000418925, ENSP00000383159, ENSP00000401198, ENSP00000383164, ENSP00000383163, ENSP00000383160, ENSP00000383168, ENSP00000383165, ENSP00000390304, ENSP00000388008, ENSP00000449070, ENSP00000352228, ENSP00000352438, ENSP00000448762, ENSP00000448927, ENSP00000408949, ENSP00000305556, ENSP00000448847, ENSP00000447068, ENSP00000449062, ENSP00000448672, ENSP00000456412, ENSP00000447670, ENSP00000394116
OG0000065	FBpp0070489, FBpp0070487, FBpp0070491, FBpp0070488, FBpp0070493, FBpp0305506, FBpp0305505, FBpp0070485, FBpp0305507, FBpp0305508, FBpp0305509, FBpp0070495, FBpp0070496, FBpp0070494, FBpp0305504, FBpp0070497, FBpp0070498	ENSP00000470210, ENSP00000469696, ENSP00000347689, ENSP00000439470, ENSP00000402091, ENSP00000262805.10, ENSP00000370078, ENSP00000394754, ENSP00000293683, ENSP00000468507, ENSP00000341007, ENSP00000490821, ENSP00000345502, ENSP00000425605, ENSP00000384806, ENSP00000442734, ENSP00000353152, ENSP00000424852, ENSP00000423094, ENSP00000321739, ENSP00000351800, ENSP00000421013, ENSP00000332116, ENSP00000342637, ENSP00000392947, ENSP00000360084, ENSP00000432592
OG0000066	FBpp0082421, FBpp0082422, FBpp0091128, FBpp0085280, FBpp0091138, FBpp0091152, FBpp0091150, FBpp0091154, FBpp0091134, FBpp0091136, FBpp0091130, FBpp0091132, FBpp0306146, FBpp0091116, FBpp0091118, FBpp0091120, FBpp0091148, FBpp0091144, FBpp0091146, FBpp0091140, FBpp0091142, FBpp0082423, FBpp0091124, FBpp0091122, FBpp0091126, FBpp0091114	ENSP00000347168, ENSP00000489236, ENSP00000481343, ENSP00000478786, ENSP00000366974, ENSP00000482412, ENSP00000489567, ENSP00000479461, ENSP00000479794, ENSP00000366956, ENSP00000478519, ENSP00000479106, ENSP00000480960, ENSP00000484789, ENSP00000481507, ENSP00000489319, ENSP00000244537, ENSP00000350767, ENSP00000481486, ENSP00000462667, ENSP00000462355, ENSP00000367034, ENSP00000443017
OG0000067	FBpp0091105, FBpp0091102, FBpp0091099, FBpp0091084, FBpp0091087, FBpp0091096, FBpp0091090, FBpp0091093, FBpp0091066, FBpp0091063, FBpp0091060, FBpp0085249, FBpp0091108, FBpp0091055, FBpp0091072, FBpp0091069, FBpp0091075, FBpp0091078, FBpp0091111, FBpp0091081	ENSP00000364310, ENSP00000434024, ENSP00000483842, ENSP00000303373, ENSP00000351589, ENSP00000352627, ENSP00000482431, ENSP00000352119, ENSP00000482538, ENSP00000341094, ENSP00000366679, ENSP00000328484, ENSP00000489536, ENSP00000489311, ENSP00000355656, ENSP00000493926, ENSP00000321389, ENSP00000473534, ENSP00000367022, ENSP00000475814, ENSP00000358155, ENSP00000297012, ENSP00000332790, ENSP00000332194, ENSP00000438553, ENSP00000373730
OG0000068	FBpp0307389, FBpp0084752, FBpp0084751, FBpp0083526	ENSP00000261180
OG0000068	FBpp0082208, FBpp0082209, FBpp0288476, FBpp0082210, FBpp0082211, FBpp0082212	ENSP00000265162
OG0000068	FBpp0072584, FBpp0072586, FBpp0305587, FBpp0297512, FBpp0072581, FBpp0072582, FBpp0072583, FBpp0072585	ENSP00000320324, ENSP00000437019, ENSP00000433287, ENSP00000436733, ENSP00000435639, ENSP00000435966
OG0000069	FBpp0292684, FBpp0292696, FBpp0292694, FBpp0292678, FBpp0292693, FBpp0292695, FBpp0292706, FBpp0292722, FBpp0292716, FBpp0292717, FBpp0292701, FBpp0292699, FBpp0292721, FBpp0292707, FBpp0292703, FBpp0292715, FBpp0292714, FBpp0292689, FBpp0292679, FBpp0292674, FBpp0292686, FBpp0292681, FBpp0292682, FBpp0292676, FBpp0292685, FBpp0292710, FBpp0292690, FBpp0292700, FBpp0292702, FBpp0292709, FBpp0292697, FBpp0292705, FBpp0292719, FBpp0292718, FBpp0288560, FBpp0292720, FBpp0110321, FBpp0074073, FBpp0309614, FBpp0292683, FBpp0292713, FBpp0292712, FBpp0303597, FBpp0110322, FBpp0292688, FBpp0292673, FBpp0292680, FBpp0292691, FBpp0292692, FBpp0292708, FBpp0292724, FBpp0292677, FBpp0292687, FBpp0292672, FBpp0292704, FBpp0292675, FBpp0292698, FBpp0292723, FBpp0311217	ENSP00000396320, ENSP00000353206, ENSP00000283254, ENSP00000492251, ENSP00000386726, ENSP00000408028, ENSP00000307599, ENSP00000416757
OG0000073	FBpp0293404, FBpp0293401, FBpp0293403, FBpp0293396, FBpp0304532, FBpp0293399, FBpp0304533, FBpp0293402, FBpp0293400, FBpp0293398, FBpp0304531, FBpp0079929, FBpp0079926, FBpp0304035, FBpp0304320, FBpp0304036, FBpp0304038, FBpp0304037, FBpp0304034, FBpp0079927, FBpp0289794	ENSP00000404834, ENSP00000490401, ENSP00000490185, ENSP00000489955, ENSP00000476656, ENSP00000488582, ENSP00000406451, ENSP00000488268, ENSP00000476999, ENSP00000382743, ENSP00000487802, ENSP00000443926, ENSP00000488690, ENSP00000346971, ENSP00000488422, ENSP00000435926, ENSP00000436864, ENSP00000378705, ENSP00000351409, ENSP00000308386, ENSP00000378706, ENSP00000354639
OG0000076	FBpp0307618, FBpp0085628	ENSP00000348019
OG0000076	FBpp0079876, FBpp0080090, FBpp0288424, FBpp0085814, FBpp0085815, FBpp0085818, FBpp0085819, FBpp0301577, FBpp0293293, FBpp0087925, FBpp0309074, FBpp0086260, FBpp0309073, FBpp0086261, FBpp0070683, FBpp0308734, FBpp0308735, FBpp0073555, FBpp0077623	ENSP00000353677, ENSP00000265425, ENSP00000367081, ENSP00000391345, ENSP00000380266, ENSP00000367137, ENSP00000420614, ENSP00000367118, ENSP00000420546, ENSP00000244527, ENSP00000421855, ENSP00000424027, ENSP00000353873, ENSP00000355307, ENSP00000380250
OG0000076	FBpp0083296, FBpp0083297, FBpp0077449, FBpp0297921, FBpp0303629	ENSP00000263160, ENSP00000221485, ENSP00000470338, ENSP00000376715, ENSP00000316909, ENSP00000472086
OG0000077	FBpp0086524	ENSP00000413983, ENSP00000416056, ENSP00000404544, ENSP00000405625, ENSP00000415884, ENSP00000409320, ENSP00000413683, ENSP00000416184, ENSP00000400711, ENSP00000401276, ENSP00000403829, ENSP00000413662, ENSP00000406895, ENSP00000406507, ENSP00000389339, ENSP00000398927, ENSP00000383005, ENSP00000372928, ENSP00000372926, ENSP00000365057, ENSP00000401376, ENSP00000415855, ENSP00000412884, ENSP00000411691, ENSP00000412321, ENSP00000410690, ENSP00000409206, ENSP00000399890, ENSP00000393567, ENSP00000390746, ENSP00000408034, ENSP00000402133, ENSP00000401352, ENSP00000395307, ENSP00000409349, ENSP00000393162, ENSP00000391161, ENSP00000413618, ENSP00000393547, ENSP00000392449, ENSP00000400167, ENSP00000413534, ENSP00000412339, ENSP00000387492, ENSP00000388586, ENSP00000388687, ENSP00000390293, ENSP00000409855, ENSP00000414105, ENSP00000365071, ENSP00000365059, ENSP00000365060, ENSP00000365065, ENSP00000211377, ENSP00000382999, ENSP00000382994, ENSP00000401272, ENSP00000391604, ENSP00000406761, ENSP00000392933, ENSP00000403719, ENSP00000398758, ENSP00000407932, ENSP00000400488, ENSP00000395484, ENSP00000391754, ENSP00000413733, ENSP00000404929
OG0000080	FBpp0073961, FBpp0089402, FBpp0089403, FBpp0089405	ENSP00000436925, ENSP00000434917, ENSP00000390460, ENSP00000436385, ENSP00000435497, ENSP00000436602, ENSP00000437081, ENSP00000437264, ENSP00000435578, ENSP00000434816, ENSP00000432948, ENSP00000432168, ENSP00000432877, ENSP00000435293, ENSP00000433458, ENSP00000341050, ENSP00000432811, ENSP00000434639, ENSP00000433227, ENSP00000479896, ENSP00000356788, ENSP00000410825, ENSP00000436605, ENSP00000433745, ENSP00000434420, ENSP00000435595, ENSP00000435938, ENSP00000356786, ENSP00000477898, ENSP00000326328, ENSP00000435055, ENSP00000434723, ENSP00000339992, ENSP00000432851, ENSP00000434675, ENSP00000403387, ENSP00000413011, ENSP00000434795, ENSP00000433844
OG0000081	FBpp0081957, FBpp0079769	ENSP00000405042, ENSP00000388073, ENSP00000393452, ENSP00000379243, ENSP00000379250, ENSP00000360407, ENSP00000321591, ENSP00000216911, ENSP00000379251, ENSP00000379249, ENSP00000379247, ENSP00000313950, ENSP00000462207, ENSP00000463999, ENSP00000462930, ENSP00000462027, ENSP00000464031, ENSP00000463636, ENSP00000462858, ENSP00000443869, ENSP00000471830, ENSP00000302898, ENSP00000469983, ENSP00000407162, ENSP00000469894, ENSP00000406798
OG0000081	FBpp0077706, FBpp0075283	ENSP00000401358
OG0000081	FBpp0070326, FBpp0290641, FBpp0085653, FBpp0303276, FBpp0290720, FBpp0099804, FBpp0303277, FBpp0303278	ENSP00000483424, ENSP00000386017
OG0000082	FBpp0305500, FBpp0290524, FBpp0071073, FBpp0089299, FBpp0089298, FBpp0089297, FBpp0305501, FBpp0305499, FBpp0071074	ENSP00000401791, ENSP00000363964, ENSP00000382445, ENSP00000382444, ENSP00000363958, ENSP00000372588, ENSP00000449380, ENSP00000449609, ENSP00000391246, ENSP00000399009, ENSP00000382443, ENSP00000412885, ENSP00000410994, ENSP00000378702, ENSP00000413845, ENSP00000435693, ENSP00000436322, ENSP00000434978, ENSP00000414641, ENSP00000475691, ENSP00000400369, ENSP00000390267, ENSP00000402220, ENSP00000409613, ENSP00000406118, ENSP00000400737, ENSP00000404221, ENSP00000405634, ENSP00000409145, ENSP00000470481, ENSP00000353112, ENSP00000360901, ENSP00000360900, ENSP00000486621, ENSP00000470108, ENSP00000378038, ENSP00000359416, ENSP00000387822, ENSP00000354568, ENSP00000384051, ENSP00000404969
OG0000083	FBpp0289169, FBpp0289755, FBpp0289757, FBpp0289761, FBpp0289762, FBpp0289170, FBpp0291781, FBpp0291782, FBpp0291783, FBpp0291779, FBpp0289756, FBpp0289760, FBpp0291777, FBpp0289171, FBpp0291780, FBpp0291778, FBpp0289759, FBpp0289758	ENSP00000466314, ENSP00000383569, ENSP00000466459, ENSP00000376475, ENSP00000464977, ENSP00000467311, ENSP00000465445, ENSP00000465013, ENSP00000468106, ENSP00000445625, ENSP00000351410, ENSP00000440449, ENSP00000444487, ENSP00000385749, ENSP00000385349, ENSP00000402648, ENSP00000406670, ENSP00000394633, ENSP00000353415
OG0000083	FBpp0111815, FBpp0111814, FBpp0087524, FBpp0087523	ENSP00000265563, ENSP00000394041, ENSP00000296446, ENSP00000409239, ENSP00000400840, ENSP00000491687, ENSP00000265717
OG0000084	FBpp0111739, FBpp0111738, FBpp0300451, FBpp0301996, FBpp0111737, FBpp0073914, FBpp0301995, FBpp0290759, FBpp0290758, FBpp0300453, FBpp0300450, FBpp0111736, FBpp0312377, FBpp0300455, FBpp0300456, FBpp0309110, FBpp0300452, FBpp0089157, FBpp0073915, FBpp0300454, FBpp0301994	ENSP00000411475, ENSP00000384577, ENSP00000432587, ENSP00000471743, ENSP00000310701, ENSP00000366419, ENSP00000437928, ENSP00000469672, ENSP00000472109, ENSP00000469640, ENSP00000444528, ENSP00000345772, ENSP00000492431, ENSP00000435977, ENSP00000334754, ENSP00000435233, ENSP00000491500, ENSP00000435393, ENSP00000352926, ENSP00000380311, ENSP00000441959, ENSP00000351184
OG0000085	FBpp0099625, FBpp0074319, FBpp0307120, FBpp0307121, FBpp0305513, FBpp0074320, FBpp0089317, FBpp0089318, FBpp0309297, FBpp0309295, FBpp0309296, FBpp0309294, FBpp0309298, FBpp0309299	ENSP00000486695, ENSP00000361475
OG0000085	FBpp0074671	ENSP00000384719, ENSP00000384014, ENSP00000295156, ENSP00000481834, ENSP00000361935, ENSP00000371184, ENSP00000483786, ENSP00000482993, ENSP00000478231, ENSP00000310749, ENSP00000362566, ENSP00000416359, ENSP00000379256, ENSP00000310587, ENSP00000430476, ENSP00000220931, ENSP00000428105, ENSP00000428781, ENSP00000429255, ENSP00000429466, ENSP00000430731, ENSP00000430925, ENSP00000429522, ENSP00000429245, ENSP00000428312, ENSP00000428598, ENSP00000226193
OG0000086	FBpp0298002, FBpp0112915, FBpp0099643, FBpp0070086, FBpp0077322, FBpp0077324, FBpp0288677, FBpp0310347, FBpp0077325, FBpp0077323, FBpp0288676, FBpp0099898, FBpp0303246, FBpp0073543, FBpp0112400, FBpp0305512, FBpp0305511, FBpp0300900, FBpp0297664, FBpp0310244, FBpp0310243, FBpp0297665	ENSP00000412602, ENSP00000467314, ENSP00000470727, ENSP00000471011, ENSP00000385269, ENSP00000472197, ENSP00000380479, ENSP00000369460, ENSP00000440998, ENSP00000369453, ENSP00000223951, ENSP00000390878, ENSP00000352162, ENSP00000391757, ENSP00000399939, ENSP00000360892, ENSP00000360889, ENSP00000349594, ENSP00000360884, ENSP00000360888, ENSP00000360886
OG0000090	FBpp0088910, FBpp0088909	ENSP00000287766, ENSP00000494134, ENSP00000494346, ENSP00000494778, ENSP00000494191, ENSP00000493591, ENSP00000494997, ENSP00000495900, ENSP00000494136, ENSP00000496238, ENSP00000494893, ENSP00000494469, ENSP00000495751, ENSP00000496064, ENSP00000496171, ENSP00000496302, ENSP00000496348, ENSP00000496390, ENSP00000496619, ENSP00000496697, ENSP00000493813, ENSP00000496768, ENSP00000495375, ENSP00000494002, ENSP00000493746, ENSP00000494050
OG0000090	FBpp0077136, FBpp0077138, FBpp0290621, FBpp0290622, FBpp0077137	ENSP00000253122
OG0000090	FBpp0070567, FBpp0070566, FBpp0310504, FBpp0112979, FBpp0293407, FBpp0303037, FBpp0086271	ENSP00000454439
OG0000090	FBpp0076158, FBpp0080248, FBpp0080247, FBpp0290069, FBpp0070763, FBpp0290385	ENSP00000434364, ENSP00000428200, ENSP00000230671
OG0000091	FBpp0304340, FBpp0304341, FBpp0304339, FBpp0304337, FBpp0304336, FBpp0089048, FBpp0089049, FBpp0089047, FBpp0089046, FBpp0304338	ENSP00000493781, ENSP00000382526, ENSP00000494149, ENSP00000385896, ENSP00000493743, ENSP00000382512, ENSP00000382506, ENSP00000496049, ENSP00000382510, ENSP00000329877, ENSP00000494109, ENSP00000494765, ENSP00000382549, ENSP00000496749, ENSP00000493573, ENSP00000382552, ENSP00000336982, ENSP00000495321, ENSP00000494058, ENSP00000382563, ENSP00000365441, ENSP00000321618, ENSP00000491921, ENSP00000490039, ENSP00000490183, ENSP00000494413, ENSP00000288139, ENSP00000288133, ENSP00000409174, ENSP00000489769, ENSP00000355192, ENSP00000356307
OG0000092	FBpp0074141, FBpp0074144, FBpp0074142, FBpp0074143, FBpp0074139, FBpp0074140, FBpp0074145	ENSP00000402000, ENSP00000414779, ENSP00000321071, ENSP00000376801, ENSP00000321674, ENSP00000463768, ENSP00000462727, ENSP00000464373, ENSP00000394541, ENSP00000384535, ENSP00000372515, ENSP00000391731, ENSP00000399685, ENSP00000408678, ENSP00000391311, ENSP00000324511
OG0000092	FBpp0076897	ENSP00000353157, ENSP00000391717, ENSP00000479861, ENSP00000385172, ENSP00000375832, ENSP00000384525, ENSP00000385109, ENSP00000375834
OG0000092	FBpp0087869, FBpp0087870	ENSP00000381992, ENSP00000381993, ENSP00000344868
OG0000093	FBpp0085481, FBpp0072059	ENSP00000477451, ENSP00000487216, ENSP00000487002, ENSP00000432569, ENSP00000436429, ENSP00000433742, ENSP00000358277, ENSP00000416011, ENSP00000462062, ENSP00000254090, ENSP00000209929, ENSP00000356729, ENSP00000346901, ENSP00000481732, ENSP00000356724, ENSP00000385543, ENSP00000356723, ENSP00000491035
OG0000094	FBpp0311550, FBpp0289511	ENSP00000462366, ENSP00000325395, ENSP00000422683, ENSP00000312618, ENSP00000438689, ENSP00000463246, ENSP00000465353, ENSP00000467920, ENSP00000349297, ENSP00000344152
OG0000094	FBpp0078893	ENSP00000222214, ENSP00000466845
OG0000094	FBpp0082092, FBpp0083227	ENSP00000242592, ENSP00000401045
OG0000094	FBpp0074843	ENSP00000357862, ENSP00000357873
OG0000094	FBpp0076375	ENSP00000417990, ENSP00000418397, ENSP00000479359, ENSP00000453821, ENSP00000452949, ENSP00000417256
OG0000094	FBpp0076520	ENSP00000363884, ENSP00000281182, ENSP00000359878, ENSP00000359871, ENSP00000409612, ENSP00000442324
OG0000096	FBpp0077892	ENSP00000384278, ENSP00000372390, ENSP00000408727
OG0000096	FBpp0078208, FBpp0078206, FBpp0078207, FBpp0271785, FBpp0074925, FBpp0099766, FBpp0110181, FBpp0290403, FBpp0110180, FBpp0306227	ENSP00000430464, ENSP00000419140, ENSP00000004531.10, ENSP00000419873, ENSP00000381164, ENSP00000492016, ENSP00000370128, ENSP00000298085, ENSP00000363417, ENSP00000390092
OG0000096	FBpp0307047, FBpp0074557	ENSP00000231706
OG0000097	FBpp0300324	ENSP00000432031, ENSP00000482948, ENSP00000480811
OG0000097	FBpp0078796, FBpp0078797	ENSP00000480206
OG0000101	FBpp0081733, FBpp0081732, FBpp0310558, FBpp0099879, FBpp0099878	ENSP00000452770, ENSP00000452874, ENSP00000475660, ENSP00000397418, ENSP00000453782, ENSP00000475161, ENSP00000381518, ENSP00000272369, ENSP00000440571, ENSP00000453934, ENSP00000452854, ENSP00000453249, ENSP00000475941, ENSP00000333552, ENSP00000453307, ENSP00000453757, ENSP00000388667, ENSP00000454073, ENSP00000475899, ENSP00000380749, ENSP00000380745, ENSP00000339549, ENSP00000452693, ENSP00000341400, ENSP00000453793, ENSP00000326296, ENSP00000453497, ENSP00000404185, ENSP00000453390, ENSP00000454209
OG0000102	FBpp0088648, FBpp0088647, FBpp0088650, FBpp0088644, FBpp0088651, FBpp0088649, FBpp0088652, FBpp0088646, FBpp0088645	ENSP00000404854, ENSP00000319977, ENSP00000362909, ENSP00000352703, ENSP00000362878, ENSP00000345292, ENSP00000377823, ENSP00000377820, ENSP00000258187, ENSP00000455806, ENSP00000458113, ENSP00000454410, ENSP00000456338, ENSP00000349193, ENSP00000457659, ENSP00000451966, ENSP00000451274, ENSP00000452334, ENSP00000451105, ENSP00000450691, ENSP00000452482, ENSP00000452362, ENSP00000452006, ENSP00000298684, ENSP00000385889, ENSP00000452306, ENSP00000298687, ENSP00000380951, ENSP00000380949, ENSP00000380956, ENSP00000380945, ENSP00000451712, ENSP00000452216, ENSP00000452413, ENSP00000489341, ENSP00000452117, ENSP00000380954, ENSP00000452038, ENSP00000380943, ENSP00000344620, ENSP00000353649
OG0000103	FBpp0304953, FBpp0075966, FBpp0075965	ENSP00000402787
OG0000103	FBpp0077052, FBpp0305864	ENSP00000427015, ENSP00000422435, ENSP00000265678, ENSP00000432281, ENSP00000487553, ENSP00000431651, ENSP00000487166, ENSP00000487349, ENSP00000435412, ENSP00000486031, ENSP00000363281, ENSP00000486881, ENSP00000363283, ENSP00000407655, ENSP00000368884, ENSP00000494131, ENSP00000494220, ENSP00000494967, ENSP00000493862, ENSP00000493487, ENSP00000494769, ENSP00000495776, ENSP00000496271, ENSP00000495974, ENSP00000495462, ENSP00000483896, ENSP00000262752
OG0000104	FBpp0310022, FBpp0073761, FBpp0073760, FBpp0310023	ENSP00000023064, ENSP00000464822, ENSP00000468439
OG0000104	FBpp0306617, FBpp0306616, FBpp0085147, FBpp0085146	ENSP00000455064, ENSP00000219343, ENSP00000368448, ENSP00000484012, ENSP00000450715, ENSP00000285850, ENSP00000380666, ENSP00000380662, ENSP00000380663, ENSP00000451881, ENSP00000253188, ENSP00000465421, ENSP00000435114, ENSP00000480181, ENSP00000416398, ENSP00000391577, ENSP00000343949, ENSP00000434345, ENSP00000320378
OG0000104	FBpp0088598, FBpp0312092, FBpp0309548, FBpp0088925, FBpp0293626	ENSP00000280612, ENSP00000454323, ENSP00000261622
OG0000105	FBpp0089227, FBpp0084063, FBpp0100095, FBpp0290796, FBpp0303318, FBpp0290797, FBpp0100089, FBpp0100093, FBpp0100091, FBpp0100094, FBpp0100084, FBpp0084064, FBpp0303319, FBpp0100082, FBpp0100083, FBpp0100092, FBpp0100096, FBpp0100086, FBpp0100097, FBpp0100098, FBpp0306411, FBpp0306410, FBpp0306409	ENSP00000491300, ENSP00000385806, ENSP00000490982, ENSP00000491463, ENSP00000492178, ENSP00000491539, ENSP00000491545, ENSP00000492559, ENSP00000361480, ENSP00000491920, ENSP00000491008, ENSP00000429149, ENSP00000429951, ENSP00000428552, ENSP00000382770
