Orthogroup	fly	mouse
OG0000057	FBpp0073068	ENSMUSP00000035045, ENSMUSP00000112407, ENSMUSP00000113275, ENSMUSP00000147655
OG0000062	FBpp0083965, FBpp0083966, FBpp0289799, FBpp0080111	ENSMUSP00000156387, ENSMUSP00000086207, ENSMUSP00000004990, ENSMUSP00000110402, ENSMUSP00000110400, ENSMUSP00000061958, ENSMUSP00000116914, ENSMUSP00000110406, ENSMUSP00000156692, ENSMUSP00000086204
OG0000062	FBpp0302953, FBpp0302952, FBpp0311493, FBpp0112423, FBpp0112425, FBpp0112426	ENSMUSP00000088880, ENSMUSP00000156154, ENSMUSP00000065983, ENSMUSP00000111396, ENSMUSP00000146161, ENSMUSP00000051619, ENSMUSP00000101969, ENSMUSP00000146179
OG0000063	FBpp0074483, FBpp0074482, FBpp0308526, FBpp0074484, FBpp0074487, FBpp0074489, FBpp0074488, FBpp0298021, FBpp0298022, FBpp0298023, FBpp0308527, FBpp0074486, FBpp0074485	ENSMUSP00000142992, ENSMUSP00000142378, ENSMUSP00000057197, ENSMUSP00000108333, ENSMUSP00000079692, ENSMUSP00000140355, ENSMUSP00000129747, ENSMUSP00000133073, ENSMUSP00000140984, ENSMUSP00000140786, ENSMUSP00000140551, ENSMUSP00000066426, ENSMUSP00000127587, ENSMUSP00000140698, ENSMUSP00000140612, ENSMUSP00000110495, ENSMUSP00000050926, ENSMUSP00000097979, ENSMUSP00000110494, ENSMUSP00000028114, ENSMUSP00000110493, ENSMUSP00000126305, ENSMUSP00000129122, ENSMUSP00000142079, ENSMUSP00000137130, ENSMUSP00000142296, ENSMUSP00000141445, ENSMUSP00000138893
OG0000064	FBpp0089422, FBpp0078122, FBpp0304982, FBpp0305424, FBpp0293518, FBpp0290578, FBpp0293517, FBpp0293520, FBpp0110316, FBpp0312395, FBpp0293519, FBpp0293521	ENSMUSP00000024260, ENSMUSP00000140629, ENSMUSP00000101051, ENSMUSP00000001148, ENSMUSP00000129465, ENSMUSP00000090048, ENSMUSP00000104466, ENSMUSP00000155430, ENSMUSP00000155431, ENSMUSP00000155038, ENSMUSP00000076294, ENSMUSP00000077509, ENSMUSP00000155789, ENSMUSP00000054863, ENSMUSP00000155440, ENSMUSP00000155016, ENSMUSP00000155569, ENSMUSP00000155548, ENSMUSP00000155730, ENSMUSP00000155825, ENSMUSP00000155631, ENSMUSP00000155096, ENSMUSP00000155051, ENSMUSP00000155784, ENSMUSP00000155292, ENSMUSP00000155219, ENSMUSP00000155638, ENSMUSP00000155654, ENSMUSP00000155072
OG0000065	FBpp0070489, FBpp0070487, FBpp0070491, FBpp0070488, FBpp0070493, FBpp0305506, FBpp0305505, FBpp0070485, FBpp0305507, FBpp0305508, FBpp0305509, FBpp0070495, FBpp0070496, FBpp0070494, FBpp0305504, FBpp0070497, FBpp0070498	ENSMUSP00000105722, ENSMUSP00000034307, ENSMUSP00000150748, ENSMUSP00000150796, ENSMUSP00000153213, ENSMUSP00000153115, ENSMUSP00000037025, ENSMUSP00000111118, ENSMUSP00000003395, ENSMUSP00000078891, ENSMUSP00000112991, ENSMUSP00000121592, ENSMUSP00000136485, ENSMUSP00000113488, ENSMUSP00000114089, ENSMUSP00000073742, ENSMUSP00000119583, ENSMUSP00000113610, ENSMUSP00000112774, ENSMUSP00000113024, ENSMUSP00000102524, ENSMUSP00000102517, ENSMUSP00000102521, ENSMUSP00000095562, ENSMUSP00000030251, ENSMUSP00000095561, ENSMUSP00000102514
OG0000066	FBpp0082421, FBpp0082422, FBpp0091128, FBpp0085280, FBpp0091138, FBpp0091152, FBpp0091150, FBpp0091154, FBpp0091134, FBpp0091136, FBpp0091130, FBpp0091132, FBpp0306146, FBpp0091116, FBpp0091118, FBpp0091120, FBpp0091148, FBpp0091144, FBpp0091146, FBpp0091140, FBpp0091142, FBpp0082423, FBpp0091124, FBpp0091122, FBpp0091126, FBpp0091114	ENSMUSP00000100546, ENSMUSP00000100029, ENSMUSP00000085006, ENSMUSP00000100042, ENSMUSP00000100036, ENSMUSP00000100037, ENSMUSP00000129930, ENSMUSP00000100048, ENSMUSP00000100033, ENSMUSP00000100030, ENSMUSP00000100044, ENSMUSP00000100032, ENSMUSP00000136357
OG0000067	FBpp0091105, FBpp0091102, FBpp0091099, FBpp0091084, FBpp0091087, FBpp0091096, FBpp0091090, FBpp0091093, FBpp0091066, FBpp0091063, FBpp0091060, FBpp0085249, FBpp0091108, FBpp0091055, FBpp0091072, FBpp0091069, FBpp0091075, FBpp0091078, FBpp0091111, FBpp0091081	ENSMUSP00000051432, ENSMUSP00000072989, ENSMUSP00000089345, ENSMUSP00000100034, ENSMUSP00000127684, ENSMUSP00000077477, ENSMUSP00000089339, ENSMUSP00000089335, ENSMUSP00000088281, ENSMUSP00000080088, ENSMUSP00000088285, ENSMUSP00000074310, ENSMUSP00000089336, ENSMUSP00000104445, ENSMUSP00000100581, ENSMUSP00000077814, ENSMUSP00000072858, ENSMUSP00000088288, ENSMUSP00000072227, ENSMUSP00000144974, ENSMUSP00000074142
OG0000068	FBpp0271735, FBpp0422992, FBpp0084769, FBpp0311398, FBpp0306891, FBpp0084767, FBpp0084768, FBpp0084770, FBpp0304704	ENSMUSP00000157186, ENSMUSP00000025358
OG0000068	FBpp0307389, FBpp0084752, FBpp0084751, FBpp0083526	ENSMUSP00000057449
OG0000068	FBpp0082208, FBpp0082209, FBpp0288476, FBpp0082210, FBpp0082211, FBpp0082212	ENSMUSP00000128872, ENSMUSP00000029658
OG0000068	FBpp0072584, FBpp0072586, FBpp0305587, FBpp0297512, FBpp0072581, FBpp0072582, FBpp0072583, FBpp0072585	ENSMUSP00000128169, ENSMUSP00000001480, ENSMUSP00000130445, ENSMUSP00000127127, ENSMUSP00000127801, ENSMUSP00000129361
OG0000069	FBpp0292684, FBpp0292696, FBpp0292694, FBpp0292678, FBpp0292693, FBpp0292695, FBpp0292706, FBpp0292722, FBpp0292716, FBpp0292717, FBpp0292701, FBpp0292699, FBpp0292721, FBpp0292707, FBpp0292703, FBpp0292715, FBpp0292714, FBpp0292689, FBpp0292679, FBpp0292674, FBpp0292686, FBpp0292681, FBpp0292682, FBpp0292676, FBpp0292685, FBpp0292710, FBpp0292690, FBpp0292700, FBpp0292702, FBpp0292709, FBpp0292697, FBpp0292705, FBpp0292719, FBpp0292718, FBpp0288560, FBpp0292720, FBpp0110321, FBpp0074073, FBpp0309614, FBpp0292683, FBpp0292713, FBpp0292712, FBpp0303597, FBpp0110322, FBpp0292688, FBpp0292673, FBpp0292680, FBpp0292691, FBpp0292692, FBpp0292708, FBpp0292724, FBpp0292677, FBpp0292687, FBpp0292672, FBpp0292704, FBpp0292675, FBpp0292698, FBpp0292723, FBpp0311217	ENSMUSP00000097641, ENSMUSP00000131711, ENSMUSP00000107973, ENSMUSP00000097647, ENSMUSP00000021056, ENSMUSP00000065023, ENSMUSP00000149420, ENSMUSP00000065466
OG0000073	FBpp0293404, FBpp0293401, FBpp0293403, FBpp0293396, FBpp0304532, FBpp0293399, FBpp0304533, FBpp0293402, FBpp0293400, FBpp0293398, FBpp0304531, FBpp0079929, FBpp0079926, FBpp0304035, FBpp0304320, FBpp0304036, FBpp0304038, FBpp0304037, FBpp0304034, FBpp0079927, FBpp0289794	ENSMUSP00000138764, ENSMUSP00000138355, ENSMUSP00000138795, ENSMUSP00000130829, ENSMUSP00000138359, ENSMUSP00000138363, ENSMUSP00000110584, ENSMUSP00000110574, ENSMUSP00000002176, ENSMUSP00000097996, ENSMUSP00000110577, ENSMUSP00000138297, ENSMUSP00000120459, ENSMUSP00000005643, ENSMUSP00000107079, ENSMUSP00000149154, ENSMUSP00000107082, ENSMUSP00000149393, ENSMUSP00000150227, ENSMUSP00000070438, ENSMUSP00000149473, ENSMUSP00000150186, ENSMUSP00000150050, ENSMUSP00000150428, ENSMUSP00000064323, ENSMUSP00000150191, ENSMUSP00000136109, ENSMUSP00000107078, ENSMUSP00000107076, ENSMUSP00000107075, ENSMUSP00000149376
OG0000076	FBpp0307618, FBpp0085628	ENSMUSP00000056182, ENSMUSP00000113003
OG0000076	FBpp0079876, FBpp0080090, FBpp0288424, FBpp0085814, FBpp0085815, FBpp0085818, FBpp0085819, FBpp0301577, FBpp0293293, FBpp0087925, FBpp0309074, FBpp0086260, FBpp0309073, FBpp0086261, FBpp0070683, FBpp0308734, FBpp0308735, FBpp0073555, FBpp0077623	ENSMUSP00000097288, ENSMUSP00000006786, ENSMUSP00000106037, ENSMUSP00000153087, ENSMUSP00000021769, ENSMUSP00000106043, ENSMUSP00000006785, ENSMUSP00000131308, ENSMUSP00000039062, ENSMUSP00000106052, ENSMUSP00000089290
OG0000076	FBpp0083296, FBpp0083297, FBpp0077449, FBpp0297921, FBpp0303629	ENSMUSP00000032710, ENSMUSP00000146364, ENSMUSP00000147661, ENSMUSP00000082489, ENSMUSP00000100932, ENSMUSP00000020102
OG0000077	FBpp0086524	ENSMUSP00000056646, ENSMUSP00000133240, ENSMUSP00000135684, ENSMUSP00000134694
OG0000080	FBpp0073961, FBpp0089402, FBpp0089403, FBpp0089405	ENSMUSP00000020158, ENSMUSP00000139699, ENSMUSP00000139818
OG0000081	FBpp0081957, FBpp0079769	ENSMUSP00000028997, ENSMUSP00000104768, ENSMUSP00000104767, ENSMUSP00000104306, ENSMUSP00000021277, ENSMUSP00000147055, ENSMUSP00000083426, ENSMUSP00000146450, ENSMUSP00000147207
OG0000082	FBpp0305500, FBpp0290524, FBpp0071073, FBpp0089299, FBpp0089298, FBpp0089297, FBpp0305501, FBpp0305499, FBpp0071074	ENSMUSP00000138431, ENSMUSP00000134608, ENSMUSP00000092990, ENSMUSP00000109880, ENSMUSP00000117359, ENSMUSP00000025193, ENSMUSP00000113070, ENSMUSP00000003726, ENSMUSP00000112474, ENSMUSP00000115163, ENSMUSP00000115277, ENSMUSP00000031215, ENSMUSP00000108297
OG0000083	FBpp0289169, FBpp0289755, FBpp0289757, FBpp0289761, FBpp0289762, FBpp0289170, FBpp0291781, FBpp0291782, FBpp0291783, FBpp0291779, FBpp0289756, FBpp0289760, FBpp0291777, FBpp0289171, FBpp0291780, FBpp0291778, FBpp0289759, FBpp0289758	ENSMUSP00000106514, ENSMUSP00000056500, ENSMUSP00000102288, ENSMUSP00000123286, ENSMUSP00000121093, ENSMUSP00000106515, ENSMUSP00000026973
OG0000083	FBpp0111815, FBpp0111814, FBpp0087524, FBpp0087523	ENSMUSP00000141869, ENSMUSP00000035220, ENSMUSP00000142251, ENSMUSP00000135290, ENSMUSP00000003079, ENSMUSP00000039797
OG0000084	FBpp0111739, FBpp0111738, FBpp0300451, FBpp0301996, FBpp0111737, FBpp0073914, FBpp0301995, FBpp0290759, FBpp0290758, FBpp0300453, FBpp0300450, FBpp0111736, FBpp0312377, FBpp0300455, FBpp0300456, FBpp0309110, FBpp0300452, FBpp0089157, FBpp0073915, FBpp0300454, FBpp0301994	ENSMUSP00000148005, ENSMUSP00000147746, ENSMUSP00000147727, ENSMUSP00000147321, ENSMUSP00000103430, ENSMUSP00000033060, ENSMUSP00000103431, ENSMUSP00000148183, ENSMUSP00000130564, ENSMUSP00000152030, ENSMUSP00000110447, ENSMUSP00000118582, ENSMUSP00000115443, ENSMUSP00000128439, ENSMUSP00000081755, ENSMUSP00000130459, ENSMUSP00000102249, ENSMUSP00000131221, ENSMUSP00000060671, ENSMUSP00000127574, ENSMUSP00000129798, ENSMUSP00000133025, ENSMUSP00000006311, ENSMUSP00000118083, ENSMUSP00000107784
OG0000085	FBpp0099625, FBpp0074319, FBpp0307120, FBpp0307121, FBpp0305513, FBpp0074320, FBpp0089317, FBpp0089318, FBpp0309297, FBpp0309295, FBpp0309296, FBpp0309294, FBpp0309298, FBpp0309299	ENSMUSP00000000199
OG0000085	FBpp0074671	ENSMUSP00000152711, ENSMUSP00000072145, ENSMUSP00000120066, ENSMUSP00000051487, ENSMUSP00000101853, ENSMUSP00000071756, ENSMUSP00000115031, ENSMUSP00000112145, ENSMUSP00000112143, ENSMUSP00000119178, ENSMUSP00000093486, ENSMUSP00000129548, ENSMUSP00000030572, ENSMUSP00000115619, ENSMUSP00000152772, ENSMUSP00000087611, ENSMUSP00000130126, ENSMUSP00000112898, ENSMUSP00000113858, ENSMUSP00000112146, ENSMUSP00000114576, ENSMUSP00000121460, ENSMUSP00000021290
OG0000086	FBpp0298002, FBpp0112915, FBpp0099643, FBpp0070086, FBpp0077322, FBpp0077324, FBpp0288677, FBpp0310347, FBpp0077325, FBpp0077323, FBpp0288676, FBpp0099898, FBpp0303246, FBpp0073543, FBpp0112400, FBpp0305512, FBpp0305511, FBpp0300900, FBpp0297664, FBpp0310244, FBpp0310243, FBpp0297665	ENSMUSP00000135780, ENSMUSP00000123014, ENSMUSP00000121828, ENSMUSP00000120942, ENSMUSP00000135038, ENSMUSP00000146866, ENSMUSP00000096549, ENSMUSP00000008633, ENSMUSP00000102741, ENSMUSP00000102726, ENSMUSP00000099863, ENSMUSP00000102737, ENSMUSP00000102733, ENSMUSP00000117770, ENSMUSP00000102735, ENSMUSP00000102727, ENSMUSP00000102728, ENSMUSP00000003501, ENSMUSP00000149816, ENSMUSP00000150771, ENSMUSP00000102214, ENSMUSP00000102212, ENSMUSP00000102208, ENSMUSP00000102210, ENSMUSP00000099783, ENSMUSP00000099784, ENSMUSP00000102207
OG0000090	FBpp0088910, FBpp0088909	ENSMUSP00000145080, ENSMUSP00000032454
OG0000090	FBpp0077136, FBpp0077138, FBpp0290621, FBpp0290622, FBpp0077137	ENSMUSP00000032200, ENSMUSP00000126708, ENSMUSP00000132921, ENSMUSP00000110109, ENSMUSP00000110111, ENSMUSP00000033752, ENSMUSP00000126076
OG0000090	FBpp0076158, FBpp0080248, FBpp0080247, FBpp0290069, FBpp0070763, FBpp0290385	ENSMUSP00000103230, ENSMUSP00000058699, ENSMUSP00000146917, ENSMUSP00000025520
OG0000091	FBpp0304340, FBpp0304341, FBpp0304339, FBpp0304337, FBpp0304336, FBpp0089048, FBpp0089049, FBpp0089047, FBpp0089046, FBpp0304338	ENSMUSP00000141033, ENSMUSP00000140056, ENSMUSP00000141015, ENSMUSP00000140961, ENSMUSP00000077433, ENSMUSP00000075021, ENSMUSP00000108410, ENSMUSP00000140415, ENSMUSP00000140220, ENSMUSP00000140693, ENSMUSP00000139855, ENSMUSP00000140920, ENSMUSP00000140341, ENSMUSP00000108413, ENSMUSP00000140886, ENSMUSP00000139981, ENSMUSP00000140833, ENSMUSP00000107869, ENSMUSP00000107868, ENSMUSP00000111391, ENSMUSP00000111390, ENSMUSP00000153250, ENSMUSP00000153586, ENSMUSP00000153293, ENSMUSP00000107699, ENSMUSP00000125278, ENSMUSP00000107695
OG0000092	FBpp0074141, FBpp0074144, FBpp0074142, FBpp0074143, FBpp0074139, FBpp0074140, FBpp0074145	ENSMUSP00000018544, ENSMUSP00000103594, ENSMUSP00000103596, ENSMUSP00000060127, ENSMUSP00000112960, ENSMUSP00000156088, ENSMUSP00000156265, ENSMUSP00000094750, ENSMUSP00000156292, ENSMUSP00000101920, ENSMUSP00000101921, ENSMUSP00000146307
OG0000092	FBpp0076897	ENSMUSP00000117517, ENSMUSP00000120511, ENSMUSP00000120694, ENSMUSP00000108534, ENSMUSP00000127276, ENSMUSP00000132850, ENSMUSP00000136366, ENSMUSP00000027495
OG0000092	FBpp0087869, FBpp0087870	ENSMUSP00000110927, ENSMUSP00000127641
OG0000093	FBpp0085481, FBpp0072059	ENSMUSP00000114226, ENSMUSP00000102664, ENSMUSP00000102665, ENSMUSP00000029729, ENSMUSP00000123476, ENSMUSP00000039839, ENSMUSP00000027843, ENSMUSP00000114750, ENSMUSP00000044405, ENSMUSP00000107135, ENSMUSP00000136378, ENSMUSP00000028010, ENSMUSP00000117398, ENSMUSP00000107143, ENSMUSP00000118534, ENSMUSP00000141210, ENSMUSP00000037259, ENSMUSP00000119389, ENSMUSP00000028014, ENSMUSP00000107150, ENSMUSP00000144106, ENSMUSP00000118476
OG0000094	FBpp0311550, FBpp0289511	ENSMUSP00000142995, ENSMUSP00000011492, ENSMUSP00000099634, ENSMUSP00000018718
OG0000094	FBpp0078893	ENSMUSP00000105367, ENSMUSP00000003907
OG0000094	FBpp0082092, FBpp0083227	ENSMUSP00000031524
OG0000094	FBpp0074843	ENSMUSP00000146461, ENSMUSP00000113948, ENSMUSP00000015829
OG0000094	FBpp0076375	ENSMUSP00000028807
OG0000094	FBpp0076520	ENSMUSP00000112908, ENSMUSP00000054370, ENSMUSP00000121714, ENSMUSP00000072483
OG0000096	FBpp0077892	ENSMUSP00000156098, ENSMUSP00000156027, ENSMUSP00000127280, ENSMUSP00000067243, ENSMUSP00000156166, ENSMUSP00000156257, ENSMUSP00000155908, ENSMUSP00000155885, ENSMUSP00000156294, ENSMUSP00000156113
OG0000096	FBpp0078208, FBpp0078206, FBpp0078207, FBpp0271785, FBpp0074925, FBpp0099766, FBpp0110181, FBpp0290403, FBpp0110180, FBpp0306227	ENSMUSP00000112848, ENSMUSP00000058866, ENSMUSP00000096414, ENSMUSP00000113729, ENSMUSP00000046714, ENSMUSP00000144000, ENSMUSP00000117781, ENSMUSP00000144796, ENSMUSP00000144885, ENSMUSP00000137943, ENSMUSP00000126800, ENSMUSP00000109339, ENSMUSP00000098914, ENSMUSP00000073582, ENSMUSP00000122914
OG0000096	FBpp0307047, FBpp0074557	ENSMUSP00000103880, ENSMUSP00000088803
OG0000101	FBpp0081733, FBpp0081732, FBpp0310558, FBpp0099879, FBpp0099878	ENSMUSP00000139074, ENSMUSP00000135726, ENSMUSP00000139219, ENSMUSP00000069277, ENSMUSP00000002495.10, ENSMUSP00000134918, ENSMUSP00000073898, ENSMUSP00000099597, ENSMUSP00000028639, ENSMUSP00000106533, ENSMUSP00000106532, ENSMUSP00000106531, ENSMUSP00000099942, ENSMUSP00000134969
OG0000102	FBpp0088648, FBpp0088647, FBpp0088650, FBpp0088644, FBpp0088651, FBpp0088649, FBpp0088652, FBpp0088646, FBpp0088645	ENSMUSP00000005256, ENSMUSP00000105185, ENSMUSP00000072144, ENSMUSP00000070052, ENSMUSP00000148779, ENSMUSP00000036226, ENSMUSP00000072883, ENSMUSP00000079495, ENSMUSP00000004673, ENSMUSP00000154279, ENSMUSP00000153938, ENSMUSP00000107259
OG0000103	FBpp0304953, FBpp0075966, FBpp0075965	ENSMUSP00000042987
OG0000103	FBpp0077052, FBpp0305864	ENSMUSP00000024575, ENSMUSP00000121341, ENSMUSP00000126774, ENSMUSP00000134507, ENSMUSP00000119328, ENSMUSP00000003741, ENSMUSP00000101514, ENSMUSP00000033671, ENSMUSP00000108112, ENSMUSP00000154949, ENSMUSP00000068483, ENSMUSP00000155405, ENSMUSP00000080694, ENSMUSP00000109055, ENSMUSP00000155389, ENSMUSP00000155659, ENSMUSP00000094073, ENSMUSP00000155741, ENSMUSP00000121722
OG0000104	FBpp0310022, FBpp0073761, FBpp0073760, FBpp0310023	ENSMUSP00000112726, ENSMUSP00000113181, ENSMUSP00000032703
OG0000104	FBpp0306617, FBpp0306616, FBpp0085147, FBpp0085146	ENSMUSP00000034378, ENSMUSP00000148620, ENSMUSP00000143743, ENSMUSP00000154533, ENSMUSP00000143091, ENSMUSP00000000984, ENSMUSP00000001854, ENSMUSP00000118331, ENSMUSP00000022787
OG0000104	FBpp0088598, FBpp0312092, FBpp0309548, FBpp0088925, FBpp0293626	ENSMUSP00000141988, ENSMUSP00000029297, ENSMUSP00000041557
OG0000105	FBpp0089227, FBpp0084063, FBpp0100095, FBpp0290796, FBpp0303318, FBpp0290797, FBpp0100089, FBpp0100093, FBpp0100091, FBpp0100094, FBpp0100084, FBpp0084064, FBpp0303319, FBpp0100082, FBpp0100083, FBpp0100092, FBpp0100096, FBpp0100086, FBpp0100097, FBpp0100098, FBpp0306411, FBpp0306410, FBpp0306409	ENSMUSP00000153584, ENSMUSP00000132204, ENSMUSP00000074511, ENSMUSP00000098393, ENSMUSP00000153527, ENSMUSP00000153083, ENSMUSP00000153312, ENSMUSP00000153291, ENSMUSP00000152959, ENSMUSP00000153362, ENSMUSP00000140275, ENSMUSP00000140751, ENSMUSP00000153214, ENSMUSP00000153216, ENSMUSP00000153247, ENSMUSP00000153670, ENSMUSP00000152999, ENSMUSP00000153078, ENSMUSP00000065293, ENSMUSP00000136568, ENSMUSP00000136447, ENSMUSP00000141069, ENSMUSP00000153158, ENSMUSP00000140033, ENSMUSP00000153316, ENSMUSP00000128553, ENSMUSP00000096457
OG0000107	FBpp0089153, FBpp0290826, FBpp0304234, FBpp0304233, FBpp0305596	ENSMUSP00000027797
OG0000107	FBpp0087479, FBpp0111818, FBpp0310395, FBpp0111819	ENSMUSP00000030164
OG0000107	FBpp0308554, FBpp0308555	ENSMUSP00000002840
OG0000107	FBpp0075519	ENSMUSP00000006061, ENSMUSP00000113304, ENSMUSP00000142620
OG0000108	FBpp0081445	ENSMUSP00000143321, ENSMUSP00000029740, ENSMUSP00000039486
OG0000109	FBpp0309791, FBpp0304573, FBpp0071423, FBpp0071424	ENSMUSP00000142117, ENSMUSP00000125235, ENSMUSP00000125488, ENSMUSP00000125077, ENSMUSP00000124269, ENSMUSP00000124931, ENSMUSP00000077289, ENSMUSP00000124541, ENSMUSP00000142305, ENSMUSP00000079888
OG0000110	FBpp0291761, FBpp0085035, FBpp0291762, FBpp0085040, FBpp0085036, FBpp0085039, FBpp0085038, FBpp0291764, FBpp0291766, FBpp0291765, FBpp0291519, FBpp0085037, FBpp0291763, FBpp0307422, FBpp0307423, FBpp0307424	ENSMUSP00000101999, ENSMUSP00000126274, ENSMUSP00000004955
OG0000110	FBpp0311283, FBpp0305990, FBpp0076145, FBpp0305989, FBpp0302783, FBpp0311284, FBpp0302782, FBpp0311282, FBpp0076144	ENSMUSP00000133931, ENSMUSP00000026839, ENSMUSP00000133736, ENSMUSP00000033809
OG0000111	FBpp0081091, FBpp0293683, FBpp0291394, FBpp0291393, FBpp0306908, FBpp0293684, FBpp0293685, FBpp0306907, FBpp0306909	ENSMUSP00000141065, ENSMUSP00000046189, ENSMUSP00000074066, ENSMUSP00000096096, ENSMUSP00000074095, ENSMUSP00000146501, ENSMUSP00000051092, ENSMUSP00000147016, ENSMUSP00000146509, ENSMUSP00000150861, ENSMUSP00000146386, ENSMUSP00000146541, ENSMUSP00000146659, ENSMUSP00000146408
OG0000113	FBpp0289813, FBpp0082271, FBpp0289815, FBpp0082272, FBpp0300517, FBpp0082270, FBpp0300515, FBpp0300516, FBpp0082269, FBpp0082274	ENSMUSP00000128190, ENSMUSP00000141214, ENSMUSP00000142115, ENSMUSP00000114549, ENSMUSP00000121845, ENSMUSP00000031513, ENSMUSP00000147772, ENSMUSP00000105980, ENSMUSP00000105983, ENSMUSP00000105981, ENSMUSP00000131323, ENSMUSP00000105985, ENSMUSP00000138632, ENSMUSP00000061474, ENSMUSP00000119065, ENSMUSP00000142183, ENSMUSP00000141349
OG0000113	FBpp0082724, FBpp0293269	ENSMUSP00000133517, ENSMUSP00000141939, ENSMUSP00000142012, ENSMUSP00000120595, ENSMUSP00000138980, ENSMUSP00000103553
OG0000115	FBpp0088857, FBpp0088856, FBpp0088858	ENSMUSP00000136162, ENSMUSP00000136436, ENSMUSP00000070503, ENSMUSP00000104770, ENSMUSP00000074483, ENSMUSP00000108828, ENSMUSP00000108827, ENSMUSP00000108829, ENSMUSP00000050838, ENSMUSP00000076989, ENSMUSP00000137632, ENSMUSP00000045048, ENSMUSP00000130023, ENSMUSP00000126817, ENSMUSP00000136700, ENSMUSP00000123051, ENSMUSP00000077972
OG0000116	FBpp0303566, FBpp0304510, FBpp0303567, FBpp0303571, FBpp0303569, FBpp0303568, FBpp0303570, FBpp0303572, FBpp0303565	ENSMUSP00000148834, ENSMUSP00000047881, ENSMUSP00000148328, ENSMUSP00000097872, ENSMUSP00000139567, ENSMUSP00000077099, ENSMUSP00000140085, ENSMUSP00000140719, ENSMUSP00000110921, ENSMUSP00000033419, ENSMUSP00000110919
OG0000116	FBpp0077762	ENSMUSP00000075233, ENSMUSP00000145604, ENSMUSP00000145749, ENSMUSP00000117797, ENSMUSP00000030286, ENSMUSP00000034728, ENSMUSP00000149156, ENSMUSP00000025831
OG0000117	FBpp0089307, FBpp0291370, FBpp0309216, FBpp0079310, FBpp0305378, FBpp0073522, FBpp0073521	ENSMUSP00000133947, ENSMUSP00000028286, ENSMUSP00000115059, ENSMUSP00000134358, ENSMUSP00000109776, ENSMUSP00000048573, ENSMUSP00000134242, ENSMUSP00000133441
OG0000118	FBpp0082970, FBpp0082972, FBpp0082971	ENSMUSP00000137515, ENSMUSP00000131343, ENSMUSP00000113855, ENSMUSP00000136640, ENSMUSP00000113909, ENSMUSP00000081041, ENSMUSP00000112623, ENSMUSP00000113180, ENSMUSP00000112992, ENSMUSP00000113474, ENSMUSP00000113010, ENSMUSP00000112430, ENSMUSP00000113187, ENSMUSP00000113452, ENSMUSP00000113994, ENSMUSP00000113415, ENSMUSP00000112580, ENSMUSP00000113248, ENSMUSP00000112471, ENSMUSP00000113993, ENSMUSP00000112585, ENSMUSP00000112672, ENSMUSP00000130856, ENSMUSP00000070998, ENSMUSP00000133064, ENSMUSP00000085122, ENSMUSP00000143945, ENSMUSP00000110053, ENSMUSP00000131845
OG0000121	FBpp0082989, FBpp0082988, FBpp0082987, FBpp0082990	ENSMUSP00000070993
OG0000121	FBpp0089337, FBpp0087505, FBpp0099539, FBpp0087501, FBpp0087500, FBpp0089338, FBpp0087504, FBpp0305136, FBpp0305137, FBpp0099540, FBpp0087503, FBpp0087502	ENSMUSP00000050374, ENSMUSP00000019109, ENSMUSP00000143631, ENSMUSP00000051223, ENSMUSP00000105991, ENSMUSP00000022894, ENSMUSP00000105990, ENSMUSP00000018470, ENSMUSP00000123605, ENSMUSP00000100067
OG0000122	FBpp0289783, FBpp0293011, FBpp0293010, FBpp0289784, FBpp0289781, FBpp0293009, FBpp0293012, FBpp0289786, FBpp0289785, FBpp0293013, FBpp0289782	ENSMUSP00000098605, ENSMUSP00000086398, ENSMUSP00000098606, ENSMUSP00000145174, ENSMUSP00000138165, ENSMUSP00000085775, ENSMUSP00000033744, ENSMUSP00000110123, ENSMUSP00000020107, ENSMUSP00000107883, ENSMUSP00000047978, ENSMUSP00000116941, ENSMUSP00000133187, ENSMUSP00000119242
OG0000123	FBpp0072174, FBpp0303461, FBpp0303460, FBpp0303462	ENSMUSP00000127109, ENSMUSP00000095857, ENSMUSP00000006761, ENSMUSP00000095856, ENSMUSP00000006525, ENSMUSP00000065728, ENSMUSP00000118997, ENSMUSP00000096782, ENSMUSP00000043087, ENSMUSP00000105347
OG0000126	FBpp0081045	ENSMUSP00000114304, ENSMUSP00000032175, ENSMUSP00000020497, ENSMUSP00000117076
OG0000126	FBpp0079406, FBpp0304847	ENSMUSP00000031411, ENSMUSP00000142906, ENSMUSP00000123545, ENSMUSP00000143034, ENSMUSP00000041260
