Orthogroup	arabidopsis	human
OG0000093	AT1G12200.1, AT1G63340.1, AT1G62580.1, AT1G62570.1, AT1G62560.1, AT1G65860.1, AT1G62540.2, AT1G12140.1, AT1G12160.1, AT1G12130.1, AT1G63370.1, AT1G62620.1, AT1G63390.1, AT1G62600.1, AT5G07800.1, AT5G61290.1	ENSP00000477451, ENSP00000487216, ENSP00000487002, ENSP00000432569, ENSP00000436429, ENSP00000433742, ENSP00000358277, ENSP00000416011, ENSP00000462062, ENSP00000254090, ENSP00000209929, ENSP00000356729, ENSP00000346901, ENSP00000481732, ENSP00000356724, ENSP00000385543, ENSP00000356723, ENSP00000491035
OG0000094	AT3G51840.1	ENSP00000222214, ENSP00000466845
OG0000094	AT3G45300.1	ENSP00000417990, ENSP00000418397, ENSP00000479359, ENSP00000453821, ENSP00000452949, ENSP00000417256
OG0000096	AT1G05940.1, AT3G10600.1, AT5G04770.1, AT1G17120.1, AT2G34960.1, AT4G21120.1, AT1G58030.1, AT5G36940.1, AT3G03720.1	ENSP00000384278, ENSP00000372390, ENSP00000408727, ENSP00000430464, ENSP00000419140, ENSP00000004531.10, ENSP00000419873, ENSP00000381164, ENSP00000492016, ENSP00000370128, ENSP00000298085, ENSP00000363417, ENSP00000390092, ENSP00000231706
OG0000097	AT1G70610.1, AT4G25450.1	ENSP00000480206
OG0000101	AT4G32980.1, AT4G34610.1, AT2G16400.1, AT1G75410.1, AT1G19700.1, AT5G41410.1, AT2G23760.4, AT4G36870.1, AT2G27220.2, AT2G35940.1, AT1G75430.1, AT2G27990.1, AT5G02030.1	ENSP00000453481, ENSP00000402243, ENSP00000452770, ENSP00000452874, ENSP00000475660, ENSP00000397418, ENSP00000453782, ENSP00000475161, ENSP00000381518, ENSP00000272369, ENSP00000440571, ENSP00000453934, ENSP00000452854, ENSP00000453249, ENSP00000475941, ENSP00000333552, ENSP00000453307, ENSP00000453757, ENSP00000388667, ENSP00000454073, ENSP00000475899, ENSP00000380749, ENSP00000380745, ENSP00000339549, ENSP00000452693, ENSP00000341400, ENSP00000453793, ENSP00000326296, ENSP00000453497, ENSP00000404185, ENSP00000453390, ENSP00000454209
OG0000102	AT5G11790.1, AT5G56750.1, AT2G19620.1	ENSP00000404854, ENSP00000319977, ENSP00000362909, ENSP00000352703, ENSP00000362878, ENSP00000345292, ENSP00000377823, ENSP00000377820, ENSP00000258187, ENSP00000455806, ENSP00000458113, ENSP00000454410, ENSP00000456338, ENSP00000349193, ENSP00000457659, ENSP00000451966, ENSP00000451274, ENSP00000452334, ENSP00000451105, ENSP00000450691, ENSP00000452482, ENSP00000452362, ENSP00000452006, ENSP00000298684, ENSP00000385889, ENSP00000452306, ENSP00000298687, ENSP00000380951, ENSP00000380949, ENSP00000380956, ENSP00000380945, ENSP00000451712, ENSP00000452216, ENSP00000452413, ENSP00000489341, ENSP00000452117, ENSP00000380954, ENSP00000452038, ENSP00000380943, ENSP00000344620, ENSP00000353649
OG0000103	AT3G08730.1	ENSP00000402787, ENSP00000427015, ENSP00000422435, ENSP00000265678, ENSP00000432281, ENSP00000487553, ENSP00000431651, ENSP00000487166, ENSP00000487349, ENSP00000435412, ENSP00000486031, ENSP00000363281, ENSP00000486881, ENSP00000363283, ENSP00000407655, ENSP00000368884, ENSP00000494131, ENSP00000494220, ENSP00000494967, ENSP00000493862, ENSP00000493487, ENSP00000494769, ENSP00000495776, ENSP00000496271, ENSP00000495974, ENSP00000495462, ENSP00000483896, ENSP00000262752
OG0000107	AT2G03670.1	ENSP00000305494, ENSP00000436823, ENSP00000492775, ENSP00000274008
OG0000107	AT3G01610.2	ENSP00000341362, ENSP00000417213, ENSP00000419420, ENSP00000417826, ENSP00000375747, ENSP00000281701
OG0000107	AT5G03340.1, AT3G09840.1, AT3G53230.1	ENSP00000351777
OG0000107	AT1G03000.1	ENSP00000244546, ENSP00000303511
OG0000107	AT5G08470.1	ENSP00000394413, ENSP00000248633, ENSP00000410438, ENSP00000389594
OG0000108	AT5G53910.1, AT3G13228.1, AT1G18760.1, AT2G29840.1, AT1G18780.1, AT1G18770.1, AT1G21960.1, AT1G74620.1, AT1G50350.1	ENSP00000463650, ENSP00000475833, ENSP00000464945, ENSP00000292363
OG0000108	AT5G02750.1	ENSP00000306906, ENSP00000412025, ENSP00000415246, ENSP00000397109, ENSP00000391326
OG0000109	AT1G79470.1, AT1G16350.1	ENSP00000259727, ENSP00000405743, ENSP00000495708, ENSP00000453299, ENSP00000493542, ENSP00000453355, ENSP00000493917, ENSP00000453537, ENSP00000392859, ENSP00000496234, ENSP00000494163, ENSP00000334409.10, ENSP00000480342, ENSP00000495863, ENSP00000496504, ENSP00000494224, ENSP00000495583, ENSP00000382369, ENSP00000347449, ENSP00000418592, ENSP00000419609, ENSP00000403502, ENSP00000418742, ENSP00000420756, ENSP00000265385, ENSP00000346219, ENSP00000345096, ENSP00000399400, ENSP00000496892, ENSP00000420803, ENSP00000420185, ENSP00000417296, ENSP00000486056, ENSP00000393525, ENSP00000321584
OG0000110	AT2G35390.2, AT1G32380.1, AT2G44530.1	ENSP00000414624, ENSP00000439129, ENSP00000268835, ENSP00000392536, ENSP00000461241, ENSP00000443967, ENSP00000481322, ENSP00000492583, ENSP00000424595, ENSP00000370043, ENSP00000361505, ENSP00000418911, ENSP00000381504, ENSP00000361512, ENSP00000361495, ENSP00000370038, ENSP00000419380, ENSP00000496286
OG0000113	AT1G09140.1, AT1G02840.1, AT4G02430.4, AT3G49430.1	ENSP00000462616, ENSP00000474283, ENSP00000229390, ENSP00000449030, ENSP00000451088, ENSP00000451391, ENSP00000377892, ENSP00000452123, ENSP00000452090, ENSP00000474409, ENSP00000452449, ENSP00000450918, ENSP00000452400, ENSP00000485813, ENSP00000362900, ENSP00000244020, ENSP00000433544, ENSP00000463223, ENSP00000462215, ENSP00000463235, ENSP00000463042, ENSP00000258962
OG0000115	AT3G20890.1, AT5G66010.1	ENSP00000430445, ENSP00000429673, ENSP00000430156, ENSP00000430970, ENSP00000426518, ENSP00000427388, ENSP00000492680, ENSP00000427845, ENSP00000496141, ENSP00000425851, ENSP00000425732, ENSP00000420850, ENSP00000423140, ENSP00000421695, ENSP00000429661, ENSP00000427408, ENSP00000426726, ENSP00000425343, ENSP00000427986, ENSP00000424087, ENSP00000349168, ENSP00000496484, ENSP00000492211, ENSP00000397797, ENSP00000377082, ENSP00000361927, ENSP00000492076, ENSP00000495786, ENSP00000327539, ENSP00000491271, ENSP00000495282, ENSP00000426275, ENSP00000338477, ENSP00000400433, ENSP00000349573, ENSP00000348345, ENSP00000438061, ENSP00000421789, ENSP00000427354, ENSP00000254799, ENSP00000443380
OG0000116	AT4G16340.1	ENSP00000486269, ENSP00000468291, ENSP00000486606, ENSP00000413781, ENSP00000487551, ENSP00000341086, ENSP00000406883, ENSP00000365643, ENSP00000401958, ENSP00000388193, ENSP00000407610, ENSP00000344702, ENSP00000383087, ENSP00000258390, ENSP00000386694, ENSP00000493664, ENSP00000487829, ENSP00000276204, ENSP00000276202, ENSP00000490888, ENSP00000413583, ENSP00000251157, ENSP00000489124, ENSP00000489284, ENSP00000340742, ENSP00000489499, ENSP00000468638, ENSP00000294618, ENSP00000408464, ENSP00000371766, ENSP00000371768, ENSP00000394888, ENSP00000419438
OG0000121	AT1G22300.1, AT1G34760.1, AT2G42590.3, AT1G26480.1, AT5G65430.3, AT5G10450.4, AT3G02520.1, AT5G16050.1, AT5G38480.1, AT1G78300.1, AT1G35160.2, AT4G09000.2	ENSP00000461762, ENSP00000481059, ENSP00000264335, ENSP00000487356, ENSP00000340989, ENSP00000248975, ENSP00000306330, ENSP00000379281, ENSP00000379286, ENSP00000379287, ENSP00000309503, ENSP00000395114, ENSP00000379283, ENSP00000398599, ENSP00000379288, ENSP00000361930, ENSP00000300161, ENSP00000371267, ENSP00000238081
OG0000122	AT2G22950.1, AT4G37640.1, AT1G27770.1, AT3G57330.1, AT2G41560.1, AT3G22910.1, AT3G63380.1, AT3G21180.1, AT5G57110.1, AT4G29900.1	ENSP00000414854, ENSP00000494004, ENSP00000494716, ENSP00000353414, ENSP00000373311, ENSP00000380267, ENSP00000494381, ENSP00000495924, ENSP00000324172, ENSP00000492732, ENSP00000424494, ENSP00000495228, ENSP00000343886, ENSP00000263519, ENSP00000359205, ENSP00000377425, ENSP00000352062, ENSP00000352054, ENSP00000392043, ENSP00000376869, ENSP00000261173, ENSP00000340930, ENSP00000356187, ENSP00000350310
OG0000126	AT3G48000.1, AT1G23800.1, AT3G24503.1	ENSP00000377083, ENSP00000420293, ENSP00000258494, ENSP00000450353, ENSP00000261733, ENSP00000403349, ENSP00000366927, ENSP00000297785, ENSP00000332256, ENSP00000453600, ENSP00000438296, ENSP00000453408, ENSP00000249750, ENSP00000309623
OG0000126	AT1G74920.1, AT3G48170.1	ENSP00000346827, ENSP00000437161, ENSP00000356821, ENSP00000356819, ENSP00000325473, ENSP00000265605
OG0000127	AT1G32330.1, AT3G02990.1, AT5G16820.1, AT4G17750.1, AT2G26150.1, AT3G51910.1, AT3G63350.1, AT3G22830.1, AT5G43840.1, AT5G03720.1, AT1G67970.1, AT5G45710.1, AT4G18880.1, AT4G13980.1, AT3G24520.1, AT5G54070.1, AT5G62020.1, AT4G36990.1, AT1G46264.1, AT4G11660.1, AT2G41690.1	ENSP00000428161, ENSP00000428978, ENSP00000403219, ENSP00000430631, ENSP00000430299, ENSP00000427832, ENSP00000484174, ENSP00000494531, ENSP00000436616, ENSP00000495787, ENSP00000383590, ENSP00000494234, ENSP00000493830, ENSP00000431512, ENSP00000357440, ENSP00000430724
OG0000128	AT3G60250.1, AT2G44680.1, AT5G47080.1, AT4G17640.1	ENSP00000415303, ENSP00000394855, ENSP00000393756, ENSP00000372919, ENSP00000382980, ENSP00000365025, ENSP00000365046, ENSP00000415615, ENSP00000413092, ENSP00000410942, ENSP00000396772, ENSP00000395546, ENSP00000382984, ENSP00000415237, ENSP00000365026, ENSP00000390900, ENSP00000400188, ENSP00000395275, ENSP00000407018, ENSP00000407379, ENSP00000410802, ENSP00000411322, ENSP00000412520, ENSP00000409510, ENSP00000413469, ENSP00000372925, ENSP00000391038, ENSP00000365042, ENSP00000389767, ENSP00000392194, ENSP00000407844, ENSP00000407864, ENSP00000372923, ENSP00000365040, ENSP00000390345
OG0000129	AT5G10630.4	ENSP00000436256, ENSP00000434533, ENSP00000356811, ENSP00000356800, ENSP00000389826
OG0000129	AT1G18070.3	ENSP00000454538, ENSP00000456897, ENSP00000398131, ENSP00000408399, ENSP00000341247, ENSP00000454351, ENSP00000399539, ENSP00000456057
OG0000129	AT1G07920.1, AT1G07930.1, AT5G60390.1, AT1G07940.1	ENSP00000339053, ENSP00000330054, ENSP00000479609, ENSP00000339063, ENSP00000494971, ENSP00000348651, ENSP00000493767, ENSP00000479055, ENSP00000298049, ENSP00000217182
OG0000130	AT3G52720.1, AT1G08080.1, AT2G28210.1, AT5G56330.1, AT1G08065.1, AT4G21000.1, AT4G20990.1, AT5G04180.1	ENSP00000429688, ENSP00000377632, ENSP00000345659, ENSP00000497934, ENSP00000497626, ENSP00000496993, ENSP00000498065, ENSP00000309649, ENSP00000314099, ENSP00000417021, ENSP00000318912, ENSP00000285379, ENSP00000285381, ENSP00000443517, ENSP00000430656, ENSP00000427852, ENSP00000430471, ENSP00000430372, ENSP00000430975, ENSP00000430710, ENSP00000430737, ENSP00000429843, ENSP00000430861, ENSP00000429798, ENSP00000392338, ENSP00000429300, ENSP00000427773, ENSP00000486171, ENSP00000430543, ENSP00000430571, ENSP00000428923, ENSP00000314407
OG0000131	AT1G47210.2, AT1G47230.2, AT5G43080.1, AT1G47220.1, AT1G15570.1, AT1G80370.1, AT5G11300.1, AT5G25380.4, AT1G77390.1, AT1G44110.1	ENSP00000255465, ENSP00000486017, ENSP00000486482, ENSP00000400666, ENSP00000426230, ENSP00000256442, ENSP00000423387, ENSP00000426092, ENSP00000424588, ENSP00000453685, ENSP00000480809, ENSP00000288207
OG0000131	AT4G37490.1, AT3G11520.1, AT5G06150.1, AT2G26760.1, AT1G16330.1, AT2G01310.1	ENSP00000365206, ENSP00000338682, ENSP00000365210, ENSP00000276014, ENSP00000431645
OG0000132	AT3G52660.1, AT5G28390.1, AT4G00830.1	ENSP00000363109, ENSP00000363113, ENSP00000282641, ENSP00000363105, ENSP00000397953, ENSP00000422945, ENSP00000423243, ENSP00000363741, ENSP00000489371, ENSP00000488941, ENSP00000392799, ENSP00000363745, ENSP00000488945, ENSP00000489252, ENSP00000304405, ENSP00000475760, ENSP00000489386, ENSP00000489275, ENSP00000474437, ENSP00000358635, ENSP00000347380, ENSP00000484577
OG0000135	AT3G21650.1, AT4G15415.1, AT1G13460.1, AT3G26030.1, AT3G54930.1, AT5G03470.1, AT3G09880.1, AT5G25510.1	ENSP00000230402, ENSP00000450931, ENSP00000412324, ENSP00000333905, ENSP00000451179, ENSP00000408389, ENSP00000262239, ENSP00000329009, ENSP00000377669, ENSP00000420674, ENSP00000419756, ENSP00000420550, ENSP00000417963, ENSP00000164133, ENSP00000442866, ENSP00000261461, ENSP00000404632, ENSP00000452396, ENSP00000337641
OG0000137	AT4G11240.1, AT1G64040.1, AT5G27840.4, AT3G05580.1, AT5G59160.1, AT3G46820.1, AT2G29400.1, AT2G39840.1, AT5G43380.1	ENSP00000431146, ENSP00000341779, ENSP00000447122, ENSP00000335084, ENSP00000448981, ENSP00000390715, ENSP00000448437, ENSP00000365936, ENSP00000326031, ENSP00000350974, ENSP00000351298, ENSP00000296122, ENSP00000378769
OG0000137	AT5G63870.1, AT5G10900.2	ENSP00000457915
OG0000138	AT5G57320.1, AT4G30160.2, AT2G29890.3, AT2G41740.1, AT3G57410.1	ENSP00000491660, ENSP00000463534, ENSP00000489067, ENSP00000404226, ENSP00000362924, ENSP00000445823, ENSP00000362929, ENSP00000377882, ENSP00000409358, ENSP00000362914, ENSP00000297029, ENSP00000430997, ENSP00000341375, ENSP00000386965, ENSP00000387063, ENSP00000263867, ENSP00000386315, ENSP00000373266, ENSP00000283713, ENSP00000422096, ENSP00000387659, ENSP00000375962, ENSP00000394030, ENSP00000248444, ENSP00000257861, ENSP00000409270
OG0000141	AT5G49890.1, AT5G33280.1, AT5G40890.1, AT3G27170.1, AT5G26240.1	ENSP00000365679, ENSP00000308367, ENSP00000262318, ENSP00000410907, ENSP00000372193
OG0000142	AT4G29210.1, AT4G39650.1, AT4G39640.1, AT1G69820.1	ENSP00000263112, ENSP00000402917, ENSP00000381340, ENSP00000330080, ENSP00000385445, ENSP00000384381, ENSP00000477856, ENSP00000384820, ENSP00000483019, ENSP00000415676, ENSP00000478615, ENSP00000385016, ENSP00000419751, ENSP00000385001, ENSP00000278765, ENSP00000286890, ENSP00000337587, ENSP00000383232, ENSP00000248923, ENSP00000383231, ENSP00000385721, ENSP00000385601, ENSP00000387499, ENSP00000395271, ENSP00000393537
OG0000143	AT4G34460.1	ENSP00000379626, ENSP00000261837, ENSP00000351635, ENSP00000392765, ENSP00000413219, ENSP00000390077, ENSP00000399904, ENSP00000399741, ENSP00000445967, ENSP00000442002, ENSP00000439753, ENSP00000414734, ENSP00000229264, ENSP00000481878, ENSP00000367872, ENSP00000419693, ENSP00000232564, ENSP00000389391, ENSP00000401873, ENSP00000400286, ENSP00000390543, ENSP00000483532, ENSP00000377501, ENSP00000377503, ENSP00000305260, ENSP00000420066
OG0000149	AT1G09020.1	ENSP00000449104, ENSP00000448739, ENSP00000448290, ENSP00000436068, ENSP00000419272, ENSP00000416100, ENSP00000233944, ENSP00000397133, ENSP00000449121, ENSP00000447671, ENSP00000446987, ENSP00000448873, ENSP00000448972, ENSP00000323867, ENSP00000447433, ENSP00000450112, ENSP00000449637, ENSP00000448251, ENSP00000387386, ENSP00000376549, ENSP00000420783, ENSP00000287878, ENSP00000419577, ENSP00000420645, ENSP00000419493
OG0000150	AT5G45970.1, AT1G75840.1, AT1G20090.1, AT4G35020.1, AT2G17800.1, AT4G35950.1, AT3G51300.1, AT3G48040.1, AT5G62880.1, AT4G28950.1, AT2G44690.1	ENSP00000339467, ENSP00000380175, ENSP00000436932, ENSP00000380176, ENSP00000304283, ENSP00000348461, ENSP00000258737, ENSP00000403778, ENSP00000385590, ENSP00000385270, ENSP00000462421, ENSP00000463590, ENSP00000249071, ENSP00000238738, ENSP00000494673, ENSP00000355652, ENSP00000314458, ENSP00000383118, ENSP00000497733, ENSP00000341072, ENSP00000398327
OG0000151	AT4G09150.2, AT1G22930.1	ENSP00000435870, ENSP00000448064, ENSP00000447416, ENSP00000478603, ENSP00000363091, ENSP00000244645, ENSP00000422105, ENSP00000421103, ENSP00000415320, ENSP00000363085, ENSP00000402816, ENSP00000308708, ENSP00000404479, ENSP00000425995, ENSP00000484645, ENSP00000496057, ENSP00000494553, ENSP00000392879, ENSP00000421333, ENSP00000423183, ENSP00000422774, ENSP00000473628, ENSP00000431200, ENSP00000436428, ENSP00000436471, ENSP00000435667, ENSP00000433067, ENSP00000335595, ENSP00000395070, ENSP00000448629, ENSP00000449123, ENSP00000448952, ENSP00000447457, ENSP00000447174, ENSP00000299045, ENSP00000449844
OG0000152	AT3G27440.1, AT4G26510.1, AT1G55810.4, AT5G40870.1, AT3G27190.1	ENSP00000434037, ENSP00000362481, ENSP00000362477, ENSP00000433987, ENSP00000362471
OG0000153	AT2G15790.1	ENSP00000303754
OG0000153	AT3G63400.1, AT4G34870.1, AT4G38740.1, AT2G21130.1, AT2G16600.1, AT3G56070.1	ENSP00000402222, ENSP00000482143, ENSP00000232978
OG0000153	AT5G58710.1, AT2G29960.1, AT3G55920.1, AT4G34960.1, AT5G13120.1, AT3G62030.2	ENSP00000300026, ENSP00000303057
OG0000154	AT4G19800.1, AT4G19770.1, AT4G19810.1, AT4G19820.1, AT4G19750.1, AT4G19760.1, AT4G19730.1, AT4G19720.1, AT4G19740.1	ENSP00000255409, ENSP00000358747, ENSP00000341828, ENSP00000391132, ENSP00000436946, ENSP00000338970, ENSP00000390476, ENSP00000433309, ENSP00000387671, ENSP00000358755, ENSP00000421617, ENSP00000255427, ENSP00000356198, ENSP00000423778
OG0000156	AT5G13250.1, AT1G28080.2, AT1G35183.2, AT1G06770.1, AT2G30580.1, AT3G23060.1	ENSP00000233630, ENSP00000399220, ENSP00000397912, ENSP00000478517, ENSP00000482063, ENSP00000488872, ENSP00000488868, ENSP00000482815, ENSP00000478970, ENSP00000390768, ENSP00000365851, ENSP00000338845, ENSP00000497672, ENSP00000358862, ENSP00000479492, ENSP00000445704, ENSP00000337500, ENSP00000420489, ENSP00000354724, ENSP00000398493, ENSP00000401431
OG0000157	AT1G11910.2, AT1G62290.1, AT4G04460.1	ENSP00000469763, ENSP00000362116, ENSP00000443732, ENSP00000322192, ENSP00000408739, ENSP00000442757, ENSP00000440177, ENSP00000439846, ENSP00000443623, ENSP00000441981, ENSP00000309542, ENSP00000367391, ENSP00000353350, ENSP00000350911, ENSP00000469061, ENSP00000253719, ENSP00000490344, ENSP00000236671, ENSP00000490897, ENSP00000490770, ENSP00000404902, ENSP00000356164, ENSP00000490316, ENSP00000415036, ENSP00000489910, ENSP00000490014, ENSP00000490471, ENSP00000490598
OG0000158	AT3G24170.1, AT3G54660.1	ENSP00000373506, ENSP00000435929, ENSP00000412045, ENSP00000434516, ENSP00000432812, ENSP00000435123, ENSP00000433425, ENSP00000421934, ENSP00000347020, ENSP00000433935, ENSP00000380844, ENSP00000434919, ENSP00000429584, ENSP00000492342, ENSP00000430031, ENSP00000492093, ENSP00000383362, ENSP00000485665, ENSP00000383369, ENSP00000485128, ENSP00000383365, ENSP00000383363, ENSP00000221130, ENSP00000445516, ENSP00000438845, ENSP00000444559
OG0000170	AT2G02040.1, AT1G62200.3, AT2G02020.1, AT5G19640.1, AT1G32450.1, AT4G21680.1, AT5G01180.1, AT3G54140.1, AT1G22540.1, AT5G14940.1, AT3G01350.1, AT1G72130.1, AT1G72140.1, AT1G22570.1, AT1G22550.1, AT1G72120.1, AT1G72125.1, AT3G54450.1, AT2G37900.1, AT3G53960.1, AT5G46040.1, AT5G46050.1, AT2G40460.1, AT5G13400.1, AT3G25280.1, AT3G25260.1, AT5G62730.1, AT1G69850.1, AT1G27040.1, AT1G33440.1, AT1G59740.1, AT3G21670.1, AT2G26690.1, AT1G12110.1, AT1G68570.1, AT2G38100.3, AT3G45660.2, AT3G45690.1, AT3G45680.1, AT3G45700.1, AT3G45710.1, AT3G45720.1, AT3G45650.2, AT5G11570.1, AT1G52190.1, AT3G16180.1, AT1G27080.1, AT1G69870.1, AT1G69860.1, AT5G28470.2, AT1G18880.1, AT5G62680.1, AT3G47960.1	ENSP00000266771
OG0000171	AT5G43940.2, AT1G77120.1, AT5G24760.1, AT1G64710.1, AT1G32780.1, AT1G22430.1, AT4G22110.1, AT1G22440.1, AT5G42250.1	ENSP00000425416, ENSP00000424630, ENSP00000265512, ENSP00000486450, ENSP00000427525, ENSP00000423571, ENSP00000237653, ENSP00000378359, ENSP00000426187, ENSP00000378358, ENSP00000478545, ENSP00000478439, ENSP00000425998, ENSP00000486614, ENSP00000491622, ENSP00000306606, ENSP00000426083, ENSP00000209668, ENSP00000420269, ENSP00000420300, ENSP00000420613, ENSP00000209665, ENSP00000414254, ENSP00000427049, ENSP00000296412
OG0000171	AT5G63620.1	ENSP00000421556, ENSP00000422119
OG0000172	AT2G20190.1	ENSP00000417666, ENSP00000417386, ENSP00000389372, ENSP00000380717, ENSP00000386442, ENSP00000441625, ENSP00000263710, ENSP00000496269, ENSP00000400562, ENSP00000352581, ENSP00000419974, ENSP00000382297, ENSP00000420307, ENSP00000418488, ENSP00000419305, ENSP00000417518, ENSP00000489023, ENSP00000392886, ENSP00000402101, ENSP00000327760, ENSP00000418939, ENSP00000324364, ENSP00000418945, ENSP00000418411
OG0000173	AT3G17609.2, AT5G11260.2	ENSP00000402229, ENSP00000389504, ENSP00000412293, ENSP00000376327, ENSP00000264110, ENSP00000407911, ENSP00000386326, ENSP00000437952, ENSP00000340576, ENSP00000387093, ENSP00000416854, ENSP00000410224, ENSP00000386526, ENSP00000406995, ENSP00000465192, ENSP00000456858, ENSP00000468623, ENSP00000387406, ENSP00000399465, ENSP00000449938, ENSP00000466174, ENSP00000394088, ENSP00000350359, ENSP00000387197, ENSP00000379593, ENSP00000379594
OG0000180	AT1G34770.4	ENSP00000386463, ENSP00000389999, ENSP00000469924, ENSP00000471017, ENSP00000243314, ENSP00000472733, ENSP00000470594, ENSP00000483352, ENSP00000391496, ENSP00000328177, ENSP00000347358, ENSP00000397216, ENSP00000395386, ENSP00000413384, ENSP00000482879, ENSP00000389223, ENSP00000276344, ENSP00000353379, ENSP00000390096, ENSP00000394149, ENSP00000394073, ENSP00000400900, ENSP00000391904, ENSP00000387777, ENSP00000402186, ENSP00000402624, ENSP00000377498, ENSP00000377497, ENSP00000359365, ENSP00000359360, ENSP00000443776, ENSP00000286482, ENSP00000438293, ENSP00000349085, ENSP00000473093, ENSP00000401806, ENSP00000403303, ENSP00000392758, ENSP00000329199, ENSP00000480637, ENSP00000359301, ENSP00000377478, ENSP00000377447, ENSP00000350592, ENSP00000333487, ENSP00000359316, ENSP00000469919, ENSP00000470872, ENSP00000480491, ENSP00000484290, ENSP00000485541, ENSP00000485391, ENSP00000480738
