Orthogroup	neurospora	yeast
OG0006567	EAA35911	YHR075C_mRNA
OG0006570	EAA26915	YBR079C_mRNA
OG0006572	EAA33169	YPL029W_mRNA
OG0006574	EAA31132	YJL092W_mRNA
OG0006575	EAA27270	YLL011W_mRNA
OG0006577	EAA33132	YBR097W_mRNA
OG0006584	ESA43261	YPR040W_mRNA
OG0006585	EAA35786	YLR401C_mRNA
OG0006587	EAA30223	YNL172W_mRNA
OG0006589	EAA34005	YHR068W_mRNA
OG0006592	ESA43237	YDR410C_mRNA
OG0006595	EAA30256, EAA34097, EAA28448	YOL064C_mRNA
OG0006596	EAA34588	YJL140W_mRNA
OG0006598	EAA36134	YJR014W_mRNA
OG0006600	EAA30469	YGL232W_mRNA
OG0006601	EAA33582	YKL018W_mRNA
OG0006602	EAA32119	YLR222C_mRNA
OG0006603	EAA34711	YLR318W_mRNA
OG0006605	ESA43901	YPR066W_mRNA
OG0006607	EAA33222	YDR087C_mRNA
OG0006608	EAA30157	YKL195W_mRNA
OG0006610	EAA28543	YNL022C_mRNA
OG0006611	EAA34305	YBR087W_mRNA
OG0006614	EAA33696	YDR325W_mRNA
OG0006615	ESA42416	YKL215C_mRNA
OG0006616	EDO64924	YEL029C_mRNA, YNR027W_mRNA
OG0006617	EDO65367	YBR136W_mRNA
OG0006618	EAA34884	YDR419W_mRNA
OG0006619	EAA31997	YMR080C_mRNA
OG0006620	EAA36466, EAA35198	YPL028W_mRNA
OG0006621	EAA35510	YPL040C_mRNA
OG0006622	ESA42016	YGR078C_mRNA
OG0006625	EAA34783	YKL134C_mRNA
OG0006626	EAA35714	YCR072C_mRNA
OG0006627	EAA32660	YMR028W_mRNA
OG0006628	EAA35463	YJR024C_mRNA
OG0006631	EAA35003	YNR007C_mRNA
OG0006633	EAA34605	YDR465C_mRNA
OG0006636	EAA36573	YEL002C_mRNA
OG0006637	AGG16017	Q0250_mRNA
OG0006638	AGG16005	Q0045_mRNA, Q0070_mRNA
OG0006647	EAA29381	YER087W_mRNA
OG0006650	ESA41989	YPL111W_mRNA
OG0006655	EAA34367	YMR201C_mRNA
OG0006658	EAA36131	YEL004W_mRNA
OG0006673	EAA35698	YHR181W_mRNA
OG0006675	ESA43841	YGL191W_mRNA
OG0006694	EAA30837	YNL177C_mRNA
OG0006730	ESA43757	YER155C_mRNA
OG0006744	EAA33402	YOR173W_mRNA, YLR270W_mRNA
OG0006745	EAA34379	YDR137W_mRNA
OG0006771	EAA36238	YOL057W_mRNA
OG0006772	EAA32475	YML121W_mRNA
OG0006818	EAA28223, ESA42642	YDL117W_mRNA
OG0006834	ESA42662	YNL070W_mRNA
OG0006899	EAA26925	YGR193C_mRNA
OG0006923	EAA32826	YDR071C_mRNA
OG0006932	EAA29563	YLR100W_mRNA
OG0007186	EAA35643	YGL050W_mRNA
OG0007288	EAA27444	YKL047W_mRNA
OG0007381	EAA35638, EAA27774, EAA35136, EAA27305, EAA30048, EAA35556, EAA30686, EAA35649	YOL152W_mRNA
OG0007382	EAA34691, EAA33762, EAA29056, EAA32239, EAA36144, EAA27891, EAA28939, ESA43329	YGR044C_mRNA
OG0007383	EAA33012	YOR099W_mRNA
OG0007383	EAA31709	YBR199W_mRNA
OG0007383	EAA28416, EAA30792, EAA33558	YIL085C_mRNA, YNL029C_mRNA
OG0007384	EAA28695, EAA35418, EAA31880, EAA30195, EAA33345, EAA30434, EAA32017	YKL046C_mRNA, YMR238W_mRNA
OG0007385	EAA30793, ESA43948, EAA27117, EAA27839, EAA29533, EAA34835, ESA43777	YOL119C_mRNA, YOR306C_mRNA
OG0007386	EAA32542, ESA43884, EAA28609, EAA28843, EAA34177	YGR288W_mRNA, YBR297W_mRNA, YPR196W_mRNA, YFL052W_mRNA
OG0007388	EAA35495	YDR045C_mRNA
OG0007406	EAA32822	YLR439W_mRNA
OG0007407	EAA26703	YNL262W_mRNA
OG0007409	EAA31488	YGL099W_mRNA
OG0007413	EAA30032	YDR364C_mRNA
OG0007418	EAA31643	YDR079C-A_mRNA
OG0007424	EAA32328	YDL207W_mRNA
OG0007431	EAA31947	YCR057C_mRNA
OG0007436	ESA42348	YKL060C_mRNA
OG0007444	ESA43149	YOL055C_mRNA, YPL258C_mRNA, YPR121W_mRNA
OG0007447	EAA32070	YAL025C_mRNA
OG0007456	EAA28338	YJR139C_mRNA
OG0007458	EAA26899	YGL174W_mRNA
OG0007459	EAA31961	YMR128W_mRNA
OG0007466	EAA27716	YDL060W_mRNA
OG0007471	EAA31334	YJR066W_mRNA, YKL203C_mRNA
OG0007474	EAA31362	YOR077W_mRNA
OG0007480	EAA29353	YGR090W_mRNA
OG0007481	EAA33889	YKL021C_mRNA
OG0007485	EAA31072	YER140W_mRNA
OG0007487	EAA29986	YJR074W_mRNA
OG0007489	EAA29383	YDR060W_mRNA
OG0007496	ESA44186	YKL017C_mRNA
OG0007497	EAA32728	YHR170W_mRNA
OG0007499	EAA36050	YIL001W_mRNA
OG0007500	EAA36058	YOR128C_mRNA
OG0007502	AGG16014	Q0085_mRNA
OG0007506	EAA36019	YDR353W_mRNA, YHR106W_mRNA
OG0007507	ESA42665	YOR319W_mRNA
OG0007510	ESA43483	YDR390C_mRNA
OG0007520	EAA29048	YIR042C_mRNA
OG0007523	EAA31691	YBR060C_mRNA
OG0007526	EAA33021	YNL333W_mRNA, YFL059W_mRNA, YMR096W_mRNA
OG0007527	EAA30405	YGL155W_mRNA
OG0007528	EAA29796	YPR016C_mRNA
OG0007531	EAA35292	YLR003C_mRNA
OG0007534	EAA32763	YLR009W_mRNA
OG0007535	EAA29638	YMR137C_mRNA
OG0007536	EAA27313	YMR146C_mRNA
OG0007537	EAA31630	YGL238W_mRNA
OG0007539	EAA27995	YNR020C_mRNA
OG0007543	ESA42399	YPL237W_mRNA
OG0007544	EAA33640	YMR229C_mRNA
OG0007545	EAA32996	YNL059C_mRNA
OG0007546	EAA32853	YOR145C_mRNA
OG0007554	EAA34893	YDL143W_mRNA
OG0007557	EAA35448	YEL003W_mRNA
OG0007558	ESA42564	YER012W_mRNA
OG0007559	EAA31538	YKL172W_mRNA
OG0007560	ESA42697	YIL010W_mRNA
OG0007562	EAA30955	YGL251C_mRNA
OG0007564	EAA26950	YML069W_mRNA
OG0007566	EAA28414	YBL008W_mRNA
OG0007567	EAA33290	YBR153W_mRNA
OG0007570	EAA36426	YGR099W_mRNA
OG0007573	ESA43427	YPL082C_mRNA
OG0007575	ESA43359	YML049C_mRNA
OG0007576	EAA28364	YGR145W_mRNA
OG0007577	EAA29514	YKR089C_mRNA, YOR081C_mRNA
OG0007577	EDO65416, EAA35266	YMR313C_mRNA
OG0007578	EAA30557	YGR001C_mRNA
OG0007580	EAA34540	YBL041W_mRNA
OG0007582	EAA32761	YGR033C_mRNA
OG0007583	EAA32128	YJR117W_mRNA
OG0007584	EAA28054	YHR088W_mRNA
OG0007586	EAA34642	YBR202W_mRNA
OG0007588	ESA42407	YBR055C_mRNA
OG0007591	EAA32294	YGL207W_mRNA
OG0007592	EAA31789	YOR057W_mRNA
OG0007593	EAA28079	YJR122W_mRNA
OG0007594	EAA35923	YKL207W_mRNA
OG0007597	EDO65380, ESA42761	YFL003C_mRNA
OG0007598	EAA27217	YBR070C_mRNA
OG0007604	EAA30207	YDR148C_mRNA
OG0007606	EAA28906	YJL001W_mRNA
OG0007607	EAA28245	YDR238C_mRNA
OG0007608	EAA34354	YDR167W_mRNA
OG0007609	EAA31320	YMR041C_mRNA
OG0007611	EAA28743	YMR296C_mRNA
OG0007612	EAA27006	YDL077C_mRNA
OG0007613	EAA33101	YLR417W_mRNA
OG0007615	EAA35646	YDR397C_mRNA
OG0007616	EAA32944	YCL059C_mRNA
OG0007617	EAA28499	YAL046C_mRNA
OG0007619	EAA30260	YLL035W_mRNA
OG0007621	EAA27945	YPL222W_mRNA
OG0007624	EAA26820	YNL024C-A_mRNA
OG0007625	ESA44085	YNL320W_mRNA
OG0007626	EAA35211	YOR262W_mRNA
OG0007628	EAA35144	YNR003C_mRNA
OG0007631	EAA36112	YGR276C_mRNA
OG0007633	EAA33470	YDR416W_mRNA
OG0007635	EAA30271	YOR118W_mRNA
OG0007636	EAA29571	YDL090C_mRNA
OG0007637	EAA35391	YPL022W_mRNA
OG0007641	EDO65046	YGR194C_mRNA
OG0007644	EAA31207	YER141W_mRNA
OG0007645	EAA28127	YPL001W_mRNA
OG0007646	EAA35853	YGR093W_mRNA
OG0007649	EAA29765	YKL196C_mRNA
OG0007654	EAA28304	YGL153W_mRNA
OG0007658	EAA33895	YNL102W_mRNA
OG0007659	EAA34052	YBR269C_mRNA
OG0007664	EAA35753	YOR111W_mRNA
OG0007679	EAA36000	YNL239W_mRNA
OG0007688	EAA35381	YMR042W_mRNA, YMR043W_mRNA
OG0007717	EAA33879	YER093C_mRNA
OG0007721	EAA29611	YER046W_mRNA
OG0007733	EAA32172	YKL028W_mRNA
OG0007779	EAA32000	YHR117W_mRNA, YNL121C_mRNA
OG0007796	EAA35108	YPL030W_mRNA
OG0007827	EAA35604	YOL138C_mRNA
OG0007880	EAA31096, EAA30860, EAA29739, EAA34947, EAA32435, ESA42026	YLR057W_mRNA
OG0007916	EAA34496	YGR217W_mRNA
OG0007943	ESA43107	YLR050C_mRNA
OG0008045	EAA32076	YMR202W_mRNA
OG0008080	EAA34972	YJR025C_mRNA
OG0008136	ESA41946	YDR143C_mRNA
OG0008507	ESA43124, EAA30491	YJR078W_mRNA
OG0008647	EAA26819	YML098W_mRNA
OG0008653	EAA27206	YNL032W_mRNA
OG0008656	EAA28583	YPR094W_mRNA
OG0008661	EAA35901	YEL046C_mRNA
OG0008667	EAA28057	YGL021W_mRNA, YBL009W_mRNA
OG0008671	EAA35272	YJR034W_mRNA
OG0008675	EAA34813	YHR007C_mRNA
OG0008677	EAA34718	YDL193W_mRNA
OG0008681	EAA27165	YKL110C_mRNA
OG0008683	EAA33301	YGR187C_mRNA
OG0008689	EAA28477	YAL014C_mRNA, YGL212W_mRNA
OG0008705	EAA29824	YKL009W_mRNA
OG0008714	EAA33300	YBR247C_mRNA
OG0008722	EAA34793	YLR149C_mRNA
OG0008728	EAA31737	YBL023C_mRNA
OG0008731	EAA27151	YMR106C_mRNA
OG0008739	EAA27737	YOL077C_mRNA
OG0008747	EAA28757	YFR050C_mRNA
OG0008753	EAA30827	YGL195W_mRNA
OG0008763	EAA34657	YGR005C_mRNA
OG0008770	EAA34820	YDR013W_mRNA
OG0008771	ESA41961	YLR386W_mRNA
OG0008774	EAA35080	YLR127C_mRNA
OG0008784	EAA35357	YOR206W_mRNA
OG0008787	ESA44319	YER069W_mRNA
OG0008788	EAA27237	YOR091W_mRNA
OG0008789	EAA28739	YHR072W-A_mRNA
OG0008792	EAA29994	YLR016C_mRNA
OG0008794	EDO64938	YGR021W_mRNA
OG0008797	EAA35851	YOR362C_mRNA
OG0008806	EAA30549	YLR074C_mRNA
OG0008812	EAA35262	YMR049C_mRNA
OG0008814	EAA28536	YDL153C_mRNA
OG0008817	EAA27818	YDR365C_mRNA
OG0008818	EAA32038	YER052C_mRNA
OG0008823	EAA30387	YDR434W_mRNA
OG0008824	EAA27248	YDL111C_mRNA
OG0008826	ESA43569	YOL107W_mRNA
OG0008828	ESA42172	YNL026W_mRNA
OG0008829	EAA29703	YJL111W_mRNA
OG0008831	ESA42166	YFL007W_mRNA
OG0008832	EAA34590	YDR496C_mRNA
OG0008838	EAA30805	YJL030W_mRNA
OG0008843	EAA36097	YGR183C_mRNA
OG0008846	EAA29207	YLR272C_mRNA
OG0008851	EDO65293	YML005W_mRNA
OG0008852	EAA30704	YIR027C_mRNA
OG0008853	EAA31483	YPR137W_mRNA
OG0008859	EAA28960	YNR038W_mRNA
OG0008869	EAA35872	YBL102W_mRNA
OG0008870	EAA28145	YBR248C_mRNA
OG0008871	EAA34045	YGL026C_mRNA
OG0008872	EAA36394	YCR004C_mRNA, YDR032C_mRNA
OG0008874	EAA35852	YBL004W_mRNA
OG0008876	ESA42019	YKL053C-A_mRNA
OG0008877	EAA35938	YER126C_mRNA
OG0008880	EAA30730	YOR006C_mRNA
OG0008881	EAA32073	YNL292W_mRNA
OG0008883	EAA32384	YHR148W_mRNA
OG0008884	EAA28528	YGL067W_mRNA
OG0008885	EAA30290	YIL142W_mRNA
OG0008886	EAA30584	YJR013W_mRNA
OG0008887	EAA29171	YEL031W_mRNA
OG0008888	ESA41824	YLR115W_mRNA
OG0008889	EAA27895	YBR231C_mRNA
OG0008891	EAA34175, EAA27706, EAA31066, EAA36160	YBR115C_mRNA
OG0008893	EAA32957	YGL201C_mRNA
OG0008894	EAA34773	YOR346W_mRNA
OG0008897	EAA32800	YGL091C_mRNA
OG0008902	EAA34811	YMR288W_mRNA
OG0008903	EAA36024	YML102W_mRNA
OG0008904	EAA28355	YJR002W_mRNA
OG0008946	EAA27983	YOL145C_mRNA
OG0008950	EAA34499	YER019W_mRNA
OG0008955	EAA33667	YKL003C_mRNA
OG0009028	EAA29358	YPL225W_mRNA
OG0009054	EAA28511	YOR330C_mRNA
OG0009094	ESA43263	YGL016W_mRNA
OG0009111	EAA27719	YNL213C_mRNA
OG0009143	EAA31487	YKL143W_mRNA
OG0009161	EAA34930	YDR121W_mRNA
OG0009237	EAA30650	YCR017C_mRNA
OG0009393	EAA34137	YKL089W_mRNA
OG0009398	EAA32703	YCL014W_mRNA
OG0009554	EAA30451, EAA27202	YPL230W_mRNA, YMR182C_mRNA
OG0009803	EAA33864	YOL045W_mRNA, YAL017W_mRNA
OG0010228	EAA27432, EAA31465, EAA30382, EAA33960, EAA31086	YIL130W_mRNA, YJL206C_mRNA
OG0010234	EAA33149, EAA35172	YDL024C_mRNA, YHR215W_mRNA, YAR071W_mRNA, YBR093C_mRNA, YBR092C_mRNA
OG0010235	EDO65039, EAA27231, EAA28985	YGL039W_mRNA, YGL157W_mRNA, YOL151W_mRNA, YDR541C_mRNA
OG0010237	EAA28412	YKL162C-A_mRNA, YJL158C_mRNA, YJL160C_mRNA, YJL159W_mRNA, YKL163W_mRNA, YKL164C_mRNA
OG0010238	EAA31218	YOR378W_mRNA
OG0010238	EAA29846, EAA28259, EAA33655	YMR279C_mRNA, YML116W_mRNA
OG0010256	EAA31623	YFL028C_mRNA
OG0010261	EAA27093	YPL217C_mRNA
OG0010266	EAA33678	YER039C-A_mRNA, YER039C_mRNA, YGL225W_mRNA
OG0010274	EAA34788	YER055C_mRNA
OG0010276	EAA27794	YER044C_mRNA
OG0010277	EAA31464	YOR059C_mRNA
OG0010282	EAA33759	YLR148W_mRNA
OG0010292	EAA32869	YLR262C-A_mRNA
OG0010296	EAA30312	YIL070C_mRNA
OG0010305	EAA31569	YER142C_mRNA
OG0010310	EAA32113	YDR320C_mRNA
OG0010326	EAA33847	YCL018W_mRNA
OG0010343	EAA30365	YMR188C_mRNA
OG0010345	ESA42718	YNL152W_mRNA
OG0010348	EAA36441	YNR053C_mRNA
OG0010363	EAA29953	YKL045W_mRNA
OG0010365	EAA28651	YNL256W_mRNA
OG0010369	EAA33158	YIL116W_mRNA
OG0010381	EAA28572	YLR002C_mRNA
OG0010392	EAA31831	YHR025W_mRNA
OG0010404	EDO64869	YGR233C_mRNA
OG0010407	EAA28643	YJL074C_mRNA
OG0010409	EAA32679	YMR015C_mRNA
OG0010417	EAA34644	YOR294W_mRNA
OG0010419	EAA34554	YHR044C_mRNA, YHR043C_mRNA, YER062C_mRNA, YIL053W_mRNA
OG0010423	EAA29595	YDR116C_mRNA
OG0010427	EAA28719	YBR176W_mRNA
OG0010433	EAA27234	YKL117W_mRNA
OG0010443	EAA34479	YLR129W_mRNA
OG0010444	EAA32150	YOR202W_mRNA
OG0010449	EAA31970	YML050W_mRNA
OG0010450	ESA42831	YOR303W_mRNA
OG0010451	EAA31881	YMR013C_mRNA
OG0010457	EAA32781	YNR054C_mRNA
OG0010459	EAA34946	YKL099C_mRNA
OG0010463	EAA30275, EAA28104	YJL129C_mRNA, YKR050W_mRNA
OG0010464	ESA42423, EDO65275	YJR107W_mRNA
OG0010466	EAA27993	YPL211W_mRNA
OG0010470	EAA34638	YCR092C_mRNA
OG0010471	EAA32209	YCL054W_mRNA
OG0010472	EAA30649	YDR449C_mRNA
OG0010480	EAA32766	YJR137C_mRNA
OG0010481	EAA32365	YDL030W_mRNA
OG0010484	EAA30298	YLR336C_mRNA
OG0010485	EAA28252	YDR354W_mRNA
OG0010486	EAA35130	YFR004W_mRNA
OG0010487	EAA32056	YBR198C_mRNA
OG0010489	EAA36506	YKR069W_mRNA
OG0010494	EAA36198	YDR404C_mRNA
OG0010496	EAA33020	YFL060C_mRNA, YNL334C_mRNA, YMR095C_mRNA
OG0010498	EAA28352, EAA28652, EAA31517, EAA31193	YJR149W_mRNA
OG0010511	EAA28380, EAA29266	YJL218W_mRNA
OG0010516	EDO65122	YOL130W_mRNA, YFL050C_mRNA
OG0010516	EAA35253	YKL064W_mRNA
OG0010600	EAA36179	YEL062W_mRNA
OG0010654	EDO65004	YGL126W_mRNA
OG0010703	EAA36059	YLR405W_mRNA
OG0010704	EAA28112	YHR019C_mRNA
OG0010724	EAA35454	YDR511W_mRNA
OG0010756	EAA32583	YBR102C_mRNA
OG0010758	EAA31267	YPL107W_mRNA
OG0010796	EAA32682	YNL136W_mRNA
OG0011081	EAA28250	YCR051W_mRNA
OG0011553	EDO65177	YJL172W_mRNA
OG0012219	EAA32857, EAA35096, EAA35145, EAA29589, EDO65057	YNR055C_mRNA
OG0012221	EAA33619	YGL255W_mRNA
OG0012221	EDO64906, EAA35540, EAA31209	YLR130C_mRNA
OG0012223	EAA32412, EAA30809, EAA35452, EAA35106	YOR365C_mRNA, YAL053W_mRNA
OG0012225	EAA34386	YMR215W_mRNA
OG0012225	EAA34088, EAA32871, EAA32292	YOL030W_mRNA
OG0012226	ESA43622, EAA35834	YBR145W_mRNA, YOL086C_mRNA, YMR303C_mRNA, YMR083W_mRNA
OG0012228	EAA35958, EAA29812, EAA32843, EAA30193, ESA42795	YOR380W_mRNA
OG0012229	ESA44005	YBL061C_mRNA, YER096W_mRNA
OG0012229	ESA41984, EAA35759	YDL203C_mRNA
OG0012230	EAA30974, EAA32972, EAA30548	YER185W_mRNA, YGR213C_mRNA, YLR046C_mRNA
OG0012232	EAA36380, EAA32717	YHR178W_mRNA
OG0012232	EAA32716, EAA33075	YLR014C_mRNA
OG0012234	EAA30912, EAA28306, EAA30778, EAA33741, EDO65045	YGR263C_mRNA
OG0012237	EAA32863, EAA30322, EAA27118	YDR038C_mRNA, YDR040C_mRNA, YDR039C_mRNA
OG0012240	EAA31526	YLR213C_mRNA
OG0012240	EAA35967, EAA29391, EAA28796	YGR189C_mRNA
OG0012242	ESA43040, EAA26861	YOL084W_mRNA, YMR266W_mRNA
OG0012242	EAA33293	YLL005C_mRNA
OG0012266	EAA28447	YHR147C_mRNA
OG0012273	EAA27627	YPL128C_mRNA
OG0012274	EAA32383	YER050C_mRNA
OG0012304	EAA35479	YDR158W_mRNA
OG0012317	EAA31105	YLR144C_mRNA, YNR067C_mRNA
OG0012353	EAA28595	YLR290C_mRNA
OG0012366	EAA35500	YDR516C_mRNA, YCL040W_mRNA
OG0012370	EAA34007	YGL148W_mRNA
OG0012394	EAA32739	YPR060C_mRNA
OG0012399	EAA34138	YOR165W_mRNA
OG0012401	EAA28329	YDR175C_mRNA
OG0012410	EAA29522	YNL081C_mRNA
OG0012431	EAA33722	YJR035W_mRNA
OG0012435	EAA32280	YKL034W_mRNA
OG0012436	EAA34671	YBR256C_mRNA
OG0012445	EAA27636	YCL009C_mRNA
OG0012457	ESA43760	YDR379C-A_mRNA
OG0012464	EAA34453	YOL143C_mRNA
OG0012465	EAA32031	YLR361C_mRNA
OG0012467	EAA33576	YMR177W_mRNA, YPL224C_mRNA
OG0012471	EAA33637	YNL116W_mRNA, YHR115C_mRNA
OG0012473	EAA29036, EAA28551	YPR128C_mRNA
OG0012480	EAA30799, EAA31893	YKL146W_mRNA, YNL101W_mRNA
OG0012483	EAA31618	YER065C_mRNA
OG0012483	EAA35839	YPR006C_mRNA
OG0012487	EAA33809, EAA29044	YJR016C_mRNA
OG0012492	EAA26856, ESA42975	YMR108W_mRNA
OG0012498	EAA35005, EAA27650	YPL036W_mRNA, YGL008C_mRNA
OG0012514	EAA29820	YNL039W_mRNA
OG0012516	EAA33256	YBL042C_mRNA, YIR028W_mRNA, YBR021W_mRNA
OG0012519	EAA30392	YPL183W-A_mRNA
OG0012531	EAA34952	YCL030C_mRNA
OG0012532	EAA35648, EAA28684	YHR009C_mRNA
OG0012556	EAA33405	YNL277W_mRNA
OG0012563	EDO65005	YCL050C_mRNA, YDR530C_mRNA
OG0012568	EAA34521	YDR035W_mRNA
OG0012568	EAA31274	YBR249C_mRNA
OG0012649	EAA33269	YJL163C_mRNA
OG0012735	ESA43836	YHL024W_mRNA
OG0012743	EAA28155	YOR340C_mRNA
OG0012864	EAA35785	YLR191W_mRNA
OG0012868	EAA27781	YJL208C_mRNA
OG0012886	EAA29193	YOR144C_mRNA
OG0012977	EDO64937	YOR149C_mRNA
OG0013048	EAA31142	YBR094W_mRNA
OG0013067	EAA36023, EAA32754	YDR242W_mRNA
OG0013088	EAA27258	YIR029W_mRNA
OG0013764	ESA43542	YOL141W_mRNA
OG0014142	EAA32558	YCR096C_mRNA, YCL067C_mRNA, YCR039C_mRNA
OG0014830	EAA34038, ESA42156, EAA28495	YMR318C_mRNA, YCR105W_mRNA
OG0014838	EAA27730, EAA34371, EAA34829, EAA30438	YIL099W_mRNA
OG0014839	EAA26963, EAA33704, EAA33608, EAA30874	YLL057C_mRNA
OG0014842	EAA34604	YJL012C_mRNA
OG0014842	EAA27932	YPL019C_mRNA, YFL004W_mRNA
OG0014843	EAA35618, EAA27191	YOL048C_mRNA, YAL018C_mRNA, YOL047C_mRNA
OG0014844	EAA29593, ESA44189, ESA43829, EAA28308	YDR423C_mRNA
OG0014845	EDO65105, EAA30154, EAA29311, EAA30353	YGR055W_mRNA
OG0014846	EAA30481	YLR134W_mRNA, YLR044C_mRNA, YGR087C_mRNA, YDL080C_mRNA
OG0014847	ESA41950	YNL047C_mRNA, YIL105C_mRNA, YGR097W_mRNA, YPR115W_mRNA
OG0014848	EAA30199, EAA34640, EAA27843	YML082W_mRNA, YJR130C_mRNA
OG0014849	ESA43918, EAA33434, EAA32134, ESA42278	YIR023W_mRNA
OG0014850	EAA30569, EAA30431, EAA36475	YJR051W_mRNA, YEL047C_mRNA
OG0014851	ESA43951	YIL123W_mRNA, YNL066W_mRNA, YJL116C_mRNA, YKR042W_mRNA
OG0014855	EAA34954	YOL011W_mRNA, YMR006C_mRNA, YMR008C_mRNA, YNL012W_mRNA
OG0014857	EAA32767	YBR038W_mRNA
OG0014857	EAA32102, EAA32006	YNL192W_mRNA
OG0014859	ESA44002, EAA27097, EAA27095, EAA32522	YBR023C_mRNA
OG0014870	ESA42700	YCL048W_mRNA, YDR522C_mRNA, YBR078W_mRNA, YDR055W_mRNA
OG0014871	ESA43719	YFL058W_mRNA, YNL332W_mRNA, YJR156C_mRNA, YDL244W_mRNA
OG0014886	EAA27980	YGR271C-A_mRNA
OG0014905	ESA43592	YDR051C_mRNA
OG0014924	EAA28120	YDR297W_mRNA
OG0014932	EAA27239	YCR091W_mRNA
OG0014934	EAA31315	YMR140W_mRNA
OG0014938	EAA36197	YGL010W_mRNA
OG0015022	EAA34780, EAA29934	YHR134W_mRNA
OG0015027	ESA43928	YPL189W_mRNA, YGL084C_mRNA
OG0015063	ESA43057	YGR205W_mRNA
OG0015112	EAA32340, EAA31658	YNR033W_mRNA
OG0015116	EDO65240	YNL011C_mRNA
OG0015120	EDO65225	YMR062C_mRNA
OG0015130	EAA33630	YPL279C_mRNA, YOR390W_mRNA
OG0015135	EAA27328	YGR286C_mRNA
OG0015146	EAA34628	YBR268W_mRNA
OG0015152	EAA27916	YER091C_mRNA
OG0015155	EAA35790	YNR018W_mRNA
OG0015166	EAA28002	YDR041W_mRNA
OG0015167	EAA35481	YDL224C_mRNA, YNL197C_mRNA
OG0015171	EAA31163	YPR185W_mRNA
OG0015172	EAA29714	YNL212W_mRNA
OG0015174	EAA31435	YML064C_mRNA
OG0015181	EAA28163	YCL010C_mRNA
OG0015188	EAA30362	YNR008W_mRNA
OG0015190	EAA36052	YML086C_mRNA
OG0015203	EAA32099	YLR355C_mRNA
OG0015204	ESA42566	YHR100C_mRNA
OG0015208	EAA31493	YDR237W_mRNA
OG0015214	EAA32380	YGR170W_mRNA
OG0015219	ESA43774	YNL117W_mRNA, YIR031C_mRNA
OG0015228	ESA43790, EAA27833	YLR286C_mRNA
OG0015232	EAA36509	YKL027W_mRNA, YHR003C_mRNA
OG0015234	EAA32726	YIL145C_mRNA
OG0015236	ESA41902	YGR144W_mRNA
OG0015240	EAA33273	YNL137C_mRNA
OG0015241	EAA36397	YMR158W_mRNA
OG0015242	EAA34353	YNR037C_mRNA
OG0015257	EAA32825	YML106W_mRNA, YMR271C_mRNA
OG0015259	EAA31468	YGR210C_mRNA
OG0015261	EAA28271	YBR286W_mRNA
OG0015269	EAA34128	YDL086W_mRNA
OG0015277	EAA27121, EAA34246	YOL137W_mRNA
OG0015282	EAA27994	YDR300C_mRNA, YHR033W_mRNA
OG0015283	EAA26598	YER145C_mRNA, YBR207W_mRNA
OG0015568	EAA35311	YGL037C_mRNA
OG0016716	EAA30916	YMR014W_mRNA
OG0017196	EAA27259	YPR089W_mRNA
OG0017404	ESA43358	YDR179W-A_mRNA
OG0018460	EAA35826, EAA27759	YKL008C_mRNA, YHL003C_mRNA
OG0018466	ESA44313	YML052W_mRNA, YDL222C_mRNA, YNL194C_mRNA
OG0018467	EAA36513, EAA30086, EAA33260	YJR075W_mRNA
OG0018468	EAA35362, EAA36591	YHR097C_mRNA, YDR348C_mRNA
OG0018475	ESA44206	YBR014C_mRNA, YPL156C_mRNA, YDL010W_mRNA
OG0018477	EAA28640	YPL072W_mRNA
OG0018477	EAA26609	YDL122W_mRNA
OG0018478	EAA27007	YJL198W_mRNA, YCR037C_mRNA, YNR013C_mRNA
OG0018480	ESA43625	YCR021C_mRNA, YBR054W_mRNA, YDR033W_mRNA
OG0018482	EAA35625	YMR063W_mRNA, YFR012W_mRNA, YOL019W_mRNA
OG0018485	EAA30348, EAA28639	YPL145C_mRNA, YOR237W_mRNA
OG0018486	EAA35764, EAA33002, ESA42383	YJL213W_mRNA
OG0018487	EAA36208	YER130C_mRNA, YKL062W_mRNA, YMR037C_mRNA
OG0018488	EAA35899	YJL016W_mRNA, YNL278W_mRNA, YLR187W_mRNA
OG0018489	EAA34840, ESA44065, EAA34936	YGR266W_mRNA
OG0018491	EAA36378, EAA26617	YHR132W-A_mRNA, YNL157W_mRNA
OG0018494	EAA34298	YJL183W_mRNA
OG0018494	EAA34459	YDR245W_mRNA
OG0018496	EAA36077, EAA34397	YJR061W_mRNA, YKL201C_mRNA
OG0018497	EAA35180	YML072C_mRNA, YOR086C_mRNA, YNL087W_mRNA
OG0018498	EAA32092	YLR414C_mRNA, YKL187C_mRNA, YLR413W_mRNA
OG0018499	ESA43061, ESA42441, ESA42120	YHR124W_mRNA
OG0018500	EAA26620, EAA26821, EAA31606	YOR049C_mRNA
OG0018501	EAA28290	YGR068C_mRNA, YOR018W_mRNA, YFR022W_mRNA
OG0018502	EAA28317	YLR300W_mRNA, YOR190W_mRNA, YDR261C_mRNA
OG0018505	EAA31739	YJL042W_mRNA, YPL137C_mRNA, YOR227W_mRNA
OG0018512	EAA31153	YMR021C_mRNA, YPR008W_mRNA, YGL166W_mRNA
OG0018513	EAA30598, EAA31155, ESA43779	YDL144C_mRNA
