Orthogroup	mouse	yeast
OG0000131	ENSMUSP00000142946, ENSMUSP00000142706, ENSMUSP00000029368, ENSMUSP00000143447, ENSMUSP00000142692, ENSMUSP00000071989, ENSMUSP00000133962, ENSMUSP00000088841, ENSMUSP00000034742	YDL155W_mRNA, YLR210W_mRNA, YPR120C_mRNA, YGR109C_mRNA, YGR108W_mRNA, YPR119W_mRNA
OG0000133	ENSMUSP00000140083, ENSMUSP00000145616, ENSMUSP00000140021, ENSMUSP00000140303, ENSMUSP00000033081, ENSMUSP00000135418, ENSMUSP00000024121, ENSMUSP00000108285, ENSMUSP00000108287, ENSMUSP00000108289, ENSMUSP00000041312, ENSMUSP00000108281, ENSMUSP00000040765, ENSMUSP00000127653, ENSMUSP00000118488, ENSMUSP00000114049, ENSMUSP00000083376, ENSMUSP00000038229, ENSMUSP00000114052, ENSMUSP00000114731, ENSMUSP00000047683, ENSMUSP00000076698, ENSMUSP00000139651, ENSMUSP00000135689	YER051W_mRNA
OG0000135	ENSMUSP00000152282, ENSMUSP00000082053, ENSMUSP00000152865, ENSMUSP00000105458, ENSMUSP00000002839, ENSMUSP00000156500, ENSMUSP00000144268, ENSMUSP00000025695, ENSMUSP00000070726, ENSMUSP00000021447, ENSMUSP00000151427	YOR014W_mRNA
OG0000137	ENSMUSP00000143146, ENSMUSP00000083474, ENSMUSP00000099587, ENSMUSP00000143509, ENSMUSP00000142415, ENSMUSP00000039109, ENSMUSP00000137997, ENSMUSP00000144047, ENSMUSP00000015100	YER133W_mRNA
OG0000141	ENSMUSP00000105930, ENSMUSP00000105931, ENSMUSP00000004430, ENSMUSP00000058648, ENSMUSP00000091202, ENSMUSP00000148174, ENSMUSP00000000619, ENSMUSP00000147562, ENSMUSP00000122555, ENSMUSP00000147627, ENSMUSP00000111412, ENSMUSP00000004428, ENSMUSP00000101336, ENSMUSP00000121751, ENSMUSP00000124194, ENSMUSP00000035964, ENSMUSP00000124527	YJR040W_mRNA
OG0000142	ENSMUSP00000072074, ENSMUSP00000123017, ENSMUSP00000115118, ENSMUSP00000115115, ENSMUSP00000118852, ENSMUSP00000117851, ENSMUSP00000122616, ENSMUSP00000121774, ENSMUSP00000118825, ENSMUSP00000121312, ENSMUSP00000006508	YLR299W_mRNA
OG0000143	ENSMUSP00000149938, ENSMUSP00000076155, ENSMUSP00000150492, ENSMUSP00000119725, ENSMUSP00000121942, ENSMUSP00000135492, ENSMUSP00000024206, ENSMUSP00000030940, ENSMUSP00000101241, ENSMUSP00000130123, ENSMUSP00000135091, ENSMUSP00000121127, ENSMUSP00000103869, ENSMUSP00000128038, ENSMUSP00000106652, ENSMUSP00000106649, ENSMUSP00000126823, ENSMUSP00000132908, ENSMUSP00000106656, ENSMUSP00000031726, ENSMUSP00000129353	YOR212W_mRNA
OG0000145	ENSMUSP00000147504, ENSMUSP00000121151, ENSMUSP00000147716, ENSMUSP00000101663, ENSMUSP00000026559, ENSMUSP00000114247, ENSMUSP00000146462, ENSMUSP00000147217, ENSMUSP00000132783, ENSMUSP00000072732	YPL015C_mRNA
OG0000145	ENSMUSP00000117819, ENSMUSP00000137565, ENSMUSP00000112595, ENSMUSP00000020257, ENSMUSP00000101082	YDL042C_mRNA, YOL068C_mRNA
OG0000146	ENSMUSP00000154238, ENSMUSP00000154619, ENSMUSP00000154166, ENSMUSP00000154737, ENSMUSP00000154757, ENSMUSP00000107237, ENSMUSP00000133052, ENSMUSP00000154212, ENSMUSP00000154537, ENSMUSP00000154182, ENSMUSP00000114185, ENSMUSP00000105323, ENSMUSP00000058105, ENSMUSP00000029120, ENSMUSP00000112090, ENSMUSP00000119126, ENSMUSP00000119108, ENSMUSP00000148406, ENSMUSP00000148751, ENSMUSP00000154347	YPL190C_mRNA
OG0000149	ENSMUSP00000109302, ENSMUSP00000125344, ENSMUSP00000080342, ENSMUSP00000125242, ENSMUSP00000139909, ENSMUSP00000132499, ENSMUSP00000155433, ENSMUSP00000155591, ENSMUSP00000114978, ENSMUSP00000110626, ENSMUSP00000030784, ENSMUSP00000075651, ENSMUSP00000115760	YGL115W_mRNA
OG0000150	ENSMUSP00000038915, ENSMUSP00000030417, ENSMUSP00000054634	YLR229C_mRNA
OG0000151	ENSMUSP00000156820	YDR006C_mRNA
OG0000152	ENSMUSP00000085175	YHR128W_mRNA
OG0000152	ENSMUSP00000122098, ENSMUSP00000114821, ENSMUSP00000114982, ENSMUSP00000121607, ENSMUSP00000050398	YNR012W_mRNA
OG0000153	ENSMUSP00000150020, ENSMUSP00000117987, ENSMUSP00000022419	YML078W_mRNA, YDR155C_mRNA
OG0000153	ENSMUSP00000029382	YLR216C_mRNA
OG0000153	ENSMUSP00000034947, ENSMUSP00000025419	YHR057C_mRNA, YDR304C_mRNA
OG0000154	ENSMUSP00000121823, ENSMUSP00000121471, ENSMUSP00000118289, ENSMUSP00000080717, ENSMUSP00000117117, ENSMUSP00000119205, ENSMUSP00000132424, ENSMUSP00000000573, ENSMUSP00000142477, ENSMUSP00000065043, ENSMUSP00000080851, ENSMUSP00000053923, ENSMUSP00000029510, ENSMUSP00000078134, ENSMUSP00000121967, ENSMUSP00000124331, ENSMUSP00000083666, ENSMUSP00000123979	YDR371W_mRNA
OG0000157	ENSMUSP00000024782, ENSMUSP00000029504, ENSMUSP00000025647, ENSMUSP00000108030, ENSMUSP00000073072	YPL154C_mRNA
OG0000158	ENSMUSP00000020484, ENSMUSP00000151825, ENSMUSP00000152046, ENSMUSP00000151629, ENSMUSP00000000828, ENSMUSP00000098730, ENSMUSP00000146164, ENSMUSP00000146311, ENSMUSP00000141692, ENSMUSP00000111268, ENSMUSP00000139097, ENSMUSP00000111269, ENSMUSP00000146324, ENSMUSP00000146030, ENSMUSP00000139206, ENSMUSP00000136402, ENSMUSP00000146143, ENSMUSP00000145922, ENSMUSP00000136373, ENSMUSP00000141846, ENSMUSP00000033992	YPL091W_mRNA
OG0000160	ENSMUSP00000151144, ENSMUSP00000068738, ENSMUSP00000140430, ENSMUSP00000092571, ENSMUSP00000155722, ENSMUSP00000022433, ENSMUSP00000146733, ENSMUSP00000042857, ENSMUSP00000146895, ENSMUSP00000043281, ENSMUSP00000146843, ENSMUSP00000109674, ENSMUSP00000068758, ENSMUSP00000144791, ENSMUSP00000046733, ENSMUSP00000116679, ENSMUSP00000120007, ENSMUSP00000018851	YKR054C_mRNA
OG0000164	ENSMUSP00000107767, ENSMUSP00000080410, ENSMUSP00000107766, ENSMUSP00000107772, ENSMUSP00000107768, ENSMUSP00000107764, ENSMUSP00000097605, ENSMUSP00000107770, ENSMUSP00000111216, ENSMUSP00000111221, ENSMUSP00000111218, ENSMUSP00000111217	YDR488C_mRNA
OG0000171	ENSMUSP00000013458, ENSMUSP00000124163, ENSMUSP00000148627, ENSMUSP00000148703, ENSMUSP00000013455, ENSMUSP00000101854, ENSMUSP00000004232, ENSMUSP00000087633, ENSMUSP00000005964	YDL168W_mRNA
OG0000172	ENSMUSP00000140778	YBL034C_mRNA
OG0000173	ENSMUSP00000133632, ENSMUSP00000107648, ENSMUSP00000107647, ENSMUSP00000114828, ENSMUSP00000088311, ENSMUSP00000107641, ENSMUSP00000107638, ENSMUSP00000097588, ENSMUSP00000058521, ENSMUSP00000118560, ENSMUSP00000118719, ENSMUSP00000118357, ENSMUSP00000139054, ENSMUSP00000139181, ENSMUSP00000139308, ENSMUSP00000104456, ENSMUSP00000130130, ENSMUSP00000138975, ENSMUSP00000139243, ENSMUSP00000144851, ENSMUSP00000144979, ENSMUSP00000038532, ENSMUSP00000139367	YNL167C_mRNA
OG0000174	ENSMUSP00000114915, ENSMUSP00000144248, ENSMUSP00000137587, ENSMUSP00000155085, ENSMUSP00000141245, ENSMUSP00000154838, ENSMUSP00000080038, ENSMUSP00000156340, ENSMUSP00000141686, ENSMUSP00000144666, ENSMUSP00000114964, ENSMUSP00000077423, ENSMUSP00000108616, ENSMUSP00000108611, ENSMUSP00000122341, ENSMUSP00000121506, ENSMUSP00000068832, ENSMUSP00000119058, ENSMUSP00000108607, ENSMUSP00000108610, ENSMUSP00000088532	YKL092C_mRNA
OG0000182	ENSMUSP00000048198, ENSMUSP00000086325, ENSMUSP00000044734, ENSMUSP00000081260, ENSMUSP00000086589	YLR246W_mRNA
OG0000183	ENSMUSP00000128999, ENSMUSP00000112685, ENSMUSP00000127754, ENSMUSP00000128304, ENSMUSP00000129345, ENSMUSP00000126934, ENSMUSP00000129240, ENSMUSP00000133162, ENSMUSP00000127343, ENSMUSP00000131075, ENSMUSP00000131646, ENSMUSP00000131217, ENSMUSP00000131116, ENSMUSP00000131976, ENSMUSP00000129242, ENSMUSP00000063757, ENSMUSP00000126703, ENSMUSP00000128763, ENSMUSP00000063096, ENSMUSP00000094923, ENSMUSP00000131483, ENSMUSP00000025826	YAL022C_mRNA
OG0000188	ENSMUSP00000123364	YMR176W_mRNA
OG0000188	ENSMUSP00000038138, ENSMUSP00000107817, ENSMUSP00000080814, ENSMUSP00000108207, ENSMUSP00000108203, ENSMUSP00000061095, ENSMUSP00000140663, ENSMUSP00000140462, ENSMUSP00000139636, ENSMUSP00000145375, ENSMUSP00000144720, ENSMUSP00000145021, ENSMUSP00000005108	YJR119C_mRNA
OG0000189	ENSMUSP00000107068, ENSMUSP00000121688, ENSMUSP00000139782, ENSMUSP00000002171, ENSMUSP00000071054	YOR117W_mRNA
OG0000189	ENSMUSP00000022380	YOR259C_mRNA
OG0000189	ENSMUSP00000021595	YDL007W_mRNA
OG0000189	ENSMUSP00000032824, ENSMUSP00000147018	YDR394W_mRNA
OG0000191	ENSMUSP00000157020, ENSMUSP00000120439, ENSMUSP00000073957, ENSMUSP00000113914, ENSMUSP00000157209, ENSMUSP00000112681, ENSMUSP00000113841, ENSMUSP00000157342, ENSMUSP00000157017, ENSMUSP00000112895, ENSMUSP00000113735, ENSMUSP00000113357, ENSMUSP00000113268, ENSMUSP00000157046, ENSMUSP00000122967, ENSMUSP00000122291, ENSMUSP00000046538	YAR042W_mRNA, YDL019C_mRNA
OG0000192	ENSMUSP00000119104, ENSMUSP00000117673, ENSMUSP00000139479, ENSMUSP00000091318, ENSMUSP00000136481, ENSMUSP00000034932, ENSMUSP00000108667, ENSMUSP00000136181, ENSMUSP00000019605, ENSMUSP00000104273, ENSMUSP00000104272, ENSMUSP00000139734, ENSMUSP00000096077, ENSMUSP00000140686	YJR100C_mRNA
OG0000193	ENSMUSP00000059077, ENSMUSP00000060423, ENSMUSP00000020085, ENSMUSP00000101898, ENSMUSP00000143301, ENSMUSP00000130096, ENSMUSP00000143608, ENSMUSP00000143065, ENSMUSP00000142974, ENSMUSP00000142612, ENSMUSP00000143606, ENSMUSP00000132446, ENSMUSP00000131206, ENSMUSP00000072387	YDR059C_mRNA, YBR082C_mRNA, YGR133W_mRNA, YDR177W_mRNA
OG0000196	ENSMUSP00000157117	YFL021W_mRNA, YER040W_mRNA
OG0000199	ENSMUSP00000144251, ENSMUSP00000033269, ENSMUSP00000127448, ENSMUSP00000130294, ENSMUSP00000132892, ENSMUSP00000144303, ENSMUSP00000144672, ENSMUSP00000127701, ENSMUSP00000143877, ENSMUSP00000144024, ENSMUSP00000144554, ENSMUSP00000078682	YNL274C_mRNA, YPL113C_mRNA
OG0000201	ENSMUSP00000055901, ENSMUSP00000112927, ENSMUSP00000033075, ENSMUSP00000118220, ENSMUSP00000031378, ENSMUSP00000098247, ENSMUSP00000147398, ENSMUSP00000074776, ENSMUSP00000147461, ENSMUSP00000069529, ENSMUSP00000101874, ENSMUSP00000145698, ENSMUSP00000144082, ENSMUSP00000117144, ENSMUSP00000005509, ENSMUSP00000142681	YPL232W_mRNA, YMR183C_mRNA
OG0000203	ENSMUSP00000096445, ENSMUSP00000043340, ENSMUSP00000146638, ENSMUSP00000117389, ENSMUSP00000136553, ENSMUSP00000001063, ENSMUSP00000104353, ENSMUSP00000104351, ENSMUSP00000104352, ENSMUSP00000136950, ENSMUSP00000116571, ENSMUSP00000121390	YLR206W_mRNA, YDL161W_mRNA
OG0000204	ENSMUSP00000129243, ENSMUSP00000106752, ENSMUSP00000128292, ENSMUSP00000131074, ENSMUSP00000132122, ENSMUSP00000137020, ENSMUSP00000020915, ENSMUSP00000131914, ENSMUSP00000126876, ENSMUSP00000106751, ENSMUSP00000126616, ENSMUSP00000143942, ENSMUSP00000101612, ENSMUSP00000144101, ENSMUSP00000101613, ENSMUSP00000143996, ENSMUSP00000030315, ENSMUSP00000095474, ENSMUSP00000144158, ENSMUSP00000144210, ENSMUSP00000095476	YLL013C_mRNA
OG0000205	ENSMUSP00000104265, ENSMUSP00000006496, ENSMUSP00000120736, ENSMUSP00000114894, ENSMUSP00000116623, ENSMUSP00000104263	YPL081W_mRNA, YBR189W_mRNA
OG0000211	ENSMUSP00000018614, ENSMUSP00000124156, ENSMUSP00000030768, ENSMUSP00000125270, ENSMUSP00000125058, ENSMUSP00000101273, ENSMUSP00000124588, ENSMUSP00000047480	YPL088W_mRNA
OG0000214	ENSMUSP00000001513, ENSMUSP00000016399, ENSMUSP00000071134, ENSMUSP00000075178, ENSMUSP00000060246, ENSMUSP00000042342, ENSMUSP00000071135, ENSMUSP00000001566	YFL037W_mRNA
OG0000217	ENSMUSP00000140893, ENSMUSP00000118613	YMR110C_mRNA
OG0000218	ENSMUSP00000030826, ENSMUSP00000059106, ENSMUSP00000032476, ENSMUSP00000030398, ENSMUSP00000018710, ENSMUSP00000136726, ENSMUSP00000136806, ENSMUSP00000029240	YBR241C_mRNA, YGL104C_mRNA
OG0000220	ENSMUSP00000122748, ENSMUSP00000151250, ENSMUSP00000128803, ENSMUSP00000151915, ENSMUSP00000151786, ENSMUSP00000151236, ENSMUSP00000151693, ENSMUSP00000026428, ENSMUSP00000102570, ENSMUSP00000102569, ENSMUSP00000018800, ENSMUSP00000114345, ENSMUSP00000142791, ENSMUSP00000142424, ENSMUSP00000142530, ENSMUSP00000078715, ENSMUSP00000140834, ENSMUSP00000027151, ENSMUSP00000125748, ENSMUSP00000112861, ENSMUSP00000112880	YGL106W_mRNA
OG0000226	ENSMUSP00000030051	YCR083W_mRNA, YGR209C_mRNA, YLR043C_mRNA
OG0000228	ENSMUSP00000087453	YOL123W_mRNA
OG0000230	ENSMUSP00000072826, ENSMUSP00000110729, ENSMUSP00000075011	YPL270W_mRNA, YLR188W_mRNA
OG0000230	ENSMUSP00000033695	YMR301C_mRNA
OG0000238	ENSMUSP00000028117	YPR024W_mRNA
OG0000238	ENSMUSP00000095924, ENSMUSP00000001520, ENSMUSP00000025408	YER017C_mRNA, YMR089C_mRNA
OG0000239	ENSMUSP00000145157, ENSMUSP00000028087	YDL047W_mRNA
OG0000239	ENSMUSP00000146088, ENSMUSP00000032936, ENSMUSP00000146013, ENSMUSP00000146202, ENSMUSP00000146245	YDR075W_mRNA
OG0000241	ENSMUSP00000019076, ENSMUSP00000097831, ENSMUSP00000020949	YJL128C_mRNA
OG0000241	ENSMUSP00000121111, ENSMUSP00000117567, ENSMUSP00000137918, ENSMUSP00000100968, ENSMUSP00000151784, ENSMUSP00000005066	YDL159W_mRNA
OG0000242	ENSMUSP00000034868, ENSMUSP00000104741, ENSMUSP00000104739, ENSMUSP00000090820, ENSMUSP00000113390, ENSMUSP00000122634, ENSMUSP00000115761, ENSMUSP00000113861, ENSMUSP00000088445, ENSMUSP00000067341, ENSMUSP00000150048, ENSMUSP00000149250, ENSMUSP00000122202	YLL019C_mRNA
OG0000243	ENSMUSP00000099885, ENSMUSP00000018476, ENSMUSP00000064225, ENSMUSP00000154154, ENSMUSP00000018353	YAR019C_mRNA
OG0000243	ENSMUSP00000117765, ENSMUSP00000110537, ENSMUSP00000033444, ENSMUSP00000078746, ENSMUSP00000027498	YDR523C_mRNA
OG0000245	ENSMUSP00000112677, ENSMUSP00000072510, ENSMUSP00000147130, ENSMUSP00000146474, ENSMUSP00000147149, ENSMUSP00000151700, ENSMUSP00000151750, ENSMUSP00000070068, ENSMUSP00000151972, ENSMUSP00000151507	YKR048C_mRNA
OG0000246	ENSMUSP00000146303, ENSMUSP00000116990, ENSMUSP00000145617, ENSMUSP00000146115, ENSMUSP00000070345, ENSMUSP00000146249	YIL042C_mRNA
OG0000255	ENSMUSP00000115132, ENSMUSP00000118265, ENSMUSP00000010267, ENSMUSP00000090710, ENSMUSP00000120907	YHR032W_mRNA, YDR338C_mRNA
OG0000256	ENSMUSP00000149795, ENSMUSP00000087394, ENSMUSP00000034697, ENSMUSP00000151150, ENSMUSP00000150147, ENSMUSP00000132965, ENSMUSP00000007249	YOR161C_mRNA
OG0000257	ENSMUSP00000156298, ENSMUSP00000156048, ENSMUSP00000003319	YFR009W_mRNA
OG0000257	ENSMUSP00000030795	YER036C_mRNA
OG0000258	ENSMUSP00000146505, ENSMUSP00000025439, ENSMUSP00000140887, ENSMUSP00000034989, ENSMUSP00000032856	YKL029C_mRNA
OG0000259	ENSMUSP00000118907, ENSMUSP00000108127, ENSMUSP00000025694, ENSMUSP00000108130, ENSMUSP00000121547, ENSMUSP00000121321, ENSMUSP00000118385, ENSMUSP00000053270, ENSMUSP00000136967, ENSMUSP00000025685, ENSMUSP00000120184, ENSMUSP00000114551, ENSMUSP00000025682, ENSMUSP00000152955, ENSMUSP00000053913, ENSMUSP00000025680, ENSMUSP00000153550	YKL140W_mRNA
OG0000260	ENSMUSP00000110558, ENSMUSP00000039381, ENSMUSP00000039737, ENSMUSP00000120531, ENSMUSP00000122474, ENSMUSP00000001801	YMR054W_mRNA, YOR270C_mRNA
OG0000261	ENSMUSP00000105457, ENSMUSP00000002259	YAL058W_mRNA
OG0000267	ENSMUSP00000114265, ENSMUSP00000003828, ENSMUSP00000099650, ENSMUSP00000004054, ENSMUSP00000018506, ENSMUSP00000137310, ENSMUSP00000114636, ENSMUSP00000118679, ENSMUSP00000121655, ENSMUSP00000141227, ENSMUSP00000029353, ENSMUSP00000022496	YNL189W_mRNA
OG0000268	ENSMUSP00000148271, ENSMUSP00000092884, ENSMUSP00000099744, ENSMUSP00000121936, ENSMUSP00000117623, ENSMUSP00000090736, ENSMUSP00000090734, ENSMUSP00000063414, ENSMUSP00000099743, ENSMUSP00000148670, ENSMUSP00000077891, ENSMUSP00000130854	YDR358W_mRNA, YHR108W_mRNA
OG0000278	ENSMUSP00000123662, ENSMUSP00000114439, ENSMUSP00000117030, ENSMUSP00000021614, ENSMUSP00000132803, ENSMUSP00000059801, ENSMUSP00000155809, ENSMUSP00000020522, ENSMUSP00000154896, ENSMUSP00000155453, ENSMUSP00000151752, ENSMUSP00000115313	YMR205C_mRNA, YGR240C_mRNA
OG0000283	ENSMUSP00000115737, ENSMUSP00000102021, ENSMUSP00000021147, ENSMUSP00000102019, ENSMUSP00000121794, ENSMUSP00000121150	YJL085W_mRNA
OG0000284	ENSMUSP00000131833, ENSMUSP00000104700, ENSMUSP00000038744	YDR328C_mRNA
OG0000285	ENSMUSP00000047917, ENSMUSP00000134669, ENSMUSP00000133994, ENSMUSP00000084572	YGR094W_mRNA
OG0000286	ENSMUSP00000144412, ENSMUSP00000106132, ENSMUSP00000106131, ENSMUSP00000082682, ENSMUSP00000144129, ENSMUSP00000065940, ENSMUSP00000114515, ENSMUSP00000147297, ENSMUSP00000118733, ENSMUSP00000086260, ENSMUSP00000110232, ENSMUSP00000015361, ENSMUSP00000110229, ENSMUSP00000116937	YPR052C_mRNA
OG0000288	ENSMUSP00000056502, ENSMUSP00000138215, ENSMUSP00000028892	YNL037C_mRNA
OG0000288	ENSMUSP00000127526, ENSMUSP00000150296	YIL094C_mRNA
OG0000290	ENSMUSP00000136513, ENSMUSP00000142176, ENSMUSP00000141849, ENSMUSP00000106545, ENSMUSP00000078416, ENSMUSP00000142026, ENSMUSP00000141891, ENSMUSP00000152656, ENSMUSP00000152473, ENSMUSP00000105740, ENSMUSP00000025908, ENSMUSP00000082975, ENSMUSP00000024011, ENSMUSP00000153256, ENSMUSP00000024155	YJL093C_mRNA
OG0000292	ENSMUSP00000157357, ENSMUSP00000152960, ENSMUSP00000101108, ENSMUSP00000020078, ENSMUSP00000153122, ENSMUSP00000025254, ENSMUSP00000020077	YKR090W_mRNA
OG0000293	ENSMUSP00000045216, ENSMUSP00000065433, ENSMUSP00000147968, ENSMUSP00000100892, ENSMUSP00000147560, ENSMUSP00000097706, ENSMUSP00000068854, ENSMUSP00000125846, ENSMUSP00000122784, ENSMUSP00000117275, ENSMUSP00000040522	YKL221W_mRNA
OG0000296	ENSMUSP00000032233, ENSMUSP00000021639	YML085C_mRNA, YML124C_mRNA
OG0000299	ENSMUSP00000023867	YOL094C_mRNA
OG0000299	ENSMUSP00000083652	YNL290W_mRNA
OG0000299	ENSMUSP00000110994, ENSMUSP00000115479, ENSMUSP00000110995, ENSMUSP00000023598	YJR068W_mRNA
OG0000300	ENSMUSP00000125543, ENSMUSP00000123989, ENSMUSP00000124847, ENSMUSP00000125586, ENSMUSP00000124825, ENSMUSP00000109171, ENSMUSP00000025713, ENSMUSP00000124868, ENSMUSP00000124283, ENSMUSP00000005003, ENSMUSP00000142232	YGL012W_mRNA, YNL280C_mRNA
OG0000301	ENSMUSP00000115596, ENSMUSP00000156145, ENSMUSP00000156213, ENSMUSP00000156183, ENSMUSP00000101966, ENSMUSP00000037332, ENSMUSP00000101963, ENSMUSP00000101964, ENSMUSP00000128753, ENSMUSP00000018571, ENSMUSP00000156275, ENSMUSP00000039760, ENSMUSP00000088231	YBL049W_mRNA
OG0000303	ENSMUSP00000108151, ENSMUSP00000049132, ENSMUSP00000108149, ENSMUSP00000079398, ENSMUSP00000108150, ENSMUSP00000141387, ENSMUSP00000077353, ENSMUSP00000103860, ENSMUSP00000142008, ENSMUSP00000141454, ENSMUSP00000142196, ENSMUSP00000103859, ENSMUSP00000103861, ENSMUSP00000103856	YMR018W_mRNA, YDR244W_mRNA
OG0000310	ENSMUSP00000119603, ENSMUSP00000047536	YGR132C_mRNA
OG0000310	ENSMUSP00000004375	YGR231C_mRNA
OG0000312	ENSMUSP00000143243, ENSMUSP00000137324, ENSMUSP00000115420, ENSMUSP00000143716, ENSMUSP00000103817, ENSMUSP00000152773, ENSMUSP00000145430, ENSMUSP00000106463, ENSMUSP00000145399, ENSMUSP00000142690, ENSMUSP00000142421, ENSMUSP00000142443, ENSMUSP00000142384, ENSMUSP00000106462, ENSMUSP00000106464, ENSMUSP00000047208, ENSMUSP00000067616, ENSMUSP00000084427	YLR128W_mRNA
OG0000315	ENSMUSP00000146095, ENSMUSP00000083281, ENSMUSP00000146195	YJR058C_mRNA
OG0000315	ENSMUSP00000125268, ENSMUSP00000106709, ENSMUSP00000120895, ENSMUSP00000115941, ENSMUSP00000066185, ENSMUSP00000033734, ENSMUSP00000107913, ENSMUSP00000114902	YLR170C_mRNA
OG0000316	ENSMUSP00000150671, ENSMUSP00000148944, ENSMUSP00000150461, ENSMUSP00000090273, ENSMUSP00000150981, ENSMUSP00000096743, ENSMUSP00000129278, ENSMUSP00000155043, ENSMUSP00000155424, ENSMUSP00000130456	YPL196W_mRNA
OG0000317	ENSMUSP00000123595	YIL026C_mRNA
OG0000318	ENSMUSP00000114521, ENSMUSP00000112526, ENSMUSP00000046070, ENSMUSP00000066839, ENSMUSP00000136438	YDR519W_mRNA
OG0000318	ENSMUSP00000037206, ENSMUSP00000020964, ENSMUSP00000151687, ENSMUSP00000118725	YNL135C_mRNA
OG0000319	ENSMUSP00000145641	YIL038C_mRNA, YPR072W_mRNA
OG0000321	ENSMUSP00000110044, ENSMUSP00000110043, ENSMUSP00000114476, ENSMUSP00000066078, ENSMUSP00000145507, ENSMUSP00000145231, ENSMUSP00000145008, ENSMUSP00000144983, ENSMUSP00000145314, ENSMUSP00000099738, ENSMUSP00000123551, ENSMUSP00000116417, ENSMUSP00000137106, ENSMUSP00000155037, ENSMUSP00000070301, ENSMUSP00000107655, ENSMUSP00000128847, ENSMUSP00000035908, ENSMUSP00000123191	YDR379W_mRNA, YOR127W_mRNA
OG0000325	ENSMUSP00000118089, ENSMUSP00000030102, ENSMUSP00000077017, ENSMUSP00000116789, ENSMUSP00000025036, ENSMUSP00000084045, ENSMUSP00000062910, ENSMUSP00000095524, ENSMUSP00000102011, ENSMUSP00000102014, ENSMUSP00000111311, ENSMUSP00000061632	YER169W_mRNA, YDR096W_mRNA
OG0000326	ENSMUSP00000133792, ENSMUSP00000134386, ENSMUSP00000000402, ENSMUSP00000099793, ENSMUSP00000044050, ENSMUSP00000113441, ENSMUSP00000071435, ENSMUSP00000113849, ENSMUSP00000099012, ENSMUSP00000108222, ENSMUSP00000108225	YOR219C_mRNA, YHR028C_mRNA
OG0000327	ENSMUSP00000103103, ENSMUSP00000152875, ENSMUSP00000105313, ENSMUSP00000152339, ENSMUSP00000118148, ENSMUSP00000120126, ENSMUSP00000116426, ENSMUSP00000135238, ENSMUSP00000135317, ENSMUSP00000099759, ENSMUSP00000088336, ENSMUSP00000028525	YAL024C_mRNA
OG0000328	ENSMUSP00000128690, ENSMUSP00000151599, ENSMUSP00000156913, ENSMUSP00000002444, ENSMUSP00000084010, ENSMUSP00000147677, ENSMUSP00000005600, ENSMUSP00000133461, ENSMUSP00000126313, ENSMUSP00000134141, ENSMUSP00000038760	YLR176C_mRNA
OG0000329	ENSMUSP00000031533, ENSMUSP00000143880, ENSMUSP00000108913, ENSMUSP00000084151, ENSMUSP00000024786, ENSMUSP00000120311, ENSMUSP00000145132, ENSMUSP00000044938, ENSMUSP00000108965, ENSMUSP00000098683, ENSMUSP00000144988, ENSMUSP00000044459	YBL103C_mRNA
OG0000339	ENSMUSP00000112489, ENSMUSP00000112564, ENSMUSP00000148499, ENSMUSP00000116871, ENSMUSP00000112417, ENSMUSP00000148890, ENSMUSP00000048126, ENSMUSP00000130050, ENSMUSP00000139709, ENSMUSP00000139681, ENSMUSP00000140195, ENSMUSP00000082778, ENSMUSP00000001280, ENSMUSP00000140674, ENSMUSP00000146147	YLR072W_mRNA, YFL042C_mRNA
OG0000340	ENSMUSP00000145237	YIL030C_mRNA
OG0000343	ENSMUSP00000033383, ENSMUSP00000151244, ENSMUSP00000020334, ENSMUSP00000035237, ENSMUSP00000141321, ENSMUSP00000141368, ENSMUSP00000000821, ENSMUSP00000040037, ENSMUSP00000141826, ENSMUSP00000141628, ENSMUSP00000128573, ENSMUSP00000082119, ENSMUSP00000135930, ENSMUSP00000141738, ENSMUSP00000006854	YJL197W_mRNA
OG0000344	ENSMUSP00000099384	YBR109C_mRNA
OG0000345	ENSMUSP00000122173, ENSMUSP00000085207, ENSMUSP00000113862, ENSMUSP00000113980, ENSMUSP00000121089, ENSMUSP00000052807	YJR138W_mRNA
OG0000347	ENSMUSP00000124970, ENSMUSP00000125247, ENSMUSP00000139438, ENSMUSP00000096745, ENSMUSP00000073074, ENSMUSP00000113192, ENSMUSP00000127139, ENSMUSP00000060512, ENSMUSP00000130930, ENSMUSP00000115375, ENSMUSP00000124168	YPL177C_mRNA, YGL096W_mRNA
OG0000359	ENSMUSP00000023225, ENSMUSP00000155195, ENSMUSP00000023750	YNL305C_mRNA
OG0000360	ENSMUSP00000107371, ENSMUSP00000039744, ENSMUSP00000120180, ENSMUSP00000116091, ENSMUSP00000032402, ENSMUSP00000144968, ENSMUSP00000117708, ENSMUSP00000147303, ENSMUSP00000033098, ENSMUSP00000113045, ENSMUSP00000148152, ENSMUSP00000147628	YHR208W_mRNA, YJR148W_mRNA
