Orthogroup	mouse	neurospora
OG0000122	ENSMUSP00000098605, ENSMUSP00000086398, ENSMUSP00000098606, ENSMUSP00000145174, ENSMUSP00000138165, ENSMUSP00000085775, ENSMUSP00000033744, ENSMUSP00000110123, ENSMUSP00000020107, ENSMUSP00000107883, ENSMUSP00000047978, ENSMUSP00000116941, ENSMUSP00000133187, ENSMUSP00000119242	EAA27416, EAA31135
OG0000126	ENSMUSP00000114304, ENSMUSP00000032175, ENSMUSP00000020497, ENSMUSP00000117076, ENSMUSP00000031411, ENSMUSP00000142906, ENSMUSP00000123545, ENSMUSP00000143034, ENSMUSP00000041260, ENSMUSP00000025656, ENSMUSP00000084918, ENSMUSP00000015278, ENSMUSP00000133370, ENSMUSP00000034723	EAA28028, EAA27626
OG0000126	ENSMUSP00000028004, ENSMUSP00000038878	EAA30899
OG0000127	ENSMUSP00000134206, ENSMUSP00000134477, ENSMUSP00000133532, ENSMUSP00000154356, ENSMUSP00000154346, ENSMUSP00000154638, ENSMUSP00000154386, ENSMUSP00000154602, ENSMUSP00000072617, ENSMUSP00000155104, ENSMUSP00000154328, ENSMUSP00000151957, ENSMUSP00000152013	EAA33926
OG0000127	ENSMUSP00000154799	EAA30305
OG0000128	ENSMUSP00000025246, ENSMUSP00000133684, ENSMUSP00000134218, ENSMUSP00000134523, ENSMUSP00000133425, ENSMUSP00000134673, ENSMUSP00000134413	EAA31211
OG0000129	ENSMUSP00000020153, ENSMUSP00000151689	ESA42250
OG0000129	ENSMUSP00000130583, ENSMUSP00000078940, ENSMUSP00000109523, ENSMUSP00000139286	ESA42137
OG0000129	ENSMUSP00000042457, ENSMUSP00000116821, ENSMUSP00000120438, ENSMUSP00000054556	EAA35632
OG0000130	ENSMUSP00000125112, ENSMUSP00000125404, ENSMUSP00000052136, ENSMUSP00000060457, ENSMUSP00000033739, ENSMUSP00000029071, ENSMUSP00000141876, ENSMUSP00000029078, ENSMUSP00000029076, ENSMUSP00000137926, ENSMUSP00000091925, ENSMUSP00000120495, ENSMUSP00000063511	EAA30978
OG0000131	ENSMUSP00000142946, ENSMUSP00000142706, ENSMUSP00000029368, ENSMUSP00000143447, ENSMUSP00000142692, ENSMUSP00000071989, ENSMUSP00000133962, ENSMUSP00000088841, ENSMUSP00000034742	EAA32372, EAA34615
OG0000135	ENSMUSP00000152282, ENSMUSP00000082053, ENSMUSP00000152865, ENSMUSP00000105458, ENSMUSP00000002839, ENSMUSP00000156500, ENSMUSP00000144268, ENSMUSP00000025695, ENSMUSP00000070726, ENSMUSP00000021447, ENSMUSP00000151427	EAA31896
OG0000137	ENSMUSP00000143146, ENSMUSP00000083474, ENSMUSP00000099587, ENSMUSP00000143509, ENSMUSP00000142415, ENSMUSP00000039109, ENSMUSP00000137997, ENSMUSP00000144047, ENSMUSP00000015100	EAA26918
OG0000138	ENSMUSP00000116546, ENSMUSP00000116262, ENSMUSP00000061731, ENSMUSP00000074294, ENSMUSP00000123393	EAA27368
OG0000141	ENSMUSP00000105930, ENSMUSP00000105931, ENSMUSP00000004430, ENSMUSP00000058648, ENSMUSP00000091202, ENSMUSP00000148174, ENSMUSP00000000619, ENSMUSP00000147562, ENSMUSP00000122555, ENSMUSP00000147627, ENSMUSP00000111412, ENSMUSP00000004428	EAA28009, EAA28099
OG0000141	ENSMUSP00000101336, ENSMUSP00000121751, ENSMUSP00000124194, ENSMUSP00000035964, ENSMUSP00000124527	ESA42823
OG0000142	ENSMUSP00000072074, ENSMUSP00000123017, ENSMUSP00000115118, ENSMUSP00000115115, ENSMUSP00000118852, ENSMUSP00000117851, ENSMUSP00000122616, ENSMUSP00000121774, ENSMUSP00000118825, ENSMUSP00000121312, ENSMUSP00000006508	EAA27940
OG0000143	ENSMUSP00000149938, ENSMUSP00000076155, ENSMUSP00000150492, ENSMUSP00000119725, ENSMUSP00000121942, ENSMUSP00000135492, ENSMUSP00000024206, ENSMUSP00000030940, ENSMUSP00000101241, ENSMUSP00000130123, ENSMUSP00000135091, ENSMUSP00000121127, ENSMUSP00000103869, ENSMUSP00000128038, ENSMUSP00000106652, ENSMUSP00000106649, ENSMUSP00000126823, ENSMUSP00000132908, ENSMUSP00000106656, ENSMUSP00000031726, ENSMUSP00000129353	EAA27468
OG0000144	ENSMUSP00000134685, ENSMUSP00000047202, ENSMUSP00000134322, ENSMUSP00000137499, ENSMUSP00000136517, ENSMUSP00000137383	EAA27640
OG0000145	ENSMUSP00000147504, ENSMUSP00000121151, ENSMUSP00000147716, ENSMUSP00000101663, ENSMUSP00000026559, ENSMUSP00000114247, ENSMUSP00000146462, ENSMUSP00000147217, ENSMUSP00000132783, ENSMUSP00000072732	EAA34489
OG0000145	ENSMUSP00000117819, ENSMUSP00000137565, ENSMUSP00000112595, ENSMUSP00000020257, ENSMUSP00000101082	EAA31136
OG0000146	ENSMUSP00000154238, ENSMUSP00000154619, ENSMUSP00000154166, ENSMUSP00000154737, ENSMUSP00000154757, ENSMUSP00000107237, ENSMUSP00000133052, ENSMUSP00000154212, ENSMUSP00000154537, ENSMUSP00000154182, ENSMUSP00000114185, ENSMUSP00000105323, ENSMUSP00000058105, ENSMUSP00000029120, ENSMUSP00000112090, ENSMUSP00000119126, ENSMUSP00000119108, ENSMUSP00000148406, ENSMUSP00000148751, ENSMUSP00000154347	EAA30694
OG0000149	ENSMUSP00000109302, ENSMUSP00000125344, ENSMUSP00000080342, ENSMUSP00000125242, ENSMUSP00000139909, ENSMUSP00000132499, ENSMUSP00000155433, ENSMUSP00000155591, ENSMUSP00000114978, ENSMUSP00000110626, ENSMUSP00000030784, ENSMUSP00000075651, ENSMUSP00000115760	ESA42617
OG0000150	ENSMUSP00000102536, ENSMUSP00000095832, ENSMUSP00000119523, ENSMUSP00000018156, ENSMUSP00000098058, ENSMUSP00000079380, ENSMUSP00000036384	EAA35283
OG0000150	ENSMUSP00000038915, ENSMUSP00000030417, ENSMUSP00000054634	ESA43171
OG0000151	ENSMUSP00000156820	EAA27119
OG0000152	ENSMUSP00000085175	ESA42630
OG0000152	ENSMUSP00000122098, ENSMUSP00000114821, ENSMUSP00000114982, ENSMUSP00000121607, ENSMUSP00000050398	EAA32648
OG0000153	ENSMUSP00000150020, ENSMUSP00000117987, ENSMUSP00000022419	ESA44269
OG0000153	ENSMUSP00000029382	EAA26627
OG0000153	ENSMUSP00000034947, ENSMUSP00000025419	ESA42515
OG0000154	ENSMUSP00000121823, ENSMUSP00000121471, ENSMUSP00000118289, ENSMUSP00000080717, ENSMUSP00000117117, ENSMUSP00000119205, ENSMUSP00000132424, ENSMUSP00000000573, ENSMUSP00000142477, ENSMUSP00000065043, ENSMUSP00000080851, ENSMUSP00000053923, ENSMUSP00000029510, ENSMUSP00000078134, ENSMUSP00000121967, ENSMUSP00000124331, ENSMUSP00000083666, ENSMUSP00000123979	EAA36176, EAA36073, EAA28688, EAA26709
OG0000157	ENSMUSP00000024782, ENSMUSP00000029504, ENSMUSP00000025647, ENSMUSP00000108030, ENSMUSP00000073072	EAA30681
OG0000158	ENSMUSP00000020484, ENSMUSP00000151825, ENSMUSP00000152046, ENSMUSP00000151629, ENSMUSP00000000828, ENSMUSP00000098730, ENSMUSP00000146164, ENSMUSP00000146311, ENSMUSP00000141692, ENSMUSP00000111268, ENSMUSP00000139097, ENSMUSP00000111269, ENSMUSP00000146324, ENSMUSP00000146030, ENSMUSP00000139206, ENSMUSP00000136402, ENSMUSP00000146143, ENSMUSP00000145922, ENSMUSP00000136373, ENSMUSP00000141846, ENSMUSP00000033992	ESA43520
OG0000159	ENSMUSP00000011607, ENSMUSP00000001921, ENSMUSP00000035435, ENSMUSP00000126436, ENSMUSP00000057722, ENSMUSP00000110792, ENSMUSP00000093771, ENSMUSP00000031806, ENSMUSP00000048558	EAA29813
OG0000160	ENSMUSP00000151144, ENSMUSP00000068738, ENSMUSP00000140430, ENSMUSP00000092571, ENSMUSP00000155722, ENSMUSP00000022433, ENSMUSP00000146733, ENSMUSP00000042857, ENSMUSP00000146895, ENSMUSP00000043281, ENSMUSP00000146843, ENSMUSP00000109674, ENSMUSP00000068758, ENSMUSP00000144791, ENSMUSP00000046733, ENSMUSP00000116679, ENSMUSP00000120007, ENSMUSP00000018851	ESA43035
OG0000164	ENSMUSP00000107767, ENSMUSP00000080410, ENSMUSP00000107766, ENSMUSP00000107772, ENSMUSP00000107768, ENSMUSP00000107764, ENSMUSP00000097605, ENSMUSP00000107770, ENSMUSP00000111216, ENSMUSP00000111221, ENSMUSP00000111218, ENSMUSP00000111217	EAA29678
OG0000171	ENSMUSP00000013458, ENSMUSP00000124163, ENSMUSP00000148627, ENSMUSP00000148703, ENSMUSP00000013455, ENSMUSP00000101854, ENSMUSP00000004232, ENSMUSP00000087633, ENSMUSP00000005964	EAA31461
OG0000172	ENSMUSP00000140778	EAA33043
OG0000173	ENSMUSP00000133632, ENSMUSP00000107648, ENSMUSP00000107647, ENSMUSP00000114828, ENSMUSP00000088311, ENSMUSP00000107641, ENSMUSP00000107638, ENSMUSP00000097588, ENSMUSP00000058521, ENSMUSP00000118560, ENSMUSP00000118719, ENSMUSP00000118357, ENSMUSP00000139054, ENSMUSP00000139181, ENSMUSP00000139308, ENSMUSP00000104456, ENSMUSP00000130130, ENSMUSP00000138975, ENSMUSP00000139243, ENSMUSP00000144851, ENSMUSP00000144979, ENSMUSP00000038532, ENSMUSP00000139367	EAA26611, ESA42557
OG0000174	ENSMUSP00000114915, ENSMUSP00000144248, ENSMUSP00000137587, ENSMUSP00000155085, ENSMUSP00000141245, ENSMUSP00000154838, ENSMUSP00000080038, ENSMUSP00000156340, ENSMUSP00000141686, ENSMUSP00000144666, ENSMUSP00000114964, ENSMUSP00000077423, ENSMUSP00000108616, ENSMUSP00000108611, ENSMUSP00000122341, ENSMUSP00000121506, ENSMUSP00000068832, ENSMUSP00000119058, ENSMUSP00000108607, ENSMUSP00000108610, ENSMUSP00000088532	EAA26626
OG0000175	ENSMUSP00000109974, ENSMUSP00000109977, ENSMUSP00000052266, ENSMUSP00000001108, ENSMUSP00000114984, ENSMUSP00000109979, ENSMUSP00000052245, ENSMUSP00000025999, ENSMUSP00000107370, ENSMUSP00000145452, ENSMUSP00000144849, ENSMUSP00000145104, ENSMUSP00000145034, ENSMUSP00000032069, ENSMUSP00000145296, ENSMUSP00000145160, ENSMUSP00000144694	EAA32448
OG0000181	ENSMUSP00000047880, ENSMUSP00000125613	EAA29675
OG0000182	ENSMUSP00000048198, ENSMUSP00000086325, ENSMUSP00000044734, ENSMUSP00000081260, ENSMUSP00000086589	EAA35644
OG0000183	ENSMUSP00000128999, ENSMUSP00000112685, ENSMUSP00000127754, ENSMUSP00000128304, ENSMUSP00000129345, ENSMUSP00000126934, ENSMUSP00000129240, ENSMUSP00000133162, ENSMUSP00000127343, ENSMUSP00000131075, ENSMUSP00000131646, ENSMUSP00000131217, ENSMUSP00000131116, ENSMUSP00000131976, ENSMUSP00000129242, ENSMUSP00000063757, ENSMUSP00000126703, ENSMUSP00000128763, ENSMUSP00000063096, ENSMUSP00000094923, ENSMUSP00000131483, ENSMUSP00000025826	EAA28591
OG0000184	ENSMUSP00000117178, ENSMUSP00000148731, ENSMUSP00000154926, ENSMUSP00000042551	EAA32255
OG0000184	ENSMUSP00000136258, ENSMUSP00000030806, ENSMUSP00000099614, ENSMUSP00000092075, ENSMUSP00000072048, ENSMUSP00000123242, ENSMUSP00000128432, ENSMUSP00000108582, ENSMUSP00000130717, ENSMUSP00000084029, ENSMUSP00000140163, ENSMUSP00000061472, ENSMUSP00000056754	ESA42610
OG0000188	ENSMUSP00000123364	EAA32368
OG0000189	ENSMUSP00000107068, ENSMUSP00000121688, ENSMUSP00000139782, ENSMUSP00000002171, ENSMUSP00000071054	EAA28255
OG0000189	ENSMUSP00000022380	EAA29624
OG0000189	ENSMUSP00000021595	EAA32354
OG0000189	ENSMUSP00000032824, ENSMUSP00000147018	EAA30668
OG0000191	ENSMUSP00000157020, ENSMUSP00000120439, ENSMUSP00000073957, ENSMUSP00000113914, ENSMUSP00000157209, ENSMUSP00000112681, ENSMUSP00000113841, ENSMUSP00000157342, ENSMUSP00000157017, ENSMUSP00000112895, ENSMUSP00000113735, ENSMUSP00000113357, ENSMUSP00000113268, ENSMUSP00000157046, ENSMUSP00000122967, ENSMUSP00000122291, ENSMUSP00000046538	ESA44317
OG0000191	ENSMUSP00000077123, ENSMUSP00000139363	EAA29617
OG0000193	ENSMUSP00000059077, ENSMUSP00000060423, ENSMUSP00000020085, ENSMUSP00000101898, ENSMUSP00000143301, ENSMUSP00000130096, ENSMUSP00000143608, ENSMUSP00000143065, ENSMUSP00000142974, ENSMUSP00000142612, ENSMUSP00000143606, ENSMUSP00000132446, ENSMUSP00000131206, ENSMUSP00000072387	EAA30697, EAA34737, EAA27688
OG0000196	ENSMUSP00000157117	EAA34560
OG0000196	ENSMUSP00000157128, ENSMUSP00000041774, ENSMUSP00000066927, ENSMUSP00000113891, ENSMUSP00000113451, ENSMUSP00000015771, ENSMUSP00000033502, ENSMUSP00000100041, ENSMUSP00000128198, ENSMUSP00000015197	EAA32742
OG0000199	ENSMUSP00000144251, ENSMUSP00000033269, ENSMUSP00000127448, ENSMUSP00000130294, ENSMUSP00000132892, ENSMUSP00000144303, ENSMUSP00000144672, ENSMUSP00000127701, ENSMUSP00000143877, ENSMUSP00000144024, ENSMUSP00000144554, ENSMUSP00000078682	EAA33211, EAA32454
OG0000201	ENSMUSP00000055901, ENSMUSP00000112927, ENSMUSP00000033075, ENSMUSP00000118220, ENSMUSP00000031378, ENSMUSP00000098247, ENSMUSP00000147398, ENSMUSP00000074776, ENSMUSP00000147461, ENSMUSP00000069529, ENSMUSP00000101874, ENSMUSP00000145698, ENSMUSP00000144082, ENSMUSP00000117144, ENSMUSP00000005509, ENSMUSP00000142681	EAA31999, ESA41937
OG0000203	ENSMUSP00000096445, ENSMUSP00000043340, ENSMUSP00000146638, ENSMUSP00000117389, ENSMUSP00000136553, ENSMUSP00000001063, ENSMUSP00000104353, ENSMUSP00000104351, ENSMUSP00000104352, ENSMUSP00000136950, ENSMUSP00000116571, ENSMUSP00000121390	EAA30996
OG0000205	ENSMUSP00000104265, ENSMUSP00000006496, ENSMUSP00000120736, ENSMUSP00000114894, ENSMUSP00000116623, ENSMUSP00000104263	EAA34997
OG0000206	ENSMUSP00000088717, ENSMUSP00000096755, ENSMUSP00000137203, ENSMUSP00000115237, ENSMUSP00000127396, ENSMUSP00000138239, ENSMUSP00000091310, ENSMUSP00000048524, ENSMUSP00000100013, ENSMUSP00000064250, ENSMUSP00000138293, ENSMUSP00000078070, ENSMUSP00000062759, ENSMUSP00000133742, ENSMUSP00000133403, ENSMUSP00000025003, ENSMUSP00000039466, ENSMUSP00000155639, ENSMUSP00000155574	EAA27134, EAA30516, EAA34597
OG0000211	ENSMUSP00000018614, ENSMUSP00000124156, ENSMUSP00000030768, ENSMUSP00000125270, ENSMUSP00000125058, ENSMUSP00000101273, ENSMUSP00000124588, ENSMUSP00000047480	EAA36333
OG0000214	ENSMUSP00000001513, ENSMUSP00000016399, ENSMUSP00000071134, ENSMUSP00000075178, ENSMUSP00000060246, ENSMUSP00000042342, ENSMUSP00000071135, ENSMUSP00000001566	EAA28433
OG0000217	ENSMUSP00000140893, ENSMUSP00000118613	ESA42262
OG0000218	ENSMUSP00000030826, ENSMUSP00000059106, ENSMUSP00000032476, ENSMUSP00000030398, ENSMUSP00000018710, ENSMUSP00000136726, ENSMUSP00000136806, ENSMUSP00000029240	EAA28158
OG0000220	ENSMUSP00000122748, ENSMUSP00000151250, ENSMUSP00000128803, ENSMUSP00000151915, ENSMUSP00000151786, ENSMUSP00000151236, ENSMUSP00000151693, ENSMUSP00000026428, ENSMUSP00000102570, ENSMUSP00000102569, ENSMUSP00000018800, ENSMUSP00000114345, ENSMUSP00000142791, ENSMUSP00000142424, ENSMUSP00000142530, ENSMUSP00000078715, ENSMUSP00000140834, ENSMUSP00000027151, ENSMUSP00000125748, ENSMUSP00000112861, ENSMUSP00000112880	EAA33123
OG0000226	ENSMUSP00000030051	ESA44308, EAA33651, EAA33027
OG0000228	ENSMUSP00000087453	ESA42677
OG0000230	ENSMUSP00000072826, ENSMUSP00000110729, ENSMUSP00000075011	EAA32037
OG0000230	ENSMUSP00000033695	EAA27101
OG0000230	ENSMUSP00000027396	EAA27761, EAA36092
OG0000238	ENSMUSP00000028117	EAA27232
OG0000238	ENSMUSP00000095924, ENSMUSP00000001520, ENSMUSP00000025408	EAA27520
OG0000239	ENSMUSP00000145157, ENSMUSP00000028087	EAA27486
OG0000239	ENSMUSP00000146088, ENSMUSP00000032936, ENSMUSP00000146013, ENSMUSP00000146202, ENSMUSP00000146245	EAA33278
OG0000239	ENSMUSP00000009774, ENSMUSP00000020608	EAA32582
OG0000240	ENSMUSP00000144404, ENSMUSP00000108752, ENSMUSP00000132469, ENSMUSP00000144456, ENSMUSP00000128353, ENSMUSP00000128244, ENSMUSP00000143804, ENSMUSP00000018727	EAA29032
OG0000241	ENSMUSP00000019076, ENSMUSP00000097831, ENSMUSP00000020949	ESA44311
OG0000241	ENSMUSP00000121111, ENSMUSP00000117567, ENSMUSP00000137918, ENSMUSP00000100968, ENSMUSP00000151784, ENSMUSP00000005066	ESA42405
OG0000242	ENSMUSP00000034868, ENSMUSP00000104741, ENSMUSP00000104739, ENSMUSP00000090820, ENSMUSP00000113390, ENSMUSP00000122634, ENSMUSP00000115761, ENSMUSP00000113861, ENSMUSP00000088445, ENSMUSP00000067341, ENSMUSP00000150048, ENSMUSP00000149250, ENSMUSP00000122202	EAA28465
OG0000243	ENSMUSP00000099885, ENSMUSP00000018476, ENSMUSP00000064225, ENSMUSP00000154154, ENSMUSP00000018353	EAA32185
OG0000243	ENSMUSP00000117765, ENSMUSP00000110537, ENSMUSP00000033444, ENSMUSP00000078746, ENSMUSP00000027498	ESA42644, ESA44257
OG0000245	ENSMUSP00000112677, ENSMUSP00000072510, ENSMUSP00000147130, ENSMUSP00000146474, ENSMUSP00000147149, ENSMUSP00000151700, ENSMUSP00000151750, ENSMUSP00000070068, ENSMUSP00000151972, ENSMUSP00000151507	EAA26762
OG0000246	ENSMUSP00000146303, ENSMUSP00000116990, ENSMUSP00000145617, ENSMUSP00000146115, ENSMUSP00000070345, ENSMUSP00000146249	ESA42969
OG0000247	ENSMUSP00000117638, ENSMUSP00000139274, ENSMUSP00000038409, ENSMUSP00000105736, ENSMUSP00000025912, ENSMUSP00000099583, ENSMUSP00000124364, ENSMUSP00000105743, ENSMUSP00000118756, ENSMUSP00000064844	EAA31508
OG0000255	ENSMUSP00000115132, ENSMUSP00000118265, ENSMUSP00000010267, ENSMUSP00000090710, ENSMUSP00000120907	ESA42388, EAA34916, EAA32734
OG0000256	ENSMUSP00000149795, ENSMUSP00000087394, ENSMUSP00000034697, ENSMUSP00000151150, ENSMUSP00000150147, ENSMUSP00000132965, ENSMUSP00000007249	EAA29597
OG0000257	ENSMUSP00000156298, ENSMUSP00000156048, ENSMUSP00000003319	EAA28430
OG0000257	ENSMUSP00000030795	EAA29453
OG0000258	ENSMUSP00000146505, ENSMUSP00000025439, ENSMUSP00000140887, ENSMUSP00000034989, ENSMUSP00000032856	ESA42428, EAA36352
OG0000259	ENSMUSP00000118907, ENSMUSP00000108127, ENSMUSP00000025694, ENSMUSP00000108130, ENSMUSP00000121547, ENSMUSP00000121321, ENSMUSP00000118385, ENSMUSP00000053270, ENSMUSP00000136967, ENSMUSP00000025685, ENSMUSP00000120184, ENSMUSP00000114551, ENSMUSP00000025682, ENSMUSP00000152955, ENSMUSP00000053913, ENSMUSP00000025680, ENSMUSP00000153550	EAA35271
OG0000260	ENSMUSP00000110558, ENSMUSP00000039381, ENSMUSP00000039737, ENSMUSP00000120531, ENSMUSP00000122474, ENSMUSP00000001801	EAA26818
OG0000261	ENSMUSP00000105457, ENSMUSP00000002259, ENSMUSP00000020637, ENSMUSP00000137440	EAA35464
OG0000267	ENSMUSP00000114265, ENSMUSP00000003828, ENSMUSP00000099650, ENSMUSP00000004054, ENSMUSP00000018506, ENSMUSP00000137310, ENSMUSP00000114636, ENSMUSP00000118679, ENSMUSP00000121655, ENSMUSP00000141227, ENSMUSP00000029353, ENSMUSP00000022496	EAA31416
OG0000268	ENSMUSP00000148271, ENSMUSP00000092884, ENSMUSP00000099744, ENSMUSP00000121936, ENSMUSP00000117623, ENSMUSP00000090736, ENSMUSP00000090734, ENSMUSP00000063414, ENSMUSP00000099743, ENSMUSP00000148670, ENSMUSP00000077891, ENSMUSP00000130854	EAA30731
OG0000272	ENSMUSP00000148678	ESA42194
OG0000273	ENSMUSP00000129549, ENSMUSP00000141275, ENSMUSP00000047164, ENSMUSP00000068895, ENSMUSP00000025891, ENSMUSP00000127498, ENSMUSP00000113132, ENSMUSP00000090717, ENSMUSP00000087482, ENSMUSP00000106347, ENSMUSP00000106344, ENSMUSP00000028748, ENSMUSP00000028749, ENSMUSP00000106349, ENSMUSP00000119938	EAA31822, EAA28486, EAA27228
OG0000278	ENSMUSP00000123662, ENSMUSP00000114439, ENSMUSP00000117030, ENSMUSP00000021614, ENSMUSP00000132803, ENSMUSP00000059801, ENSMUSP00000155809, ENSMUSP00000020522, ENSMUSP00000154896, ENSMUSP00000155453, ENSMUSP00000151752, ENSMUSP00000115313	EAA36533
OG0000283	ENSMUSP00000115737, ENSMUSP00000102021, ENSMUSP00000021147, ENSMUSP00000102019, ENSMUSP00000121794, ENSMUSP00000121150	EAA33446
OG0000284	ENSMUSP00000131833, ENSMUSP00000104700, ENSMUSP00000038744	ESA43406
OG0000285	ENSMUSP00000047917, ENSMUSP00000134669, ENSMUSP00000133994, ENSMUSP00000084572	EAA35093
OG0000286	ENSMUSP00000144412, ENSMUSP00000106132, ENSMUSP00000106131, ENSMUSP00000082682, ENSMUSP00000144129, ENSMUSP00000065940, ENSMUSP00000114515, ENSMUSP00000147297, ENSMUSP00000118733, ENSMUSP00000086260, ENSMUSP00000110232, ENSMUSP00000015361, ENSMUSP00000110229, ENSMUSP00000116937	ESA44376, ESA43991
OG0000288	ENSMUSP00000056502, ENSMUSP00000138215, ENSMUSP00000028892	EAA35695
OG0000288	ENSMUSP00000127526, ENSMUSP00000150296	EAA36105
OG0000292	ENSMUSP00000157357, ENSMUSP00000152960, ENSMUSP00000101108, ENSMUSP00000020078, ENSMUSP00000153122, ENSMUSP00000025254, ENSMUSP00000020077	EAA31679
OG0000296	ENSMUSP00000032233, ENSMUSP00000021639	EAA29668, EAA33987
OG0000299	ENSMUSP00000023867	EDO65226
OG0000299	ENSMUSP00000083652	EAA34161
OG0000299	ENSMUSP00000110994, ENSMUSP00000115479, ENSMUSP00000110995, ENSMUSP00000023598	EAA36224
OG0000300	ENSMUSP00000125543, ENSMUSP00000123989, ENSMUSP00000124847, ENSMUSP00000125586, ENSMUSP00000124825, ENSMUSP00000109171, ENSMUSP00000025713, ENSMUSP00000124868, ENSMUSP00000124283, ENSMUSP00000005003, ENSMUSP00000142232	EAA32183, EAA26875
OG0000301	ENSMUSP00000115596, ENSMUSP00000156145, ENSMUSP00000156213, ENSMUSP00000156183, ENSMUSP00000101966, ENSMUSP00000037332, ENSMUSP00000101963, ENSMUSP00000101964, ENSMUSP00000128753, ENSMUSP00000018571, ENSMUSP00000156275, ENSMUSP00000039760, ENSMUSP00000088231	ESA43231
OG0000302	ENSMUSP00000119125, ENSMUSP00000029970, ENSMUSP00000142374, ENSMUSP00000123641, ENSMUSP00000112674, ENSMUSP00000029569, ENSMUSP00000111327, ENSMUSP00000146730, ENSMUSP00000111324	EAA30954
OG0000303	ENSMUSP00000108151, ENSMUSP00000049132, ENSMUSP00000108149, ENSMUSP00000079398, ENSMUSP00000108150, ENSMUSP00000141387, ENSMUSP00000077353, ENSMUSP00000103860, ENSMUSP00000142008, ENSMUSP00000141454, ENSMUSP00000142196, ENSMUSP00000103859, ENSMUSP00000103861, ENSMUSP00000103856	EAA36111
OG0000310	ENSMUSP00000119603, ENSMUSP00000047536	EAA31577
OG0000310	ENSMUSP00000004375	EAA35251
OG0000312	ENSMUSP00000143243, ENSMUSP00000137324, ENSMUSP00000115420, ENSMUSP00000143716, ENSMUSP00000103817, ENSMUSP00000152773, ENSMUSP00000145430, ENSMUSP00000106463, ENSMUSP00000145399, ENSMUSP00000142690, ENSMUSP00000142421, ENSMUSP00000142443, ENSMUSP00000142384, ENSMUSP00000106462, ENSMUSP00000106464, ENSMUSP00000047208, ENSMUSP00000067616, ENSMUSP00000084427	EAA33666
OG0000315	ENSMUSP00000146095, ENSMUSP00000083281, ENSMUSP00000146195	EAA33423
OG0000315	ENSMUSP00000125268, ENSMUSP00000106709, ENSMUSP00000120895, ENSMUSP00000115941, ENSMUSP00000066185, ENSMUSP00000033734, ENSMUSP00000107913, ENSMUSP00000114902	EDO65136
OG0000316	ENSMUSP00000150671, ENSMUSP00000148944, ENSMUSP00000150461, ENSMUSP00000090273, ENSMUSP00000150981, ENSMUSP00000096743, ENSMUSP00000129278, ENSMUSP00000155043, ENSMUSP00000155424, ENSMUSP00000130456	EAA30478
OG0000317	ENSMUSP00000123595	EAA31414
OG0000318	ENSMUSP00000114521, ENSMUSP00000112526, ENSMUSP00000046070, ENSMUSP00000066839, ENSMUSP00000136438	EAA30274, EAA32060
OG0000318	ENSMUSP00000037206, ENSMUSP00000020964, ENSMUSP00000151687, ENSMUSP00000118725	EAA26908
OG0000319	ENSMUSP00000145641	ESA42216
OG0000321	ENSMUSP00000110044, ENSMUSP00000110043, ENSMUSP00000114476, ENSMUSP00000066078, ENSMUSP00000145507, ENSMUSP00000145231, ENSMUSP00000145008, ENSMUSP00000144983, ENSMUSP00000145314, ENSMUSP00000099738, ENSMUSP00000123551, ENSMUSP00000116417, ENSMUSP00000137106, ENSMUSP00000155037, ENSMUSP00000070301, ENSMUSP00000107655, ENSMUSP00000128847, ENSMUSP00000035908	EAA35478, EAA32291
OG0000321	ENSMUSP00000123191	ESA42849
OG0000325	ENSMUSP00000118089, ENSMUSP00000030102, ENSMUSP00000077017, ENSMUSP00000116789, ENSMUSP00000025036, ENSMUSP00000084045, ENSMUSP00000062910, ENSMUSP00000095524, ENSMUSP00000102011, ENSMUSP00000102014, ENSMUSP00000111311, ENSMUSP00000061632	EAA26571
OG0000326	ENSMUSP00000133792, ENSMUSP00000134386, ENSMUSP00000000402, ENSMUSP00000099793, ENSMUSP00000044050, ENSMUSP00000113441, ENSMUSP00000071435, ENSMUSP00000113849, ENSMUSP00000099012, ENSMUSP00000108222, ENSMUSP00000108225	EAA36410
OG0000328	ENSMUSP00000128690, ENSMUSP00000151599, ENSMUSP00000156913, ENSMUSP00000002444, ENSMUSP00000084010, ENSMUSP00000147677, ENSMUSP00000005600, ENSMUSP00000133461, ENSMUSP00000126313, ENSMUSP00000134141, ENSMUSP00000038760	EAA31780
