Orthogroup	human	mouse
OG0000033	ENSP00000262435	ENSMUSP00000090177, ENSMUSP00000129269, ENSMUSP00000099356
OG0000033	ENSP00000348283, ENSP00000352069	ENSMUSP00000148679, ENSMUSP00000132224
OG0000033	ENSP00000456216	ENSMUSP00000148813
OG0000033	ENSP00000427793, ENSP00000265428	ENSMUSP00000103881, ENSMUSP00000041627
OG0000033	ENSP00000445608, ENSP00000262650, ENSP00000363998	ENSMUSP00000029126, ENSMUSP00000105307
OG0000033	ENSP00000348847, ENSP00000256830	ENSMUSP00000153537
OG0000033	ENSP00000372301	ENSMUSP00000132838
OG0000033	ENSP00000405440, ENSP00000393395, ENSP00000389406, ENSP00000411947, ENSP00000490696	ENSMUSP00000079280, ENSMUSP00000153526, ENSMUSP00000153052
OG0000033	ENSP00000410613, ENSP00000422455, ENSP00000426051, ENSP00000345530, ENSP00000422705, ENSP00000424827	ENSMUSP00000034740
OG0000035	ENSP00000496342, ENSP00000479284	ENSMUSP00000076397
OG0000035	ENSP00000274764	ENSMUSP00000056604
OG0000035	ENSP00000445831, ENSP00000358164	ENSMUSP00000135427
OG0000035	ENSP00000380177, ENSP00000475942, ENSP00000483903, ENSP00000446031, ENSP00000367008, ENSP00000289316	ENSMUSP00000153457
OG0000035	ENSP00000366618	ENSMUSP00000136792, ENSMUSP00000089343, ENSMUSP00000097294, ENSMUSP00000106082, ENSMUSP00000089350, ENSMUSP00000106095, ENSMUSP00000089301, ENSMUSP00000100738, ENSMUSP00000106093, ENSMUSP00000077290, ENSMUSP00000106102, ENSMUSP00000088287
OG0000035	ENSP00000342886, ENSP00000476136	ENSMUSP00000106085
OG0000035	ENSP00000483237	ENSMUSP00000153277
OG0000035	ENSP00000380180	ENSMUSP00000061247
OG0000035	ENSP00000366962	ENSMUSP00000078239
OG0000036	ENSP00000419171, ENSP00000339787	ENSMUSP00000108528, ENSMUSP00000033634
OG0000036	ENSP00000262835	ENSMUSP00000108524, ENSMUSP00000108525
OG0000036	ENSP00000375918, ENSP00000350012	ENSMUSP00000117952, ENSMUSP00000121695, ENSMUSP00000045291
OG0000036	ENSP00000376796, ENSP00000348429, ENSP00000403647, ENSP00000346223, ENSP00000346680	ENSMUSP00000046585
OG0000036	ENSP00000397507	ENSMUSP00000072040, ENSMUSP00000090795, ENSMUSP00000091746, ENSMUSP00000104533, ENSMUSP00000104532, ENSMUSP00000098773, ENSMUSP00000098771, ENSMUSP00000069844, ENSMUSP00000104527, ENSMUSP00000119714
OG0000036	ENSP00000368546, ENSP00000415140, ENSP00000368542, ENSP00000442124, ENSP00000368548, ENSP00000296869, ENSP00000368566, ENSP00000349608, ENSP00000368557, ENSP00000413329	ENSMUSP00000000145
OG0000036	ENSP00000485264, ENSP00000407165, ENSP00000425098, ENSP00000425640, ENSP00000424935, ENSP00000422607, ENSP00000425006, ENSP00000281455, ENSP00000426244, ENSP00000426150	ENSMUSP00000106000, ENSMUSP00000106001, ENSMUSP00000034046
OG0000038	ENSP00000417501	ENSMUSP00000154967, ENSMUSP00000107937
OG0000038	ENSP00000306010	ENSMUSP00000155713, ENSMUSP00000022429
OG0000038	ENSP00000000233	ENSMUSP00000020717
OG0000038	ENSP00000412701	ENSMUSP00000127281
OG0000038	ENSP00000256682, ENSP00000438510	ENSMUSP00000050689
OG0000038	ENSP00000442980, ENSP00000272102, ENSP00000440005	ENSMUSP00000079905, ENSMUSP00000126120
OG0000038	ENSP00000261636, ENSP00000441808, ENSP00000439590, ENSP00000447405, ENSP00000448850	ENSMUSP00000111942
OG0000038	ENSP00000448912	ENSMUSP00000079246
OG0000038	ENSP00000476630, ENSP00000432971, ENSP00000246747, ENSP00000436021	ENSMUSP00000025893
OG0000038	ENSP00000370406	ENSMUSP00000070767, ENSMUSP00000069371
OG0000038	ENSP00000322628	ENSMUSP00000035918
OG0000038	ENSP00000379897, ENSP00000379899, ENSP00000379898, ENSP00000385236, ENSP00000349250	ENSMUSP00000099013, ENSMUSP00000114458
OG0000038	ENSP00000375057, ENSP00000339754	ENSMUSP00000057085, ENSMUSP00000124344, ENSMUSP00000139499
OG0000041	ENSP00000334300	ENSMUSP00000092692
OG0000041	ENSP00000363799	ENSMUSP00000092693
OG0000041	ENSP00000316674, ENSP00000482603	ENSMUSP00000134564
OG0000041	ENSP00000367658	ENSMUSP00000050377
OG0000041	ENSP00000333037	ENSMUSP00000048360
OG0000041	ENSP00000289228	ENSMUSP00000047326
OG0000041	ENSP00000358921	ENSMUSP00000039844
OG0000041	ENSP00000416706	ENSMUSP00000052086
OG0000041	ENSP00000349960, ENSP00000494750, ENSP00000494269	ENSMUSP00000098066
OG0000041	ENSP00000477968, ENSP00000458162, ENSP00000458435, ENSP00000461672, ENSP00000493648	ENSMUSP00000071486
OG0000041	ENSP00000459124	ENSMUSP00000101822
OG0000041	ENSP00000494185	ENSMUSP00000146302
OG0000041	ENSP00000407473	ENSMUSP00000101823
OG0000041	ENSP00000398239, ENSP00000396730	ENSMUSP00000148594
OG0000041	ENSP00000459119	ENSMUSP00000120936
OG0000041	ENSP00000224784	ENSMUSP00000048218
OG0000041	ENSP00000355645	ENSMUSP00000034453
OG0000041	ENSP00000290378	ENSMUSP00000087736
OG0000041	ENSP00000386857, ENSP00000295137	ENSMUSP00000074658, ENSMUSP00000113552
OG0000042	ENSP00000362523, ENSP00000386107, ENSP00000401541	ENSMUSP00000123452, ENSMUSP00000119985, ENSMUSP00000134443, ENSMUSP00000115642
OG0000042	ENSP00000353593, ENSP00000304845	ENSMUSP00000095263, ENSMUSP00000072803
OG0000042	ENSP00000389637, ENSP00000303174	ENSMUSP00000108763, ENSMUSP00000108762, ENSMUSP00000014263, ENSMUSP00000108759, ENSMUSP00000108760
OG0000042	ENSP00000479283, ENSP00000251566	ENSMUSP00000031195
OG0000042	ENSP00000475028, ENSP00000474383	ENSMUSP00000078740
OG0000042	ENSP00000426206	ENSMUSP00000068282, ENSMUSP00000072598, ENSMUSP00000075255, ENSMUSP00000092233, ENSMUSP00000123024, ENSMUSP00000120005
OG0000042	ENSP00000265403, ENSP00000413420, ENSP00000486876, ENSP00000478760, ENSP00000387683, ENSP00000334276, ENSP00000427399, ENSP00000483172, ENSP00000427659, ENSP00000491743, ENSP00000421290, ENSP00000305221, ENSP00000304811	ENSMUSP00000031186
OG0000043	ENSP00000357671, ENSP00000440646, ENSP00000357667	ENSMUSP00000057707, ENSMUSP00000115233, ENSMUSP00000117111, ENSMUSP00000114188
OG0000043	ENSP00000357656, ENSP00000346671	ENSMUSP00000097547
OG0000043	ENSP00000479125, ENSP00000483570	ENSMUSP00000073509
OG0000043	ENSP00000422798, ENSP00000264316	ENSMUSP00000143002, ENSMUSP00000143476, ENSMUSP00000109234, ENSMUSP00000129397
OG0000043	ENSP00000476145	ENSMUSP00000130289, ENSMUSP00000019913
OG0000043	ENSP00000464380, ENSP00000462468, ENSP00000324740	ENSMUSP00000132161, ENSMUSP00000072154, ENSMUSP00000144001
OG0000043	ENSP00000444986, ENSP00000365012, ENSP00000365022, ENSP00000491964, ENSP00000427757, ENSP00000486627, ENSP00000441169, ENSP00000429848	ENSMUSP00000125777, ENSMUSP00000139988, ENSMUSP00000003370, ENSMUSP00000141030, ENSMUSP00000105423
OG0000043	ENSP00000362659, ENSP00000362680, ENSP00000362668, ENSP00000350941	ENSMUSP00000105157, ENSMUSP00000029175, ENSMUSP00000105159, ENSMUSP00000105155, ENSMUSP00000090237
OG0000043	ENSP00000363116, ENSP00000407670, ENSP00000363117, ENSP00000382126, ENSP00000363115	ENSMUSP00000030693, ENSMUSP00000128411
OG0000043	ENSP00000427993, ENSP00000429294, ENSP00000429866, ENSP00000428695, ENSP00000430364, ENSP00000428493, ENSP00000429992, ENSP00000429813, ENSP00000428045, ENSP00000428042, ENSP00000428983	ENSMUSP00000123445
OG0000044	ENSP00000449940, ENSP00000483004, ENSP00000482072, ENSP00000478351, ENSP00000482188, ENSP00000447134, ENSP00000418923, ENSP00000417482	ENSMUSP00000114241
OG0000044	ENSP00000446639, ENSP00000447632, ENSP00000449715, ENSP00000449286, ENSP00000395683, ENSP00000398098, ENSP00000481651, ENSP00000483231, ENSP00000400097, ENSP00000396369, ENSP00000405749, ENSP00000389865, ENSP00000393055, ENSP00000390659, ENSP00000480739, ENSP00000482616, ENSP00000392322, ENSP00000416484, ENSP00000400362, ENSP00000391314, ENSP00000372858, ENSP00000372850, ENSP00000372664, ENSP00000450387, ENSP00000446728, ENSP00000449345, ENSP00000449366, ENSP00000449823, ENSP00000450180, ENSP00000448602, ENSP00000447458, ENSP00000392835, ENSP00000364660, ENSP00000372853, ENSP00000402278, ENSP00000299367, ENSP00000405800, ENSP00000407961, ENSP00000403325, ENSP00000388286, ENSP00000391400, ENSP00000390302, ENSP00000412289, ENSP00000401708, ENSP00000403658, ENSP00000406190, ENSP00000392182, ENSP00000409041, ENSP00000392445, ENSP00000405701, ENSP00000404144, ENSP00000389650, ENSP00000391354, ENSP00000418332, ENSP00000417790, ENSP00000395426, ENSP00000416938, ENSP00000413295, ENSP00000410904, ENSP00000408250, ENSP00000404452, ENSP00000413482, ENSP00000411376, ENSP00000419048, ENSP00000411298, ENSP00000413995, ENSP00000387374, ENSP00000391508, ENSP00000406121	ENSMUSP00000120009, ENSMUSP00000123536, ENSMUSP00000025230
OG0000046	ENSP00000333926	ENSMUSP00000122402, ENSMUSP00000079014, ENSMUSP00000078158, ENSMUSP00000111209
OG0000046	ENSP00000494609, ENSP00000366084	ENSMUSP00000042186, ENSMUSP00000129677
OG0000046	ENSP00000359478, ENSP00000497274	ENSMUSP00000026208
OG0000046	ENSP00000285238	ENSMUSP00000021231, ENSMUSP00000136343
OG0000046	ENSP00000483316, ENSP00000382342, ENSP00000481080, ENSP00000461615, ENSP00000382340, ENSP00000478647	ENSMUSP00000002850, ENSMUSP00000097743
OG0000046	ENSP00000244533, ENSP00000361608	ENSMUSP00000132561, ENSMUSP00000038041, ENSMUSP00000131843, ENSMUSP00000092895
OG0000047	ENSP00000257979	ENSMUSP00000026455
OG0000047	ENSP00000293599	ENSMUSP00000155212, ENSMUSP00000127611, ENSMUSP00000085530
OG0000047	ENSP00000477688, ENSP00000320247, ENSP00000449830	ENSMUSP00000154934, ENSMUSP00000023754
OG0000047	ENSP00000477759	ENSMUSP00000155623
OG0000047	ENSP00000450022, ENSP00000447148, ENSP00000199280	ENSMUSP00000023752
OG0000047	ENSP00000462075, ENSP00000393121, ENSP00000462597, ENSP00000372654	ENSMUSP00000157337, ENSMUSP00000157324, ENSMUSP00000157060, ENSMUSP00000157152, ENSMUSP00000157000, ENSMUSP00000157347, ENSMUSP00000157239, ENSMUSP00000078088
OG0000047	ENSP00000311165, ENSP00000387178, ENSP00000405698, ENSP00000386712, ENSP00000421315	ENSMUSP00000004774
OG0000048	ENSP00000257904	ENSMUSP00000006911, ENSMUSP00000122973, ENSMUSP00000117234
OG0000048	ENSP00000397087, ENSP00000265734	ENSMUSP00000037925, ENSMUSP00000126024
OG0000048	ENSP00000338673	ENSMUSP00000045527
OG0000048	ENSP00000329957, ENSP00000424415, ENSP00000484357	ENSMUSP00000148435
OG0000048	ENSP00000464016, ENSP00000463048	ENSMUSP00000101225, ENSMUSP00000070527, ENSMUSP00000101223
OG0000048	ENSP00000365043, ENSP00000338975, ENSP00000322343	ENSMUSP00000021939, ENSMUSP00000152606
OG0000048	ENSP00000474485	ENSMUSP00000140034
OG0000048	ENSP00000397973, ENSP00000378699	ENSMUSP00000020099, ENSMUSP00000113184
OG0000048	ENSP00000419782	ENSMUSP00000030814
OG0000048	ENSP00000442926	ENSMUSP00000150873
OG0000048	ENSP00000349762, ENSP00000429751	ENSMUSP00000033380
OG0000048	ENSP00000482886	ENSMUSP00000111021
OG0000048	ENSP00000353176, ENSP00000399082	ENSMUSP00000027697, ENSMUSP00000107981
OG0000048	ENSP00000452514	ENSMUSP00000026416
OG0000048	ENSP00000266970	ENSMUSP00000026415
OG0000048	ENSP00000400088, ENSP00000410561	ENSMUSP00000134251
OG0000049	ENSP00000491565, ENSP00000355974, ENSP00000492724, ENSP00000490983, ENSP00000491725, ENSP00000491804, ENSP00000492350, ENSP00000492697, ENSP00000492302, ENSP00000492513, ENSP00000491986, ENSP00000491578, ENSP00000492550, ENSP00000271751	ENSMUSP00000106468, ENSMUSP00000077563
OG0000049	ENSP00000378419, ENSP00000491426, ENSP00000492865, ENSP00000492303, ENSP00000395439, ENSP00000321427	ENSMUSP00000046864
OG0000049	ENSP00000257981	ENSMUSP00000040548
OG0000049	ENSP00000328813	ENSMUSP00000049206
OG0000049	ENSP00000475564, ENSP00000264661	ENSMUSP00000102984, ENSMUSP00000102986
OG0000049	ENSP00000328531	ENSMUSP00000110750
OG0000049	ENSP00000262186	ENSMUSP00000047705
OG0000049	ENSP00000482818, ENSP00000331727	ENSMUSP00000074563
OG0000049	ENSP00000483158, ENSP00000333781	ENSMUSP00000108073, ENSMUSP00000108071
OG0000049	ENSP00000463533, ENSP00000463830, ENSP00000396900, ENSP00000318212	ENSMUSP00000102516, ENSMUSP00000001965
OG0000049	ENSP00000464672	ENSMUSP00000137675
OG0000051	ENSP00000414642	ENSMUSP00000153130, ENSMUSP00000143103
OG0000051	ENSP00000257497, ENSP00000366109	ENSMUSP00000025561
OG0000051	ENSP00000387545, ENSP00000411352, ENSP00000379342, ENSP00000346032	ENSMUSP00000117855, ENSMUSP00000034756
OG0000051	ENSP00000421015, ENSP00000423068, ENSP00000264908	ENSMUSP00000031447
OG0000051	ENSP00000366980, ENSP00000430420, ENSP00000346550, ENSP00000430517	ENSMUSP00000099788, ENSMUSP00000104511
OG0000051	ENSP00000362012, ENSP00000362010	ENSMUSP00000066035, ENSMUSP00000153669, ENSMUSP00000098405
OG0000051	ENSP00000398610, ENSP00000361305, ENSP00000404412, ENSP00000265447	ENSMUSP00000022416, ENSMUSP00000107983
OG0000051	ENSP00000462880, ENSP00000480221	ENSMUSP00000113662, ENSMUSP00000022519
OG0000051	ENSP00000386756	ENSMUSP00000109305, ENSMUSP00000115346, ENSMUSP00000117378
OG0000051	ENSP00000377833	ENSMUSP00000001187, ENSMUSP00000145421, ENSMUSP00000144961, ENSMUSP00000138194
OG0000051	ENSP00000424106, ENSP00000424199, ENSP00000296511	ENSMUSP00000029266
OG0000052	ENSP00000465338	ENSMUSP00000121214
OG0000052	ENSP00000467848, ENSP00000467734, ENSP00000468788, ENSP00000466207, ENSP00000322887, ENSP00000465779, ENSP00000466110, ENSP00000467948, ENSP00000468645, ENSP00000467449, ENSP00000464906, ENSP00000465558, ENSP00000466897, ENSP00000486590, ENSP00000412831, ENSP00000466025, ENSP00000465077, ENSP00000466712, ENSP00000465334	ENSMUSP00000052642, ENSMUSP00000101004
OG0000052	ENSP00000365950, ENSP00000365946	ENSMUSP00000038964, ENSMUSP00000111280, ENSMUSP00000111279, ENSMUSP00000111277, ENSMUSP00000111282, ENSMUSP00000111284
OG0000052	ENSP00000466238	ENSMUSP00000138705, ENSMUSP00000138456
OG0000052	ENSP00000490152	ENSMUSP00000048153, ENSMUSP00000147384, ENSMUSP00000154633
OG0000053	ENSP00000340874	ENSMUSP00000132547
OG0000053	ENSP00000389610, ENSP00000487430, ENSP00000487538	ENSMUSP00000005722, ENSMUSP00000138826
OG0000053	ENSP00000396219	ENSMUSP00000143401, ENSMUSP00000143212
OG0000053	ENSP00000425636	ENSMUSP00000142456
OG0000053	ENSP00000423656, ENSP00000485972	ENSMUSP00000143338
OG0000053	ENSP00000423826	ENSMUSP00000143187
OG0000053	ENSP00000427286	ENSMUSP00000143611, ENSMUSP00000143598, ENSMUSP00000143339
OG0000053	ENSP00000346389	ENSMUSP00000113638, ENSMUSP00000032776, ENSMUSP00000075664
OG0000053	ENSP00000489865	ENSMUSP00000116144
OG0000053	ENSP00000453478	ENSMUSP00000138645
OG0000054	ENSP00000458925, ENSP00000225296	ENSMUSP00000104167
OG0000054	ENSP00000362422, ENSP00000362420, ENSP00000252011	ENSMUSP00000029186, ENSMUSP00000105104
OG0000054	ENSP00000251241	ENSMUSP00000018569
OG0000054	ENSP00000268482	ENSMUSP00000047865
OG0000054	ENSP00000336741	ENSMUSP00000031061, ENSMUSP00000143069, ENSMUSP00000143658, ENSMUSP00000143381
OG0000054	ENSP00000284690	ENSMUSP00000101745, ENSMUSP00000066067, ENSMUSP00000033290
OG0000054	ENSP00000262415, ENSP00000496923, ENSP00000437886	ENSMUSP00000119430, ENSMUSP00000037251
OG0000054	ENSP00000390938, ENSP00000373071, ENSP00000393958, ENSP00000396193, ENSP00000408956, ENSP00000365625, ENSP00000391789	ENSMUSP00000133888
OG0000054	ENSP00000389862	ENSMUSP00000025292
OG0000055	ENSP00000480713, ENSP00000361140, ENSP00000312606	ENSMUSP00000030455
OG0000055	ENSP00000397042, ENSP00000402374, ENSP00000389197, ENSP00000242375	ENSMUSP00000048830
OG0000055	ENSP00000401327, ENSP00000369927, ENSP00000474882, ENSP00000392694, ENSP00000370129, ENSP00000370254, ENSP00000369814, ENSP00000263126	ENSMUSP00000112666, ENSMUSP00000080074, ENSMUSP00000021632, ENSMUSP00000021634, ENSMUSP00000045394, ENSMUSP00000112664, ENSMUSP00000152648, ENSMUSP00000077363, ENSMUSP00000079232, ENSMUSP00000021630, ENSMUSP00000152778, ENSMUSP00000021628, ENSMUSP00000106332, ENSMUSP00000021635, ENSMUSP00000063309, ENSMUSP00000124333
OG0000055	ENSP00000352584, ENSP00000397009, ENSP00000389289	ENSMUSP00000040244, ENSMUSP00000007449, ENSMUSP00000110703, ENSMUSP00000039114
OG0000055	ENSP00000414399, ENSP00000285930	ENSMUSP00000100045
OG0000056	ENSP00000078429	ENSMUSP00000043190
OG0000056	ENSP00000286548	ENSMUSP00000025541
OG0000056	ENSP00000365807	ENSMUSP00000025602
OG0000056	ENSP00000358867	ENSMUSP00000000001
OG0000056	ENSP00000391439, ENSP00000497773, ENSP00000497260, ENSP00000497051, ENSP00000497717, ENSP00000498091, ENSP00000497760, ENSP00000497765, ENSP00000497179, ENSP00000496800, ENSP00000496829, ENSP00000497754, ENSP00000497379, ENSP00000410572, ENSP00000497315, ENSP00000343027	ENSMUSP00000074259
OG0000056	ENSP00000266027, ENSP00000395736, ENSP00000406871, ENSP00000406369, ENSP00000312999	ENSMUSP00000142326, ENSMUSP00000057543
OG0000056	ENSP00000478892	ENSMUSP00000036087, ENSMUSP00000124639
OG0000056	ENSP00000262494	ENSMUSP00000148550
OG0000056	ENSP00000491223	ENSMUSP00000119220
OG0000056	ENSP00000232461, ENSP00000387555	ENSMUSP00000010205
OG0000056	ENSP00000381339	ENSMUSP00000030561
OG0000056	ENSP00000251337	ENSMUSP00000121533, ENSMUSP00000120425, ENSMUSP00000053818
OG0000057	ENSP00000319096	ENSMUSP00000038841
OG0000057	ENSP00000245304	ENSMUSP00000056433
OG0000057	ENSP00000340274, ENSP00000359911	ENSMUSP00000058391
OG0000057	ENSP00000396741, ENSP00000437415, ENSP00000440708, ENSP00000444060, ENSP00000440466, ENSP00000443851, ENSP00000401095	ENSMUSP00000142634
OG0000057	ENSP00000444830, ENSP00000399986, ENSP00000446318, ENSP00000441275, ENSP00000439966, ENSP00000250559, ENSP00000377085	ENSMUSP00000066238
OG0000057	ENSP00000358723, ENSP00000348786	ENSMUSP00000088174
OG0000057	ENSP00000256078	ENSMUSP00000107339
OG0000057	ENSP00000308495	ENSMUSP00000032399
OG0000057	ENSP00000309845, ENSP00000488757, ENSP00000482366, ENSP00000480686, ENSP00000407586, ENSP00000380723	ENSMUSP00000095570, ENSMUSP00000026572
OG0000057	ENSP00000358548	ENSMUSP00000142603, ENSMUSP00000143644, ENSMUSP00000029445, ENSMUSP00000142438, ENSMUSP00000143391
OG0000057	ENSP00000380722, ENSP00000434023, ENSP00000388246, ENSP00000488225, ENSP00000480317, ENSP00000488296	ENSMUSP00000138189, ENSMUSP00000143620, ENSMUSP00000147731, ENSMUSP00000132110
OG0000057	ENSP00000389682, ENSP00000289104, ENSP00000418356	ENSMUSP00000035045, ENSMUSP00000112407, ENSMUSP00000113275
OG0000057	ENSP00000435453, ENSP00000437547, ENSP00000256196	ENSMUSP00000147655
OG0000062	ENSP00000211287	ENSMUSP00000156387
OG0000062	ENSP00000215659	ENSMUSP00000086207
OG0000062	ENSP00000229795	ENSMUSP00000004990
OG0000062	ENSP00000419837	ENSMUSP00000110402, ENSMUSP00000110400
OG0000062	ENSP00000229794	ENSMUSP00000061958
OG0000062	ENSP00000308669	ENSMUSP00000116914, ENSMUSP00000110406, ENSMUSP00000156692
OG0000062	ENSP00000379113, ENSP00000333685	ENSMUSP00000086204
OG0000062	ENSP00000432742	ENSMUSP00000088880
OG0000062	ENSP00000381803, ENSP00000215832	ENSMUSP00000156154, ENSMUSP00000065983, ENSMUSP00000111396
OG0000062	ENSP00000440842, ENSP00000327293, ENSP00000378628	ENSMUSP00000146161
OG0000062	ENSP00000432479, ENSP00000433746, ENSP00000378625	ENSMUSP00000101969
OG0000062	ENSP00000378626	ENSMUSP00000146179
OG0000062	ENSP00000311005, ENSP00000378966, ENSP00000378968	ENSMUSP00000104354, ENSMUSP00000078087
OG0000062	ENSP00000483093, ENSP00000337691	ENSMUSP00000116084, ENSMUSP00000154893, ENSMUSP00000087098
OG0000063	ENSP00000373240, ENSP00000393047, ENSP00000407657	ENSMUSP00000142992
OG0000063	ENSP00000388394	ENSMUSP00000142378, ENSMUSP00000057197
OG0000063	ENSP00000364145, ENSP00000364131, ENSP00000480232, ENSP00000390285	ENSMUSP00000108333
OG0000063	ENSP00000444074	ENSMUSP00000079692
OG0000063	ENSP00000356047, ENSP00000356046	ENSMUSP00000140355, ENSMUSP00000129747, ENSMUSP00000133073, ENSMUSP00000140984, ENSMUSP00000140786, ENSMUSP00000140551, ENSMUSP00000066426, ENSMUSP00000127587, ENSMUSP00000140698, ENSMUSP00000140612
OG0000063	ENSP00000492001, ENSP00000487277, ENSP00000369111, ENSP00000353712, ENSP00000369105, ENSP00000369100	ENSMUSP00000110495, ENSMUSP00000050926, ENSMUSP00000097979, ENSMUSP00000110494, ENSMUSP00000028114, ENSMUSP00000110493, ENSMUSP00000126305, ENSMUSP00000129122, ENSMUSP00000142079, ENSMUSP00000137130
OG0000063	ENSP00000443319, ENSP00000369115	ENSMUSP00000142296
OG0000063	ENSP00000434628	ENSMUSP00000138893
OG0000064	ENSP00000322341, ENSP00000417196, ENSP00000348111	ENSMUSP00000024260
OG0000064	ENSP00000418925	ENSMUSP00000140629
OG0000064	ENSP00000383159, ENSP00000401198, ENSP00000383164, ENSP00000383163, ENSP00000383160, ENSP00000383168	ENSMUSP00000101051, ENSMUSP00000001148, ENSMUSP00000129465
OG0000064	ENSP00000383165	ENSMUSP00000090048
OG0000064	ENSP00000449070	ENSMUSP00000104466
OG0000064	ENSP00000352228	ENSMUSP00000155430
OG0000064	ENSP00000448762	ENSMUSP00000155431, ENSMUSP00000155038, ENSMUSP00000076294, ENSMUSP00000077509
OG0000064	ENSP00000448927	ENSMUSP00000155789
OG0000064	ENSP00000305556	ENSMUSP00000054863
OG0000064	ENSP00000448847, ENSP00000447068	ENSMUSP00000155440, ENSMUSP00000155016, ENSMUSP00000155569, ENSMUSP00000155548, ENSMUSP00000155730, ENSMUSP00000155825, ENSMUSP00000155631, ENSMUSP00000155096, ENSMUSP00000155051, ENSMUSP00000155784
OG0000064	ENSP00000448672	ENSMUSP00000155219, ENSMUSP00000155638
OG0000064	ENSP00000456412, ENSP00000447670	ENSMUSP00000155654
OG0000064	ENSP00000394116	ENSMUSP00000155072
OG0000065	ENSP00000370078, ENSP00000394754, ENSP00000293683, ENSP00000468507, ENSP00000341007	ENSMUSP00000037025, ENSMUSP00000111118, ENSMUSP00000003395
