Orthogroup	arabidopsis	mouse
OG0000103	AT3G08730.1	ENSMUSP00000042987, ENSMUSP00000024575, ENSMUSP00000121341, ENSMUSP00000126774, ENSMUSP00000134507, ENSMUSP00000119328, ENSMUSP00000003741, ENSMUSP00000101514, ENSMUSP00000033671, ENSMUSP00000108112, ENSMUSP00000154949, ENSMUSP00000068483, ENSMUSP00000155405, ENSMUSP00000080694, ENSMUSP00000109055, ENSMUSP00000155389, ENSMUSP00000155659, ENSMUSP00000094073, ENSMUSP00000155741, ENSMUSP00000121722
OG0000107	AT2G03670.1	ENSMUSP00000155270, ENSMUSP00000150838, ENSMUSP00000103747, ENSMUSP00000029277, ENSMUSP00000143349
OG0000107	AT3G01610.2	ENSMUSP00000027797
OG0000107	AT5G03340.1, AT3G09840.1, AT3G53230.1	ENSMUSP00000030164
OG0000107	AT1G03000.1	ENSMUSP00000002840
OG0000107	AT5G08470.1	ENSMUSP00000006061, ENSMUSP00000113304, ENSMUSP00000142620
OG0000108	AT5G53910.1, AT3G13228.1, AT1G18760.1, AT2G29840.1, AT1G18780.1, AT1G18770.1, AT1G21960.1, AT1G74620.1, AT1G50350.1	ENSMUSP00000143321, ENSMUSP00000029740, ENSMUSP00000039486
OG0000108	AT5G02750.1	ENSMUSP00000141880, ENSMUSP00000115187, ENSMUSP00000141228, ENSMUSP00000070370, ENSMUSP00000141725, ENSMUSP00000138327, ENSMUSP00000142055, ENSMUSP00000109729, ENSMUSP00000141781, ENSMUSP00000066128
OG0000109	AT1G79470.1, AT1G16350.1	ENSMUSP00000120825, ENSMUSP00000000260, ENSMUSP00000002397, ENSMUSP00000142117, ENSMUSP00000125235, ENSMUSP00000125488, ENSMUSP00000125077, ENSMUSP00000124269, ENSMUSP00000124931, ENSMUSP00000077289, ENSMUSP00000124541, ENSMUSP00000142305, ENSMUSP00000079888, ENSMUSP00000123981
OG0000110	AT2G35390.2, AT1G32380.1, AT2G44530.1	ENSMUSP00000101999, ENSMUSP00000126274, ENSMUSP00000004955, ENSMUSP00000133931, ENSMUSP00000026839, ENSMUSP00000133736, ENSMUSP00000033809
OG0000113	AT1G09140.1, AT1G02840.1, AT4G02430.4, AT3G49430.1	ENSMUSP00000128190, ENSMUSP00000141214, ENSMUSP00000142115, ENSMUSP00000114549, ENSMUSP00000121845, ENSMUSP00000031513, ENSMUSP00000147772, ENSMUSP00000105980, ENSMUSP00000105983, ENSMUSP00000105981, ENSMUSP00000131323, ENSMUSP00000105985, ENSMUSP00000138632, ENSMUSP00000061474, ENSMUSP00000119065, ENSMUSP00000142183, ENSMUSP00000141349, ENSMUSP00000133517, ENSMUSP00000141939, ENSMUSP00000142012, ENSMUSP00000120595, ENSMUSP00000138980, ENSMUSP00000103553
OG0000115	AT3G20890.1, AT5G66010.1	ENSMUSP00000136162, ENSMUSP00000136436, ENSMUSP00000070503, ENSMUSP00000104770, ENSMUSP00000074483, ENSMUSP00000108828, ENSMUSP00000108827, ENSMUSP00000108829, ENSMUSP00000050838, ENSMUSP00000076989, ENSMUSP00000137632, ENSMUSP00000045048, ENSMUSP00000130023, ENSMUSP00000126817, ENSMUSP00000136700, ENSMUSP00000123051, ENSMUSP00000077972
OG0000116	AT4G16340.1	ENSMUSP00000148834, ENSMUSP00000047881, ENSMUSP00000148328, ENSMUSP00000097872, ENSMUSP00000139567, ENSMUSP00000077099, ENSMUSP00000140085, ENSMUSP00000140719, ENSMUSP00000110921, ENSMUSP00000033419, ENSMUSP00000110919, ENSMUSP00000075233, ENSMUSP00000145604, ENSMUSP00000145749, ENSMUSP00000117797, ENSMUSP00000030286, ENSMUSP00000034728, ENSMUSP00000149156, ENSMUSP00000025831
OG0000117	AT4G30580.1	ENSMUSP00000133876
OG0000121	AT1G22300.1, AT1G34760.1, AT2G42590.3, AT1G26480.1, AT5G65430.3, AT5G10450.4, AT3G02520.1, AT5G16050.1, AT5G38480.1, AT1G78300.1, AT1G35160.2, AT4G09000.2	ENSMUSP00000070993, ENSMUSP00000050374, ENSMUSP00000019109, ENSMUSP00000143631, ENSMUSP00000051223, ENSMUSP00000105991, ENSMUSP00000022894, ENSMUSP00000105990, ENSMUSP00000018470, ENSMUSP00000123605, ENSMUSP00000100067
OG0000122	AT2G22950.1, AT4G37640.1, AT1G27770.1, AT3G57330.1, AT2G41560.1, AT3G22910.1, AT3G63380.1, AT3G21180.1, AT5G57110.1, AT4G29900.1	ENSMUSP00000098605, ENSMUSP00000086398, ENSMUSP00000098606, ENSMUSP00000145174, ENSMUSP00000138165, ENSMUSP00000085775, ENSMUSP00000033744, ENSMUSP00000110123, ENSMUSP00000020107, ENSMUSP00000107883, ENSMUSP00000047978, ENSMUSP00000116941, ENSMUSP00000133187, ENSMUSP00000119242
OG0000126	AT3G48000.1, AT1G23800.1, AT3G24503.1	ENSMUSP00000114304, ENSMUSP00000032175, ENSMUSP00000020497, ENSMUSP00000117076, ENSMUSP00000031411, ENSMUSP00000142906, ENSMUSP00000123545, ENSMUSP00000143034, ENSMUSP00000041260, ENSMUSP00000025656, ENSMUSP00000084918, ENSMUSP00000015278, ENSMUSP00000133370, ENSMUSP00000034723
OG0000126	AT1G74920.1, AT3G48170.1	ENSMUSP00000028004, ENSMUSP00000038878
OG0000127	AT1G32330.1, AT3G02990.1, AT5G16820.1, AT4G17750.1, AT2G26150.1, AT3G51910.1, AT3G63350.1, AT3G22830.1, AT5G43840.1, AT5G03720.1, AT1G67970.1, AT5G45710.1, AT4G18880.1, AT4G13980.1, AT3G24520.1, AT5G54070.1, AT5G62020.1, AT4G36990.1, AT1G46264.1, AT4G11660.1, AT2G41690.1	ENSMUSP00000134206, ENSMUSP00000134477, ENSMUSP00000133532, ENSMUSP00000154356, ENSMUSP00000154346, ENSMUSP00000154638, ENSMUSP00000154386, ENSMUSP00000154602, ENSMUSP00000072617, ENSMUSP00000155104, ENSMUSP00000154328, ENSMUSP00000151957, ENSMUSP00000152013, ENSMUSP00000154799
OG0000128	AT3G60250.1, AT2G44680.1, AT5G47080.1, AT4G17640.1	ENSMUSP00000025246, ENSMUSP00000133684, ENSMUSP00000134218, ENSMUSP00000134523, ENSMUSP00000133425, ENSMUSP00000134673, ENSMUSP00000134413
OG0000129	AT5G10630.4	ENSMUSP00000020153, ENSMUSP00000151689
OG0000129	AT1G18070.3	ENSMUSP00000130583, ENSMUSP00000078940, ENSMUSP00000109523, ENSMUSP00000139286
OG0000129	AT1G07920.1, AT1G07930.1, AT5G60390.1, AT1G07940.1	ENSMUSP00000042457, ENSMUSP00000116821, ENSMUSP00000120438, ENSMUSP00000054556
OG0000130	AT3G52720.1, AT1G08080.1, AT2G28210.1, AT5G56330.1, AT1G08065.1, AT4G21000.1, AT4G20990.1, AT5G04180.1	ENSMUSP00000125112, ENSMUSP00000125404, ENSMUSP00000052136, ENSMUSP00000060457, ENSMUSP00000033739, ENSMUSP00000029071, ENSMUSP00000141876, ENSMUSP00000029078, ENSMUSP00000029076, ENSMUSP00000137926, ENSMUSP00000091925, ENSMUSP00000120495, ENSMUSP00000063511
OG0000131	AT1G47210.2, AT1G47230.2, AT5G43080.1, AT1G47220.1, AT1G15570.1, AT1G80370.1, AT5G11300.1, AT5G25380.4, AT1G77390.1, AT1G44110.1	ENSMUSP00000142946, ENSMUSP00000142706, ENSMUSP00000029368, ENSMUSP00000143447, ENSMUSP00000142692, ENSMUSP00000071989, ENSMUSP00000133962, ENSMUSP00000088841, ENSMUSP00000034742
OG0000131	AT4G37490.1, AT3G11520.1, AT5G06150.1, AT2G26760.1, AT1G16330.1, AT2G01310.1	ENSMUSP00000143275, ENSMUSP00000143555, ENSMUSP00000052272, ENSMUSP00000111418, ENSMUSP00000155375, ENSMUSP00000155316
OG0000132	AT3G52660.1, AT5G28390.1, AT4G00830.1	ENSMUSP00000153542, ENSMUSP00000075235, ENSMUSP00000153397, ENSMUSP00000153465, ENSMUSP00000138399, ENSMUSP00000101476, ENSMUSP00000081239, ENSMUSP00000138263, ENSMUSP00000133649, ENSMUSP00000134722, ENSMUSP00000134071, ENSMUSP00000063744, ENSMUSP00000134506, ENSMUSP00000133716, ENSMUSP00000134342
OG0000135	AT3G21650.1, AT4G15415.1, AT1G13460.1, AT3G26030.1, AT3G54930.1, AT5G03470.1, AT3G09880.1, AT5G25510.1	ENSMUSP00000152282, ENSMUSP00000082053, ENSMUSP00000152865, ENSMUSP00000105458, ENSMUSP00000002839, ENSMUSP00000156500, ENSMUSP00000144268, ENSMUSP00000025695, ENSMUSP00000070726, ENSMUSP00000021447, ENSMUSP00000151427
OG0000137	AT4G11240.1, AT1G64040.1, AT5G27840.4, AT3G05580.1, AT5G59160.1, AT3G46820.1, AT2G29400.1, AT2G39840.1, AT5G43380.1	ENSMUSP00000143146, ENSMUSP00000083474, ENSMUSP00000099587, ENSMUSP00000143509, ENSMUSP00000142415, ENSMUSP00000039109, ENSMUSP00000137997, ENSMUSP00000144047, ENSMUSP00000015100
OG0000138	AT5G57320.1, AT4G30160.2, AT2G29890.3, AT2G41740.1, AT3G57410.1	ENSMUSP00000144217, ENSMUSP00000118120, ENSMUSP00000144470, ENSMUSP00000144296, ENSMUSP00000028239, ENSMUSP00000144561, ENSMUSP00000002640, ENSMUSP00000077573, ENSMUSP00000109706, ENSMUSP00000063389, ENSMUSP00000109705, ENSMUSP00000116546, ENSMUSP00000116262, ENSMUSP00000061731, ENSMUSP00000074294, ENSMUSP00000123393, ENSMUSP00000027366, ENSMUSP00000123405, ENSMUSP00000026500, ENSMUSP00000123786
OG0000141	AT5G49890.1, AT5G33280.1, AT5G40890.1, AT3G27170.1, AT5G26240.1	ENSMUSP00000101336, ENSMUSP00000121751, ENSMUSP00000124194, ENSMUSP00000035964, ENSMUSP00000124527
OG0000142	AT4G29210.1, AT4G39650.1, AT4G39640.1, AT1G69820.1	ENSMUSP00000072074, ENSMUSP00000123017, ENSMUSP00000115118, ENSMUSP00000115115, ENSMUSP00000118852, ENSMUSP00000117851, ENSMUSP00000122616, ENSMUSP00000121774, ENSMUSP00000118825, ENSMUSP00000121312, ENSMUSP00000006508
OG0000143	AT4G34460.1	ENSMUSP00000149938, ENSMUSP00000076155, ENSMUSP00000150492, ENSMUSP00000119725, ENSMUSP00000121942, ENSMUSP00000135492, ENSMUSP00000024206, ENSMUSP00000030940, ENSMUSP00000101241, ENSMUSP00000130123, ENSMUSP00000135091, ENSMUSP00000121127, ENSMUSP00000103869, ENSMUSP00000128038, ENSMUSP00000106652, ENSMUSP00000106649, ENSMUSP00000126823, ENSMUSP00000132908, ENSMUSP00000106656, ENSMUSP00000031726, ENSMUSP00000129353
OG0000149	AT1G09020.1	ENSMUSP00000109302, ENSMUSP00000125344, ENSMUSP00000080342, ENSMUSP00000125242, ENSMUSP00000139909, ENSMUSP00000132499, ENSMUSP00000155433, ENSMUSP00000155591, ENSMUSP00000114978, ENSMUSP00000110626, ENSMUSP00000030784, ENSMUSP00000075651, ENSMUSP00000115760
OG0000150	AT5G45970.1, AT1G75840.1, AT1G20090.1, AT4G35020.1, AT2G17800.1, AT4G35950.1, AT3G51300.1, AT3G48040.1, AT5G62880.1, AT4G28950.1, AT2G44690.1	ENSMUSP00000102536, ENSMUSP00000095832, ENSMUSP00000119523, ENSMUSP00000018156, ENSMUSP00000098058, ENSMUSP00000079380, ENSMUSP00000036384, ENSMUSP00000116780, ENSMUSP00000024956, ENSMUSP00000038915, ENSMUSP00000030417, ENSMUSP00000054634
OG0000151	AT4G09150.2, AT1G22930.1	ENSMUSP00000156820, ENSMUSP00000156460, ENSMUSP00000110485, ENSMUSP00000046002, ENSMUSP00000116959, ENSMUSP00000038590, ENSMUSP00000156874, ENSMUSP00000156512, ENSMUSP00000077676, ENSMUSP00000106747, ENSMUSP00000028597, ENSMUSP00000020223, ENSMUSP00000156714
OG0000152	AT3G27440.1, AT4G26510.1, AT1G55810.4, AT5G40870.1, AT3G27190.1	ENSMUSP00000085175
OG0000153	AT2G15790.1	ENSMUSP00000029382
OG0000153	AT3G63400.1, AT4G34870.1, AT4G38740.1, AT2G21130.1, AT2G16600.1, AT3G56070.1	ENSMUSP00000114570, ENSMUSP00000138168, ENSMUSP00000035112
OG0000153	AT5G58710.1, AT2G29960.1, AT3G55920.1, AT4G34960.1, AT5G13120.1, AT3G62030.2	ENSMUSP00000034947, ENSMUSP00000025419
OG0000154	AT4G19800.1, AT4G19770.1, AT4G19810.1, AT4G19820.1, AT4G19750.1, AT4G19760.1, AT4G19730.1, AT4G19720.1, AT4G19740.1	ENSMUSP00000121823, ENSMUSP00000121471, ENSMUSP00000118289, ENSMUSP00000080717, ENSMUSP00000117117, ENSMUSP00000119205, ENSMUSP00000132424, ENSMUSP00000000573, ENSMUSP00000142477, ENSMUSP00000065043, ENSMUSP00000080851, ENSMUSP00000053923, ENSMUSP00000029510, ENSMUSP00000078134, ENSMUSP00000121967, ENSMUSP00000124331, ENSMUSP00000083666, ENSMUSP00000123979
OG0000156	AT5G13250.1, AT1G28080.2, AT1G35183.2, AT1G06770.1, AT2G30580.1, AT3G23060.1	ENSMUSP00000135882, ENSMUSP00000135268, ENSMUSP00000135291, ENSMUSP00000135664, ENSMUSP00000090277, ENSMUSP00000130614, ENSMUSP00000118273, ENSMUSP00000121876, ENSMUSP00000119331, ENSMUSP00000118730, ENSMUSP00000137517, ENSMUSP00000126967, ENSMUSP00000099437, ENSMUSP00000018681, ENSMUSP00000028071, ENSMUSP00000110300, ENSMUSP00000026032, ENSMUSP00000153342, ENSMUSP00000058730, ENSMUSP00000153206, ENSMUSP00000153211, ENSMUSP00000071245, ENSMUSP00000153464, ENSMUSP00000153681, ENSMUSP00000153066, ENSMUSP00000041790, ENSMUSP00000108216
OG0000157	AT1G11910.2, AT1G62290.1, AT4G04460.1	ENSMUSP00000024782, ENSMUSP00000029504, ENSMUSP00000025647, ENSMUSP00000108030, ENSMUSP00000073072, ENSMUSP00000002274, ENSMUSP00000121203, ENSMUSP00000063904
OG0000158	AT3G24170.1, AT3G54660.1	ENSMUSP00000020484, ENSMUSP00000151825, ENSMUSP00000152046, ENSMUSP00000151629, ENSMUSP00000000828, ENSMUSP00000098730, ENSMUSP00000146164, ENSMUSP00000146311, ENSMUSP00000141692, ENSMUSP00000111268, ENSMUSP00000139097, ENSMUSP00000111269, ENSMUSP00000146324, ENSMUSP00000146030, ENSMUSP00000139206, ENSMUSP00000136402, ENSMUSP00000146143, ENSMUSP00000145922, ENSMUSP00000136373, ENSMUSP00000141846, ENSMUSP00000033992
OG0000170	AT2G02040.1, AT1G62200.3, AT2G02020.1, AT5G19640.1, AT1G32450.1, AT4G21680.1, AT5G01180.1, AT3G54140.1, AT1G22540.1, AT5G14940.1, AT3G01350.1, AT1G72130.1, AT1G72140.1, AT1G22570.1, AT1G22550.1, AT1G72120.1, AT1G72125.1, AT3G54450.1, AT2G37900.1, AT3G53960.1, AT5G46040.1, AT5G46050.1, AT2G40460.1, AT5G13400.1, AT3G25280.1, AT3G25260.1, AT5G62730.1, AT1G69850.1, AT1G27040.1, AT1G33440.1, AT1G59740.1, AT3G21670.1, AT2G26690.1, AT1G12110.1, AT1G68570.1, AT2G38100.3, AT3G45660.2, AT3G45690.1, AT3G45680.1, AT3G45700.1, AT3G45710.1, AT3G45720.1, AT3G45650.2, AT5G11570.1, AT1G52190.1, AT3G16180.1, AT1G27080.1, AT1G69870.1, AT1G69860.1, AT5G28470.2, AT1G18880.1, AT5G62680.1, AT3G47960.1	ENSMUSP00000031367
OG0000171	AT5G43940.2, AT1G77120.1, AT5G24760.1, AT1G64710.1, AT1G32780.1, AT1G22430.1, AT4G22110.1, AT1G22440.1, AT5G42250.1	ENSMUSP00000013458, ENSMUSP00000124163, ENSMUSP00000148627, ENSMUSP00000148703, ENSMUSP00000013455, ENSMUSP00000101854, ENSMUSP00000004232, ENSMUSP00000087633, ENSMUSP00000005964
OG0000172	AT2G20190.1	ENSMUSP00000140778, ENSMUSP00000144818, ENSMUSP00000141105, ENSMUSP00000042266, ENSMUSP00000140019, ENSMUSP00000137137, ENSMUSP00000140860, ENSMUSP00000128089, ENSMUSP00000139526, ENSMUSP00000140167, ENSMUSP00000140665, ENSMUSP00000140593, ENSMUSP00000067858, ENSMUSP00000140095, ENSMUSP00000139619, ENSMUSP00000141582, ENSMUSP00000142203, ENSMUSP00000107469, ENSMUSP00000130201, ENSMUSP00000128460, ENSMUSP00000149670, ENSMUSP00000145100, ENSMUSP00000149685, ENSMUSP00000150741, ENSMUSP00000150145
OG0000173	AT3G17609.2, AT5G11260.2	ENSMUSP00000133632, ENSMUSP00000107648, ENSMUSP00000107647, ENSMUSP00000114828, ENSMUSP00000088311, ENSMUSP00000107641, ENSMUSP00000107638, ENSMUSP00000097588, ENSMUSP00000058521, ENSMUSP00000118560, ENSMUSP00000118719, ENSMUSP00000118357, ENSMUSP00000139054, ENSMUSP00000139181, ENSMUSP00000139308, ENSMUSP00000104456, ENSMUSP00000130130, ENSMUSP00000138975, ENSMUSP00000139243, ENSMUSP00000144851, ENSMUSP00000144979, ENSMUSP00000038532, ENSMUSP00000139367
OG0000181	AT1G71440.1	ENSMUSP00000047880, ENSMUSP00000125613
OG0000182	AT5G05070.1, AT3G56920.1, AT2G40990.1, AT3G56930.1, AT3G26935.1, AT5G41060.1, AT3G48760.1, AT5G50020.2, AT4G24630.1	ENSMUSP00000048198, ENSMUSP00000086325, ENSMUSP00000044734, ENSMUSP00000081260, ENSMUSP00000086589
OG0000185	AT1G10680.1, AT4G25960.1, AT1G28010.1, AT1G27940.1, AT3G28860.1, AT2G36910.1, AT3G55320.1, AT2G39480.1, AT3G28415.2, AT3G28390.1, AT3G28360.1, AT3G28380.1, AT3G28345.1, AT3G62150.1, AT2G47000.1, AT1G02520.1, AT1G02530.1, AT4G01830.1, AT4G01820.1, AT5G46540.1, AT4G18050.2	ENSMUSP00000003717, ENSMUSP00000009058, ENSMUSP00000041204, ENSMUSP00000046177, ENSMUSP00000137017, ENSMUSP00000099770, ENSMUSP00000099771
OG0000187	AT1G07990.1, AT2G28360.1, AT3G45190.1, AT1G30470.1	ENSMUSP00000153236, ENSMUSP00000153575, ENSMUSP00000152970, ENSMUSP00000109630, ENSMUSP00000131084, ENSMUSP00000025846, ENSMUSP00000146109, ENSMUSP00000066736, ENSMUSP00000145575, ENSMUSP00000146290, ENSMUSP00000154297, ENSMUSP00000154087, ENSMUSP00000086167
OG0000188	AT1G08620.3, AT4G20400.1, AT1G30810.1, AT2G34880.1, AT5G46910.1	ENSMUSP00000123364
OG0000188	AT1G63490.4	ENSMUSP00000038138, ENSMUSP00000107817, ENSMUSP00000080814, ENSMUSP00000108207, ENSMUSP00000108203, ENSMUSP00000061095, ENSMUSP00000140663, ENSMUSP00000140462, ENSMUSP00000139636, ENSMUSP00000145375, ENSMUSP00000144720, ENSMUSP00000145021, ENSMUSP00000005108
OG0000189	AT1G09100.1, AT3G05530.1	ENSMUSP00000107068, ENSMUSP00000121688, ENSMUSP00000139782, ENSMUSP00000002171, ENSMUSP00000071054
OG0000189	AT5G43010.1, AT1G45000.1	ENSMUSP00000022380
OG0000189	AT2G20140.1, AT4G29040.1	ENSMUSP00000021595
OG0000189	AT5G58290.1	ENSMUSP00000032824, ENSMUSP00000147018
OG0000191	AT2G31020.1, AT4G08180.1, AT1G13170.2, AT4G12460.7, AT4G22540.1, AT2G31030.1	ENSMUSP00000077123, ENSMUSP00000139363
OG0000192	AT2G04940.1	ENSMUSP00000119104, ENSMUSP00000117673, ENSMUSP00000139479, ENSMUSP00000091318, ENSMUSP00000136481, ENSMUSP00000034932, ENSMUSP00000108667, ENSMUSP00000136181, ENSMUSP00000019605, ENSMUSP00000104273, ENSMUSP00000104272, ENSMUSP00000139734, ENSMUSP00000096077, ENSMUSP00000140686
OG0000193	AT2G16740.1, AT5G53300.1, AT4G27960.2, AT5G41700.4, AT3G08690.1, AT5G56150.1, AT5G25760.1	ENSMUSP00000059077, ENSMUSP00000060423, ENSMUSP00000020085, ENSMUSP00000101898, ENSMUSP00000143301, ENSMUSP00000130096, ENSMUSP00000143608, ENSMUSP00000143065, ENSMUSP00000142974, ENSMUSP00000142612, ENSMUSP00000143606, ENSMUSP00000132446, ENSMUSP00000131206, ENSMUSP00000072387
OG0000199	AT1G12550.1, AT5G28310.1, AT2G45630.2, AT1G01510.1	ENSMUSP00000144251, ENSMUSP00000033269, ENSMUSP00000127448, ENSMUSP00000130294, ENSMUSP00000132892, ENSMUSP00000144303, ENSMUSP00000144672, ENSMUSP00000127701, ENSMUSP00000143877, ENSMUSP00000144024, ENSMUSP00000144554, ENSMUSP00000078682
OG0000201	AT1G11250.1, AT1G61290.1, AT4G03330.1, AT3G11820.1, AT3G52400.1, AT5G08080.3, AT3G03800.1, AT2G18260.1, AT1G08560.1	ENSMUSP00000055901, ENSMUSP00000112927, ENSMUSP00000033075, ENSMUSP00000118220, ENSMUSP00000031378, ENSMUSP00000098247, ENSMUSP00000147398, ENSMUSP00000074776, ENSMUSP00000147461, ENSMUSP00000069529, ENSMUSP00000101874, ENSMUSP00000145698, ENSMUSP00000144082, ENSMUSP00000117144, ENSMUSP00000005509, ENSMUSP00000142681
OG0000202	AT3G61760.1, AT5G42080.1, AT2G44590.3, AT3G60190.1, AT1G14830.1, AT5G28410.1	ENSMUSP00000064538, ENSMUSP00000083241, ENSMUSP00000128961, ENSMUSP00000111063, ENSMUSP00000134696, ENSMUSP00000088616, ENSMUSP00000133564, ENSMUSP00000072199, ENSMUSP00000134243, ENSMUSP00000144145, ENSMUSP00000144264, ENSMUSP00000077461, ENSMUSP00000143955, ENSMUSP00000108992, ENSMUSP00000088618, ENSMUSP00000122679, ENSMUSP00000108979, ENSMUSP00000108977
OG0000203	AT3G59290.1, AT2G43160.1, AT5G11710.1	ENSMUSP00000096445, ENSMUSP00000043340, ENSMUSP00000146638, ENSMUSP00000117389, ENSMUSP00000136553, ENSMUSP00000001063, ENSMUSP00000104353, ENSMUSP00000104351, ENSMUSP00000104352, ENSMUSP00000136950, ENSMUSP00000116571, ENSMUSP00000121390
OG0000204	AT3G20250.2, AT4G25880.4	ENSMUSP00000129243, ENSMUSP00000106752, ENSMUSP00000128292, ENSMUSP00000131074, ENSMUSP00000132122, ENSMUSP00000137020, ENSMUSP00000020915, ENSMUSP00000131914, ENSMUSP00000126876, ENSMUSP00000106751, ENSMUSP00000126616, ENSMUSP00000143942, ENSMUSP00000101612, ENSMUSP00000144101, ENSMUSP00000101613, ENSMUSP00000143996, ENSMUSP00000030315, ENSMUSP00000095474, ENSMUSP00000144158, ENSMUSP00000144210, ENSMUSP00000095476
OG0000205	AT5G39850.1, AT5G15200.1	ENSMUSP00000104265, ENSMUSP00000006496, ENSMUSP00000120736, ENSMUSP00000114894, ENSMUSP00000116623, ENSMUSP00000104263
OG0000211	AT1G04690.1	ENSMUSP00000018614, ENSMUSP00000124156, ENSMUSP00000030768, ENSMUSP00000125270, ENSMUSP00000125058, ENSMUSP00000101273, ENSMUSP00000124588, ENSMUSP00000047480
OG0000214	AT1G75780.1, AT1G20010.1, AT2G29550.1, AT5G23860.1, AT5G62700.1, AT5G62690.1, AT5G12250.1, AT4G20890.1, AT5G44340.1	ENSMUSP00000001513, ENSMUSP00000016399, ENSMUSP00000071134, ENSMUSP00000075178, ENSMUSP00000060246, ENSMUSP00000042342, ENSMUSP00000071135, ENSMUSP00000001566
OG0000215	AT5G18900.1, AT3G06300.1, AT3G28480.2, AT3G28490.1, AT4G25600.1, AT1G20270.1, AT5G66060.1, AT4G35810.1, AT2G17720.1, AT4G35820.1, AT2G43080.1, AT2G23096.1, AT4G33910.1	ENSMUSP00000101106, ENSMUSP00000090170, ENSMUSP00000009789, ENSMUSP00000133275, ENSMUSP00000091749, ENSMUSP00000019050, ENSMUSP00000055297, ENSMUSP00000119159
OG0000216	AT1G43190.1	ENSMUSP00000143510, ENSMUSP00000029780, ENSMUSP00000127783, ENSMUSP00000093109, ENSMUSP00000126192, ENSMUSP00000134290, ENSMUSP00000122840, ENSMUSP00000134102, ENSMUSP00000030076, ENSMUSP00000099947, ENSMUSP00000133612
OG0000217	AT4G34240.1, AT1G44170.1, AT4G36250.1	ENSMUSP00000104355, ENSMUSP00000073764, ENSMUSP00000067767, ENSMUSP00000019246, ENSMUSP00000104356, ENSMUSP00000136334, ENSMUSP00000115356, ENSMUSP00000056276, ENSMUSP00000140893, ENSMUSP00000118613
OG0000218	AT5G16150.1	ENSMUSP00000030826, ENSMUSP00000059106, ENSMUSP00000032476, ENSMUSP00000030398, ENSMUSP00000018710, ENSMUSP00000136726, ENSMUSP00000136806, ENSMUSP00000029240
OG0000226	AT3G51030.1, AT5G42980.1, AT1G45145.1, AT1G19730.1, AT1G11530.1, AT1G59730.1, AT1G69880.1, AT5G39950.1	ENSMUSP00000030051
OG0000228	AT4G14300.1, AT2G33410.1, AT5G47620.4	ENSMUSP00000087453
OG0000228	AT3G13224.2, AT1G17640.1	ENSMUSP00000121005, ENSMUSP00000084114, ENSMUSP00000118555, ENSMUSP00000019128, ENSMUSP00000108561, ENSMUSP00000072533, ENSMUSP00000131785, ENSMUSP00000127833, ENSMUSP00000131262, ENSMUSP00000132735, ENSMUSP00000125984, ENSMUSP00000098807, ENSMUSP00000104731, ENSMUSP00000074238
OG0000230	AT5G39040.1	ENSMUSP00000072826, ENSMUSP00000110729, ENSMUSP00000075011
OG0000230	AT5G03910.1	ENSMUSP00000143023, ENSMUSP00000142425
OG0000230	AT5G58270.1, AT4G28630.1, AT4G28620.1	ENSMUSP00000033695
OG0000238	AT2G26140.1, AT5G53170.1	ENSMUSP00000028117
OG0000238	AT1G07510.1, AT2G29080.1	ENSMUSP00000095924, ENSMUSP00000001520, ENSMUSP00000025408
OG0000239	AT3G19980.1, AT1G50370.1	ENSMUSP00000145157, ENSMUSP00000028087
OG0000239	AT5G55260.2, AT4G26720.1	ENSMUSP00000146088, ENSMUSP00000032936, ENSMUSP00000146013, ENSMUSP00000146202, ENSMUSP00000146245
OG0000239	AT1G59830.1, AT1G10430.1, AT1G69960.1	ENSMUSP00000009774, ENSMUSP00000020608
OG0000241	AT1G51660.1, AT3G21220.1, AT3G06230.1, AT1G73500.1, AT1G18350.1, AT1G32320.1, AT5G40440.1, AT4G26070.2, AT4G29810.2, AT5G56580.1	ENSMUSP00000151546, ENSMUSP00000034920, ENSMUSP00000019076, ENSMUSP00000097831, ENSMUSP00000020949, ENSMUSP00000121111, ENSMUSP00000117567, ENSMUSP00000137918, ENSMUSP00000100968, ENSMUSP00000151784, ENSMUSP00000005066
OG0000242	AT4G32660.1, AT3G53570.1, AT4G24740.1	ENSMUSP00000034868, ENSMUSP00000104741, ENSMUSP00000104739, ENSMUSP00000090820, ENSMUSP00000113390, ENSMUSP00000122634, ENSMUSP00000115761, ENSMUSP00000113861, ENSMUSP00000088445, ENSMUSP00000067341, ENSMUSP00000150048, ENSMUSP00000149250
OG0000242	AT1G36627.1	ENSMUSP00000122202
OG0000243	AT1G69220.1	ENSMUSP00000099885, ENSMUSP00000018476, ENSMUSP00000064225, ENSMUSP00000154154, ENSMUSP00000018353
OG0000243	AT3G15220.1, AT1G53165.3	ENSMUSP00000117765, ENSMUSP00000110537, ENSMUSP00000033444, ENSMUSP00000078746, ENSMUSP00000027498
OG0000245	AT2G19480.1, AT5G56950.1, AT4G26110.1, AT3G13782.1	ENSMUSP00000112677, ENSMUSP00000072510, ENSMUSP00000147130, ENSMUSP00000146474, ENSMUSP00000147149, ENSMUSP00000151700, ENSMUSP00000151750, ENSMUSP00000070068, ENSMUSP00000151972, ENSMUSP00000151507
