Orthogroup	arabidopsis	yeast
OG0003741	AT1G14310.1, AT2G41250.1, AT5G44730.1	YMR130W_mRNA
OG0003743	AT1G14850.1	YER105C_mRNA, YBL079W_mRNA
OG0003744	AT2G45200.2, AT1G15880.1	YHL031C_mRNA
OG0003745	AT1G16570.2	YBR110W_mRNA
OG0003748	AT1G16900.1	YNL219C_mRNA
OG0003750	AT1G17160.1	YCR036W_mRNA
OG0003751	AT1G19750.1, AT1G27840.3	YDR030C_mRNA
OG0003752	AT1G20110.1	YDR313C_mRNA
OG0003753	AT1G20575.1	YPR183W_mRNA
OG0003755	AT1G23410.1, AT2G47110.1, AT3G62250.1	YLR167W_mRNA
OG0003758	AT1G29850.3	YMR074C_mRNA
OG0003759	AT2G34590.1, AT1G30120.1, AT5G50850.1	YBR221C_mRNA
OG0003762	AT1G32130.1, AT4G19000.1	YPR133C_mRNA
OG0003763	AT1G33360.1, AT5G53350.1, AT5G49840.1	YBR227C_mRNA
OG0003765	AT5G19690.1	YGL022W_mRNA
OG0003766	AT3G23600.1, AT3G23570.1	YAL049C_mRNA
OG0003773	AT1G80230.1, AT3G15640.1, AT1G52710.1	YGL187C_mRNA
OG0003777	AT4G25900.1, AT5G57330.1, AT3G61610.1, AT4G23730.3, AT5G14500.2, AT3G01590.1, AT1G55370.2	YMR099C_mRNA
OG0003778	AT4G32180.1, AT1G60440.1	YDR531W_mRNA
OG0003780	AT5G38650.1, AT5G38660.2, AT1G67250.1, AT1G62920.1	YBR173C_mRNA
OG0003782	AT1G66740.1, AT5G38110.1	YJL115W_mRNA
OG0003785	AT2G38960.3, AT1G72280.1	YML130C_mRNA
OG0003786	AT3G43840.1, AT1G72590.1, AT2G16530.3	YIL049W_mRNA
OG0003789	AT1G74250.1	YNL227C_mRNA
OG0003790	AT1G76490.1, AT2G17370.1	YLR450W_mRNA, YML075C_mRNA
OG0003791	AT1G77140.1	YGL095C_mRNA
OG0003793	AT1G78630.1, AT3G01790.1	YOR150W_mRNA
OG0003794	AT1G78770.1	YKL022C_mRNA
OG0003795	AT1G79440.1	YBR006W_mRNA
OG0003797	AT3G18060.1, AT2G01330.1	YMR092C_mRNA
OG0003798	AT2G04620.1	YDR205W_mRNA
OG0003801	AT2G05830.1	YPR118W_mRNA
OG0003802	AT3G46210.1, AT2G07110.1	YGR095C_mRNA
OG0003805	AT2G15240.1	YKR030W_mRNA
OG0003806	AT3G44150.1, AT3G11800.1, AT2G15910.1, AT3G48630.1	YBL071W-A_mRNA
OG0003807	AT2G16570.1, AT4G34740.1, AT4G38880.1	YMR300C_mRNA
OG0003809	AT2G18900.1, AT3G26480.1	YPL126W_mRNA
OG0003810	AT4G29350.1, AT2G19760.1, AT5G56600.1, AT4G29340.1, AT2G19770.1	YOR122C_mRNA
OG0003811	AT2G20510.2, AT2G36070.1	YIL022W_mRNA
OG0003813	AT5G08415.1, AT2G20860.1	YOR196C_mRNA
OG0003815	AT3G15390.1	YPL199C_mRNA
OG0003816	AT5G43850.1, AT2G26400.2, AT4G14716.1, AT4G14710.5	YMR009W_mRNA
OG0003817	AT2G27490.1	YDR196C_mRNA
OG0003819	AT2G30050.1, AT3G01340.1	YLR208W_mRNA
OG0003820	AT2G30710.1	YOR070C_mRNA
OG0003825	AT3G20440.2, AT2G36390.1, AT5G03650.1	YEL011W_mRNA
OG0003826	AT2G36480.1	YDR228C_mRNA
OG0003827	AT2G38130.1	YPR051W_mRNA
OG0003829	AT2G41220.1, AT5G04140.2, AT5G53460.1	YDL171C_mRNA
OG0003831	AT2G44175.1	YLR195C_mRNA
OG0003832	AT2G47210.1	YGR002C_mRNA
OG0003833	AT3G62840.1, AT2G47640.1	YLR275W_mRNA
OG0003836	AT3G02580.1, AT3G02590.1	YLR056W_mRNA
OG0003838	AT5G17020.1, AT3G03110.1	YGR218W_mRNA
OG0003839	AT3G03490.1, AT5G17550.1	YDL065C_mRNA
OG0003840	AT3G06540.1	YOR370C_mRNA
OG0003841	AT3G07270.1	YGR267C_mRNA
OG0003842	AT5G01290.1, AT3G09100.2, AT5G28210.1	YBR204C_mRNA, YGL130W_mRNA
OG0003843	AT3G10220.1	YNL148C_mRNA
OG0003845	AT5G06600.1, AT3G11910.1	YMR304W_mRNA
OG0003847	AT5G45990.2, AT3G51110.1, AT3G13210.1, AT5G41770.1	YLR117C_mRNA
OG0003848	AT3G13440.1	YDR140W_mRNA
OG0003849	AT4G19210.1, AT3G13640.1, AT4G30300.1	YDR091C_mRNA
OG0003850	AT3G14120.1	YDL116W_mRNA
OG0003852	AT3G18860.1	YKL213C_mRNA
OG0003853	AT3G25900.1, AT3G63250.1, AT3G22740.1	YMR321C_mRNA, YLL062C_mRNA, YPL273W_mRNA
OG0003856	AT3G49180.1	YNL182C_mRNA
OG0003861	AT3G58170.1, AT4G14455.1	YIL004C_mRNA
OG0003862	AT3G59630.1	YKL191W_mRNA
OG0003864	AT3G62940.2	YHL013C_mRNA
OG0003865	AT5G08600.2, AT4G02400.1, AT5G36980.1	YML093W_mRNA
OG0003866	AT4G02730.1	YBR175W_mRNA
OG0003867	AT4G04950.1, AT4G32580.1	YDR098C_mRNA, YER174C_mRNA
OG0003869	AT4G18900.1, AT4G18905.2, AT4G35370.1	YLR196W_mRNA
OG0003871	AT4G21800.1	YJR072C_mRNA
OG0003872	AT4G22720.1	YKR038C_mRNA
OG0003875	AT4G27640.1	YER110C_mRNA
OG0003877	AT4G30490.1, AT4G28070.2	YEL052W_mRNA
OG0003881	AT5G01340.1	YJR095W_mRNA, YBR291C_mRNA
OG0003882	AT5G07660.1, AT5G61460.1	YLR383W_mRNA
OG0003883	ATCG00480.1, AT5G08690.1, AT5G08670.1, AT5G08680.1	YJR121W_mRNA
OG0003886	AT5G14520.1	YGR103W_mRNA
OG0003887	AT5G14850.1	YGL142C_mRNA
OG0003888	AT5G16280.1	YDR108W_mRNA
OG0003889	AT5G16630.1	YER162C_mRNA
OG0003891	AT5G24840.1	YDL201W_mRNA
OG0003892	AT5G59240.1, AT5G20290.1	YER102W_mRNA, YBL072C_mRNA
OG0003894	AT5G26680.1	YKL113C_mRNA
OG0003895	AT5G26760.2	YDR066C_mRNA, YER139C_mRNA
OG0003896	AT5G27470.1	YDR023W_mRNA
OG0003898	AT5G40670.1	YCR075C_mRNA
OG0003899	AT5G41880.1	YIR008C_mRNA
OG0003901	AT5G47030.1	YDL004W_mRNA
OG0003903	AT5G49930.1	YPL009C_mRNA
OG0003904	AT5G50310.1	YPL263C_mRNA
OG0003905	AT5G50320.1	YPL086C_mRNA
OG0003908	AT5G59440.3	YJR057W_mRNA
OG0003909	AT5G62600.1	YOR160W_mRNA
OG0003911	ATCG00900.1, ATCG01240.1	YJR113C_mRNA
OG0004237	AT5G66360.2, AT2G47420.1	YPL266W_mRNA
OG0004239	AT1G03110.1	YDR165W_mRNA
OG0004245	AT1G04510.1, AT2G33340.1	YLL036C_mRNA
OG0004247	AT1G04810.1, AT2G32730.1	YIL075C_mRNA
OG0004252	AT1G07025.1, AT2G30160.1, AT1G07030.1	YJL133W_mRNA, YKR052C_mRNA
OG0004254	AT5G04210.1, AT5G07060.1, AT2G29580.1, AT1G07360.1	YBR065C_mRNA
OG0004255	AT2G29570.1, AT1G07370.1	YBR088C_mRNA
OG0004257	AT1G08780.1	YNL153C_mRNA
OG0004259	AT1G10170.4	YNL023C_mRNA
OG0004268	AT1G23100.1, AT1G14980.1	YOR020C_mRNA
OG0004269	AT1G15420.1	YDR398W_mRNA
OG0004271	AT3G10070.1, AT1G17440.1	YDR145W_mRNA
OG0004278	AT1G22150.1, AT1G78000.1, AT4G08620.1, AT5G10180.1, AT1G77990.1, AT3G15990.1, AT1G23090.1, AT4G02700.1, AT3G51895.2, AT5G19600.1	YPR003C_mRNA
OG0004279	AT1G78190.1, AT1G22270.1	YNR046W_mRNA
OG0004281	AT1G22920.1, AT1G71230.1	YDL216C_mRNA
OG0004282	AT1G70310.1, AT1G23820.1, AT5G53120.6	YLR146C_mRNA, YPR069C_mRNA
OG0004284	AT1G24706.2	YNL139C_mRNA
OG0004286	AT3G29100.3, AT5G39510.1, AT1G26670.1, AT5G39630.1	YMR197C_mRNA
OG0004293	AT1G43860.1	YLR022C_mRNA
OG0004294	AT5G42790.1, AT1G47250.1	YMR314W_mRNA
OG0004296	AT1G47560.1, AT1G47550.2	YER008C_mRNA
OG0004297	AT1G48130.1	YBL064C_mRNA
OG0004298	AT1G48520.1	YBL080C_mRNA
OG0004299	AT3G18160.3, AT1G48635.2	YDR329C_mRNA
OG0004300	AT1G48760.1	YPL195W_mRNA
OG0004302	AT3G61960.1, AT3G53930.2, AT2G37840.1, AT1G49180.1	YGL180W_mRNA
OG0004305	AT1G51650.1	YPL271W_mRNA
OG0004306	AT1G51710.1, AT3G21280.1	YFR010W_mRNA
OG0004312	AT1G54210.1, AT3G13970.1	YBR217W_mRNA
OG0004313	AT5G35910.1, AT1G54440.2	YOR001W_mRNA
OG0004317	AT1G62850.2	YOL114C_mRNA
OG0004318	AT1G66510.1	YBL074C_mRNA
OG0004319	AT1G67680.1, AT1G67650.1	YPL210C_mRNA
OG0004321	AT2G01430.1, AT1G70920.1, AT5G06710.1, AT4G37790.1, AT2G22800.1, AT4G16780.1, AT5G47370.1, AT4G17460.1, AT2G44910.1, AT3G60390.1	YCR097W_mRNA
OG0004322	AT1G71820.2	YIL068C_mRNA
OG0004324	AT1G72550.1	YLR060W_mRNA
OG0004325	AT1G78800.1	YGL065C_mRNA
OG0004326	AT5G46180.1	YLR438W_mRNA
OG0004326	AT1G80600.1	YOL140W_mRNA
OG0004328	AT2G03870.1	YNL147W_mRNA
OG0004329	AT2G05755.1	YMR253C_mRNA, YPL264C_mRNA
OG0004331	AT2G13540.1	YMR125W_mRNA
OG0004332	AT2G15430.1, AT2G15400.1	YIL021W_mRNA
OG0004333	AT2G17980.1, AT4G31740.1	YDR189W_mRNA
OG0004336	AT2G18840.1, AT4G30260.2	YGL198W_mRNA
OG0004345	AT4G40000.1, AT2G22400.1	YBL024W_mRNA
OG0004346	AT2G25280.1	YJR008W_mRNA
OG0004348	AT2G25840.2	YDR268W_mRNA
OG0004349	AT2G26350.1	YDR265W_mRNA
OG0004352	AT2G30170.1, AT4G16580.1, AT5G66720.1	YHR076W_mRNA
OG0004353	AT2G30350.2	YBR228W_mRNA
OG0004354	AT2G30410.1	YOR265W_mRNA
OG0004355	AT2G30910.1, AT2G31300.2	YBR234C_mRNA
OG0004357	AT2G32170.2, AT2G32160.3	YNL092W_mRNA
OG0004360	AT2G34357.1, AT4G23540.1	YPL012W_mRNA
OG0004361	AT2G34980.1	YPL076W_mRNA
OG0004362	AT2G36620.1, AT3G53020.1	YGL031C_mRNA, YGR148C_mRNA
OG0004364	AT2G37975.1, AT3G54085.1	YER074W-A_mRNA
OG0004365	AT2G38700.1, AT3G54250.1	YNR043W_mRNA
OG0004367	AT2G40490.1, AT3G14930.1	YDR047W_mRNA
OG0004368	AT3G57465.1, AT2G41790.1, AT3G57470.2	YLR389C_mRNA
OG0004369	AT2G44520.1	YPL172C_mRNA
OG0004370	AT3G62910.1, AT2G47020.3	YGL143C_mRNA
OG0004371	AT2G47760.5	YBL082C_mRNA
OG0004374	AT3G05040.2	YDR335W_mRNA
OG0004375	AT5G19200.1, AT3G06060.2	YBR265W_mRNA
OG0004377	AT3G07370.1	YCR060W_mRNA
OG0004380	AT5G02870.1, AT3G09630.1	YDR012W_mRNA, YBR031W_mRNA
OG0004381	AT5G02960.1, AT3G09680.1	YGR118W_mRNA, YPR132W_mRNA
OG0004382	AT3G11270.1, AT5G05780.1	YOR261C_mRNA
OG0004387	AT3G16650.1, AT4G15900.1	YPL151C_mRNA
OG0004388	AT3G16980.1, AT4G16265.2	YGL070C_mRNA
OG0004390	AT5G12980.1, AT3G20800.1	YNL288W_mRNA
OG0004391	AT3G20920.1	YPL094C_mRNA
OG0004392	AT3G21060.1	YAR003W_mRNA
OG0004393	AT3G26410.1	YOL124C_mRNA
OG0004394	AT3G28030.3	YGR258C_mRNA
OG0004398	AT3G48190.2	YBL088C_mRNA
OG0004399	AT3G48790.1, AT5G23670.1, AT3G48780.1	YDR062W_mRNA
OG0004401	AT3G51460.1, AT5G66020.1	YKL212W_mRNA
OG0004403	AT3G54210.1, AT5G09770.1, AT5G64650.1	YJL063C_mRNA
OG0004404	AT3G54670.1	YFL008W_mRNA
OG0004405	AT3G55080.1	YDR257C_mRNA
OG0004406	AT4G27340.1, AT3G56120.1	YHR070W_mRNA
OG0004407	AT3G57610.1	YNL220W_mRNA
OG0004409	AT4G00100.1, AT3G60770.1	YDR064W_mRNA
OG0004410	AT3G61650.1, AT5G05620.1	YLR212C_mRNA
OG0004411	AT4G02460.1	YNL082W_mRNA
OG0004412	AT4G02620.1	YGR020C_mRNA
OG0004413	AT4G20360.1, AT4G02930.1	YOR187W_mRNA
OG0004415	AT4G04350.1	YLR382C_mRNA
OG0004416	AT4G05450.1, AT4G21090.1	YPL252C_mRNA
OG0004418	AT5G05720.1, AT5G08695.1, AT4G19610.1	YPR112C_mRNA
OG0004420	AT4G23660.3	YNR041C_mRNA
OG0004422	AT4G24820.1	YPR108W_mRNA
OG0004424	AT4G26780.1, AT5G55200.1	YOR232W_mRNA
OG0004425	AT4G26870.1, AT4G31180.1	YLL018C_mRNA
OG0004428	AT4G30310.2	YDR109C_mRNA
OG0004429	AT4G30930.1	YJL096W_mRNA
OG0004430	AT5G10360.1, AT4G31700.1	YBR181C_mRNA, YPL090C_mRNA
OG0004431	AT4G31770.1	YKL149C_mRNA
OG0004432	AT4G31790.1	YLR172C_mRNA
OG0004433	AT4G32470.1, AT5G25450.1	YDR529C_mRNA
OG0004437	AT4G37190.1	YMR211W_mRNA
OG0004438	AT4G39280.1	YFL022C_mRNA
OG0004439	AT5G03080.1	YGR036C_mRNA
OG0004440	AT5G03905.1	YPR067W_mRNA
OG0004441	AT5G08290.1	YPR082C_mRNA
OG0004442	AT5G08565.1, AT5G63670.1	YGR063C_mRNA
OG0004444	AT5G13520.1	YNL045W_mRNA
OG0004446	AT5G13570.2	YNL118C_mRNA
OG0004448	AT5G14240.1	YOR281C_mRNA
OG0004449	AT5G15540.1	YDR180W_mRNA
OG0004450	AT5G19820.1	YMR308C_mRNA
OG0004451	AT5G19910.2	YGL127C_mRNA
OG0004456	AT5G38890.1	YNL232W_mRNA
OG0004458	AT5G40660.1	YJL180C_mRNA
OG0004460	AT5G47680.1	YOL093W_mRNA
OG0004462	AT5G51740.2	YKR087C_mRNA
OG0004838	AT3G60860.1, AT1G01960.1	YDR170C_mRNA
OG0004839	AT1G02410.1	YPL132W_mRNA
OG0004841	AT1G03475.1, AT4G03205.2	YDR044W_mRNA
OG0004843	AT4G03380.1, AT1G03530.1	YNL124W_mRNA
OG0004850	AT1G58450.1, AT1G04130.1	YBR155W_mRNA
OG0004851	AT1G04640.1, AT1G47578.1, AT4G31050.1	YLR239C_mRNA
OG0004853	AT1G05910.1	YGR270W_mRNA
OG0004856	AT1G08050.1, AT3G54780.4, AT2G38970.1, AT5G60710.1, AT5G49665.1, AT5G65683.1, AT4G37890.1, AT2G22680.1	YJL157C_mRNA
OG0004857	AT1G08110.4	YML004C_mRNA
OG0004858	AT1G08750.1	YDR331W_mRNA
OG0004859	AT1G09150.1	YER007C-A_mRNA
OG0004860	AT1G09640.1, AT1G57720.1	YPL048W_mRNA, YGR201C_mRNA, YKL081W_mRNA
OG0004861	AT1G09760.1	YPL213W_mRNA
OG0004867	AT1G13330.1	YGL033W_mRNA
OG0004872	AT1G15460.1, AT1G74810.1, AT5G25430.1, AT4G32510.2, AT3G06450.1, AT3G62270.1, AT2G47160.2	YNL275W_mRNA
OG0004873	AT2G32060.1, AT1G15930.1	YOR369C_mRNA
OG0004877	AT1G17130.2, AT2G32050.1, AT3G43250.1, AT2G29430.1	YKL095W_mRNA
OG0004881	AT1G17680.1	YGR047C_mRNA
OG0004882	AT1G18450.1	YJL081C_mRNA
OG0004885	AT5G13710.1	YML008C_mRNA
OG0004889	AT1G76300.1, AT1G20580.1	YLR147C_mRNA
OG0004892	AT4G08840.1, AT1G35750.1, AT1G35730.2, AT1G78160.2, AT1G22240.1, AT5G56510.1	YGL014W_mRNA, YGL178W_mRNA
OG0004894	AT1G24909.1, AT1G25083.1, AT1G25155.1, AT1G24807.1, AT5G57890.1, AT1G25220.2	YKL211C_mRNA
OG0004897	AT5G41910.1, AT1G26665.1	YPR168W_mRNA
OG0004899	AT1G27752.1	YGL110C_mRNA
OG0004900	AT1G28060.1, AT3G55930.1	YDR473C_mRNA
OG0004902	AT1G29150.1	YDL097C_mRNA
OG0004903	AT4G18700.1, AT5G45810.1, AT2G34180.1, AT1G29230.1, AT4G30960.1, AT5G45820.1, AT5G01810.1, AT5G58380.1, AT5G07070.1	YHR082C_mRNA
OG0004905	AT1G31780.1	YNL041C_mRNA
OG0004906	AT2G35520.2, AT1G32210.1	YOR103C_mRNA
OG0004908	AT1G34150.1	YFL001W_mRNA
OG0004909	AT1G34260.1, AT1G71010.1, AT3G14270.1, AT4G33240.1	YFR019W_mRNA
OG0004910	AT1G69740.1, AT1G44318.1	YGL040C_mRNA
OG0004914	AT1G49015.1, AT5G25780.1, AT5G27640.2	YOR361C_mRNA
OG0004919	AT2G41380.1, AT5G10830.1, AT4G22530.1, AT1G55450.2, AT3G54150.1, AT3G61210.1	YER175C_mRNA, YHR209W_mRNA
OG0004920	AT1G58440.1, AT4G37760.1, AT2G22830.1	YGR175C_mRNA
OG0004921	AT1G60490.1	YLR240W_mRNA
OG0004925	AT1G65540.1, AT3G59820.2	YOL027C_mRNA, YPR125W_mRNA
OG0004927	AT1G69750.1, AT1G66590.2	YLL018C-A_mRNA
OG0004929	AT1G67180.1	YJL090C_mRNA
OG0004930	AT1G67500.2	YPL167C_mRNA
OG0004931	AT1G67630.1	YBL035C_mRNA
OG0004932	AT5G27280.1, AT1G68730.1	YNL310C_mRNA
OG0004933	AT1G69070.2	YDL148C_mRNA
OG0004935	AT2G01290.1, AT1G71100.1, AT3G04790.1	YOR095C_mRNA
OG0004942	AT1G79190.2	YKL033W_mRNA
OG0004943	AT1G79280.2	YIL149C_mRNA, YKR095W_mRNA
OG0004947	AT3G18630.1, AT2G10550.1	YML021C_mRNA
OG0004948	AT2G16790.3	YDR248C_mRNA
OG0004949	AT5G24360.2, AT2G17520.1	YHR079C_mRNA
OG0004950	AT5G45600.1, AT2G18000.2	YNL107W_mRNA
OG0004951	AT4G36210.3, AT2G18100.1	YFL034W_mRNA
OG0004952	AT2G18770.2, AT5G05670.1	YKL154W_mRNA
OG0004954	AT2G19870.1	YOR201C_mRNA
OG0004955	AT4G27090.1, AT2G20450.1	YKL006W_mRNA, YHL001W_mRNA
OG0004957	AT2G21440.1	YPL043W_mRNA
OG0004958	AT4G39220.1, AT2G21600.1	YCL001W_mRNA
OG0004959	AT4G30540.1, AT2G23960.1, AT4G30530.1, AT2G23970.1, AT4G30550.1	YLR126C_mRNA
OG0004960	AT4G32175.1, AT2G25355.1	YOL142W_mRNA
OG0004963	AT2G26000.2, AT2G42160.1	YHL010C_mRNA
OG0004964	AT2G28305.1, AT3G53450.1, AT2G37210.2, AT5G03270.1, AT4G35190.1, AT5G06300.1, AT2G35990.1, AT5G11950.1, AT5G26140.2	YJL055W_mRNA
OG0004965	AT2G28815.1, ATCG00790.1, ATMG00080.1	YBL038W_mRNA
OG0004967	AT2G31660.1, AT3G59020.2	YJR132W_mRNA
OG0004968	AT2G33820.3	YOR130C_mRNA
OG0004972	AT3G53430.1, AT2G37190.1, AT5G60670.1	YDR418W_mRNA, YEL054C_mRNA
OG0004973	AT2G38270.1, AT3G54900.1, AT3G15660.1	YPL059W_mRNA
OG0004974	AT2G38290.1	YPR138C_mRNA, YGR121C_mRNA, YNL142W_mRNA
OG0004976	AT2G39630.1	YPL227C_mRNA
OG0004977	AT2G39800.1, AT3G55610.1	YOR323C_mRNA
OG0004978	AT2G40190.1	YNL048W_mRNA
OG0004979	AT2G40290.1, AT5G05470.1	YJR007W_mRNA
OG0004980	AT2G42120.1	YJR006W_mRNA
OG0004981	AT2G42810.2	YGR123C_mRNA
OG0004982	AT2G43190.1	YBR257W_mRNA
OG0004984	AT5G60460.1, AT3G60540.1, AT2G45070.1	YER019C-A_mRNA, YER087C-B_mRNA
OG0004986	AT4G30600.1	YDR292C_mRNA
OG0004987	AT2G47790.1	YNL035C_mRNA
OG0004991	AT3G04740.1	YLR071C_mRNA
OG0004993	AT3G54380.1, AT3G06290.1	YDR159W_mRNA
OG0004994	AT4G02840.2, AT3G07590.1	YGR074W_mRNA
OG0004996	AT3G10110.1	YDL217C_mRNA
OG0004997	AT3G11400.2, AT5G06000.1	YDR429C_mRNA
OG0005004	AT3G22980.1	YNL163C_mRNA
OG0005005	AT3G23620.1	YKR081C_mRNA
OG0005006	AT3G24080.1	YNL308C_mRNA
OG0005007	AT3G24495.1, AT4G02070.1	YDR097C_mRNA
OG0005008	AT3G27325.2	YFL025C_mRNA
OG0005009	AT3G28715.1, AT3G28710.1	YLR447C_mRNA
OG0005011	AT5G20570.2, AT3G42830.1	YOL133W_mRNA
OG0005012	AT5G13750.1, AT5G13740.1, AT3G43790.2	YCR023C_mRNA
OG0005013	AT3G44320.1, AT3G44300.1, AT3G44310.1, AT5G22300.1	YIL164C_mRNA
OG0005014	AT3G51270.1	YNL207W_mRNA
OG0005015	AT3G52140.4	YMR012W_mRNA
OG0005017	AT3G54470.1	YEL021W_mRNA
OG0005018	AT3G54630.1	YIL144W_mRNA
OG0005020	AT4G01880.1	YOL125W_mRNA
OG0005021	AT4G02110.1	YHR154W_mRNA
OG0005022	AT4G03120.1	YLR298C_mRNA
OG0005023	AT4G03280.1, AT5G13430.1, AT5G13440.1	YEL024W_mRNA
OG0005024	AT4G13780.1	YGR264C_mRNA
OG0005029	AT4G19490.1	YDR027C_mRNA
OG0005031	AT4G21110.1	YCR063W_mRNA
OG0005033	AT4G24830.1	YOL058W_mRNA
OG0005034	AT4G26750.1	YLR181C_mRNA
OG0005037	AT4G34910.1	YLR276C_mRNA
OG0005038	AT4G36050.2	YBL019W_mRNA
OG0005040	AT4G38630.1	YHR200W_mRNA
OG0005043	AT5G04600.1	YNL110C_mRNA
OG0005044	AT5G05010.1	YFR051C_mRNA
OG0005046	AT5G06410.1	YGL018C_mRNA
OG0005047	AT5G08180.1	YDL208W_mRNA
OG0005049	AT5G39900.1, AT5G08650.1	YLR289W_mRNA
OG0005053	AT5G14600.1	YJL125C_mRNA
OG0005054	AT5G15550.1	YOR272W_mRNA
OG0005055	AT5G15920.1	YOL034W_mRNA
OG0005056	AT5G16260.1	YNL286W_mRNA
OG0005058	AT5G19130.1	YLR088W_mRNA
OG0005059	AT5G19460.1, AT5G19470.2	YJR142W_mRNA
OG0005060	AT5G19990.1, AT5G20000.1	YGL048C_mRNA
OG0005061	AT5G22100.1	YOL010W_mRNA
OG0005062	AT5G22110.1	YPR175W_mRNA
OG0005063	AT5G37340.2, AT5G22480.1	YGR211W_mRNA
OG0005067	AT5G24670.2	YLR316C_mRNA
OG0005068	AT5G38720.2	YCL031C_mRNA
OG0005070	AT5G41190.1	YOR056C_mRNA
OG0005072	AT5G43500.1	YOR141C_mRNA
OG0005073	AT5G46280.1	YEL032W_mRNA
OG0005075	AT5G51660.1	YDR301W_mRNA
OG0005076	AT5G54440.1	YMR218C_mRNA
OG0005077	AT5G56130.1	YNL253W_mRNA
OG0005078	AT5G57160.1	YOR005C_mRNA
OG0005079	AT5G58410.1	YMR247C_mRNA
OG0005080	AT5G61220.1	YER048W-A_mRNA
OG0005081	AT5G61330.2	YDR299W_mRNA
OG0005083	AT5G63010.1	YBR246W_mRNA
OG0005084	AT5G64050.1	YOL033W_mRNA
OG0005085	AT5G64670.1	YNL284C_mRNA
OG0005568	AT1G01930.1	YDR049W_mRNA
OG0005570	AT1G02145.3	YNR030W_mRNA
OG0005577	AT2G36310.1, AT1G05620.1	YDR400W_mRNA
OG0005583	AT4G08390.1, AT1G77490.1, AT4G35000.1, AT4G35970.1, AT3G09640.1, AT1G07890.1, AT4G32320.1, AT4G09010.3	YKR066C_mRNA
OG0005585	AT5G26110.1, AT1G08120.1	YGR262C_mRNA
OG0005586	AT1G08190.1	YDR080W_mRNA
OG0005587	AT1G11790.1, AT3G07630.1, AT1G08250.1, AT2G27820.1, AT5G22630.1, AT3G44720.1	YNL316C_mRNA
OG0005591	AT1G11110.1, AT4G09300.4, AT1G61150.10	YMR135C_mRNA
OG0005594	AT1G11520.1	YMR240C_mRNA
OG0005595	AT1G11890.1	YLR268W_mRNA
OG0005596	AT1G12230.2	YLR354C_mRNA, YGR043C_mRNA
OG0005597	AT3G13784.2, AT3G13790.1, AT1G55120.1, AT5G11920.1, AT2G36190.1, AT3G52600.1, AT1G12240.1, AT1G62660.1	YIL162W_mRNA
OG0005598	AT1G12270.1, AT1G62740.1, AT4G12400.2	YOR027W_mRNA
OG0005599	AT1G12730.1, AT1G63110.1	YLR459W_mRNA
OG0005603	AT1G15130.1	YOR275C_mRNA, YPL084W_mRNA
OG0005606	AT1G16040.1	YDR302W_mRNA
OG0005608	AT1G16470.1, AT1G79210.1	YML092C_mRNA
OG0005609	AT1G19120.1, AT3G14080.1	YJL124C_mRNA
OG0005613	AT1G76860.1, AT1G21190.1	YLR438C-A_mRNA
OG0005617	AT4G33580.2, AT1G58180.2, AT1G70410.2, AT1G23730.1, AT3G01500.2, AT5G14740.1	YNL036W_mRNA
OG0005620	AT1G24510.1	YJR064W_mRNA
OG0005622	AT2G46230.1, AT1G26530.1	YDR339C_mRNA
OG0005624	AT5G01400.1, AT1G27595.1	YAL043C_mRNA
OG0005625	AT1G27980.1	YDR294C_mRNA
OG0005627	AT1G29260.1	YDR142C_mRNA
OG0005628	AT1G29880.1	YPR081C_mRNA, YBR121C_mRNA
OG0005630	AT2G43330.1, AT2G35740.1, AT4G16480.1, AT1G30220.1	YDR497C_mRNA, YOL103W_mRNA
OG0005639	AT3G17770.1, AT1G48430.1	YML070W_mRNA, YFL053W_mRNA
OG0005640	AT1G48860.1, AT2G45300.1	YDR127W_mRNA
OG0005642	AT1G49340.1, AT1G51040.1	YLR305C_mRNA
OG0005645	AT3G20060.1, AT1G50490.1	YOR339C_mRNA
OG0005647	AT1G79990.1, AT3G15980.5, AT1G52360.2	YGL137W_mRNA
OG0005650	AT1G53690.1, AT5G41010.1	YHR143W-A_mRNA
OG0005652	AT1G55720.1, AT1G55730.1, AT3G13320.1	YDL128W_mRNA
OG0005653	AT1G55800.1, AT5G56075.1, AT2G11045.1, AT5G25030.1, AT5G56060.1, AT4G26485.1, AT1G55790.1, AT1G55803.1	YIL096C_mRNA
OG0005654	AT1G55805.1	YAL044W-A_mRNA
OG0005658	AT1G63660.1	YMR217W_mRNA
OG0005659	AT1G63780.1	YNL075W_mRNA
OG0005660	AT1G63980.1	YGR280C_mRNA
OG0005662	AT1G64880.1	YBR251W_mRNA
OG0005664	AT1G65700.3	YJR022W_mRNA
OG0005665	AT1G66520.1	YBL013W_mRNA
OG0005666	AT1G67120.2	YLR106C_mRNA
OG0005669	AT1G71370.1, AT1G71280.1, AT5G05450.1	YFL002C_mRNA
OG0005670	AT1G73430.1	YER157W_mRNA
OG0005672	AT1G74970.1, AT3G49080.1	YBR146W_mRNA
OG0005673	AT1G75200.1	YPL207W_mRNA
OG0005674	AT1G77180.1	YAL032C_mRNA
OG0005677	AT4G21180.1, AT1G79940.1	YOR254C_mRNA
OG0005678	AT1G80710.1	YDL156W_mRNA
OG0005680	AT2G03667.1	YML096W_mRNA
OG0005682	AT2G04540.1	YER061C_mRNA
